GlyTouCanAccession	Name	Domain
G57776ZU	HexNAc3Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G57784IN	HexNAc(2)Hex(3)NeuGc(1)	Byonic
G57784IN	HexNAc2Hex3NeuGc1	ShortUniCarbKB
G57784IN	HexNAc2Hex3dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G58001LT	HN2	ShortComp
G58001LT	HexNAc(2)Hex(1)	Byonic
G58001LT	HexNAc2Hex1	ShortUniCarbKB
G58001LT	HexNAc2Hex1dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G58014BV	HexNAc(5)Hex(8)dHex(1)NeuAc(1)	Byonic
G58014BV	HexNAc5Hex8dHex1NeuAc1	ShortUniCarbKB
G58014BV	HexNAc5Hex8dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G58082FV	HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA1	UniCarbKB
G58082FV	HexNAc1S1HexA1	ShortUniCarbKB
G58087IP	H11N2	ShortComp
G58087IP	HexNAc(2)Hex(11)	Byonic
G58087IP	HexNAc2Hex11	ShortUniCarbKB
G58087IP	HexNAc2Hex11dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G58326GX	HexNAc(1)Hex(1)Fuc(1)NeuAc(1)Sulpho(1)	Byonic
G58414OV	HexNAc(4)Hex(5)Fuc(1)NeuAc(2)Sulpho(1)	Byonic
G58498GJ	H10N7S	ShortComp
G58498GJ	HexNAc(7)Hex(10)NeuAc(1)	Byonic
G58498GJ	HexNAc7Hex10NeuAc1	ShortUniCarbKB
G58498GJ	HexNAc7Hex10dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G58512JV	HexNAc(1)Hex(3)dHex(3)	Byonic
G58512JV	HexNAc1Hex3dHex3	ShortUniCarbKB
G58512JV	HexNAc1Hex3dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G58762WR	H5N6F2S	ShortComp
G58762WR	HexNAc(6)Hex(5)Fuc(2)NeuAc(1)	Byonic
G58797XH	HN3S	ShortComp
G58797XH	HexNAc(3)Hex(1)NeuAc(1)	Byonic
G58797XH	HexNAc3Hex1NeuAc1	ShortUniCarbKB
G58797XH	HexNAc3Hex1dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G58802FE	HexNAc(4)Hex(6)dHex(3)	Byonic
G58802FE	HexNAc4Hex6dHex3	ShortUniCarbKB
G58802FE	HexNAc4Hex6dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G58896AZ	Paragloboside	SemanticName
G58954YZ	H4N5F2S	ShortComp
G58954YZ	HexNAc(5)Hex(4)Fuc(2)NeuAc(1)	Byonic
G59007LK	HexNAc(6)Hex(6)dHex(3)NeuAc(2)	Byonic
G59007LK	HexNAc6Hex6dHex3NeuAc2	ShortUniCarbKB
G59007LK	HexNAc6Hex6dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G59101HX	HexNAc(6)Hex(7)dHex(3)NeuAc(2)	Byonic
G59101HX	HexNAc6Hex7dHex3NeuAc2	ShortUniCarbKB
G59101HX	HexNAc6Hex7dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G59126YU	O-Linked mannose	SemanticName
G59170OL	HexNAc(5)Hex(3)NeuGc(1)	Byonic
G59170OL	HexNAc5Hex3NeuGc1	ShortUniCarbKB
G59170OL	HexNAc5Hex3dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G59324HL	H12N2	ShortComp
G59324HL	HexNAc(2)Hex(12)	Byonic
G59324HL	HexNAc2Hex12	ShortUniCarbKB
G59324HL	HexNAc2Hex12dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G59334JE	H4N8	ShortComp
G59334JE	HexNAc(8)Hex(4)	Byonic
G59334JE	HexNAc8Hex4	ShortUniCarbKB
G59334JE	HexNAc8Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G59365RI	Hex(2)Sulpho(1)	Byonic
G59365RI	Hex2S1	ShortUniCarbKB
G59365RI	HexNAc0Hex2dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G59540CB	HexNAc(6)Hex(3)dHex(2)	Byonic
G59540CB	HexNAc6Hex3dHex2	ShortUniCarbKB
G59540CB	HexNAc6Hex3dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G59588WY	HexNAc(3)Hex(3)dHex(3)NeuAc(1)	Byonic
G59588WY	HexNAc3Hex3dHex3NeuAc1	ShortUniCarbKB
G59588WY	HexNAc3Hex3dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G59626AS	H5N4S	ShortComp
G59626AS	HexNAc(4)Hex(5)NeuAc(1)	Byonic
G59626AS	HexNAc4Hex5NeuAc1	ShortUniCarbKB
G59626AS	HexNAc4Hex5dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G59639BE	HexNAc(7)Hex(8)dHex(1)NeuAc(3)	Byonic
G59639BE	HexNAc7Hex8dHex1NeuAc3	ShortUniCarbKB
G59639BE	HexNAc7Hex8dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G59924QI	H6N3F	ShortComp
G59924QI	HexNAc(3)Hex(6)Fuc(1)	Byonic
G59937CP	HexNAc(4)Hex(4)dHex(1)	Byonic
G59937CP	HexNAc4Hex4dHex1	ShortUniCarbKB
G59937CP	HexNAc4Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G60032AU	HexNAc(1)Hex(3)Sulpho(2)	Byonic
G60032AU	HexNAc1Hex3S2	ShortUniCarbKB
G60032AU	HexNAc1Hex3dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G60033FS	H6N5	ShortComp
G60033FS	HexNAc(5)Hex(6)	Byonic
G60033FS	HexNAc5Hex6	ShortUniCarbKB
G60033FS	HexNAc5Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G60041XW	H3N5S2	ShortComp
G60041XW	HexNAc(5)Hex(3)NeuAc(2)	Byonic
G60041XW	HexNAc5Hex3NeuAc2	ShortUniCarbKB
G60041XW	HexNAc5Hex3dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G60060GI	HexNAc(4)Hex(2)dHex(1)	Byonic
G60060GI	HexNAc4Hex2dHex1	ShortUniCarbKB
G60060GI	HexNAc4Hex2dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G60667HJ	H4N3S2	ShortComp
G60667HJ	HexNAc(3)Hex(4)NeuAc(2)	Byonic
G60667HJ	HexNAc3Hex4NeuAc2	ShortUniCarbKB
G60667HJ	HexNAc3Hex4dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G60743GT	HexNAc(5)Hex(8)dHex(1)	Byonic
G60743GT	HexNAc5Hex8dHex1	ShortUniCarbKB
G60743GT	HexNAc5Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G60785ZW	HexNAc(6)Hex(3)dHex(2)NeuGc(1)	Byonic
G60785ZW	HexNAc6Hex3dHex2NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G60785ZW	HexNAc6Hex3dHex2NeuGc1	ShortUniCarbKB
G60834IK	H6N5F4	ShortComp
G60834IK	HexNAc(5)Hex(6)Fuc(4)	Byonic
G60875AH	HexNAc(4)Hex(6)NeuGc(1)	Byonic
G60875AH	HexNAc4Hex6NeuGc1	ShortUniCarbKB
G60875AH	HexNAc4Hex6dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G60923RB	HexNAc(4)Hex(5)dHex(2)	Byonic
G60923RB	HexNAc4Hex5dHex2	ShortUniCarbKB
G60923RB	HexNAc4Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G61084RR	Hex2Pent1HexA1	ShortUniCarbKB
G61084RR	HexNAc0Hex2dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA1	UniCarbKB
G61099GA	HexNAc(3)Hex(2)dHex(2)	Byonic
G61099GA	HexNAc3Hex2dHex2	ShortUniCarbKB
G61099GA	HexNAc3Hex2dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G61256FT	H3N6FS	ShortComp
G61256FT	HexNAc(6)Hex(3)Fuc(1)NeuAc(1)	Byonic
G61261ID	HexNAc(4)Hex(5)NeuAc(1)Sulpho(1)	Byonic
G61261ID	HexNAc4Hex5NeuAc1S1	ShortUniCarbKB
G61261ID	HexNAc4Hex5dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G61263MF	HexNAc(3)Hex(7)NeuAc(1)Phospho(1)	Byonic
G61263MF	HexNAc3Hex7NeuAc1P1	ShortUniCarbKB
G61263MF	HexNAc3Hex7dHex0NeuAc1NeuGc0Pent0S0P1KDN0HexA0	UniCarbKB
G61337RI	H2N3S	ShortComp
G61337RI	HexNAc(3)Hex(2)NeuAc(1)	Byonic
G61337RI	HexNAc3Hex2NeuAc1	ShortUniCarbKB
G61337RI	HexNAc3Hex2dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G61425UE	HexNAc(6)Hex(3)Fuc(1)Sulpho(2)	Byonic
G61466PB	HexNAc(4)Hex(6)dHex(3)NeuAc(1)	Byonic
G61466PB	HexNAc4Hex6dHex3NeuAc1	ShortUniCarbKB
G61466PB	HexNAc4Hex6dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G61517TM	HexNAc(2)Hex(4)dHex(4)	Byonic
G61517TM	HexNAc2Hex4dHex4	ShortUniCarbKB
G61517TM	HexNAc2Hex4dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G61525OO	HexNAc(6)Hex(6)dHex(1)NeuGc(3)	Byonic
G61525OO	HexNAc6Hex6dHex1NeuAc0NeuGc3Pent0S0P0KDN0HexA0	UniCarbKB
G61525OO	HexNAc6Hex6dHex1NeuGc3	ShortUniCarbKB
G61605LI	HexNAc(5)Hex(5)dHex(4)	Byonic
G61605LI	HexNAc5Hex5dHex4	ShortUniCarbKB
G61605LI	HexNAc5Hex5dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G61613II	HexNAc(6)Hex(5)dHex(2)	Byonic
G61613II	HexNAc6Hex5dHex2	ShortUniCarbKB
G61613II	HexNAc6Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G61855PQ	HexNAc(4)Hex(3)dHex(2)	Byonic
G61855PQ	HexNAc4Hex3dHex2	ShortUniCarbKB
G61855PQ	HexNAc4Hex3dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G61948MO	HexNAc(5)Hex(7)dHex(4)	Byonic
G61948MO	HexNAc5Hex7dHex4	ShortUniCarbKB
G61948MO	HexNAc5Hex7dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G62150KR	HexNAc1Hex2Pent1HexA2	ShortUniCarbKB
G62150KR	HexNAc1Hex2dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA2	UniCarbKB
G62273EM	HexNAc(5)Hex(4)dHex(1)Sulpho(2)	Byonic
G62273EM	HexNAc5Hex4dHex1NeuAc0NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G62273EM	HexNAc5Hex4dHex1S2	ShortUniCarbKB
G62554JH	LcGg4	SemanticName
G62595EF	HexNAc(4)Hex(7)dHex(1)	Byonic
G62595EF	HexNAc4Hex7dHex1	ShortUniCarbKB
G62595EF	HexNAc4Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G62630PF	HexNAc(1)Hex(4)NeuGc(2)	Byonic
G62630PF	HexNAc1Hex4NeuGc2	ShortUniCarbKB
G62630PF	HexNAc1Hex4dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G62695XZ	H3NS3	ShortComp
G62695XZ	HexNAc(1)Hex(3)NeuAc(3)	Byonic
G62695XZ	HexNAc1Hex3NeuAc3	ShortUniCarbKB
G62695XZ	HexNAc1Hex3dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G62765YT	H8N2	ShortComp
G62765YT	HexNAc(2)Hex(8)	Byonic
G62765YT	HexNAc2Hex8	ShortUniCarbKB
G62765YT	HexNAc2Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G62792OG	HexNAc(5)Hex(3)dHex(1)NeuAc(1)	Byonic
G62792OG	HexNAc5Hex3dHex1NeuAc1	ShortUniCarbKB
G62792OG	HexNAc5Hex3dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G62940AJ	HexNAc2Hex4HexA1	ShortUniCarbKB
G62940AJ	HexNAc2Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA1	UniCarbKB
G62959JR	HexNAc1Hex3HexA1	ShortUniCarbKB
G62959JR	HexNAc1Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA1	UniCarbKB
G62990JB	HexNAc(5)Hex(5)dHex(1)Phospho(1)	Byonic
G62990JB	HexNAc5Hex5dHex1NeuAc0NeuGc0Pent0S0P1KDN0HexA0	UniCarbKB
G62990JB	HexNAc5Hex5dHex1P1	ShortUniCarbKB
G63041LO	H5N3FS	ShortComp
G63041LO	HexNAc(3)Hex(5)Fuc(1)NeuAc(1)	Byonic
G63136LV	H11N6F	ShortComp
G63136LV	HexNAc(6)Hex(11)Fuc(1)	Byonic
G63142YI	HexNAc(5)Hex(5)dHex(1)NeuGc(2)	Byonic
G63142YI	HexNAc5Hex5dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G63142YI	HexNAc5Hex5dHex1NeuGc2	ShortUniCarbKB
G63192RT	HexNAc(7)Hex(7)Fuc(1)NeuAc(2)Sulpho(2)	Byonic
G63198FP	H6N6F2	ShortComp
G63198FP	HexNAc(6)Hex(6)Fuc(2)	Byonic
G63236GA	HexNAc(4)Hex(5)dHex(1)Sulpho(1)	Byonic
G63236GA	HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G63236GA	HexNAc4Hex5dHex1S1	ShortUniCarbKB
G63273GB	HexNAc(5)Hex(3)Sulpho(1)	Byonic
G63273GB	HexNAc5Hex3S1	ShortUniCarbKB
G63273GB	HexNAc5Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G63276XU	H3N6S	ShortComp
G63276XU	HexNAc(6)Hex(3)NeuAc(1)	Byonic
G63276XU	HexNAc6Hex3NeuAc1	ShortUniCarbKB
G63276XU	HexNAc6Hex3dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G63386TM	HexNAc2Hex4S1HexA1	ShortUniCarbKB
G63386TM	HexNAc2Hex4dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA1	UniCarbKB
G63543FL	HexNAc(6)Hex(3)dHex(1)NeuAc(2)	Byonic
G63543FL	HexNAc6Hex3dHex1NeuAc2	ShortUniCarbKB
G63543FL	HexNAc6Hex3dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G63556VQ	H7N6F5S3	ShortComp
G63556VQ	HexNAc(6)Hex(7)Fuc(5)NeuAc(3)	Byonic
G63600AJ	HexNAc(1)Hex(3)dHex(1)NeuAc(2)	Byonic
G63600AJ	HexNAc1Hex3dHex1NeuAc2	ShortUniCarbKB
G63600AJ	HexNAc1Hex3dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G63612VM	HexNAc(6)	Byonic
G63612VM	HexNAc6	ShortUniCarbKB
G63612VM	HexNAc6Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G63612VM	N6	ShortComp
G63976XX	H6N8	ShortComp
G63976XX	HexNAc(8)Hex(6)	Byonic
G63976XX	HexNAc8Hex6	ShortUniCarbKB
G63976XX	HexNAc8Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G63980BQ	H4N6S2	ShortComp
G63980BQ	HexNAc(6)Hex(4)NeuAc(2)	Byonic
G63980BQ	HexNAc6Hex4NeuAc2	ShortUniCarbKB
G63980BQ	HexNAc6Hex4dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G64227KZ	Mono-fucosyl LN5	SemanticName
G64236WJ	H4N4F3S	ShortComp
G64236WJ	HexNAc(4)Hex(4)Fuc(3)NeuAc(1)	Byonic
G64239ON	HexNAc(3)Hex(3)dHex(1)NeuAc(1)	Byonic
G64239ON	HexNAc3Hex3dHex1NeuAc1	ShortUniCarbKB
G64239ON	HexNAc3Hex3dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G64407XK	H2N3F4	ShortComp
G64407XK	HexNAc(3)Hex(2)Fuc(4)	Byonic
G64409MC	H3N4FS	ShortComp
G64409MC	HexNAc(4)Hex(3)Fuc(1)NeuAc(1)	Byonic
G64591MN	H2N3F3	ShortComp
G64591MN	HexNAc(3)Hex(2)Fuc(3)	Byonic
G64615IX	HexNAc(7)Hex(8)dHex(1)NeuAc(4)	Byonic
G64615IX	HexNAc7Hex8dHex1NeuAc4	ShortUniCarbKB
G64615IX	HexNAc7Hex8dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G64779QV	H8N6F	ShortComp
G64779QV	HexNAc(6)Hex(8)Fuc(1)	Byonic
G64876LY	HexNAc(4)Hex(2)dHex(2)	Byonic
G64876LY	HexNAc4Hex2dHex2	ShortUniCarbKB
G64876LY	HexNAc4Hex2dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G64911PD	HexNAc(11)Hex(7)dHex(4)	Byonic
G64911PD	HexNAc11Hex7dHex4	ShortUniCarbKB
G64911PD	HexNAc11Hex7dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G64912PD	H5N7F3	ShortComp
G64912PD	HexNAc(7)Hex(5)Fuc(3)	Byonic
G64916EE	HexNAc(6)Hex(5)dHex(2)NeuAc(1)	Byonic
G64916EE	HexNAc6Hex5dHex2NeuAc1	ShortUniCarbKB
G64916EE	HexNAc6Hex5dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G65057SM	HexNAc(9)Hex(7)dHex(1)NeuAc(4)	Byonic
G65057SM	HexNAc9Hex7dHex1NeuAc4	ShortUniCarbKB
G65057SM	HexNAc9Hex7dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G65142PC	HexNAc(2)Hex(3)dHex(4)	Byonic
G65142PC	HexNAc2Hex3dHex4	ShortUniCarbKB
G65142PC	HexNAc2Hex3dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G65184UU	H5N5	ShortComp
G65184UU	HexNAc(5)Hex(5)	Byonic
G65184UU	HexNAc5Hex5	ShortUniCarbKB
G65184UU	HexNAc5Hex5dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G65223RT	Mono-fucosyl LN3	SemanticName
G65225MN	HexNAc(7)Hex(5)dHex(1)NeuAc(2)	Byonic
G65225MN	HexNAc7Hex5dHex1NeuAc2	ShortUniCarbKB
G65225MN	HexNAc7Hex5dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G65414LI	H9N8F	ShortComp
G65414LI	HexNAc(8)Hex(9)Fuc(1)	Byonic
G65449OV	HexNAc(5)Hex(4)dHex(4)NeuAc(1)	Byonic
G65449OV	HexNAc5Hex4dHex4NeuAc1	ShortUniCarbKB
G65449OV	HexNAc5Hex4dHex4NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G65537UV	H3N3FS2	ShortComp
G65537UV	HexNAc(3)Hex(3)Fuc(1)NeuAc(2)	Byonic
G65562ZE	Sialyl T antigen	SemanticName
G65807AE	HexNAc(5)Hex(4)dHex(3)	Byonic
G65807AE	HexNAc5Hex4dHex3	ShortUniCarbKB
G65807AE	HexNAc5Hex4dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G65889KE	Galactosylceramide	SemanticName
G65957XL	HexNAc(8)Hex(7)dHex(1)	Byonic
G65957XL	HexNAc8Hex7dHex1	ShortUniCarbKB
G65957XL	HexNAc8Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G66139DE	HexNAc(3)Hex(4)dHex(1)NeuGc(1)	Byonic
G66139DE	HexNAc3Hex4dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G66139DE	HexNAc3Hex4dHex1NeuGc1	ShortUniCarbKB
G66228GC	HexNAc(5)Hex(6)NeuGc(3)	Byonic
G66228GC	HexNAc5Hex6NeuGc3	ShortUniCarbKB
G66228GC	HexNAc5Hex6dHex0NeuAc0NeuGc3Pent0S0P0KDN0HexA0	UniCarbKB
G66362RJ	HexNAc(7)Hex(7)dHex(1)NeuAc(4)	Byonic
G66362RJ	HexNAc7Hex7dHex1NeuAc4	ShortUniCarbKB
G66362RJ	HexNAc7Hex7dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G66537LK	H8N7S4	ShortComp
G66537LK	HexNAc(7)Hex(8)NeuAc(4)	Byonic
G66537LK	HexNAc7Hex8NeuAc4	ShortUniCarbKB
G66537LK	HexNAc7Hex8dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G66578LC	HexNAc(6)Hex(3)dHex(1)NeuGc(2)	Byonic
G66578LC	HexNAc6Hex3dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G66578LC	HexNAc6Hex3dHex1NeuGc2	ShortUniCarbKB
G66620ON	HexNAc(7)Hex(7)dHex(3)NeuAc(2)	Byonic
G66620ON	HexNAc7Hex7dHex3NeuAc2	ShortUniCarbKB
G66620ON	HexNAc7Hex7dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G66758BH	HexNAc(5)Hex(6)Fuc(1)NeuAc(2)Sulpho(1)	Byonic
G66863RH	HexNAc(2)Hex(2)Sulpho(1)	Byonic
G66863RH	HexNAc2Hex2S1	ShortUniCarbKB
G66863RH	HexNAc2Hex2dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G66876TK	HexNAc(5)Hex(6)dHex(1)NeuAc(1)Sulpho(2)	Byonic
G66876TK	HexNAc5Hex6dHex1NeuAc1NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G66876TK	HexNAc5Hex6dHex1NeuAc1S2	ShortUniCarbKB
G66933CM	HexNAc(5)Hex(6)dHex(2)	Byonic
G66933CM	HexNAc5Hex6dHex2	ShortUniCarbKB
G66933CM	HexNAc5Hex6dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G67031OU	H5N4S3	ShortComp
G67031OU	HexNAc(4)Hex(5)NeuAc(3)	Byonic
G67031OU	HexNAc4Hex5NeuAc3	ShortUniCarbKB
G67031OU	HexNAc4Hex5dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G67172VF	Hex(4)dHex(2)	Byonic
G67172VF	Hex4dHex2	ShortUniCarbKB
G67172VF	HexNAc0Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G67199LR	HexNAc(1)Hex(2)dHex(2)	Byonic
G67199LR	HexNAc1Hex2dHex2	ShortUniCarbKB
G67199LR	HexNAc1Hex2dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G67324HN	HexNAc(3)Hex(5)dHex(1)NeuAc(1)	Byonic
G67324HN	HexNAc3Hex5dHex1NeuAc1	ShortUniCarbKB
G67324HN	HexNAc3Hex5dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G67367OT	HexNAc(7)Hex(3)dHex(1)	Byonic
G67367OT	HexNAc7Hex3dHex1	ShortUniCarbKB
G67367OT	HexNAc7Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G67437JU	HexNAc(1)Hex(1)dHex(1)NeuAc(1)Sulpho(2)	Byonic
G67437JU	HexNAc1Hex1dHex1NeuAc1NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G67437JU	HexNAc1Hex1dHex1NeuAc1S2	ShortUniCarbKB
G67486RJ	HexNAc(4)Hex(3)Sulpho(1)	Byonic
G67486RJ	HexNAc4Hex3S1	ShortUniCarbKB
G67486RJ	HexNAc4Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G67531TM	HexNAc(2)Hex(2)dHex(3)	Byonic
G67531TM	HexNAc2Hex2dHex3	ShortUniCarbKB
G67531TM	HexNAc2Hex2dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G67583XR	HexNAc(3)Hex(3)dHex(1)Sulpho(1)	Byonic
G67583XR	HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G67583XR	HexNAc3Hex3dHex1S1	ShortUniCarbKB
G67631MS	HexNAc(2)Hex(2)dHex(1)Sulpho(1)	Byonic
G67631MS	HexNAc2Hex2dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G67631MS	HexNAc2Hex2dHex1S1	ShortUniCarbKB
G68110IF	GT1a	SemanticName
G68117MB	HexNAc(3)Hex(3)Sulpho(1)	Byonic
G68117MB	HexNAc3Hex3S1	ShortUniCarbKB
G68117MB	HexNAc3Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G68193LO	HexNAc(9)Hex(11)dHex(2)	Byonic
G68193LO	HexNAc9Hex11dHex2	ShortUniCarbKB
G68193LO	HexNAc9Hex11dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G68318VE	HexNAc(5)Hex(4)dHex(1)	Byonic
G68318VE	HexNAc5Hex4dHex1	ShortUniCarbKB
G68318VE	HexNAc5Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G68490OW	H6N6FS	ShortComp
G68490OW	HexNAc(6)Hex(6)Fuc(1)NeuAc(1)	Byonic
G68513DO	HexNAc(4)Hex(5)dHex(1)NeuAc(4)	Byonic
G68513DO	HexNAc4Hex5dHex1NeuAc4	ShortUniCarbKB
G68513DO	HexNAc4Hex5dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G68627ND	HexNAc(1)dHex(1)Pent(1)	Byonic
G68627ND	HexNAc1Hex0dHex1NeuAc0NeuGc0Pent1S0P0KDN0HexA0	UniCarbKB
G68627ND	HexNAc1dHex1Pent1	ShortUniCarbKB
G68711ZS	HN3S2	ShortComp
G68711ZS	HexNAc(3)Hex(1)NeuAc(2)	Byonic
G68711ZS	HexNAc3Hex1NeuAc2	ShortUniCarbKB
G68711ZS	HexNAc3Hex1dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
