GlyTouCanAccession	Name	Domain
G33766VH	HexNAc6Hex3dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G33766VH	HexNAc6Hex3dHex1NeuGc1	ShortUniCarbKB
G33792IQ	HexNAc(9)Hex(9)dHex(2)	Byonic
G33792IQ	HexNAc9Hex9dHex2	ShortUniCarbKB
G33792IQ	HexNAc9Hex9dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G34029GR	H4N7	ShortComp
G34029GR	HexNAc(7)Hex(4)	Byonic
G34029GR	HexNAc7Hex4	ShortUniCarbKB
G34029GR	HexNAc7Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G34207RX	HexNAc(2)Hex(1)dHex(1)Sulpho(1)	Byonic
G34207RX	HexNAc2Hex1dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G34207RX	HexNAc2Hex1dHex1S1	ShortUniCarbKB
G34516JZ	H3N3S	ShortComp
G34516JZ	HexNAc(3)Hex(3)NeuAc(1)	Byonic
G34516JZ	HexNAc3Hex3NeuAc1	ShortUniCarbKB
G34516JZ	HexNAc3Hex3dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G34611YE	HNF	ShortComp
G34611YE	HexNAc(1)Hex(1)Fuc(1)	Byonic
G34830EE	HexNAc(3)Hex(4)dHex(1)NeuAc(1)Sulpho(1)	Byonic
G34830EE	HexNAc3Hex4dHex1NeuAc1NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G34830EE	HexNAc3Hex4dHex1NeuAc1S1	ShortUniCarbKB
G34852SB	HexNAc(6)Hex(6)dHex(3)	Byonic
G34852SB	HexNAc6Hex6dHex3	ShortUniCarbKB
G34852SB	HexNAc6Hex6dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G34989PA	H4N5FS2	ShortComp
G34989PA	HexNAc(5)Hex(4)Fuc(1)NeuAc(2)	Byonic
G35029YA	H3N4	ShortComp
G35029YA	HexNAc(4)Hex(3)	Byonic
G35029YA	HexNAc4Hex3	ShortUniCarbKB
G35029YA	HexNAc4Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G35235RT	HexNAc(3)Hex(5)dHex(2)NeuAc(1)	Byonic
G35235RT	HexNAc3Hex5dHex2NeuAc1	ShortUniCarbKB
G35235RT	HexNAc3Hex5dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G35236NV	HexNAc2Hex3HexA1	ShortUniCarbKB
G35236NV	HexNAc2Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA1	UniCarbKB
G35253PZ	H3N5FS	ShortComp
G35253PZ	HexNAc(5)Hex(3)Fuc(1)NeuAc(1)	Byonic
G35541EV	H7N6F3	ShortComp
G35541EV	HexNAc(6)Hex(7)Fuc(3)	Byonic
G35726GI	HexNAc(1)Hex(2)dHex(3)	Byonic
G35726GI	HexNAc1Hex2dHex3	ShortUniCarbKB
G35726GI	HexNAc1Hex2dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G36003IU	H7N10	ShortComp
G36003IU	HexNAc(10)Hex(7)	Byonic
G36003IU	HexNAc10Hex7	ShortUniCarbKB
G36003IU	HexNAc10Hex7dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G36011HK	H4N2FS	ShortComp
G36011HK	HexNAc(2)Hex(4)Fuc(1)NeuAc(1)	Byonic
G36045MZ	H2N4S4	ShortComp
G36045MZ	HexNAc(4)Hex(2)NeuAc(4)	Byonic
G36045MZ	HexNAc4Hex2NeuAc4	ShortUniCarbKB
G36045MZ	HexNAc4Hex2dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G36123IU	Sialyl Tn antigen	SemanticName
G36357CE	HexNAc(5)Hex(4)dHex(4)NeuAc(2)	Byonic
G36357CE	HexNAc5Hex4dHex4NeuAc2	ShortUniCarbKB
G36357CE	HexNAc5Hex4dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G36379GD	H3N3F	ShortComp
G36379GD	HexNAc(3)Hex(3)Fuc(1)	Byonic
G36431RU	HexNAc(2)Hex(2)dHex(1)NeuAc(2)	Byonic
G36431RU	HexNAc2Hex2dHex1NeuAc2	ShortUniCarbKB
G36431RU	HexNAc2Hex2dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G36476BA	GT2	SemanticName
G36495EJ	H5N3F4	ShortComp
G36495EJ	HexNAc(3)Hex(5)Fuc(4)	Byonic
G36592JW	HNF2	ShortComp
G36592JW	HexNAc(1)Hex(1)Fuc(2)	Byonic
G36653TZ	HexNAc4Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA3	UniCarbKB
G36653TZ	HexNAc4HexA3	ShortUniCarbKB
G36670VW	HexNAc(5)Hex(5)dHex(1)NeuAc(2)	Byonic
G36670VW	HexNAc5Hex5dHex1NeuAc2	ShortUniCarbKB
G36670VW	HexNAc5Hex5dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G36699NY	HexNAc(7)Hex(8)dHex(4)NeuAc(5)	Byonic
G36699NY	HexNAc7Hex8dHex4NeuAc5	ShortUniCarbKB
G36699NY	HexNAc7Hex8dHex4NeuAc5NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G36823XT	HexNAc(1)Hex(3)dHex(1)NeuGc(1)	Byonic
G36823XT	HexNAc1Hex3dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G36823XT	HexNAc1Hex3dHex1NeuGc1	ShortUniCarbKB
G36825HS	H11N10F2	ShortComp
G36825HS	HexNAc(10)Hex(11)Fuc(2)	Byonic
G36921VW	H7N5S3	ShortComp
G36921VW	HexNAc(5)Hex(7)NeuAc(3)	Byonic
G36921VW	HexNAc5Hex7NeuAc3	ShortUniCarbKB
G36921VW	HexNAc5Hex7dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G36923NX	HexNAc(4)Hex(3)dHex(1)NeuAc(1)	Byonic
G36923NX	HexNAc4Hex3dHex1NeuAc1	ShortUniCarbKB
G36923NX	HexNAc4Hex3dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G36943LG	HexNAc(3)Hex(7)dHex(1)Phospho(1)	Byonic
G36943LG	HexNAc3Hex7dHex1NeuAc0NeuGc0Pent0S0P1KDN0HexA0	UniCarbKB
G36943LG	HexNAc3Hex7dHex1P1	ShortUniCarbKB
G36944VG	H2N2FS2	ShortComp
G36944VG	HexNAc(2)Hex(2)Fuc(1)NeuAc(2)	Byonic
G37092BG	H2NS2	ShortComp
G37092BG	HexNAc(1)Hex(2)NeuAc(2)	Byonic
G37092BG	HexNAc1Hex2NeuAc2	ShortUniCarbKB
G37092BG	HexNAc1Hex2dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G37184KW	GD1b	SemanticName
G37364RR	HexNAc(6)Hex(7)dHex(6)	Byonic
G37364RR	HexNAc6Hex7dHex6	ShortUniCarbKB
G37364RR	HexNAc6Hex7dHex6NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G37399XV	H5N3S	ShortComp
G37399XV	HexNAc(3)Hex(5)NeuAc(1)	Byonic
G37399XV	HexNAc3Hex5NeuAc1	ShortUniCarbKB
G37399XV	HexNAc3Hex5dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G37412TK	H4N5S2	ShortComp
G37412TK	HexNAc(5)Hex(4)NeuAc(2)	Byonic
G37412TK	HexNAc5Hex4NeuAc2	ShortUniCarbKB
G37412TK	HexNAc5Hex4dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G37509XX	H4N6F	ShortComp
G37509XX	HexNAc(6)Hex(4)Fuc(1)	Byonic
G37659EV	HexNAc(9)Hex(4)dHex(1)	Byonic
G37659EV	HexNAc9Hex4dHex1	ShortUniCarbKB
G37659EV	HexNAc9Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G37692EO	H3N9F	ShortComp
G37692EO	HexNAc(9)Hex(3)Fuc(1)	Byonic
G37818NZ	H7N6S2	ShortComp
G37818NZ	HexNAc(6)Hex(7)NeuAc(2)	Byonic
G37818NZ	HexNAc6Hex7NeuAc2	ShortUniCarbKB
G37818NZ	HexNAc6Hex7dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G37830TX	Blood group A (type 4)	SemanticName
G38025DM	H2NS	ShortComp
G38025DM	HexNAc(1)Hex(2)NeuAc(1)	Byonic
G38025DM	HexNAc1Hex2NeuAc1	ShortUniCarbKB
G38025DM	HexNAc1Hex2dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G38052JH	HexNAc3Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA4	UniCarbKB
G38052JH	HexNAc3HexA4	ShortUniCarbKB
G38398KX	HexNAc(9)Hex(1)dHex(1)	Byonic
G38398KX	HexNAc9Hex1dHex1	ShortUniCarbKB
G38398KX	HexNAc9Hex1dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G38595OH	HexNAc(5)Hex(5)NeuGc(2)	Byonic
G38595OH	HexNAc5Hex5NeuGc2	ShortUniCarbKB
G38595OH	HexNAc5Hex5dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G38621WW	Hex(2)Phospho(1)	Byonic
G38621WW	Hex2P1	ShortUniCarbKB
G38621WW	HexNAc0Hex2dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0	UniCarbKB
G38638KM	HexNAc(2)NeuAc(2)	Byonic
G38638KM	HexNAc2Hex0dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G38638KM	HexNAc2NeuAc2	ShortUniCarbKB
G38638KM	N2S2	ShortComp
G38680WX	HexNAc(7)Hex(7)dHex(4)	Byonic
G38680WX	HexNAc7Hex7dHex4	ShortUniCarbKB
G38680WX	HexNAc7Hex7dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G38769OU	HexNAc(2)Hex(4)dHex(2)	Byonic
G38769OU	HexNAc2Hex4dHex2	ShortUniCarbKB
G38769OU	HexNAc2Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G38778LC	H6N7F2	ShortComp
G38778LC	HexNAc(7)Hex(6)Fuc(2)	Byonic
G39168YH	HexNAc(7)Hex(8)Fuc(1)NeuAc(3)NeuGc(1)	Byonic
G39258LN	HexNAc(11)Hex(11)dHex(1)	Byonic
G39258LN	HexNAc11Hex11dHex1	ShortUniCarbKB
G39258LN	HexNAc11Hex11dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G39329TJ	Hex(2)dHex(2)	Byonic
G39329TJ	Hex2dHex2	ShortUniCarbKB
G39329TJ	HexNAc0Hex2dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G39365VM	H3	ShortComp
G39365VM	Hex(3)	Byonic
G39365VM	Hex3	ShortUniCarbKB
G39365VM	HexNAc0Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G39408GQ	H9N7S4	ShortComp
G39408GQ	HexNAc(7)Hex(9)NeuAc(4)	Byonic
G39408GQ	HexNAc7Hex9NeuAc4	ShortUniCarbKB
G39408GQ	HexNAc7Hex9dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G39411LN	HexNAc(5)Hex(4)Sulpho(1)	Byonic
G39411LN	HexNAc5Hex4S1	ShortUniCarbKB
G39411LN	HexNAc5Hex4dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G39446WN	H5N3	ShortComp
G39446WN	HexNAc(3)Hex(5)	Byonic
G39446WN	HexNAc3Hex5	ShortUniCarbKB
G39446WN	HexNAc3Hex5dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G39454SL	HexNAc(6)Hex(3)dHex(1)NeuAc(1)NeuGc(1)	Byonic
G39454SL	HexNAc6Hex3dHex1NeuAc1NeuGc1	ShortUniCarbKB
G39454SL	HexNAc6Hex3dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G39471UU	H9N8	ShortComp
G39471UU	HexNAc(8)Hex(9)	Byonic
G39471UU	HexNAc8Hex9	ShortUniCarbKB
G39471UU	HexNAc8Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G39689FZ	HexNAc(5)Hex(6)dHex(4)NeuAc(1)	Byonic
G39689FZ	HexNAc5Hex6dHex4NeuAc1	ShortUniCarbKB
G39689FZ	HexNAc5Hex6dHex4NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G39820SQ	HexNAc(7)Hex(8)dHex(3)NeuAc(4)	Byonic
G39820SQ	HexNAc7Hex8dHex3NeuAc4	ShortUniCarbKB
G39820SQ	HexNAc7Hex8dHex3NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G39916IH	HexNAc(2)Hex(4)dHex(1)NeuAc(1)	Byonic
G39916IH	HexNAc2Hex4dHex1NeuAc1	ShortUniCarbKB
G39916IH	HexNAc2Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G39927PF	H3N2S2	ShortComp
G39927PF	HexNAc(2)Hex(3)NeuAc(2)	Byonic
G39927PF	HexNAc2Hex3NeuAc2	ShortUniCarbKB
G39927PF	HexNAc2Hex3dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G40183QN	GT1b	SemanticName
G40206WX	H4N9	ShortComp
G40206WX	HexNAc(9)Hex(4)	Byonic
G40206WX	HexNAc9Hex4	ShortUniCarbKB
G40206WX	HexNAc9Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G40574BA	H6N4FS	ShortComp
G40574BA	HexNAc(4)Hex(6)Fuc(1)NeuAc(1)	Byonic
G40664HB	HexNAc(4)Hex(4)dHex(2)NeuAc(1)	Byonic
G40664HB	HexNAc4Hex4dHex2NeuAc1	ShortUniCarbKB
G40664HB	HexNAc4Hex4dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G40740AD	HexNAc(3)	Byonic
G40740AD	HexNAc3	ShortUniCarbKB
G40740AD	HexNAc3Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G40740AD	N3	ShortComp
G40792UP	HexNAc(5)Hex(3)dHex(2)	Byonic
G40792UP	HexNAc5Hex3dHex2	ShortUniCarbKB
G40792UP	HexNAc5Hex3dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G40834TG	H6N4S2	ShortComp
G40834TG	HexNAc(4)Hex(6)NeuAc(2)	Byonic
G40834TG	HexNAc4Hex6NeuAc2	ShortUniCarbKB
G40834TG	HexNAc4Hex6dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G40887GX	HNS3	ShortComp
G40887GX	HexNAc(1)Hex(1)NeuAc(3)	Byonic
G40887GX	HexNAc1Hex1NeuAc3	ShortUniCarbKB
G40887GX	HexNAc1Hex1dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G40926MX	H6N5S	ShortComp
G40926MX	HexNAc(5)Hex(6)NeuAc(1)	Byonic
G40926MX	HexNAc5Hex6NeuAc1	ShortUniCarbKB
G40926MX	HexNAc5Hex6dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G40959OV	HexNAc(3)Hex(7)dHex(1)	Byonic
G40959OV	HexNAc3Hex7dHex1	ShortUniCarbKB
G40959OV	HexNAc3Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G41044JW	HexNAc(6)Hex(7)dHex(1)NeuAc(3)	Byonic
G41044JW	HexNAc6Hex7dHex1NeuAc3	ShortUniCarbKB
G41044JW	HexNAc6Hex7dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G41071NU	H5N5F	ShortComp
G41071NU	HexNAc(5)Hex(5)Fuc(1)	Byonic
G41126SR	HexNAc(5)Hex(6)dHex(3)	Byonic
G41126SR	HexNAc5Hex6dHex3	ShortUniCarbKB
G41126SR	HexNAc5Hex6dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G41205CB	H7N7FS3	ShortComp
G41205CB	HexNAc(7)Hex(7)Fuc(1)NeuAc(3)	Byonic
G41247ZX	H6N2	ShortComp
G41247ZX	HexNAc(2)Hex(6)	Byonic
G41247ZX	HexNAc2Hex6	ShortUniCarbKB
G41247ZX	HexNAc2Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G41840AI	H6N3F2	ShortComp
G41840AI	HexNAc(3)Hex(6)Fuc(2)	Byonic
G41857UE	H7N7F3	ShortComp
G41857UE	HexNAc(7)Hex(7)Fuc(3)	Byonic
G41879GR	HexNAc(6)Hex(7)NeuAc(2)Sulpho(2)	Byonic
G41879GR	HexNAc6Hex7NeuAc2S2	ShortUniCarbKB
G41879GR	HexNAc6Hex7dHex0NeuAc2NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G41925PC	HexNAc(6)Hex(7)NeuAc(3)NeuGc(1)	Byonic
G41925PC	HexNAc6Hex7NeuAc3NeuGc1	ShortUniCarbKB
G41925PC	HexNAc6Hex7dHex0NeuAc3NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G42032FN	HexNAc(2)Hex(3)dHex(1)Pent(1)	Byonic
G42032FN	HexNAc2Hex3dHex1NeuAc0NeuGc0Pent1S0P0KDN0HexA0	UniCarbKB
G42032FN	HexNAc2Hex3dHex1Pent1	ShortUniCarbKB
G42124LM	H4N5F	ShortComp
G42124LM	HexNAc(5)Hex(4)Fuc(1)	Byonic
G42208HH	H2N3FS	ShortComp
G42208HH	HexNAc(3)Hex(2)Fuc(1)NeuAc(1)	Byonic
G42260PH	H8N7F2	ShortComp
G42260PH	HexNAc(7)Hex(8)Fuc(2)	Byonic
G42494UJ	HF	ShortComp
G42494UJ	Hex(1)Fuc(1)	Byonic
G42518JM	Hex(1)Pent(2)	Byonic
G42518JM	Hex1Pent2	ShortUniCarbKB
G42518JM	HexNAc0Hex1dHex0NeuAc0NeuGc0Pent2S0P0KDN0HexA0	UniCarbKB
G42530VR	H2F	ShortComp
G42530VR	Hex(2)Fuc(1)	Byonic
G42555WL	HexNAc(6)Hex(7)NeuAc(2)NeuGc(2)	Byonic
G42555WL	HexNAc6Hex7NeuAc2NeuGc2	ShortUniCarbKB
G42555WL	HexNAc6Hex7dHex0NeuAc2NeuGc2Pent0S0P0KDN0HexA0	UniCarbKB
G42581TG	HexNAc(2)Hex(5)Phospho(1)	Byonic
G42581TG	HexNAc2Hex5P1	ShortUniCarbKB
G42581TG	HexNAc2Hex5dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0	UniCarbKB
G42789YX	HexNAc(6)Hex(7)dHex(3)	Byonic
G42789YX	HexNAc6Hex7dHex3	ShortUniCarbKB
G42789YX	HexNAc6Hex7dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G42817NX	HexNAc(6)Hex(3)Sulpho(2)	Byonic
G42817NX	HexNAc6Hex3S2	ShortUniCarbKB
G42817NX	HexNAc6Hex3dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA0	UniCarbKB
G42955FT	HexNAc(3)Hex(4)Fuc(1)NeuAc(1)Sulpho(1)	Byonic
G42996AA	HexNAc5Hex6dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA1	UniCarbKB
G42996AA	HexNAc5Hex6dHex1S1HexA1	ShortUniCarbKB
G43005HM	HexNAc(4)Hex(5)dHex(3)NeuAc(2)	Byonic
G43005HM	HexNAc4Hex5dHex3NeuAc2	ShortUniCarbKB
G43005HM	HexNAc4Hex5dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43028AA	HexNAc(5)Hex(6)Fuc(1)NeuAc(2)NeuGc(1)	Byonic
G43037OL	HexNAc(5)Hex(9)dHex(2)	Byonic
G43037OL	HexNAc5Hex9dHex2	ShortUniCarbKB
G43037OL	HexNAc5Hex9dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43061MO	H4N6F3	ShortComp
G43061MO	HexNAc(6)Hex(4)Fuc(3)	Byonic
G43071TH	HexNAc(1)Hex(4)NeuGc(1)	Byonic
G43071TH	HexNAc1Hex4NeuGc1	ShortUniCarbKB
G43071TH	HexNAc1Hex4dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G43223CG	H5N5FS	ShortComp
G43223CG	HexNAc(5)Hex(5)Fuc(1)NeuAc(1)	Byonic
G43343SY	HexNAc(7)Hex(7)Fuc(1)NeuAc(3)Sulpho(1)	Byonic
G43417UB	HN	ShortComp
G43417UB	HexNAc(1)Hex(1)	Byonic
G43417UB	HexNAc1Hex1	ShortUniCarbKB
G43417UB	HexNAc1Hex1dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43560PI	HexNAc(7)Hex(4)dHex(2)	Byonic
G43560PI	HexNAc7Hex4dHex2	ShortUniCarbKB
G43560PI	HexNAc7Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43638QT	HexNAc(6)Hex(5)dHex(1)NeuAc(1)	Byonic
G43638QT	HexNAc6Hex5dHex1NeuAc1	ShortUniCarbKB
G43638QT	HexNAc6Hex5dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43642TU	HexNAc(4)Hex(3)dHex(3)	Byonic
G43642TU	HexNAc4Hex3dHex3	ShortUniCarbKB
G43642TU	HexNAc4Hex3dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43669FQ	H7N6	ShortComp
G43669FQ	HexNAc(6)Hex(7)	Byonic
G43669FQ	HexNAc6Hex7	ShortUniCarbKB
G43669FQ	HexNAc6Hex7dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43709WM	H3N2S	ShortComp
G43709WM	HexNAc(2)Hex(3)NeuAc(1)	Byonic
G43709WM	HexNAc2Hex3NeuAc1	ShortUniCarbKB
G43709WM	HexNAc2Hex3dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43734MM	H6N7	ShortComp
G43734MM	HexNAc(7)Hex(6)	Byonic
G43734MM	HexNAc7Hex6	ShortUniCarbKB
G43734MM	HexNAc7Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43769HG	H5N6	ShortComp
G43769HG	HexNAc(6)Hex(5)	Byonic
G43769HG	HexNAc6Hex5	ShortUniCarbKB
G43769HG	HexNAc6Hex5dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G43806FA	HexNAc(6)Hex(9)dHex(5)	Byonic
G43806FA	HexNAc6Hex9dHex5	ShortUniCarbKB
G43806FA	HexNAc6Hex9dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G44211QA	HexNAc(5)Hex(6)dHex(1)	Byonic
G44211QA	HexNAc5Hex6dHex1	ShortUniCarbKB
G44211QA	HexNAc5Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G44535PQ	HexNAc(6)Hex(7)Fuc(1)NeuAc(3)NeuGc(1)	Byonic
G44606CY	HexNAc(6)Hex(7)dHex(1)NeuGc(4)	Byonic
G44606CY	HexNAc6Hex7dHex1NeuAc0NeuGc4Pent0S0P0KDN0HexA0	UniCarbKB
G44606CY	HexNAc6Hex7dHex1NeuGc4	ShortUniCarbKB
G44630PQ	HexNAc(5)Hex(7)dHex(1)NeuAc(1)NeuGc(1)	Byonic
G44630PQ	HexNAc5Hex7dHex1NeuAc1NeuGc1	ShortUniCarbKB
G44630PQ	HexNAc5Hex7dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0	UniCarbKB
G44753VC	H7N6S	ShortComp
G44753VC	HexNAc(6)Hex(7)NeuAc(1)	Byonic
G44753VC	HexNAc6Hex7NeuAc1	ShortUniCarbKB
G44753VC	HexNAc6Hex7dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G44799CV	HexNAc(2)Hex(2)dHex(2)Sulpho(1)	Byonic
G44799CV	HexNAc2Hex2dHex2NeuAc0NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G44799CV	HexNAc2Hex2dHex2S1	ShortUniCarbKB
G44900JK	HexNAc(4)Hex(8)dHex(2)NeuAc(1)	Byonic
G44900JK	HexNAc4Hex8dHex2NeuAc1	ShortUniCarbKB
G44900JK	HexNAc4Hex8dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G44953PJ	HexNAc(5)Hex(4)dHex(1)NeuAc(1)	Byonic
G44953PJ	HexNAc5Hex4dHex1NeuAc1	ShortUniCarbKB
G44953PJ	HexNAc5Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G45042TM	HexNAc(6)Hex(7)dHex(5)NeuAc(3)	Byonic
G45042TM	HexNAc6Hex7dHex5NeuAc3	ShortUniCarbKB
G45042TM	HexNAc6Hex7dHex5NeuAc3NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G45395BF	H5N4FS2	ShortComp
G45395BF	HexNAc(4)Hex(5)Fuc(1)NeuAc(2)	Byonic
G45504EY	H4N4S	ShortComp
G45504EY	HexNAc(4)Hex(4)NeuAc(1)	Byonic
G45504EY	HexNAc4Hex4NeuAc1	ShortUniCarbKB
G45504EY	HexNAc4Hex4dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G45526EA	H6N5F7	ShortComp
G45526EA	HexNAc(5)Hex(6)Fuc(7)	Byonic
G45546UJ	HexNAc(2)Hex(1)NeuAc(1)Sulpho(1)	Byonic
G45546UJ	HexNAc2Hex1NeuAc1S1	ShortUniCarbKB
G45546UJ	HexNAc2Hex1dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0	UniCarbKB
G45586SP	HexNAc1Hex0dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA1	UniCarbKB
G45586SP	HexNAc1Pent1HexA1	ShortUniCarbKB
G45631ZN	HexNAc(6)Hex(7)dHex(2)NeuAc(4)	Byonic
G45631ZN	HexNAc6Hex7dHex2NeuAc4	ShortUniCarbKB
G45631ZN	HexNAc6Hex7dHex2NeuAc4NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G45703RF	H9N	ShortComp
G45703RF	HexNAc(1)Hex(9)	Byonic
G45703RF	HexNAc1Hex9	ShortUniCarbKB
G45703RF	HexNAc1Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G45714BQ	GD1a	SemanticName
G45759AR	HexNAc(1)Hex(5)dHex(2)	Byonic
G45759AR	HexNAc1Hex5dHex2	ShortUniCarbKB
G45759AR	HexNAc1Hex5dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0	UniCarbKB
G45778NU	HexNAc(5)Hex(6)Fuc(1)NeuGc(3)	Byonic
G45819QB	HexNAc(4)Hex(5)dHex(1)NeuGc(2)	Byonic
