GlyTouCanAccession	PubChem
G94914GB	GlyTouCan:G94914GB
G94914GB	SID491925326
G94917JX	GlyTouCan:G94917JX
G94917JX	SID491868550
G94917XT	GlyTouCan:G94917XT
G94917XT	SID491925370
G94918BJ	GlyTouCan:G94918BJ
G94918BJ	SID491925357
G94919LP	GlyTouCan:G94919LP
G94919LP	SID500127501
G94923PG	CID445621
G94923PG	GlyTouCan:G94923PG
G94923PG	SID252288431
G94925DI	CID91853762
G94925DI	GlyTouCan:G94925DI
G94925DI	SID252286235
G94925HX	GlyTouCan:G94925HX
G94925HX	SID491925347
G94925LJ	GlyTouCan:G94925LJ
G94925LJ	SID491925328
G94925SE	GlyTouCan:G94925SE
G94925SE	SID491868552
G94926TV	CID71297610
G94926TV	GlyTouCan:G94926TV
G94926TV	SID252296367
G94930MP	GlyTouCan:G94930MP
G94930MP	SID500127505
G94934HZ	CID53356681
G94934HZ	GlyTouCan:G94934HZ
G94934HZ	SID252296860
G94936ME	CID168375593
G94936ME	GlyTouCan:G94936ME
G94936ME	SID482412640
G94937SR	GlyTouCan:G94937SR
G94937SR	SID491868545
G94938LU	CID91852321
G94938LU	GlyTouCan:G94938LU
G94938LU	SID252284531
G94940UD	GlyTouCan:G94940UD
G94940UD	SID491970529
G94941OA	GlyTouCan:G94941OA
G94941OA	SID491970555
G94941PK	CID91855366
G94941PK	GlyTouCan:G94941PK
G94941PK	SID252288167
G94942SH	GlyTouCan:G94942SH
G94942SH	SID491925355
G94945SV	GlyTouCan:G94945SV
G94945SV	SID491925329
G94946LG	CID91853740
G94946LG	GlyTouCan:G94946LG
G94946LG	SID252286210
G94946WE	GlyTouCan:G94946WE
G94946WE	SID491868529
G94948PZ	GlyTouCan:G94948PZ
G94948PZ	SID491970558
G94951HZ	GlyTouCan:G94951HZ
G94951HZ	SID521708290
G94952MX	CID91846601
G94952MX	GlyTouCan:G94952MX
G94952MX	SID252277717
G94953QI	GlyTouCan:G94953QI
G94953QI	SID518305479
G94956AW	CID53356730
G94956AW	GlyTouCan:G94956AW
G94956AW	SID252281110
G94959AA	GlyTouCan:G94959AA
G94959AA	SID491868538
G94967KG	GlyTouCan:G94967KG
G94967KG	SID491925341
G94970FJ	CID91850663
G94970FJ	GlyTouCan:G94970FJ
G94970FJ	SID252282548
G94971CC	GlyTouCan:G94971CC
G94971CC	SID491925338
G94971OC	GlyTouCan:G94971OC
G94971OC	SID500127515
G94972LN	GlyTouCan:G94972LN
G94972LN	SID491925350
G94973II	GlyTouCan:G94973II
G94973II	SID491925366
G94973XS	GlyTouCan:G94973XS
G94973XS	SID491925368
G94974LH	GlyTouCan:G94974LH
G94974LH	SID491925339
G94974XB	GlyTouCan:G94974XB
G94974XB	SID491925365
G94975UV	GlyTouCan:G94975UV
G94975UV	SID491925333
G94976BB	CID91848122
G94976BB	GlyTouCan:G94976BB
G94976BB	SID252279552
G94979RS	CID91848615
G94979RS	GlyTouCan:G94979RS
G94979RS	SID252280145
G94982RX	GlyTouCan:G94982RX
G94982RX	SID491925334
G94983ZY	CID70698309
G94983ZY	GlyTouCan:G94983ZY
G94983ZY	SID252283495
G94984OQ	GlyTouCan:G94984OQ
G94984OQ	SID491868572
G94989HM	GlyTouCan:G94989HM
G94989HM	SID491925367
G94992MR	GlyTouCan:G94992MR
G94992MR	SID491868557
G95000GB	CID91847209
G95000GB	GlyTouCan:G95000GB
G95000GB	SID252278447
G95000MR	GlyTouCan:G95000MR
G95000MR	SID491868540
G95002IR	GlyTouCan:G95002IR
G95002IR	SID491868541
G95003CS	GlyTouCan:G95003CS
G95003CS	SID491868559
G95005BM	CID91848447
G95005BM	GlyTouCan:G95005BM
G95005BM	SID252279942
G95006CL	CID91859851
G95006CL	GlyTouCan:G95006CL
G95006CL	SID252293523
G95006TB	GlyTouCan:G95006TB
G95006TB	SID500127525
G95010JN	GlyTouCan:G95010JN
G95010JN	SID491925382
G95010WC	GlyTouCan:G95010WC
G95010WC	SID500127528
G95014LS	CID91846595
G95014LS	GlyTouCan:G95014LS
G95014LS	SID252277710
G95016HS	GlyTouCan:G95016HS
G95016HS	SID491925383
G95017BI	GlyTouCan:G95017BI
G95017BI	SID491925384
G95019KZ	CID156614739
G95019KZ	GlyTouCan:G95019KZ
G95019KZ	SID445510604
G95020BQ	GlyTouCan:G95020BQ
G95020BQ	SID491925437
G95020NU	CID91858742
G95020NU	GlyTouCan:G95020NU
G95020NU	SID252292204
G95021HX	GlyTouCan:G95021HX
G95021HX	SID491970563
G95023KT	GlyTouCan:G95023KT
G95023KT	SID500127532
G95024TJ	GlyTouCan:G95024TJ
G95024TJ	SID491925441
G95028EM	GlyTouCan:G95028EM
G95028EM	SID491970565
G95030RK	GlyTouCan:G95030RK
G95030RK	SID491868609
G95035CW	GlyTouCan:G95035CW
G95035CW	SID491925454
G95035TM	GlyTouCan:G95035TM
G95035TM	SID491868610
G95038PL	GlyTouCan:G95038PL
G95038PL	SID500127537
G95039NB	GlyTouCan:G95039NB
G95039NB	SID491925388
G95045YY	GlyTouCan:G95045YY
G95045YY	SID491925392
G95046LV	GlyTouCan:G95046LV
G95046LV	SID491925425
G95051LD	GlyTouCan:G95051LD
G95051LD	SID491925393
G95051TY	GlyTouCan:G95051TY
G95051TY	SID491925410
G95053SH	GlyTouCan:G95053SH
G95053SH	SID491868579
G95054EI	GlyTouCan:G95054EI
G95054EI	SID491925432
G95054VP	GlyTouCan:G95054VP
G95054VP	SID491868594
G95057GN	GlyTouCan:G95057GN
G95057GN	SID491925411
G95059PI	GlyTouCan:G95059PI
G95059PI	SID500127540
G95061TN	GlyTouCan:G95061TN
G95061TN	SID491925474
G95063JB	GlyTouCan:G95063JB
G95063JB	SID491925395
G95064WS	GlyTouCan:G95064WS
G95064WS	SID491925439
G95069EV	GlyTouCan:G95069EV
G95069EV	SID491868612
G95073VE	GlyTouCan:G95073VE
G95073VE	SID491925449
G95074TZ	GlyTouCan:G95074TZ
G95074TZ	SID500127543
G95081JK	GlyTouCan:G95081JK
G95081JK	SID491970571
G95081VM	CID146016392
G95081VM	GlyTouCan:G95081VM
G95081VM	SID405039035
G95082EU	CID91855881
G95082EU	GlyTouCan:G95082EU
G95082EU	SID252288788
G95083RD	GlyTouCan:G95083RD
G95083RD	SID491925477
G95086RV	GlyTouCan:G95086RV
G95086RV	SID491868582
G95092VC	GlyTouCan:G95092VC
G95092VC	SID491970572
G95098GF	GlyTouCan:G95098GF
G95098GF	SID500127548
G95098GZ	CID156614555
G95098GZ	GlyTouCan:G95098GZ
G95098GZ	SID445510415
G95101QA	CID91854290
G95101QA	GlyTouCan:G95101QA
G95101QA	SID252286866
G95102GA	GlyTouCan:G95102GA
G95102GA	SID491970536
G95104LA	CID171126824
G95104LA	GlyTouCan:G95104LA
G95104LA	SID491837236
G95108DW	GlyTouCan:G95108DW
G95108DW	SID521708291
G95109CV	CID91852290
G95109CV	GlyTouCan:G95109CV
G95109CV	SID252284490
G95112IM	GlyTouCan:G95112IM
G95112IM	SID491868592
G95113MM	CID168375629
G95113MM	GlyTouCan:G95113MM
G95113MM	SID482412705
G95114RJ	GlyTouCan:G95114RJ
G95114RJ	SID491868621
G95115WR	GlyTouCan:G95115WR
G95115WR	SID491868583
G95116WY	CID176513201
G95116WY	GlyTouCan:G95116WY
G95116WY	SID518303626
G95120OI	GlyTouCan:G95120OI
G95120OI	SID500127554
G95122DM	GlyTouCan:G95122DM
G95122DM	SID491925431
G95122ZY	GlyTouCan:G95122ZY
G95122ZY	SID491868624
G95123GL	GlyTouCan:G95123GL
G95123GL	SID491970577
G95127YQ	CID168375632
G95127YQ	GlyTouCan:G95127YQ
G95127YQ	SID482412709
G95130HY	GlyTouCan:G95130HY
G95130HY	SID491868626
G95130RG	GlyTouCan:G95130RG
G95130RG	SID491925400
G95132CU	GlyTouCan:G95132CU
G95132CU	SID491925401
G95133KC	GlyTouCan:G95133KC
G95133KC	SID491925403
G95133RI	GlyTouCan:G95133RI
G95133RI	SID491925466
G95137GE	GlyTouCan:G95137GE
G95137GE	SID491970580
G95139JO	GlyTouCan:G95139JO
G95139JO	SID491925404
G95139RF	GlyTouCan:G95139RF
G95139RF	SID491970581
G95140CC	GlyTouCan:G95140CC
G95140CC	SID491868585
G95141UV	GlyTouCan:G95141UV
G95141UV	SID491925447
G95142MK	GlyTouCan:G95142MK
G95142MK	SID491868586
G95144UL	GlyTouCan:G95144UL
G95144UL	SID491970582
G95144VM	CID91860589
G95144VM	GlyTouCan:G95144VM
G95144VM	SID252294423
G95145CV	GlyTouCan:G95145CV
G95145CV	SID491868587
G95146JO	GlyTouCan:G95146JO
G95146JO	SID491925421
G95147ON	GlyTouCan:G95147ON
G95147ON	SID491868629
G95148CM	GlyTouCan:G95148CM
G95148CM	SID491868600
G95148LK	GlyTouCan:G95148LK
G95148LK	SID500127561
G95151DV	CID156614858
G95151DV	GlyTouCan:G95151DV
G95151DV	SID445510729
G95151DX	GlyTouCan:G95151DX
G95151DX	SID500127564
G95151JF	CID91851503
G95151JF	GlyTouCan:G95151JF
G95151JF	SID252283541
G95154ZP	GlyTouCan:G95154ZP
G95154ZP	SID491970537
G95156JK	GlyTouCan:G95156JK
G95156JK	SID491970585
G95156MW	GlyTouCan:G95156MW
G95156MW	SID491925464
G95159TE	GlyTouCan:G95159TE
G95159TE	SID491970586
G95160NQ	GlyTouCan:G95160NQ
G95160NQ	SID491925423
G95162BD	CID176513202
G95162BD	GlyTouCan:G95162BD
G95162BD	SID518303627
G95162SK	CID125121312
G95162SK	GlyTouCan:G95162SK
G95162SK	SID482412720
G95166FG	GlyTouCan:G95166FG
G95166FG	SID491868589
G95169TB	GlyTouCan:G95169TB
G95169TB	SID500127569
G95170BJ	GlyTouCan:G95170BJ
G95170BJ	SID491868634
G95171OJ	GlyTouCan:G95171OJ
G95171OJ	SID491970531
G95172ZM	GlyTouCan:G95172ZM
G95172ZM	SID491970532
G95173UQ	GlyTouCan:G95173UQ
G95173UQ	SID491868635
G95174EG	GlyTouCan:G95174EG
G95174EG	SID500127570
G95174IW	GlyTouCan:G95174IW
G95174IW	SID491925440
G95174UI	CID56836529
G95174UI	GlyTouCan:G95174UI
G95174UI	SID482412728
G95176HI	GlyTouCan:G95176HI
G95176HI	SID491925545
G95177YH	GlyTouCan:G95177YH
G95177YH	SID491925524
G95179EG	CID11006896
G95179EG	GlyTouCan:G95179EG
G95179EG	SID482412730
G95184RD	GlyTouCan:G95184RD
G95184RD	SID491925541
G95185OU	CID91858457
G95185OU	GlyTouCan:G95185OU
G95185OU	SID252291858
G95185WH	GlyTouCan:G95185WH
G95185WH	SID491868644
G95186HE	CID71297834
G95186HE	GlyTouCan:G95186HE
G95186HE	SID252277134
G95186RK	GlyTouCan:G95186RK
G95186RK	SID491868645
G95188VU	GlyTouCan:G95188VU
G95188VU	SID491925509
G95188WB	GlyTouCan:G95188WB
G95188WB	SID491970671
G95190MU	GlyTouCan:G95190MU
G95190MU	SID491925494
G95196FC	CID11083386
G95196FC	GlyTouCan:G95196FC
G95196FC	SID405038451
G95198OA	GlyTouCan:G95198OA
G95198OA	SID491868646
G95200QZ	GlyTouCan:G95200QZ
G95200QZ	SID491925495
G95200WW	GlyTouCan:G95200WW
G95200WW	SID491868649
G95203GQ	GlyTouCan:G95203GQ
G95203GQ	SID491970701
G95203RC	GlyTouCan:G95203RC
G95203RC	SID491925529
G95206HQ	GlyTouCan:G95206HQ
G95206HQ	SID491970702
G95206VT	GlyTouCan:G95206VT
G95206VT	SID491928667
G95207KA	GlyTouCan:G95207KA
G95207KA	SID491925543
G95208GE	GlyTouCan:G95208GE
G95208GE	SID491925515
G95210RX	GlyTouCan:G95210RX
G95210RX	SID491925497
G95211DQ	GlyTouCan:G95211DQ
G95211DQ	SID521708293
G95213DW	GlyTouCan:G95213DW
G95213DW	SID491970672
G95218SX	GlyTouCan:G95218SX
G95218SX	SID491970683
G95218UC	GlyTouCan:G95218UC
G95218UC	SID491925499
G95221PR	GlyTouCan:G95221PR
G95221PR	SID491868675
G95222PD	CID91850060
G95222PD	GlyTouCan:G95222PD
G95222PD	SID252281827
G95223HL	GlyTouCan:G95223HL
G95223HL	SID491925517
G95223JW	CID71297615
G95223JW	GlyTouCan:G95223JW
G95223JW	SID252295414
G95223SN	GlyTouCan:G95223SN
G95223SN	SID521708294
G95226AF	GlyTouCan:G95226AF
G95226AF	SID518305484
G95226CD	GlyTouCan:G95226CD
G95226CD	SID491868650
G95227SJ	CID91845437
G95227SJ	GlyTouCan:G95227SJ
G95227SJ	SID252276332
G95231EU	GlyTouCan:G95231EU
G95231EU	SID491970705
G95232ZL	GlyTouCan:G95232ZL
G95232ZL	SID491925500
G95233HS	GlyTouCan:G95233HS
G95233HS	SID491925544
G95233MF	CID91852355
G95233MF	GlyTouCan:G95233MF
G95233MF	SID252284571
G95233RZ	CID156614814
G95233RZ	GlyTouCan:G95233RZ
G95233RZ	SID445510683
G95234DL	GlyTouCan:G95234DL
G95234DL	SID491868663
G95236RL	GlyTouCan:G95236RL
G95236RL	SID491868656
G95238UV	CID168375664
G95238UV	GlyTouCan:G95238UV
G95238UV	SID482412752
G95239VG	GlyTouCan:G95239VG
G95239VG	SID491970708
G95242YF	GlyTouCan:G95242YF
G95242YF	SID491925518
G95244OV	GlyTouCan:G95244OV
G95244OV	SID491925502
G95245FP	CID168375665
G95245FP	GlyTouCan:G95245FP
G95245FP	SID482412754
G95245SM	GlyTouCan:G95245SM
G95245SM	SID491925503
G95251JJ	GlyTouCan:G95251JJ
G95251JJ	SID491925512
G95251MI	CID71298014
G95251MI	GlyTouCan:G95251MI
G95251MI	SID252296493
G95253ST	GlyTouCan:G95253ST
G95253ST	SID491925546
G95256AJ	GlyTouCan:G95256AJ
G95256AJ	SID491925535
G95256TQ	GlyTouCan:G95256TQ
G95256TQ	SID491970711
G95257IS	GlyTouCan:G95257IS
G95257IS	SID491925539
G95259QI	CID71298316
G95259QI	GlyTouCan:G95259QI
G95259QI	SID252283416
G95260HV	CID91859156
G95260HV	GlyTouCan:G95260HV
G95260HV	SID252292702
G95266RC	GlyTouCan:G95266RC
G95266RC	SID491925530
G95268MY	GlyTouCan:G95268MY
G95268MY	SID491970713
G95271EU	GlyTouCan:G95271EU
G95271EU	SID491868651
G95272RZ	GlyTouCan:G95272RZ
G95272RZ	SID491868680
G95273RH	CID91848216
G95273RH	GlyTouCan:G95273RH
G95273RH	SID252279667
G95275HQ	GlyTouCan:G95275HQ
G95275HQ	SID491925533
G95280UM	GlyTouCan:G95280UM
G95280UM	SID491925550
G95283OD	GlyTouCan:G95283OD
G95283OD	SID491970716
G95288UB	CID91846704
G95288UB	GlyTouCan:G95288UB
G95288UB	SID252277840
G95290VF	GlyTouCan:G95290VF
G95290VF	SID491868681
G95292IF	CID91854792
G95292IF	GlyTouCan:G95292IF
G95292IF	SID252287480
G95294MZ	GlyTouCan:G95294MZ
G95294MZ	SID491868654
G95294TJ	GlyTouCan:G95294TJ
G95294TJ	SID491868647
G95298UR	CID91853901
G95298UR	GlyTouCan:G95298UR
G95298UR	SID252286399
G95300IP	GlyTouCan:G95300IP
G95300IP	SID491925551
G95304AA	GlyTouCan:G95304AA
G95304AA	SID491970719
G95304CZ	GlyTouCan:G95304CZ
G95304CZ	SID491925602
G95304WQ	GlyTouCan:G95304WQ
G95304WQ	SID500127592
G95306KD	CID70788993
G95306KD	GlyTouCan:G95306KD
G95306KD	SID252284469
G95306YW	CID91854227
G95306YW	GlyTouCan:G95306YW
G95306YW	SID252286789
G95310NT	CID91851008
G95310NT	GlyTouCan:G95310NT
G95310NT	SID252282959
G95312HT	GlyTouCan:G95312HT
G95312HT	SID491970721
G95312UR	CID168375681
G95312UR	GlyTouCan:G95312UR
G95312UR	SID482412779
G95313ZS	GlyTouCan:G95313ZS
G95313ZS	SID491970723
G95314RB	GlyTouCan:G95314RB
G95314RB	SID491868655
G95324TW	GlyTouCan:G95324TW
G95324TW	SID491925645
G95324VU	GlyTouCan:G95324VU
G95324VU	SID491925571
G95326DL	GlyTouCan:G95326DL
G95326DL	SID491925649
G95326MN	GlyTouCan:G95326MN
G95326MN	SID500127597
G95327BW	GlyTouCan:G95327BW
G95327BW	SID491925553
G95328FP	GlyTouCan:G95328FP
G95328FP	SID491868671
G95328SF	CID91859799
G95328SF	GlyTouCan:G95328SF
G95328SF	SID252293463
G95328YR	GlyTouCan:G95328YR
G95328YR	SID491868686
G95329FS	GlyTouCan:G95329FS
G95329FS	SID491925578
G95329IQ	CID91861750
G95329IQ	GlyTouCan:G95329IQ
G95329IQ	SID252295805
G95330EA	GlyTouCan:G95330EA
G95330EA	SID491970730
G95332GJ	GlyTouCan:G95332GJ
G95332GJ	SID491928731
G95332WJ	GlyTouCan:G95332WJ
G95332WJ	SID521708295
G95333ZG	CID91855952
G95333ZG	GlyTouCan:G95333ZG
G95333ZG	SID252288867
G95334YI	CID71297935
G95334YI	GlyTouCan:G95334YI
G95334YI	SID252283159
G95335FK	CID91857780
G95335FK	GlyTouCan:G95335FK
G95335FK	SID252291057
G95335OX	GlyTouCan:G95335OX
G95335OX	SID491970732
G95336MK	CID91852728
G95336MK	GlyTouCan:G95336MK
G95336MK	SID252285014
G95337FP	GlyTouCan:G95337FP
G95337FP	SID500127601
G95341ET	GlyTouCan:G95341ET
G95341ET	SID500127602
G95341UA	CID25206503
G95341UA	GlyTouCan:G95341UA
G95341UA	SID252287976
G95342QR	GlyTouCan:G95342QR
G95342QR	SID491970734
G95343SU	GlyTouCan:G95343SU
G95343SU	SID491925554
G95344OF	GlyTouCan:G95344OF
G95344OF	SID491925589
G95345VY	GlyTouCan:G95345VY
G95345VY	SID491925618
G95346AO	GlyTouCan:G95346AO
G95346AO	SID500127603
G95346ZL	GlyTouCan:G95346ZL
G95346ZL	SID491925555
G95348PU	CID57194632
G95348PU	GlyTouCan:G95348PU
G95348PU	SID482412788
G95352VM	GlyTouCan:G95352VM
G95352VM	SID491925651
G95353IZ	CID91858581
G95353IZ	GlyTouCan:G95353IZ
G95353IZ	SID252292000
G95353PO	CID91849117
G95353PO	GlyTouCan:G95353PO
G95353PO	SID252280718
G95357RI	GlyTouCan:G95357RI
G95357RI	SID491868699
G95360AU	GlyTouCan:G95360AU
G95360AU	SID491925608
G95361OK	GlyTouCan:G95361OK
G95361OK	SID500127606
G95366DL	CID156614832
G95366DL	GlyTouCan:G95366DL
G95366DL	SID445510701
G95367XO	GlyTouCan:G95367XO
G95367XO	SID491925558
G95368PR	GlyTouCan:G95368PR
G95368PR	SID491925643
G95370BC	GlyTouCan:G95370BC
G95370BC	SID500127609
G95374WV	GlyTouCan:G95374WV
G95374WV	SID521708296
G95375WT	CID91862723
G95375WT	GlyTouCan:G95375WT
G95375WT	SID252296987
G95375XE	GlyTouCan:G95375XE
G95375XE	SID491868710
G95378PO	GlyTouCan:G95378PO
G95378PO	SID491925559
G95379DP	GlyTouCan:G95379DP
G95379DP	SID491970674
G95382MF	CID91854925
G95382MF	GlyTouCan:G95382MF
G95382MF	SID252287642
G95383SK	GlyTouCan:G95383SK
G95383SK	SID500127614
G95386AC	GlyTouCan:G95386AC
G95386AC	SID500127615
G95387KW	GlyTouCan:G95387KW
G95387KW	SID500127616
G95389BC	GlyTouCan:G95389BC
G95389BC	SID491925631
G95389ZK	GlyTouCan:G95389ZK
G95389ZK	SID491868695
G95390AP	CID91845284
G95390AP	GlyTouCan:G95390AP
G95390AP	SID252276153
G95392TI	GlyTouCan:G95392TI
G95392TI	SID491925580
G95392XI	GlyTouCan:G95392XI
G95392XI	SID491970675
G95393JS	CID91858633
G95393JS	GlyTouCan:G95393JS
G95393JS	SID252292075
G95395MM	GlyTouCan:G95395MM
G95395MM	SID491925621
G95396AQ	GlyTouCan:G95396AQ
G95396AQ	SID491970676
G95396KU	GlyTouCan:G95396KU
G95396KU	SID491970677
G95397YA	GlyTouCan:G95397YA
G95397YA	SID491868727
G95397YW	GlyTouCan:G95397YW
G95397YW	SID491970738
G95400DK	GlyTouCan:G95400DK
G95400DK	SID491925599
G95402JB	GlyTouCan:G95402JB
G95402JB	SID491925573
G95412SS	CID91854870
G95412SS	GlyTouCan:G95412SS
G95412SS	SID252287578
G95415HZ	GlyTouCan:G95415HZ
G95415HZ	SID491970685
G95415LS	GlyTouCan:G95415LS
G95415LS	SID491928668
G95416NM	GlyTouCan:G95416NM
G95416NM	SID518305488
G95416NX	CID156618521
G95416NX	GlyTouCan:G95416NX
G95416NX	SID445516022
G95417VQ	GlyTouCan:G95417VQ
G95417VQ	SID491970686
G95418WH	CID25061209
G95418WH	GlyTouCan:G95418WH
G95418WH	SID252294235
G95420CL	GlyTouCan:G95420CL
G95420CL	SID491925635
G95420RF	CID91845836
G95420RF	GlyTouCan:G95420RF
G95420RF	SID252276798
G95421II	GlyTouCan:G95421II
G95421II	SID491970694
G95423TN	GlyTouCan:G95423TN
G95423TN	SID491925563
G95424TL	GlyTouCan:G95424TL
G95424TL	SID491925564
G95424TQ	CID171933535
G95424TQ	GlyTouCan:G95424TQ
G95424TQ	SID500103885
G95426VJ	GlyTouCan:G95426VJ
G95426VJ	SID491925646
G95427NV	CID91848123
G95427NV	GlyTouCan:G95427NV
G95427NV	SID252279553
G95428DL	GlyTouCan:G95428DL
G95428DL	SID491970679
G95429AK	GlyTouCan:G95429AK
G95429AK	SID500127623
G95430GC	CID71298324
G95430GC	GlyTouCan:G95430GC
G95430GC	SID252276294
G95437AC	GlyTouCan:G95437AC
G95437AC	SID491868696
G95438ID	GlyTouCan:G95438ID
G95438ID	SID491868697
G95438XT	CID91847875
G95438XT	GlyTouCan:G95438XT
G95438XT	SID252279258
G95440AJ	GlyTouCan:G95440AJ
G95440AJ	SID491925607
G95440AP	CID70698359
G95440AP	GlyTouCan:G95440AP
G95440AP	SID252285954
G95440CQ	GlyTouCan:G95440CQ
G95440CQ	SID491925604
G95440SV	CID91862901
G95440SV	GlyTouCan:G95440SV
G95440SV	SID252297219
G95446EQ	CID97546133
G95446EQ	GlyTouCan:G95446EQ
G95446EQ	SID491837293
G95447BJ	GlyTouCan:G95447BJ
G95447BJ	SID491868735
G95448VV	GlyTouCan:G95448VV
G95448VV	SID491970680
G95448XU	GlyTouCan:G95448XU
G95448XU	SID491925601
G95450GE	GlyTouCan:G95450GE
G95450GE	SID491925575
G95450GV	GlyTouCan:G95450GV
G95450GV	SID491868736
G95451IS	GlyTouCan:G95451IS
G95451IS	SID491970746
G95451PL	CID91850924
G95451PL	GlyTouCan:G95451PL
G95451PL	SID252282856
G95451TB	GlyTouCan:G95451TB
G95451TB	SID491925622
G95455DG	CID176513204
G95455DG	GlyTouCan:G95455DG
G95455DG	SID518303629
G95456YV	GlyTouCan:G95456YV
G95456YV	SID500127627
G95459VM	GlyTouCan:G95459VM
G95459VM	SID491925620
G95460VT	GlyTouCan:G95460VT
G95460VT	SID491925600
G95461XG	CID176513205
G95461XG	GlyTouCan:G95461XG
G95461XG	SID518303630
G95462PR	GlyTouCan:G95462PR
G95462PR	SID491925567
G95462PX	GlyTouCan:G95462PX
G95462PX	SID500127628
G95462VZ	CID91857200
G95462VZ	GlyTouCan:G95462VZ
G95462VZ	SID252290361
G95470NT	GlyTouCan:G95470NT
G95470NT	SID491925606
G95473VJ	GlyTouCan:G95473VJ
G95473VJ	SID491868702
G95474CQ	GlyTouCan:G95474CQ
G95474CQ	SID491970748
G95477GK	GlyTouCan:G95477GK
G95477GK	SID491925588
G95480OU	GlyTouCan:G95480OU
G95480OU	SID491868704
G95482CV	GlyTouCan:G95482CV
G95482CV	SID500127635
G95483LL	GlyTouCan:G95483LL
G95483LL	SID491925569
G95483TJ	GlyTouCan:G95483TJ
G95483TJ	SID491868714
G95483XT	GlyTouCan:G95483XT
G95483XT	SID491925626
G95484XN	GlyTouCan:G95484XN
G95484XN	SID491925696
G95487KB	CID176513206
G95487KB	GlyTouCan:G95487KB
G95487KB	SID518303631
G95489LN	GlyTouCan:G95489LN
G95489LN	SID491928515
G95490LA	CID91850336
G95490LA	GlyTouCan:G95490LA
G95490LA	SID252282151
G95490QY	GlyTouCan:G95490QY
G95490QY	SID491970681
G95491GH	CID91856992
G95491GH	GlyTouCan:G95491GH
G95491GH	SID252290110
G95493GY	GlyTouCan:G95493GY
G95493GY	SID518305489
G95495MU	GlyTouCan:G95495MU
G95495MU	SID491925687
G95497LY	GlyTouCan:G95497LY
G95497LY	SID491868716
G95499ZQ	GlyTouCan:G95499ZQ
G95499ZQ	SID491928669
G95506GF	CID168375719
G95506GF	GlyTouCan:G95506GF
G95506GF	SID482412846
G95509BM	GlyTouCan:G95509BM
G95509BM	SID491925722
G95509VI	GlyTouCan:G95509VI
G95509VI	SID500127645
G95511FA	GlyTouCan:G95511FA
G95511FA	SID491925689
G95511KK	GlyTouCan:G95511KK
G95511KK	SID521708301
G95512GZ	CID156614849
G95512GZ	GlyTouCan:G95512GZ
G95512GZ	SID445510720
G95512LK	GlyTouCan:G95512LK
G95512LK	SID491970753
G95513KP	GlyTouCan:G95513KP
G95513KP	SID491868749
G95515SK	GlyTouCan:G95515SK
G95515SK	SID491925674
G95515VZ	GlyTouCan:G95515VZ
G95515VZ	SID491970687
G95517DQ	GlyTouCan:G95517DQ
G95517DQ	SID491925703
G95518AM	GlyTouCan:G95518AM
G95518AM	SID491925715
G95520UW	GlyTouCan:G95520UW
G95520UW	SID491925675
G95523EJ	GlyTouCan:G95523EJ
G95523EJ	SID491925701
G95523TV	GlyTouCan:G95523TV
G95523TV	SID491970755
G95523YD	GlyTouCan:G95523YD
G95523YD	SID491970682
G95525DF	GlyTouCan:G95525DF
G95525DF	SID491925676
G95525PB	GlyTouCan:G95525PB
G95525PB	SID491970756
G95528TZ	GlyTouCan:G95528TZ
G95528TZ	SID491970757
G95528UC	CID91858837
G95528UC	GlyTouCan:G95528UC
G95528UC	SID252292323
G95532JO	GlyTouCan:G95532JO
G95532JO	SID491970758
G95536UW	CID71297968
G95536UW	GlyTouCan:G95536UW
G95536UW	SID252295067
G95537KQ	GlyTouCan:G95537KQ
G95537KQ	SID491868760
G95539OG	GlyTouCan:G95539OG
G95539OG	SID491925702
G95542JQ	CID91861717
G95542JQ	GlyTouCan:G95542JQ
G95542JQ	SID252295768
G95545AK	GlyTouCan:G95545AK
G95545AK	SID491970857
G95547TG	GlyTouCan:G95547TG
G95547TG	SID500127647
G95556FD	GlyTouCan:G95556FD
G95556FD	SID491868784
G95560ML	CID146017391
G95560ML	GlyTouCan:G95560ML
G95560ML	SID405040122
G95560SG	GlyTouCan:G95560SG
G95560SG	SID491970862
G95568IH	GlyTouCan:G95568IH
G95568IH	SID491925735
G95569OK	GlyTouCan:G95569OK
G95569OK	SID491970865
G95570JN	GlyTouCan:G95570JN
G95570JN	SID500127652
G95570RC	GlyTouCan:G95570RC
G95570RC	SID500127653
G95575GS	GlyTouCan:G95575GS
G95575GS	SID491925757
G95577EQ	CID91854583
G95577EQ	GlyTouCan:G95577EQ
G95577EQ	SID252287227
G95578GP	GlyTouCan:G95578GP
G95578GP	SID521708302
G95582UD	GlyTouCan:G95582UD
G95582UD	SID491925772
G95583XQ	GlyTouCan:G95583XQ
G95583XQ	SID491925827
G95584MN	CID91845581
G95584MN	GlyTouCan:G95584MN
G95584MN	SID252276497
G95586IZ	GlyTouCan:G95586IZ
G95586IZ	SID491868772
G95589FK	CID71297369
G95589FK	GlyTouCan:G95589FK
G95589FK	SID252294570
G95589GX	GlyTouCan:G95589GX
G95589GX	SID491970869
G95590HB	GlyTouCan:G95590HB
G95590HB	SID491925818
G95590MU	GlyTouCan:G95590MU
G95590MU	SID491925739
G95593DQ	GlyTouCan:G95593DQ
G95593DQ	SID491970834
G95593KU	GlyTouCan:G95593KU
