NCBI TaxID	Scientific Name	Common Name	Rank	Aggr	GlyTouCan	GlyCosmos	GlyConnect	GlyGen	Total
3829	Crotalaria juncea		species	as annotated	0	5	0	2	5
3830	Crotalaria pallida		species	as annotated	0	1	0	0	1
3841	Erythrina		genus	as annotated	0	1	0	1	1
3842	Erythrina caffra	lucky beantree	species	as annotated	0	2	0	0	2
3843	Erythrina corallodendron	coral tree	species	as annotated	0	7	1	1	8
3844	Erythrina latissima		species	as annotated	0	1	0	0	1
3845	Erythrina variegata	Indian coral tree	species	as annotated	0	3	0	0	3
3847	Glycine max	soybeans	species	as annotated	0	37	22	21	58
3850	Griffonia simplicifolia		species	as annotated	0	2	0	0	2
3864	Lens culinaris		species	as annotated	0	5	0	3	5
3868	Lotus tetragonolobus		species	as annotated	0	0	2	0	2
3869	Lupinus		genus	as annotated	0	3	0	3	3
3870	Lupinus albus		species	as annotated	0	5	0	0	5
3871	Lupinus angustifolius		species	as annotated	0	6	0	0	6
3872	Lupinus arboreus		species	as annotated	0	2	0	0	2
3873	Lupinus luteus		species	as annotated	0	4	24	0	28
3874	Lupinus polyphyllus		species	as annotated	0	2	0	0	2
3879	Medicago sativa	lucerne	species	as annotated	0	17	0	3	17
3883	Phaseolus		genus	as annotated	0	2	0	2	2
3884	Phaseolus lunatus		species	as annotated	0	3	3	1	6
3885	Phaseolus vulgaris	string bean	species	as annotated	0	58	21	42	74
3886	Phaseolus coccineus	scarlet runner bean	species	as annotated	0	5	0	2	5
3888	Pisum sativum	peas	species	as annotated	0	33	16	15	49
3893	Pueraria montana var. lobata	kudzu	varietas	as annotated	0	1	0	0	1
3897	Styphnolobium japonicum		species	as annotated	0	6	1	1	6
3898	Trifolium		genus	as annotated	0	4	0	0	4
3906	Vicia faba	faba bean	species	as annotated	0	3	0	0	3
3911	Vicia villosa		species	as annotated	0	1	0	0	1
3913	Vigna		genus	as annotated	0	1	0	0	1
3914	Vigna angularis	azuki bean	species	as annotated	0	2	0	0	2
3915	Vigna mungo	urd-bean	species	as annotated	0	2	0	0	2
3916	Vigna radiata var. radiata	green gram	varietas	as annotated	0	8	11	6	19
3922	Wisteria floribunda	Japanese wistaria	species	as annotated	0	4	0	2	4
3932	Eucalyptus		genus	as annotated	0	1	0	0	1
3972	Viscum album		species	as annotated	0	3	0	3	3
3981	Hevea brasiliensis	siringa	species	as annotated	0	1	0	0	1
3988	Ricinus communis		species	as annotated	0	39	15	37	53
3999	Simmondsia chinensis	jojoba	species	as annotated	0	2	0	1	2
4006	Linum usitatissimum		species	as annotated	0	7	0	0	7
4022	Acer		genus	as annotated	0	3	0	0	3
4026	Acer pseudoplatanus		species	as annotated	0	87	7	34	94
4030	Pelargonium		genus	as annotated	0	2	0	1	2
4039	Daucus carota	Queen Anne's lace	species	as annotated	0	13	33	8	46
4050	Araliaceae	ginseng family	family	as annotated	0	5	0	0	5
4052	Hedera helix	English ivy	species	as annotated	0	5	0	0	5
4053	Panax		genus	as annotated	0	7	0	0	7
4054	Panax ginseng	sansam	species	as annotated	0	12	0	2	12
4056	Apocynaceae	dogbane family	family	as annotated	0	2	0	0	2
4066	Calotropis gigantea	madar	species	as annotated	0	4	0	0	4
4071	Capsicum		genus	as annotated	0	6	0	0	6
4072	Capsicum annuum		species	as annotated	0	6	0	0	6
4081	Solanum lycopersicum		species	as annotated	0	54	27	25	81
4085	Nicotiana		genus	as annotated	0	4	0	2	4
4087	Nicotiana alata	winged tobacco	species	as annotated	0	26	14	18	40
4092	Nicotiana plumbaginifolia	leadwort-leaved tobacco	species	as annotated	0	5	0	0	5
4097	Nicotiana tabacum	tobacco	species	as annotated	0	47	14	5	61
4100	Nicotiana benthamiana		species	as annotated	0	2	0	0	2
4107	Solanum		genus	as annotated	0	9	0	2	9
4108	Solanum chacoense		species	as annotated	0	5	0	0	5
4109	Solanum commersonii		species	as annotated	0	2	0	0	2
4112	Solanum nigrum		species	as annotated	0	3	0	1	3
4113	Solanum tuberosum	potatoes	species	as annotated	0	14	10	5	24
4120	Ipomoea batatas	batate	species	as annotated	0	2	0	0	2
4139	Scutellaria		genus	as annotated	0	1	0	0	1
4146	Olea europaea		species	as annotated	0	9	10	9	19
4163	Digitalis		genus	as annotated	0	8	0	0	8
4182	Sesamum indicum	koba	species	as annotated	0	2	0	0	2
4214	Ambrosia trifida		species	as annotated	0	3	0	3	3
4215	Ambrosia artemisiifolia var. elatior		varietas	as annotated	0	3	0	3	3
4220	Artemisia vulgaris	mugwort	species	as annotated	0	6	5	6	11
4222	Carthamus tinctorius		species	as annotated	0	1	0	0	1
4231	Helianthus	sunflowers	genus	as annotated	0	1	0	0	1
4232	Helianthus annuus		species	as annotated	0	1	0	0	1
4265	Cynara cardunculus	wild artichoke	species	as annotated	0	1	0	0	1
4275	Polygala		genus	as annotated	0	1	0	0	1
4296	Ilex crenata	Japanese holly	species	as annotated	0	7	0	0	7
4298	Ilex aquifolium	English holly	species	as annotated	0	9	0	0	9
4337	Anagallis arvensis		species	as annotated	0	5	0	0	5
4363	Drosera	sundews	genus	as annotated	0	7	0	1	7
4364	Drosera binata		species	as annotated	0	1	0	0	1
4366	Drosera capensis		species	as annotated	0	4	0	0	4
4402	Platanus	sycamores	genus	as annotated	0	73	0	20	73
4410	Nymphaeaceae	water-lily family	family	as annotated	0	1	0	1	1
4424	Brasenia schreberi		species	as annotated	0	1	0	0	1
4441	Camellia		genus	as annotated	0	2	0	0	2
4442	Camellia sinensis	black tea	species	as annotated	0	10	0	3	10
4443	Camellia japonica	common camellia	species	as annotated	0	1	0	0	1
4458	Arum maculatum	cuckoo-pint	species	as annotated	0	5	0	3	5
4479	Poaceae	grass family	family	as annotated	0	5	0	0	5
4498	Avena sativa	cultivated oats	species	as annotated	0	11	0	3	11
4509	Dactylis glomerata	cocksfoot	species	as annotated	0	5	0	0	5
4513	Hordeum vulgare	barley	species	as annotated	0	30	0	6	30
4520	Lolium		genus	as annotated	0	7	0	0	7
4522	Lolium perenne	perennial ryegrass	species	as annotated	0	4	0	3	4
4530	Oryza sativa	rice	species	as annotated	0	43	10	26	53
4545	Poa pratensis		species	as annotated	0	3	0	3	3
4547	Saccharum officinarum	sugarcane	species	as annotated	0	1	0	0	1
4550	Secale cereale		species	as annotated	0	6	0	4	6
4558	Sorghum bicolor	milo	species	as annotated	0	5	0	1	5
4565	Triticum aestivum	wheat	species	as annotated	0	68	0	4	68
4577	Zea mays	maize	species	as annotated	1	18	0	6	18
4592	Agropyron		genus	as annotated	0	2	0	0	2
4605	Festuca		genus	as annotated	0	2	0	0	2
4606	Lolium arundinaceum	tall fescue	species	as annotated	0	1	0	0	1
4615	Ananas comosus		species	as annotated	0	13	2	9	14
4641	Musa acuminata	sweet banana	species	as annotated	0	2	19	2	21
4672	Dioscorea		genus	as annotated	0	3	0	0	3
4678	Allium		genus	as annotated	0	7	0	2	7
4679	Allium cepa		species	as annotated	0	12	19	3	31
4681	Allium ampeloprasum		species	as annotated	0	4	0	2	4
4682	Allium sativum		species	as annotated	0	6	0	0	6
4684	Allium ursinum	wild garlic	species	as annotated	0	7	0	0	7
4685	Asparagus		genus	as annotated	0	5	0	0	5
4686	Asparagus officinalis		species	as annotated	0	12	18	4	30
4688	Lilium		genus	as annotated	0	4	0	3	4
4690	Lilium longiflorum	Easter lily	species	as annotated	0	1	0	0	1
4691	Lilium speciosum		species	as annotated	0	9	0	0	9
4697	Narcissus		genus	as annotated	0	3	0	2	3
4701	Scilla		genus	as annotated	0	1	0	0	1
4720	Phoenix reclinata	Senegal date palm	species	as annotated	0	4	0	0	4
4751	Fungi		kingdom	as annotated	0	5	0	4	5
4754	Pneumocystis carinii		species	as annotated	1	1	0	1	1
4783	Phytophthora		genus	as annotated	0	1	0	1	1
4784	Phytophthora capsici		species	as annotated	0	1	0	0	1
4788	Phytophthora megasperma	potato pink rot fungus	species	as annotated	0	11	0	1	11
4792	Phytophthora nicotianae	sesame blight agent	species	as annotated	0	6	0	0	6
4844	Rhizopus niveus		species	as annotated	0	2	0	2	2
4896	Schizosaccharomyces pombe		species	as annotated	1	15	14	9	28
4897	Schizosaccharomyces japonicus		species	as annotated	0	1	0	1	1
4903	Cyberlindnera jadinii		species	as annotated	0	9	0	7	9
4911	Kluyveromyces marxianus		species	as annotated	0	1	0	0	1
4922	Komagataella pastoris		species	as annotated	1	89	0	88	89
4929	Meyerozyma guilliermondii		species	as annotated	0	4	0	4	4
4930	Saccharomyces		genus	as annotated	0	2	0	2	2
4932	Saccharomyces cerevisiae	baker's yeast	species	as annotated	1	205	71	291	291
4934	Lachancea kluyveri		species	as annotated	0	5	0	5	5
5037	Histoplasma capsulatum		species	as annotated	0	4	0	1	4
5052	Aspergillus		genus	as annotated	0	10	0	5	10
5061	Aspergillus niger		species	as annotated	0	29	21	17	47
5062	Aspergillus oryzae		species	as annotated	0	16	1	15	17
5063	Aspergillus phoenicis		species	as annotated	0	4	0	4	4
5073	Penicillium		genus	as annotated	0	7	0	2	7
5095	Talaromyces flavus		species	as annotated	0	2	0	0	2
5111	Claviceps purpurea		species	as annotated	0	2	0	0	2
5141	Neurospora crassa		species	as annotated	0	3	0	1	3
5180	Sclerotinia sclerotiorum		species	as annotated	0	1	0	0	1
5206	Cryptococcus		genus	as annotated	0	5	0	0	5
5207	Cryptococcus neoformans		species	as annotated	0	22	0	0	22
5217	Tremella mesenterica	witches' butter	species	as annotated	0	2	0	0	2
5315	Ganoderma lucidum		species	as annotated	0	1	0	0	1
5325	Trametes versicolor	turkey-tail fungus	species	as annotated	0	1	0	1	1
5334	Schizophyllum commune		species	as annotated	0	4	0	3	4
5341	Agaricus bisporus	white button mushroom	species	as annotated	0	1	6	1	7
5418	Papiliotrema laurentii		species	as annotated	1	5	0	1	5
5445	Hamamotoa singularis		species	as annotated	0	2	0	1	2
5475	Candida		genus	as annotated	0	1	0	0	1
5476	Candida albicans		species	as annotated	1	39	0	28	39
5478	Nakaseomyces glabratus		species	as annotated	0	7	0	5	7
5479	Candida maltosa		species	as annotated	0	1	0	0	1
5480	Candida parapsilosis		species	as annotated	0	9	0	8	9
5482	Candida tropicalis		species	as annotated	0	2	0	2	2
5506	Fusarium		genus	as annotated	0	26	0	4	26
5507	Fusarium oxysporum		species	as annotated	0	2	0	0	2
5533	Rhodotorula		genus	as annotated	0	1	0	1	1
5544	Trichoderma harzianum		species	as annotated	0	4	0	4	4
5548	Trichoderma longibrachiatum		species	as annotated	0	1	0	1	1
5554	Cutaneotrichosporon cutaneum		species	as annotated	0	2	0	2	2
5579	Aureobasidium		genus	as annotated	0	1	0	1	1
5580	Aureobasidium pullulans		species	as annotated	0	5	0	0	5
5630	Laetiporus sulphureus	chicken-of-the-woods	species	as annotated	0	2	0	2	2
5655	Crithidia		genus	as annotated	0	1	0	1	1
5656	Crithidia fasciculata		species	as annotated	1	17	0	9	17
5658	Leishmania		genus	as annotated	1	2	0	0	2
5659	Leishmania amazonensis		species	as annotated	6	11	4	11	15
5660	Leishmania braziliensis		species	as annotated	1	1	0	1	1
5661	Leishmania donovani		species	as annotated	20	24	2	10	26
5663	Leishmania enriettii		species	as annotated	1	1	0	1	1
5664	Leishmania major		species	as annotated	69	85	3	12	88
5665	Leishmania mexicana		species	as annotated	57	65	8	29	72
5666	Leishmania tropica		species	as annotated	0	3	2	2	5
5667	Leishmania aethiopica		species	as annotated	0	3	0	2	3
5674	Leishmania adleri		species	as annotated	8	12	0	11	12
5690	Trypanosoma		genus	as annotated	0	5	0	3	5
5691	Trypanosoma brucei		species	as annotated	0	22	5	13	27
5692	Trypanosoma congolense		species	as annotated	0	1	0	1	1
5693	Trypanosoma cruzi		species	as annotated	2	58	22	43	79
5702	Trypanosoma brucei brucei		subspecies	as annotated	0	1	19	1	20
5704	Endotrypanum schaudinni		species	as annotated	0	2	0	0	2
5715	Herpetomonas samuelpessoai		species	as annotated	0	8	0	8	8
5718	Herpetomonas muscarum		species	as annotated	2	3	0	3	3
5722	Trichomonas vaginalis		species	as annotated	0	1	0	1	1
5741	Giardia intestinalis		species	as annotated	0	0	1	0	1
5759	Entamoeba histolytica		species	as annotated	1	2	1	2	3
5811	Toxoplasma gondii		species	as annotated	0	1	0	0	1
5833	Plasmodium falciparum		species	as annotated	0	7	0	6	7
5908	Tetrahymena pyriformis		species	as annotated	0	14	0	10	14
6040	Porifera		phylum	as annotated	0	12	0	3	12
6057	Haliclona		genus	as annotated	0	1	0	1	1
6101	Anthozoa		class	as annotated	0	6	0	0	6
6181	Schistosoma		genus	as annotated	0	8	0	7	8
6183	Schistosoma mansoni		species	as annotated	0	19	16	12	35
6192	Fasciola hepatica		species	as annotated	2	2	0	2	2
6199	Cestoda		class	as annotated	0	1	0	1	1
6207	Taenia crassiceps		species	as annotated	0	2	0	1	2
6210	Echinococcus granulosus		species	as annotated	1	1	0	1	1
6211	Echinococcus multilocularis		species	as annotated	0	8	0	5	8
6231	Nematoda	roundworm	phylum	as annotated	0	3	0	1	3
6239	Caenorhabditis elegans		species	as annotated	2	195	24	54	206
6253	Ascaris suum		species	as annotated	0	5	0	1	5
6265	Toxocara canis		species	as annotated	1	5	2	1	7
6266	Toxocara cati	feline roundworm	species	as annotated	0	1	2	0	3
6287	Dirofilaria immitis	canine heartworm nematode	species	as annotated	0	4	8	0	12
6289	Haemonchus contortus	red stomach worm	species	as annotated	0	1	0	1	1
6334	Trichinella spiralis		species	as annotated	0	8	29	5	36
6351	Nereis		genus	as annotated	0	1	0	0	1
6393	Eisenia		genus	as annotated	0	2	0	1	2
6395	Eisenia bicyclis		species	as annotated	0	2	0	0	2
6398	Lumbricus terrestris		species	as annotated	0	0	2	0	2
6401	Pheretima		genus	as annotated	0	1	0	1	1
6416	Hirudiniformes		suborder	as annotated	0	1	0	0	1
6426	Riftia pachyptila	giant tube worm	species	as annotated	0	0	9	0	9
6447	Mollusca	molluscs	phylum	as annotated	0	5	0	4	5
6448	Gastropoda		class	as annotated	0	22	0	2	22
6491	Conus geographus		species	as annotated	0	0	1	0	1
6501	Aplysia kurodai		species	as annotated	0	9	0	0	9
6504	Aplysia sp.		species	as annotated	0	11	0	2	11
6506	Aplysia juliana		species	as annotated	0	3	0	3	3
6511	Dolabella auricularia		species	as annotated	0	2	0	0	2
6523	Lymnaea stagnalis		species	as annotated	0	29	7	2	36
6527	Stylommatophora		order	as annotated	0	2	0	1	2
6536	Helix pomatia	edible snail	species	as annotated	0	68	24	5	91
6544	Bivalvia		class	as annotated	0	25	0	12	25
6563	Ostreidae		family	as annotated	0	1	0	1	1
6573	Mizuhopecten yessoensis	ezo giant scallop	species	as annotated	0	1	0	1	1
6637	Todarodes pacificus		species	as annotated	0	3	4	1	7
6692	Pleocyemata		suborder	as annotated	0	3	0	1	3
6694	Caridea		infraorder	as annotated	0	1	0	0	1
6717	Astacus leptodactylus	narrow-fingered crayfish	species	as annotated	0	0	6	0	6
6735	Panulirus interruptus		species	as annotated	0	6	3	4	9
6816	Euphausiacea		order	as annotated	0	1	0	0	1
6846	Limulidae		family	as annotated	0	8	0	8	8
6850	Limulus polyphemus		species	as annotated	0	11	4	11	12
6855	Scorpiones		order	as annotated	0	1	0	1	1
6858	Androctonus australis		species	as annotated	0	9	1	8	10
6908	Agelenopsis aperta		species	as annotated	0	4	0	4	4
6973	Blattella germanica		species	as annotated	0	6	0	6	6
7004	Locusta migratoria		species	as annotated	0	4	1	4	5
7041	Coleoptera		order	as annotated	0	3	0	0	3
7091	Bombyx mori	silkworm	species	as annotated	0	24	18	24	42
7108	Spodoptera frugiperda		species	as annotated	0	39	16	39	54
7111	Trichoplusia ni		species	as annotated	0	15	0	15	15
7119	Antheraea pernyi	oak silkmoth	species	as annotated	0	0	10	0	10
7153	Chironomus tentans		species	as annotated	0	1	0	1	1
7157	Culicidae		family	as annotated	0	2	0	2	2
7159	Aedes aegypti		species	as annotated	0	0	2	0	2
7160	Aedes albopictus	forest day mosquito	species	as annotated	0	2	0	2	2
7215	Drosophila	fruit fly	genus	as annotated	0	1	0	1	1
7227	Drosophila melanogaster		species	as annotated	5	20	66	141	142
7371	Calliphoridae	bottle flies	family	as annotated	0	19	0	1	19
7373	Calliphora vicina		species	as annotated	1	20	0	1	20
7380	Phormia regina		species	as annotated	0	1	0	1	1
7458	Apidae		family	as annotated	0	34	0	26	34
7459	Apis		genus	as annotated	0	1	0	1	1
7460	Apis mellifera	Western honey bee	species	as annotated	0	192	27	86	205
7553	Diplopoda	millipede	class	as annotated	0	2	0	0	2
7588	Asteroidea	starfish	class	as annotated	0	71	0	9	71
7594	Patiria pectinifera		species	as annotated	0	13	0	0	13
7601	Asterias		genus	as annotated	0	1	0	0	1
7602	Asterias amurensis	North Pacific seastar	species	as annotated	0	11	0	5	11
7603	Asterias forbesi		species	as annotated	0	11	0	0	11
7604	Asterias rubens	common starfish	species	as annotated	0	10	4	5	14
7608	Marthasterias		genus	as annotated	0	1	0	0	1
7625	Echinoidea	sea urchin	class	as annotated	0	27	0	4	27
7644	Clypeaster japonicus		species	as annotated	0	2	0	0	2
7650	Hemicentrotus pulcherrimus		species	as annotated	0	7	0	2	7
7654	Lytechinus variegatus		species	as annotated	0	1	0	0	1
7664	Strongylocentrotus		genus	as annotated	0	2	0	1	2
7666	Mesocentrotus nudus		species	as annotated	0	1	0	0	1
7667	Strongylocentrotus intermedius		species	as annotated	0	7	0	1	7
7674	Echinacea		superorder	as annotated	0	1	0	0	1
7678	Pseudocentrotus depressus		species	as annotated	0	1	0	0	1
7705	Holothuroidea	holothurians	class	as annotated	0	31	0	2	31
7712	Tunicata		subphylum	as annotated	0	14	0	2	14
7719	Ciona intestinalis	yellow sea squirt	species	as annotated	0	1	0	0	1
7726	Styela plicata		species	as annotated	0	32	16	5	48
7742	Vertebrata		clade	as annotated	0	5	0	5	5
7778	Elasmobranchii		subclass	as annotated	0	49	0	17	49
7782	Leucoraja erinaceus		species	as annotated	0	3	0	3	3
7787	Tetronarce californica		species	as annotated	0	41	35	38	75
7788	Torpedo marmorata	spotted torpedo	species	as annotated	0	3	0	3	3
7796	Squalus		genus	as annotated	0	1	0	1	1
7937	Anguilla japonica		species	as annotated	0	0	1	0	1
7955	Danio rerio	zebra fish	species	as annotated	0	175	0	227	227
7957	Carassius auratus		species	as annotated	0	13	0	13	13
7962	Cyprinus carpio	mirror carp	species	as annotated	0	7	0	7	7
8005	Electrophorus electricus	electric knifefish	species	as annotated	1	1	0	1	1
8015	Salmonidae		family	as annotated	0	51	0	13	51
8018	Oncorhynchus keta		species	as annotated	0	14	12	2	26
8021	Oncorhynchus masou ishikawae		subspecies	as annotated	0	31	6	5	37
8022	Oncorhynchus mykiss		species	as annotated	1	103	24	22	124
8023	Oncorhynchus nerka		species	as annotated	0	5	0	2	5
8024	Oncorhynchus nerka adonis		subspecies	as annotated	0	1	5	0	6
8028	Salmo		genus	as annotated	0	3	0	0	3
8030	Salmo salar		species	as annotated	0	0	16	0	16
8033	Salvelinus		genus	as annotated	0	1	0	1	1
8034	Salvelinus leucomaenis	amemasu char	species	as annotated	1	1	0	1	1
8035	Salvelinus leucomaenis pluvius		subspecies	as annotated	0	49	24	10	73
8040	Salvelinus namaycush		species	as annotated	1	4	0	1	4
8048	Gadus		genus	as annotated	0	12	0	10	12
8049	Gadus morhua		species	as annotated	0	5	0	5	5
8078	Fundulus heteroclitus	killifish	species	as annotated	0	14	0	8	14
8082	Xiphophorus		genus	as annotated	0	1	0	0	1
8088	Oryziinae	ricefishes	subfamily	as annotated	0	1	0	0	1
8090	Oryzias latipes	medaka	species	as annotated	0	2	0	2	2
8113	Cichlidae		family	as annotated	0	8	0	8	8
8127	Oreochromis mossambicus	Mozambique cichlid	species	as annotated	0	8	0	8	8
8189	Mugilidae		family	as annotated	0	1	0	1	1
8213	Pagothenia borchgrevinki		species	as annotated	0	0	1	0	1
8255	Paralichthys olivaceus	olive flounder	species	as annotated	0	3	1	0	4
8292	Amphibia		class	as annotated	0	1	0	1	1
8296	Ambystoma mexicanum		species	as annotated	0	11	6	5	17
8305	Ambystoma tigrinum	Eastern tiger salamander	species	as annotated	0	27	11	0	38
8316	Notophthalmus viridescens	red-spotted newt	species	as annotated	0	1	0	1	1
8319	Pleurodeles waltl	Spanish ribbed newt	species	as annotated	0	8	3	0	11
8345	Bombina bombina		species	as annotated	0	0	14	0	14
8348	Bombina variegata		species	as annotated	0	0	13	0	13
8353	Xenopus		genus	as annotated	0	4	0	4	4
8355	Xenopus laevis	platanna	species	as annotated	0	43	32	31	75
8364	Xenopus tropicalis	western clawed frog	species	as annotated	0	10	12	7	22
8382	Bufonidae		family	as annotated	0	1	0	1	1
8384	Bufo bufo	European toad	species	as annotated	0	31	31	8	62
8387	Bufo japonicus	Japanese common toad	species	as annotated	0	4	4	4	8
8399	Rana		genus	as annotated	0	16	0	13	16
8400	Aquarana catesbeiana	bullfrogs	species	as annotated	0	1	4	1	5
8404	Lithobates pipiens		species	as annotated	0	17	8	17	24
8406	Pelophylax ridibundus	laughing frog	species	as annotated	0	25	25	2	50
8407	Rana temporaria	European common frog	species	as annotated	0	38	37	11	75
8472	Lepidochelys kempii	Kemp's ridley sea turtle	species	as annotated	0	1	0	1	1
