GlyTouCanAccession	Resource	EntryID
G12620IX	glycosmos	G12620IX
G12620YU	glycosmos	G12620YU
G12621BN	glycosmos	G12621BN
G12621KP	glycosmos	G12621KP
G12621OK	glycosmos	G12621OK
G12621RH	glycosmos	G12621RH
G12621YH	glycosmos	G12621YH
G12622BE	glycosmos	G12622BE
G12622DM	glycosmos	G12622DM
G12622DR	glycosmos	G12622DR
G12622HO	glycosmos	G12622HO
G12622JO	glycosmos	G12622JO
G12622LD	glycosmos	G12622LD
G12622SG	glycosmos	G12622SG
G12623CO	glycosmos	G12623CO
G12623TU	glycosmos	G12623TU
G12624IR	glycosmos	G12624IR
G12624QG	glycosmos	G12624QG
G12624RP	glycosmos	G12624RP
G12624RQ	glycosmos	G12624RQ
G12625IM	glycosmos	G12625IM
G12625KO	glycosmos	G12625KO
G12625ZC	glycosmos	G12625ZC
G12626RM	glycosmos	G12626RM
G12627CA	glycosmos	G12627CA
G12627LK	glycosmos	G12627LK
G12627NO	glycosmos	G12627NO
G12628QL	glycosmos	G12628QL
G12629MO	glycosmos	G12629MO
G12629MQ	glycosmos	G12629MQ
G12629ZE	glycosmos	G12629ZE
G12630GO	glycosmos	G12630GO
G12630HW	glycosmos	G12630HW
G12630IM	glycosmos	G12630IM
G12630IX	glycosmos	G12630IX
G12630UM	glycosmos	G12630UM
G12631EZ	glycosmos	G12631EZ
G12631FF	glycosmos	G12631FF
G12631RE	glycosmos	G12631RE
G12631ZC	glycosmos	G12631ZC
G12631ZM	glycosmos	G12631ZM
G12632QH	glycosmos	G12632QH
G12632ZU	glycosmos	G12632ZU
G12633IW	glycosmos	G12633IW
G12633MF	glycosmos	G12633MF
G12633PU	glycosmos	G12633PU
G12633YR	glycosmos	G12633YR
G12634CM	glycosmos	G12634CM
G12634EQ	glycosmos	G12634EQ
G12634PP	glycosmos	G12634PP
G12634TA	glycosmos	G12634TA
G12636ES	glycosmos	G12636ES
G12636IB	glycosmos	G12636IB
G12636TJ	glycosmos	G12636TJ
G12637ID	glycosmos	G12637ID
G12637NN	glycosmos	G12637NN
G12637NY	glycosmos	G12637NY
G12638SB	glycosmos	G12638SB
G12638YK	glycosmos	G12638YK
G12640GJ	glycosmos	G12640GJ
G12641GT	glycosmos	G12641GT
G12641NB	glycosmos	G12641NB
G12641OV	glycosmos	G12641OV
G12641WM	glycosmos	G12641WM
G12642XL	glycosmos	G12642XL
G12643EB	glycosmos	G12643EB
G12643ES	glycosmos	G12643ES
G12643KN	glycosmos	G12643KN
G12643VQ	glycosmos	G12643VQ
G12644MH	glycosmos	G12644MH
G12645BC	glycosmos	G12645BC
G12645MT	glycosmos	G12645MT
G12645YE	glycosmos	G12645YE
G12646DO	glycosmos	G12646DO
G12647BS	glycosmos	G12647BS
G12647GO	glycosmos	G12647GO
G12647HM	glycosmos	G12647HM
G12648AN	glycosmos	G12648AN
G12648JH	glycosmos	G12648JH
G12648XC	glycosmos	G12648XC
G12649CX	glycosmos	G12649CX
G12649ZG	glycosmos	G12649ZG
G12651KN	glycosmos	G12651KN
G12651NW	glycosmos	G12651NW
G12651WP	glycosmos	G12651WP
G12652VS	glycosmos	G12652VS
G12652ZY	glycosmos	G12652ZY
G12653FG	glycosmos	G12653FG
G12653KX	glycosmos	G12653KX
G12654FD	glycosmos	G12654FD
G12654QL	glycosmos	G12654QL
G12654TB	glycosmos	G12654TB
G12654VI	glycosmos	G12654VI
G12655FY	glycosmos	G12655FY
G12655NI	glycosmos	G12655NI
G12656FV	glycosmos	G12656FV
G12656YO	glycosmos	G12656YO
G12657JY	glycosmos	G12657JY
G12657LS	glycosmos	G12657LS
G12657OL	glycosmos	G12657OL
G12658NT	glycosmos	G12658NT
G12658RH	glycosmos	G12658RH
G12658XF	glycosmos	G12658XF
G12659CM	glycosmos	G12659CM
G12659ID	glycosmos	G12659ID
G12660CC	glycosmos	G12660CC
G12660CO	glycosmos	G12660CO
G12660HY	glycosmos	G12660HY
G12660OS	glycosmos	G12660OS
G12661AN	glycosmos	G12661AN
G12662IR	glycosmos	G12662IR
G12663FU	glycosmos	G12663FU
G12663XF	glycosmos	G12663XF
G12664GT	glycosmos	G12664GT
G12664SV	glycosmos	G12664SV
G12665ID	glycosmos	G12665ID
G12665QK	glycosmos	G12665QK
G12666DA	glycosmos	G12666DA
G12666XF	glycosmos	G12666XF
G12667SF	glycosmos	G12667SF
G12667XO	glycosmos	G12667XO
G12668MV	glycosmos	G12668MV
G12668VG	glycosmos	G12668VG
G12668XA	glycosmos	G12668XA
G12669BY	glycosmos	G12669BY
G12671AO	glycosmos	G12671AO
G12671HB	glycosmos	G12671HB
G12671JE	glycosmos	G12671JE
G12671SC	glycosmos	G12671SC
G12671ZX	glycosmos	G12671ZX
G12672FC	glycosmos	G12672FC
G12672HB	glycosmos	G12672HB
G12672QX	glycosmos	G12672QX
G12672VF	glycosmos	G12672VF
G12674HY	glycosmos	G12674HY
G12675EF	glycosmos	G12675EF
G12675JN	glycosmos	G12675JN
G12675JS	glycosmos	G12675JS
G12675TZ	glycosmos	G12675TZ
G12675VP	glycosmos	G12675VP
G12676HO	glycosmos	G12676HO
G12676JI	glycosmos	G12676JI
G12676XI	glycosmos	G12676XI
G12677TM	glycosmos	G12677TM
G12678FE	glycosmos	G12678FE
G12678OF	glycosmos	G12678OF
G12678OO	glycosmos	G12678OO
G12678RQ	glycosmos	G12678RQ
G12678UA	glycosmos	G12678UA
G12678YV	glycosmos	G12678YV
G12679HK	glycosmos	G12679HK
G12679LF	glycosmos	G12679LF
G12679OE	glycosmos	G12679OE
G12679QG	glycosmos	G12679QG
G12679YF	glycosmos	G12679YF
G12680ES	glycosmos	G12680ES
G12680FI	glycosmos	G12680FI
G12681LT	glycosmos	G12681LT
G12681WT	glycosmos	G12681WT
G12682LM	glycosmos	G12682LM
G12683MU	glycosmos	G12683MU
G12683PR	glycosmos	G12683PR
G12683SW	glycosmos	G12683SW
G12684DP	glycosmos	G12684DP
G12684YF	glycosmos	G12684YF
G12684ZJ	glycosmos	G12684ZJ
G12685IV	glycosmos	G12685IV
G12686EH	glycosmos	G12686EH
G12686EX	glycosmos	G12686EX
G12686PD	glycosmos	G12686PD
G12686TK	glycosmos	G12686TK
G12686TM	glycosmos	G12686TM
G12686VL	glycosmos	G12686VL
G12686YX	glycosmos	G12686YX
G12687HO	glycosmos	G12687HO
G12687MD	glycosmos	G12687MD
G12687MV	glycosmos	G12687MV
G12687QF	glycosmos	G12687QF
G12687WU	glycosmos	G12687WU
G12687YN	glycosmos	G12687YN
G12688FZ	glycosmos	G12688FZ
G12688HN	glycosmos	G12688HN
G12688RM	glycosmos	G12688RM
G12689CX	glycosmos	G12689CX
G12689FC	glycosmos	G12689FC
G12689RY	glycosmos	G12689RY
G12689WH	glycosmos	G12689WH
G12689XF	glycosmos	G12689XF
G12690MZ	glycosmos	G12690MZ
G12690VW	glycosmos	G12690VW
G12691DM	glycosmos	G12691DM
G12691FH	glycosmos	G12691FH
G12691IB	glycosmos	G12691IB
G12692DV	glycosmos	G12692DV
G12692EE	glycosmos	G12692EE
G12692TI	glycosmos	G12692TI
G12693QB	glycosmos	G12693QB
G12693UC	glycosmos	G12693UC
G12693VZ	glycosmos	G12693VZ
G12694BB	glycosmos	G12694BB
G12694HB	glycosmos	G12694HB
G12694HY	glycosmos	G12694HY
G12694MG	glycosmos	G12694MG
G12694TS	glycosmos	G12694TS
G12695DS	glycosmos	G12695DS
G12695PD	glycosmos	G12695PD
G12695WI	glycosmos	G12695WI
G12696IX	glycosmos	G12696IX
G12696LC	glycosmos	G12696LC
G12697GE	glycosmos	G12697GE
G12697JK	glycosmos	G12697JK
G12697LR	glycosmos	G12697LR
G12697UE	glycosmos	G12697UE
G12698AU	glycosmos	G12698AU
G12698FM	glycosmos	G12698FM
G12698MJ	glycosmos	G12698MJ
G12698TB	glycosmos	G12698TB
G12699AI	glycosmos	G12699AI
G12699GA	glycosmos	G12699GA
G12699NJ	glycosmos	G12699NJ
G12699SE	glycosmos	G12699SE
G12699UR	glycosmos	G12699UR
G12699VD	glycosmos	G12699VD
G12699VT	glycosmos	G12699VT
G12699XQ	glycosmos	G12699XQ
G12700IS	glycosmos	G12700IS
G12700LM	glycosmos	G12700LM
G12700WA	glycosmos	G12700WA
G12701EA	glycosmos	G12701EA
G12701XT	glycosmos	G12701XT
G12702AB	glycosmos	G12702AB
G12702EA	glycosmos	G12702EA
G12702SK	glycosmos	G12702SK
G12704ID	glycosmos	G12704ID
G12704IE	glycosmos	G12704IE
G12704RG	glycosmos	G12704RG
G12705TC	glycosmos	G12705TC
G12706FF	glycosmos	G12706FF
G12706KG	glycosmos	G12706KG
G12706NY	glycosmos	G12706NY
G12706PE	glycosmos	G12706PE
G12706TC	glycosmos	G12706TC
G12706ZR	glycosmos	G12706ZR
G12707AQ	glycosmos	G12707AQ
G12707AS	glycosmos	G12707AS
G12707LA	glycosmos	G12707LA
G12707TR	glycosmos	G12707TR
G12708JQ	glycosmos	G12708JQ
G12708TJ	glycosmos	G12708TJ
G12708UY	glycosmos	G12708UY
G12709CN	glycosmos	G12709CN
G12709QE	glycosmos	G12709QE
G12709QO	glycosmos	G12709QO
G12709VH	glycosmos	G12709VH
G12710KE	glycosmos	G12710KE
G12711CU	glycosmos	G12711CU
G12711KC	glycosmos	G12711KC
G12712HY	glycosmos	G12712HY
G12713BB	glycosmos	G12713BB
G12713QF	glycosmos	G12713QF
G12715AH	glycosmos	G12715AH
G12715BN	glycosmos	G12715BN
G12715RL	glycosmos	G12715RL
G12716JU	glycosmos	G12716JU
G12717EN	glycosmos	G12717EN
G12717LF	glycosmos	G12717LF
G12717VJ	glycosmos	G12717VJ
G12718DQ	glycosmos	G12718DQ
G12718JC	glycosmos	G12718JC
G12718JR	glycosmos	G12718JR
G12718VG	glycosmos	G12718VG
G12718WE	glycosmos	G12718WE
G12719BN	glycosmos	G12719BN
G12719CG	glycosmos	G12719CG
G12719GG	glycosmos	G12719GG
G12719IE	glycosmos	G12719IE
G12720KF	glycosmos	G12720KF
G12720KS	glycosmos	G12720KS
G12720ZH	glycosmos	G12720ZH
G12721CG	glycosmos	G12721CG
G12721DE	glycosmos	G12721DE
G12721OH	glycosmos	G12721OH
G12721OO	glycosmos	G12721OO
G12721RW	glycosmos	G12721RW
G12721XI	glycosmos	G12721XI
G12722AY	glycosmos	G12722AY
G12722FS	glycosmos	G12722FS
G12722PH	glycosmos	G12722PH
G12722UV	glycosmos	G12722UV
G12722ZH	glycosmos	G12722ZH
G12723BL	glycosmos	G12723BL
G12723BX	glycosmos	G12723BX
G12723KN	glycosmos	G12723KN
G12723NX	glycosmos	G12723NX
G12723TM	glycosmos	G12723TM
G12723ZJ	glycosmos	G12723ZJ
G12724ES	glycosmos	G12724ES
G12724QR	glycosmos	G12724QR
G12725IE	glycosmos	G12725IE
G12725VM	glycosmos	G12725VM
G12725ZQ	glycosmos	G12725ZQ
G12726EP	glycosmos	G12726EP
G12727AT	glycosmos	G12727AT
G12727HV	glycosmos	G12727HV
G12727RQ	glycosmos	G12727RQ
G12727SF	glycosmos	G12727SF
G12728EY	glycosmos	G12728EY
G12728FA	glycosmos	G12728FA
G12728OV	glycosmos	G12728OV
G12728SD	glycosmos	G12728SD
G12729CF	glycosmos	G12729CF
G12729FF	glycosmos	G12729FF
G12729HU	glycosmos	G12729HU
G12729QJ	glycosmos	G12729QJ
G12729UO	glycosmos	G12729UO
G12730JC	glycosmos	G12730JC
G12730XY	glycosmos	G12730XY
G12732MC	glycosmos	G12732MC
G12733WO	glycosmos	G12733WO
G12734JX	glycosmos	G12734JX
G12735DT	glycosmos	G12735DT
G12735PL	glycosmos	G12735PL
G12735XV	glycosmos	G12735XV
G12735YB	glycosmos	G12735YB
G12737KF	glycosmos	G12737KF
G12737PE	glycosmos	G12737PE
G12737RH	glycosmos	G12737RH
G12738NX	glycosmos	G12738NX
G12739EV	glycosmos	G12739EV
G12739HL	glycosmos	G12739HL
G12739LH	glycosmos	G12739LH
G12739RP	glycosmos	G12739RP
G12740AB	glycosmos	G12740AB
G12740UV	glycosmos	G12740UV
G12740VA	glycosmos	G12740VA
G12741BF	glycosmos	G12741BF
G12741NH	glycosmos	G12741NH
G12742GK	glycosmos	G12742GK
G12742HA	glycosmos	G12742HA
G12742NR	glycosmos	G12742NR
G12742PO	glycosmos	G12742PO
G12742TT	glycosmos	G12742TT
G12743GW	glycosmos	G12743GW
G12743HF	glycosmos	G12743HF
G12744ML	glycosmos	G12744ML
G12744OE	glycosmos	G12744OE
G12744QE	glycosmos	G12744QE
G12744WJ	glycosmos	G12744WJ
G12744WR	glycosmos	G12744WR
G12745LE	glycosmos	G12745LE
G12745QT	glycosmos	G12745QT
G12745UX	glycosmos	G12745UX
G12745WX	glycosmos	G12745WX
G12746HW	glycosmos	G12746HW
G12746KC	glycosmos	G12746KC
G12746PW	glycosmos	G12746PW
G12746QE	glycosmos	G12746QE
G12746TT	glycosmos	G12746TT
G12747CM	glycosmos	G12747CM
G12747DD	glycosmos	G12747DD
G12747ST	glycosmos	G12747ST
G12747SX	glycosmos	G12747SX
G12749GW	glycosmos	G12749GW
G12749IL	glycosmos	G12749IL
G12749RO	glycosmos	G12749RO
G12749WC	glycosmos	G12749WC
G12750QM	glycosmos	G12750QM
G12750SG	glycosmos	G12750SG
G12751KV	glycosmos	G12751KV
G12751WE	glycosmos	G12751WE
G12752EI	glycosmos	G12752EI
G12752HT	glycosmos	G12752HT
G12752LB	glycosmos	G12752LB
G12753CX	glycosmos	G12753CX
G12753WQ	glycosmos	G12753WQ
G12754JG	glycosmos	G12754JG
G12754LN	glycosmos	G12754LN
G12754NU	glycosmos	G12754NU
G12754UV	glycosmos	G12754UV
G12755YT	glycosmos	G12755YT
G12756BY	glycosmos	G12756BY
G12756LW	glycosmos	G12756LW
G12756NG	glycosmos	G12756NG
G12756TV	glycosmos	G12756TV
G12757DD	glycosmos	G12757DD
G12757LB	glycosmos	G12757LB
G12757MH	glycosmos	G12757MH
G12757YC	glycosmos	G12757YC
G12758KW	glycosmos	G12758KW
G12758WJ	glycosmos	G12758WJ
G12759ST	glycosmos	G12759ST
G12760HK	glycosmos	G12760HK
G12760MD	glycosmos	G12760MD
G12760VJ	glycosmos	G12760VJ
G12760YA	glycosmos	G12760YA
G12760YG	glycosmos	G12760YG
G12761IT	glycosmos	G12761IT
G12761QA	glycosmos	G12761QA
G12762BN	glycosmos	G12762BN
G12762FV	glycosmos	G12762FV
G12762JP	glycosmos	G12762JP
G12762NH	glycosmos	G12762NH
G12762YM	glycosmos	G12762YM
G12762ZE	glycosmos	G12762ZE
G12763EO	glycosmos	G12763EO
G12763JM	glycosmos	G12763JM
G12764CG	glycosmos	G12764CG
G12764SQ	glycosmos	G12764SQ
G12765WC	glycosmos	G12765WC
G12765XB	glycosmos	G12765XB
G12767AQ	glycosmos	G12767AQ
G12767HU	glycosmos	G12767HU
G12767MV	glycosmos	G12767MV
G12767TA	glycosmos	G12767TA
G12767YJ	glycosmos	G12767YJ
G12768AE	glycosmos	G12768AE
G12768BA	glycosmos	G12768BA
G12768YU	glycosmos	G12768YU
G12769FO	glycosmos	G12769FO
G12769II	glycosmos	G12769II
G12769SQ	glycosmos	G12769SQ
G12769SX	glycosmos	G12769SX
G12770GA	glycosmos	G12770GA
G12770ZT	glycosmos	G12770ZT
G12771EA	glycosmos	G12771EA
G12771ZG	glycosmos	G12771ZG
G12772BG	glycosmos	G12772BG
G12772HK	glycosmos	G12772HK
G12772KY	glycosmos	G12772KY
G12772RI	glycosmos	G12772RI
G12772RL	glycosmos	G12772RL
G12773NU	glycosmos	G12773NU
G12774CL	glycosmos	G12774CL
G12774DK	glycosmos	G12774DK
G12774MM	glycosmos	G12774MM
G12774PA	glycosmos	G12774PA
G12774SN	glycosmos	G12774SN
G12774SR	glycosmos	G12774SR
G12775AE	glycosmos	G12775AE
G12775GF	glycosmos	G12775GF
G12775RU	glycosmos	G12775RU
G12776DS	glycosmos	G12776DS
G12776LM	glycosmos	G12776LM
G12777LX	glycosmos	G12777LX
G12777TF	glycosmos	G12777TF
G12777XA	glycosmos	G12777XA
G12777YD	glycosmos	G12777YD
G12777ZB	glycosmos	G12777ZB
G12777ZR	glycosmos	G12777ZR
G12778KI	glycosmos	G12778KI
G12778NF	glycosmos	G12778NF
G12778NY	glycosmos	G12778NY
G12779AI	glycosmos	G12779AI
G12779BC	glycosmos	G12779BC
G12780BV	glycosmos	G12780BV
G12780JU	glycosmos	G12780JU
G12781TF	glycosmos	G12781TF
G12781XI	glycosmos	G12781XI
G12782PE	glycosmos	G12782PE
G12782TC	glycosmos	G12782TC
G12782XI	glycosmos	G12782XI
G12782YY	glycosmos	G12782YY
G12783HS	glycosmos	G12783HS
G12784SI	glycosmos	G12784SI
G12784YW	glycosmos	G12784YW
G12785ET	glycosmos	G12785ET
G12785FD	glycosmos	G12785FD
G12785KW	glycosmos	G12785KW
G12785NB	glycosmos	G12785NB
G12785ZM	glycosmos	G12785ZM
G12786MH	glycosmos	G12786MH
G12787EB	glycosmos	G12787EB
G12788AP	glycosmos	G12788AP
G12788DC	glycosmos	G12788DC
G12788IH	glycosmos	G12788IH
G12788KZ	glycosmos	G12788KZ
G12788PX	glycosmos	G12788PX
G12788ZB	glycosmos	G12788ZB
G12789FM	glycosmos	G12789FM
G12789VM	glycosmos	G12789VM
G12789XG	glycosmos	G12789XG
G12790FI	glycosmos	G12790FI
G12790FP	glycosmos	G12790FP
G12790TV	glycosmos	G12790TV
G12791KZ	glycosmos	G12791KZ
G12791SN	glycosmos	G12791SN
G12792YW	glycosmos	G12792YW
G12793SR	glycosmos	G12793SR
G12794LM	glycosmos	G12794LM
G12794OB	glycosmos	G12794OB
G12794QO	glycosmos	G12794QO
G12794UL	glycosmos	G12794UL
G12794YW	glycosmos	G12794YW
G12794ZZ	glycosmos	G12794ZZ
G12795LV	glycosmos	G12795LV
G12795LW	glycosmos	G12795LW
G12795MA	glycosmos	G12795MA
G12796BT	glycosmos	G12796BT
G12796GY	glycosmos	G12796GY
G12797XP	glycosmos	G12797XP
G12797ZY	glycosmos	G12797ZY
G12798XW	glycosmos	G12798XW
G12799GW	glycosmos	G12799GW
G12799IN	glycosmos	G12799IN
G12799ML	glycosmos	G12799ML
G12799PV	glycosmos	G12799PV
G12799ZE	glycosmos	G12799ZE
G12800AE	glycosmos	G12800AE
G12800SL	glycosmos	G12800SL
G12801FH	glycosmos	G12801FH
G12801FO	glycosmos	G12801FO
G12801XZ	glycosmos	G12801XZ
G12801ZI	glycosmos	G12801ZI
G12802CB	glycosmos	G12802CB
G12802HY	glycosmos	G12802HY
G12803CA	glycosmos	G12803CA
G12803VA	glycosmos	G12803VA
G12804KX	glycosmos	G12804KX
G12804ZJ	glycosmos	G12804ZJ
G12805AX	glycosmos	G12805AX
G12805DU	glycosmos	G12805DU
G12805IF	glycosmos	G12805IF
G12805XQ	glycosmos	G12805XQ
G12806KO	glycosmos	G12806KO
G12806NY	glycosmos	G12806NY
G12807DG	glycosmos	G12807DG
G12807DL	glycosmos	G12807DL
G12807PZ	glycosmos	G12807PZ
G12807TZ	glycosmos	G12807TZ
G12808US	glycosmos	G12808US
G12808WN	glycosmos	G12808WN
G12809BF	glycosmos	G12809BF
G12809RA	glycosmos	G12809RA
G12809RX	glycosmos	G12809RX
G12810IB	glycosmos	G12810IB
G12811MO	glycosmos	G12811MO
G12811MP	glycosmos	G12811MP
G12811NW	glycosmos	G12811NW
G12813PQ	glycosmos	G12813PQ
G12813VK	glycosmos	G12813VK
G12813ZK	glycosmos	G12813ZK
G12813ZR	glycosmos	G12813ZR
G12814JE	glycosmos	G12814JE
G12814JP	glycosmos	G12814JP
G12816CP	glycosmos	G12816CP
G12816GE	glycosmos	G12816GE
G12817TD	glycosmos	G12817TD
G12817WM	glycosmos	G12817WM
G12817YZ	glycosmos	G12817YZ
G12818JH	glycosmos	G12818JH
G12819OX	glycosmos	G12819OX
G12819VE	glycosmos	G12819VE
G12820MS	glycosmos	G12820MS
G12820YL	glycosmos	G12820YL
G12821RV	glycosmos	G12821RV
G12821YK	glycosmos	G12821YK
G12822RA	glycosmos	G12822RA
G12823VA	glycosmos	G12823VA
G12824IZ	glycosmos	G12824IZ
G12824JI	glycosmos	G12824JI
G12824WQ	glycosmos	G12824WQ
G12824ZO	glycosmos	G12824ZO
G12825KJ	glycosmos	G12825KJ
G12826CP	glycosmos	G12826CP
G12826GG	glycosmos	G12826GG
G12826LZ	glycosmos	G12826LZ
G12826NB	glycosmos	G12826NB
G12826QF	glycosmos	G12826QF
G12827DF	glycosmos	G12827DF
G12828SG	glycosmos	G12828SG
G12829BN	glycosmos	G12829BN
G12829VF	glycosmos	G12829VF
G12830EP	glycosmos	G12830EP
G12830SE	glycosmos	G12830SE
G12832JA	glycosmos	G12832JA
G12832VG	glycosmos	G12832VG
G12832WG	glycosmos	G12832WG
G12833FD	glycosmos	G12833FD
G12833NS	glycosmos	G12833NS
G12835RP	glycosmos	G12835RP
G12835TY	glycosmos	G12835TY
G12835UH	glycosmos	G12835UH
G12836XP	glycosmos	G12836XP
G12837AR	glycosmos	G12837AR
G12837IO	glycosmos	G12837IO
G12837JG	glycosmos	G12837JG
G12837OO	glycosmos	G12837OO
G12838BT	glycosmos	G12838BT
G12838CT	glycosmos	G12838CT
G12838IX	glycosmos	G12838IX
G12838OF	glycosmos	G12838OF
G12838VV	glycosmos	G12838VV
G12839GG	glycosmos	G12839GG
G12840BB	glycosmos	G12840BB
G12840DB	glycosmos	G12840DB
G12841QP	glycosmos	G12841QP
G12842CR	glycosmos	G12842CR
G12842DR	glycosmos	G12842DR
G12842VA	glycosmos	G12842VA
G12842VC	glycosmos	G12842VC
G12843SP	glycosmos	G12843SP
G12843VE	glycosmos	G12843VE
G12845LL	glycosmos	G12845LL
G12846OE	glycosmos	G12846OE
G12846PM	glycosmos	G12846PM
G12846XF	glycosmos	G12846XF
G12847GY	glycosmos	G12847GY
G12847TS	glycosmos	G12847TS
G12847VU	glycosmos	G12847VU
G12847WO	glycosmos	G12847WO
G12847XI	glycosmos	G12847XI
G12848IK	glycosmos	G12848IK
G12848QL	glycosmos	G12848QL
G12848WK	glycosmos	G12848WK
G12849CJ	glycosmos	G12849CJ
G12850JT	glycosmos	G12850JT
G12850MK	glycosmos	G12850MK
G12850NC	glycosmos	G12850NC
G12850RG	glycosmos	G12850RG
G12850TQ	glycosmos	G12850TQ
G12850WW	glycosmos	G12850WW
G12851LT	glycosmos	G12851LT
G12851PJ	glycosmos	G12851PJ
G12851XW	glycosmos	G12851XW
G12852LA	glycosmos	G12852LA
G12852SA	glycosmos	G12852SA
G12853QA	glycosmos	G12853QA
G12853WB	glycosmos	G12853WB
G12854AK	glycosmos	G12854AK
G12854GZ	glycosmos	G12854GZ
G12854JY	glycosmos	G12854JY
G12855LQ	glycosmos	G12855LQ
G12855XS	glycosmos	G12855XS
G12856AM	glycosmos	G12856AM
G12856HK	glycosmos	G12856HK
G12856KA	glycosmos	G12856KA
G12856QB	glycosmos	G12856QB
G12857DO	glycosmos	G12857DO
G12857IT	glycosmos	G12857IT
G12857NF	glycosmos	G12857NF
G12858RT	glycosmos	G12858RT
G12860BH	glycosmos	G12860BH
G12860II	glycosmos	G12860II
G12860PF	glycosmos	G12860PF
G12860YA	glycosmos	G12860YA
G12861CT	glycosmos	G12861CT
G12861JN	glycosmos	G12861JN
G12861LC	glycosmos	G12861LC
G12861XU	glycosmos	G12861XU
G12861YL	glycosmos	G12861YL
G12862ER	glycosmos	G12862ER
G12863KR	glycosmos	G12863KR
G12863RW	glycosmos	G12863RW
G12864BU	glycosmos	G12864BU
G12864FK	glycosmos	G12864FK
G12864IX	glycosmos	G12864IX
G12864NE	glycosmos	G12864NE
G12865SQ	glycosmos	G12865SQ
G12866IA	glycosmos	G12866IA
G12866JL	glycosmos	G12866JL
G12866QL	glycosmos	G12866QL
G12866ZA	glycosmos	G12866ZA
G12866ZT	glycosmos	G12866ZT
G12867DH	glycosmos	G12867DH
G12867XG	glycosmos	G12867XG
G12868EE	glycosmos	G12868EE
G12868EL	glycosmos	G12868EL
G12868OR	glycosmos	G12868OR
G12868WC	glycosmos	G12868WC
G12869UT	glycosmos	G12869UT
G12870FM	glycosmos	G12870FM
G12871AR	glycosmos	G12871AR
G12871GK	glycosmos	G12871GK
G12871QA	glycosmos	G12871QA
G12872JH	glycosmos	G12872JH
G12872ST	glycosmos	G12872ST
G12872TI	glycosmos	G12872TI
G12872WY	glycosmos	G12872WY
G12873UA	glycosmos	G12873UA
G12875CF	glycosmos	G12875CF
G12875IX	glycosmos	G12875IX
G12875NG	glycosmos	G12875NG
G12876JB	glycosmos	G12876JB
G12876TR	glycosmos	G12876TR
G12876XF	glycosmos	G12876XF
G12877SD	glycosmos	G12877SD
G12877SN	glycosmos	G12877SN
G12878HC	glycosmos	G12878HC
G12878ME	glycosmos	G12878ME
G12878NK	glycosmos	G12878NK
G12878RX	glycosmos	G12878RX
G12878SZ	glycosmos	G12878SZ
G12878WE	glycosmos	G12878WE
G12878ZR	glycosmos	G12878ZR
G12879EC	glycosmos	G12879EC
G12879FL	glycosmos	G12879FL
G12879FP	glycosmos	G12879FP
G12879FX	glycosmos	G12879FX
G12879RQ	glycosmos	G12879RQ
G12879RY	glycosmos	G12879RY
G12880YT	glycosmos	G12880YT
G12881FA	glycosmos	G12881FA
G12881NF	glycosmos	G12881NF
G12882QV	glycosmos	G12882QV
G12883MO	glycosmos	G12883MO
G12883TV	glycosmos	G12883TV
G12884IK	glycosmos	G12884IK
G12884RP	glycosmos	G12884RP
G12885FH	glycosmos	G12885FH
G12885ZB	glycosmos	G12885ZB
G12886VI	glycosmos	G12886VI
G12887AO	glycosmos	G12887AO
G12887QA	glycosmos	G12887QA
G12887ZM	glycosmos	G12887ZM
G12889DH	glycosmos	G12889DH
G12890EI	glycosmos	G12890EI
G12890VU	glycosmos	G12890VU
G12890YQ	glycosmos	G12890YQ
G12891KC	glycosmos	G12891KC
G12891MN	glycosmos	G12891MN
G12892WA	glycosmos	G12892WA
G12893IS	glycosmos	G12893IS
G12893JJ	glycosmos	G12893JJ
G12893PC	glycosmos	G12893PC
G12894CE	glycosmos	G12894CE
G12894DV	glycosmos	G12894DV
G12895BE	glycosmos	G12895BE
G12895DI	glycosmos	G12895DI
G12895GF	glycosmos	G12895GF
G12895HZ	glycosmos	G12895HZ
G12896KI	glycosmos	G12896KI
G12897IQ	glycosmos	G12897IQ
G12897WQ	glycosmos	G12897WQ
G12898AW	glycosmos	G12898AW
G12899EM	glycosmos	G12899EM
G12899FE	glycosmos	G12899FE
G12899HH	glycosmos	G12899HH
G12899IA	glycosmos	G12899IA
G12899NP	glycosmos	G12899NP
G12900DA	glycosmos	G12900DA
G12900DX	glycosmos	G12900DX
G12900GB	glycosmos	G12900GB
G12900OU	glycosmos	G12900OU
G12900SG	glycosmos	G12900SG
G12901EZ	glycosmos	G12901EZ
G12901PY	glycosmos	G12901PY
G12901SS	glycosmos	G12901SS
G12902EI	glycosmos	G12902EI
G12902LC	glycosmos	G12902LC
G12902NA	glycosmos	G12902NA
G12902RC	glycosmos	G12902RC
G12902SM	glycosmos	G12902SM
G12902VJ	glycosmos	G12902VJ
G12903OK	glycosmos	G12903OK
G12903ZQ	glycosmos	G12903ZQ
G12904PO	glycosmos	G12904PO
G12904PR	glycosmos	G12904PR
G12904RB	glycosmos	G12904RB
G12905XO	glycosmos	G12905XO
G12906RC	glycosmos	G12906RC
G12906VP	glycosmos	G12906VP
G12906XM	glycosmos	G12906XM
G12906ZR	glycosmos	G12906ZR
G12907EO	glycosmos	G12907EO
G12907PO	glycosmos	G12907PO
G12907TD	glycosmos	G12907TD
