GlyTouCanAccession	Resource	EntryID
G69374GG	glycosmos	G69374GG
G69374XN	glycosmos	G69374XN
G69375AJ	glycosmos	G69375AJ
G69375CY	glycosmos	G69375CY
G69375FK	glycosmos	G69375FK
G69375GI	glycosmos	G69375GI
G69376WO	glycosmos	G69376WO
G69377CZ	glycosmos	G69377CZ
G69377IA	glycosmos	G69377IA
G69378OY	glycosmos	G69378OY
G69379HG	glycosmos	G69379HG
G69379OE	glycosmos	G69379OE
G69379TS	glycosmos	G69379TS
G69379UJ	glycosmos	G69379UJ
G69380YW	glycosmos	G69380YW
G69381DV	glycosmos	G69381DV
G69381LS	glycosmos	G69381LS
G69381XL	glycosmos	G69381XL
G69382CE	glycosmos	G69382CE
G69382IJ	glycosmos	G69382IJ
G69382ZH	glycosmos	G69382ZH
G69383NR	glycosmos	G69383NR
G69383OK	glycosmos	G69383OK
G69383WF	glycosmos	G69383WF
G69384CV	glycosmos	G69384CV
G69384MF	glycosmos	G69384MF
G69384QY	glycosmos	G69384QY
G69384SX	glycosmos	G69384SX
G69384UV	glycosmos	G69384UV
G69384WD	glycosmos	G69384WD
G69385JR	glycosmos	G69385JR
G69385XM	glycosmos	G69385XM
G69385YJ	glycosmos	G69385YJ
G69385YO	glycosmos	G69385YO
G69386QK	glycosmos	G69386QK
G69386QR	glycosmos	G69386QR
G69386RU	glycosmos	G69386RU
G69386SV	glycosmos	G69386SV
G69386YZ	glycosmos	G69386YZ
G69387IM	glycosmos	G69387IM
G69387NQ	glycosmos	G69387NQ
G69387WC	glycosmos	G69387WC
G69388BI	glycosmos	G69388BI
G69388PM	glycosmos	G69388PM
G69388WF	glycosmos	G69388WF
G69389HO	glycosmos	G69389HO
G69389OK	glycosmos	G69389OK
G69389SC	glycosmos	G69389SC
G69390DZ	glycosmos	G69390DZ
G69390GI	glycosmos	G69390GI
G69390MB	glycosmos	G69390MB
G69390RV	glycosmos	G69390RV
G69390UK	glycosmos	G69390UK
G69391AJ	glycosmos	G69391AJ
G69391FV	glycosmos	G69391FV
G69391SE	glycosmos	G69391SE
G69392JD	glycosmos	G69392JD
G69393PV	glycosmos	G69393PV
G69394CR	glycosmos	G69394CR
G69394IZ	glycosmos	G69394IZ
G69394MJ	glycosmos	G69394MJ
G69394YT	glycosmos	G69394YT
G69396CO	glycosmos	G69396CO
G69396IQ	glycosmos	G69396IQ
G69397AC	glycosmos	G69397AC
G69397HK	glycosmos	G69397HK
G69397VF	glycosmos	G69397VF
G69398IO	glycosmos	G69398IO
G69398RX	glycosmos	G69398RX
G69398YS	glycosmos	G69398YS
G69399VG	glycosmos	G69399VG
G69399WV	glycosmos	G69399WV
G69400QK	glycosmos	G69400QK
G69401CV	glycosmos	G69401CV
G69402KB	glycosmos	G69402KB
G69402NH	glycosmos	G69402NH
G69402PH	glycosmos	G69402PH
G69403CM	glycosmos	G69403CM
G69403HN	glycosmos	G69403HN
G69403OU	glycosmos	G69403OU
G69403XL	glycosmos	G69403XL
G69404AI	glycosmos	G69404AI
G69404IM	glycosmos	G69404IM
G69406BA	glycosmos	G69406BA
G69406EY	glycosmos	G69406EY
G69406FX	glycosmos	G69406FX
G69406UV	glycosmos	G69406UV
G69406YD	glycosmos	G69406YD
G69406YN	glycosmos	G69406YN
G69407EL	glycosmos	G69407EL
G69408FI	glycosmos	G69408FI
G69408OO	glycosmos	G69408OO
G69408QG	glycosmos	G69408QG
G69408ZZ	glycosmos	G69408ZZ
G69409UX	glycosmos	G69409UX
G69410IZ	glycosmos	G69410IZ
G69410PN	glycosmos	G69410PN
G69410YL	glycosmos	G69410YL
G69411AI	glycosmos	G69411AI
G69411DH	glycosmos	G69411DH
G69411IG	glycosmos	G69411IG
G69411MJ	glycosmos	G69411MJ
G69412OI	glycosmos	G69412OI
G69412TZ	glycosmos	G69412TZ
G69412XG	glycosmos	G69412XG
G69412YT	glycosmos	G69412YT
G69413UW	glycosmos	G69413UW
G69414UO	glycosmos	G69414UO
G69415KO	glycosmos	G69415KO
G69415PB	glycosmos	G69415PB
G69416NF	glycosmos	G69416NF
G69416RL	glycosmos	G69416RL
G69417FJ	glycosmos	G69417FJ
G69417PQ	glycosmos	G69417PQ
G69417VU	glycosmos	G69417VU
G69418MN	glycosmos	G69418MN
G69418VP	glycosmos	G69418VP
G69418VR	glycosmos	G69418VR
G69419EJ	glycosmos	G69419EJ
G69419QE	glycosmos	G69419QE
G69420GS	glycosmos	G69420GS
G69420JU	glycosmos	G69420JU
G69420XI	glycosmos	G69420XI
G69421BU	glycosmos	G69421BU
G69421GA	glycosmos	G69421GA
G69421HF	glycosmos	G69421HF
G69423BR	glycosmos	G69423BR
G69423CF	glycosmos	G69423CF
G69423HN	glycosmos	G69423HN
G69423UE	glycosmos	G69423UE
G69424OU	glycosmos	G69424OU
G69424TV	glycosmos	G69424TV
G69426KQ	glycosmos	G69426KQ
G69426NF	glycosmos	G69426NF
G69427DP	glycosmos	G69427DP
G69427EG	glycosmos	G69427EG
G69427YB	glycosmos	G69427YB
G69428RM	glycosmos	G69428RM
G69428WQ	glycosmos	G69428WQ
G69429FJ	glycosmos	G69429FJ
G69429SP	glycosmos	G69429SP
G69429WE	glycosmos	G69429WE
G69429YQ	glycosmos	G69429YQ
G69429ZD	glycosmos	G69429ZD
G69430SJ	glycosmos	G69430SJ
G69430SP	glycosmos	G69430SP
G69431EX	glycosmos	G69431EX
G69431ID	glycosmos	G69431ID
G69431LF	glycosmos	G69431LF
G69431MC	glycosmos	G69431MC
G69432BH	glycosmos	G69432BH
G69432FR	glycosmos	G69432FR
G69432TE	glycosmos	G69432TE
G69433EY	glycosmos	G69433EY
G69434BG	glycosmos	G69434BG
G69434DF	glycosmos	G69434DF
G69434YK	glycosmos	G69434YK
G69435CM	glycosmos	G69435CM
G69435FA	glycosmos	G69435FA
G69435NQ	glycosmos	G69435NQ
G69435QY	glycosmos	G69435QY
G69436CM	glycosmos	G69436CM
G69436KH	glycosmos	G69436KH
G69437JN	glycosmos	G69437JN
G69437PK	glycosmos	G69437PK
G69438AK	glycosmos	G69438AK
G69438BO	glycosmos	G69438BO
G69438GN	glycosmos	G69438GN
G69438ML	glycosmos	G69438ML
G69439AP	glycosmos	G69439AP
G69439FM	glycosmos	G69439FM
G69439MQ	glycosmos	G69439MQ
G69439RV	glycosmos	G69439RV
G69439TX	glycosmos	G69439TX
G69440CB	glycosmos	G69440CB
G69440CJ	glycosmos	G69440CJ
G69440LV	glycosmos	G69440LV
G69440QY	glycosmos	G69440QY
G69440RD	glycosmos	G69440RD
G69443HY	glycosmos	G69443HY
G69443RO	glycosmos	G69443RO
G69444FX	glycosmos	G69444FX
G69444JX	glycosmos	G69444JX
G69444LZ	glycosmos	G69444LZ
G69444OZ	glycosmos	G69444OZ
G69444VS	glycosmos	G69444VS
G69444XV	glycosmos	G69444XV
G69444ZZ	glycosmos	G69444ZZ
G69445CQ	glycosmos	G69445CQ
G69445RK	glycosmos	G69445RK
G69445ZX	glycosmos	G69445ZX
G69446VU	glycosmos	G69446VU
G69446WI	glycosmos	G69446WI
G69446XZ	glycosmos	G69446XZ
G69447IP	glycosmos	G69447IP
G69448NA	glycosmos	G69448NA
G69448UU	glycosmos	G69448UU
G69449MU	glycosmos	G69449MU
G69451QS	glycosmos	G69451QS
G69452KV	glycosmos	G69452KV
G69452WQ	glycosmos	G69452WQ
G69453BP	glycosmos	G69453BP
G69453GP	glycosmos	G69453GP
G69453HC	glycosmos	G69453HC
G69453LV	glycosmos	G69453LV
G69453WP	glycosmos	G69453WP
G69454PV	glycosmos	G69454PV
G69454WG	glycosmos	G69454WG
G69455PO	glycosmos	G69455PO
G69455QM	glycosmos	G69455QM
G69457SW	glycosmos	G69457SW
G69458AV	glycosmos	G69458AV
G69458GN	glycosmos	G69458GN
G69458OA	glycosmos	G69458OA
G69458PU	glycosmos	G69458PU
G69459AQ	glycosmos	G69459AQ
G69459FM	glycosmos	G69459FM
G69460AX	glycosmos	G69460AX
G69460VL	glycosmos	G69460VL
G69460YK	glycosmos	G69460YK
G69461KL	glycosmos	G69461KL
G69461NQ	glycosmos	G69461NQ
G69461SY	glycosmos	G69461SY
G69462LR	glycosmos	G69462LR
G69462MV	glycosmos	G69462MV
G69462QO	glycosmos	G69462QO
G69464BE	glycosmos	G69464BE
G69464FX	glycosmos	G69464FX
G69464FZ	glycosmos	G69464FZ
G69464GS	glycosmos	G69464GS
G69464LS	glycosmos	G69464LS
G69464WX	glycosmos	G69464WX
G69465DV	glycosmos	G69465DV
G69465WE	glycosmos	G69465WE
G69465YZ	glycosmos	G69465YZ
G69466EU	glycosmos	G69466EU
G69466MS	glycosmos	G69466MS
G69466QX	glycosmos	G69466QX
G69466SW	glycosmos	G69466SW
G69467AR	glycosmos	G69467AR
G69468BD	glycosmos	G69468BD
G69468BY	glycosmos	G69468BY
G69468FK	glycosmos	G69468FK
G69468PJ	glycosmos	G69468PJ
G69468XJ	glycosmos	G69468XJ
G69469BB	glycosmos	G69469BB
G69469CA	glycosmos	G69469CA
G69469KQ	glycosmos	G69469KQ
G69469OE	glycosmos	G69469OE
G69469ZH	glycosmos	G69469ZH
G69470JI	glycosmos	G69470JI
G69470OE	glycosmos	G69470OE
G69470SG	glycosmos	G69470SG
G69470VA	glycosmos	G69470VA
G69470YW	glycosmos	G69470YW
G69471CU	glycosmos	G69471CU
G69471IW	glycosmos	G69471IW
G69473IC	glycosmos	G69473IC
G69474DV	glycosmos	G69474DV
G69474JD	glycosmos	G69474JD
G69474LM	glycosmos	G69474LM
G69474SA	glycosmos	G69474SA
G69474XV	glycosmos	G69474XV
G69475BK	glycosmos	G69475BK
G69475XZ	glycosmos	G69475XZ
G69476BJ	glycosmos	G69476BJ
G69476KN	glycosmos	G69476KN
G69476MK	glycosmos	G69476MK
G69476PH	glycosmos	G69476PH
G69476QU	glycosmos	G69476QU
G69477GA	glycosmos	G69477GA
G69477MK	glycosmos	G69477MK
G69478RL	glycosmos	G69478RL
G69478YV	glycosmos	G69478YV
G69479HX	glycosmos	G69479HX
G69479TC	glycosmos	G69479TC
G69479XG	glycosmos	G69479XG
G69479YH	glycosmos	G69479YH
G69479YJ	glycosmos	G69479YJ
G69480BN	glycosmos	G69480BN
G69480YH	glycosmos	G69480YH
G69481NV	glycosmos	G69481NV
G69481SX	glycosmos	G69481SX
G69482DR	glycosmos	G69482DR
G69482HE	glycosmos	G69482HE
G69482HW	glycosmos	G69482HW
G69482JL	glycosmos	G69482JL
G69483YL	glycosmos	G69483YL
G69484BE	glycosmos	G69484BE
G69484BP	glycosmos	G69484BP
G69484IN	glycosmos	G69484IN
G69484OS	glycosmos	G69484OS
G69485HP	glycosmos	G69485HP
G69485SE	glycosmos	G69485SE
G69485SL	glycosmos	G69485SL
G69486BW	glycosmos	G69486BW
G69487BM	glycosmos	G69487BM
G69487NF	glycosmos	G69487NF
G69487WX	glycosmos	G69487WX
G69488JW	glycosmos	G69488JW
G69488PN	glycosmos	G69488PN
G69488RO	glycosmos	G69488RO
G69488TH	glycosmos	G69488TH
G69488WN	glycosmos	G69488WN
G69488YU	glycosmos	G69488YU
G69489CB	glycosmos	G69489CB
G69489OP	glycosmos	G69489OP
G69489YZ	glycosmos	G69489YZ
G69491FP	glycosmos	G69491FP
G69492OP	glycosmos	G69492OP
G69492SS	glycosmos	G69492SS
G69492TQ	glycosmos	G69492TQ
G69493QS	glycosmos	G69493QS
G69495AO	glycosmos	G69495AO
G69495FV	glycosmos	G69495FV
G69496GM	glycosmos	G69496GM
G69496NJ	glycosmos	G69496NJ
G69497CH	glycosmos	G69497CH
G69497YB	glycosmos	G69497YB
G69498MU	glycosmos	G69498MU
G69498RN	glycosmos	G69498RN
G69498VK	glycosmos	G69498VK
G69499PL	glycosmos	G69499PL
G69500TM	glycosmos	G69500TM
G69500ZW	glycosmos	G69500ZW
G69501BF	glycosmos	G69501BF
G69501UM	glycosmos	G69501UM
G69502CY	glycosmos	G69502CY
G69502JD	glycosmos	G69502JD
G69502SU	glycosmos	G69502SU
G69503QC	glycosmos	G69503QC
G69503RN	glycosmos	G69503RN
G69503SF	glycosmos	G69503SF
G69504LD	glycosmos	G69504LD
G69504NM	glycosmos	G69504NM
G69505HR	glycosmos	G69505HR
G69505TX	glycosmos	G69505TX
G69505ZH	glycosmos	G69505ZH
G69506RU	glycosmos	G69506RU
G69507EN	glycosmos	G69507EN
G69507VR	glycosmos	G69507VR
G69507YU	glycosmos	G69507YU
G69508JP	glycosmos	G69508JP
G69508SI	glycosmos	G69508SI
G69508WX	glycosmos	G69508WX
G69509KI	glycosmos	G69509KI
G69509NQ	glycosmos	G69509NQ
G69510LV	glycosmos	G69510LV
G69511IS	glycosmos	G69511IS
G69511ZZ	glycosmos	G69511ZZ
G69512CI	glycosmos	G69512CI
G69512DK	glycosmos	G69512DK
G69512MP	glycosmos	G69512MP
G69512RX	glycosmos	G69512RX
G69512VA	glycosmos	G69512VA
G69513YS	glycosmos	G69513YS
G69514MH	glycosmos	G69514MH
G69514NJ	glycosmos	G69514NJ
G69515YQ	glycosmos	G69515YQ
G69516GW	glycosmos	G69516GW
G69517LY	glycosmos	G69517LY
G69517QN	glycosmos	G69517QN
G69517YQ	glycosmos	G69517YQ
G69518IW	glycosmos	G69518IW
G69519HZ	glycosmos	G69519HZ
G69519SI	glycosmos	G69519SI
G69520AY	glycosmos	G69520AY
G69521AA	glycosmos	G69521AA
G69521AS	glycosmos	G69521AS
G69521JA	glycosmos	G69521JA
G69521KQ	glycosmos	G69521KQ
G69521XL	glycosmos	G69521XL
G69522TI	glycosmos	G69522TI
G69522TW	glycosmos	G69522TW
G69523PR	glycosmos	G69523PR
G69524BZ	glycosmos	G69524BZ
G69524KC	glycosmos	G69524KC
G69524MO	glycosmos	G69524MO
G69524RB	glycosmos	G69524RB
G69526ZM	glycosmos	G69526ZM
G69527BO	glycosmos	G69527BO
G69527DP	glycosmos	G69527DP
G69527PW	glycosmos	G69527PW
G69528CO	glycosmos	G69528CO
G69528VT	glycosmos	G69528VT
G69529BA	glycosmos	G69529BA
G69529FK	glycosmos	G69529FK
G69529GB	glycosmos	G69529GB
G69529HJ	glycosmos	G69529HJ
G69529KD	glycosmos	G69529KD
G69529MD	glycosmos	G69529MD
G69529MS	glycosmos	G69529MS
G69530NW	glycosmos	G69530NW
G69530PJ	glycosmos	G69530PJ
G69530QM	glycosmos	G69530QM
G69531XE	glycosmos	G69531XE
G69532IT	glycosmos	G69532IT
G69532KY	glycosmos	G69532KY
G69532PO	glycosmos	G69532PO
G69532WB	glycosmos	G69532WB
G69533CO	glycosmos	G69533CO
G69533FP	glycosmos	G69533FP
G69533FZ	glycosmos	G69533FZ
G69533GA	glycosmos	G69533GA
G69533LK	glycosmos	G69533LK
G69533OS	glycosmos	G69533OS
G69533VK	glycosmos	G69533VK
G69533VO	glycosmos	G69533VO
G69534AG	glycosmos	G69534AG
G69534IP	glycosmos	G69534IP
G69534MQ	glycosmos	G69534MQ
G69534QT	glycosmos	G69534QT
G69535BF	glycosmos	G69535BF
G69535JM	glycosmos	G69535JM
G69535ST	glycosmos	G69535ST
G69536IH	glycosmos	G69536IH
G69536OP	glycosmos	G69536OP
G69536QI	glycosmos	G69536QI
G69537VC	glycosmos	G69537VC
G69538BI	glycosmos	G69538BI
G69538FB	glycosmos	G69538FB
G69538JT	glycosmos	G69538JT
G69538QJ	glycosmos	G69538QJ
G69538RU	glycosmos	G69538RU
G69538ZH	glycosmos	G69538ZH
G69539QR	glycosmos	G69539QR
G69539SJ	glycosmos	G69539SJ
G69539XS	glycosmos	G69539XS
G69539YN	glycosmos	G69539YN
G69540GH	glycosmos	G69540GH
G69540II	glycosmos	G69540II
G69540SH	glycosmos	G69540SH
G69542CQ	glycosmos	G69542CQ
G69542QT	glycosmos	G69542QT
G69543CG	glycosmos	G69543CG
G69543IG	glycosmos	G69543IG
G69544DZ	glycosmos	G69544DZ
G69544FG	glycosmos	G69544FG
G69544HW	glycosmos	G69544HW
G69545HR	glycosmos	G69545HR
G69545IN	glycosmos	G69545IN
G69545VM	glycosmos	G69545VM
G69545YA	glycosmos	G69545YA
G69547IB	glycosmos	G69547IB
G69547UE	glycosmos	G69547UE
G69548AQ	glycosmos	G69548AQ
G69549JX	glycosmos	G69549JX
G69549MM	glycosmos	G69549MM
G69550XF	glycosmos	G69550XF
G69550YC	glycosmos	G69550YC
G69551GH	glycosmos	G69551GH
G69551LJ	glycosmos	G69551LJ
G69553BU	glycosmos	G69553BU
G69553SN	glycosmos	G69553SN
G69553TL	glycosmos	G69553TL
G69553WL	glycosmos	G69553WL
G69554DK	glycosmos	G69554DK
G69554UK	glycosmos	G69554UK
G69554ZK	glycosmos	G69554ZK
G69555NF	glycosmos	G69555NF
G69555XJ	glycosmos	G69555XJ
G69556PH	glycosmos	G69556PH
G69556VC	glycosmos	G69556VC
G69557FY	glycosmos	G69557FY
G69558AD	glycosmos	G69558AD
G69558QG	glycosmos	G69558QG
G69558UO	glycosmos	G69558UO
G69558ZF	glycosmos	G69558ZF
G69559FJ	glycosmos	G69559FJ
G69559HY	glycosmos	G69559HY
G69559KB	glycosmos	G69559KB
G69559LN	glycosmos	G69559LN
G69559WZ	glycosmos	G69559WZ
G69560OI	glycosmos	G69560OI
G69561LH	glycosmos	G69561LH
G69561RD	glycosmos	G69561RD
G69561VU	glycosmos	G69561VU
G69561ZZ	glycosmos	G69561ZZ
G69562BL	glycosmos	G69562BL
G69562GV	glycosmos	G69562GV
G69563BY	glycosmos	G69563BY
G69564GU	glycosmos	G69564GU
G69564ZR	glycosmos	G69564ZR
G69566KI	glycosmos	G69566KI
G69566KO	glycosmos	G69566KO
G69566OM	glycosmos	G69566OM
G69566PR	glycosmos	G69566PR
G69566VO	glycosmos	G69566VO
G69566YI	glycosmos	G69566YI
G69567BG	glycosmos	G69567BG
G69567DY	glycosmos	G69567DY
G69569AG	glycosmos	G69569AG
G69569MI	glycosmos	G69569MI
G69569MN	glycosmos	G69569MN
G69569NC	glycosmos	G69569NC
G69569ZF	glycosmos	G69569ZF
G69570AF	glycosmos	G69570AF
G69570DN	glycosmos	G69570DN
G69570XY	glycosmos	G69570XY
G69571AM	glycosmos	G69571AM
G69571DS	glycosmos	G69571DS
G69571OZ	glycosmos	G69571OZ
G69571WY	glycosmos	G69571WY
G69572JY	glycosmos	G69572JY
G69572LT	glycosmos	G69572LT
G69572XH	glycosmos	G69572XH
G69572ZO	glycosmos	G69572ZO
G69573FE	glycosmos	G69573FE
G69573UX	glycosmos	G69573UX
G69573XD	glycosmos	G69573XD
G69574DU	glycosmos	G69574DU
G69574UJ	glycosmos	G69574UJ
G69574XX	glycosmos	G69574XX
G69575FS	glycosmos	G69575FS
G69575OA	glycosmos	G69575OA
G69575XH	glycosmos	G69575XH
G69576FJ	glycosmos	G69576FJ
G69576GO	glycosmos	G69576GO
G69577QM	glycosmos	G69577QM
G69577XL	glycosmos	G69577XL
G69578IE	glycosmos	G69578IE
G69579AZ	glycosmos	G69579AZ
G69579JS	glycosmos	G69579JS
G69579SR	glycosmos	G69579SR
G69580GI	glycosmos	G69580GI
G69580WN	glycosmos	G69580WN
G69581EQ	glycosmos	G69581EQ
G69582FD	glycosmos	G69582FD
G69583AP	glycosmos	G69583AP
G69583GB	glycosmos	G69583GB
G69583QY	glycosmos	G69583QY
G69583RR	glycosmos	G69583RR
G69584OA	glycosmos	G69584OA
G69584UA	glycosmos	G69584UA
G69584VD	glycosmos	G69584VD
G69584VP	glycosmos	G69584VP
G69585DZ	glycosmos	G69585DZ
G69585NF	glycosmos	G69585NF
G69586KD	glycosmos	G69586KD
G69586XC	glycosmos	G69586XC
G69587CT	glycosmos	G69587CT
G69587NK	glycosmos	G69587NK
G69588GB	glycosmos	G69588GB
G69588SR	glycosmos	G69588SR
G69589JW	glycosmos	G69589JW
G69589TR	glycosmos	G69589TR
G69590OT	glycosmos	G69590OT
G69590VD	glycosmos	G69590VD
G69590ZK	glycosmos	G69590ZK
G69591KT	glycosmos	G69591KT
G69591OQ	glycosmos	G69591OQ
G69591PM	glycosmos	G69591PM
G69592DD	glycosmos	G69592DD
G69592IB	glycosmos	G69592IB
G69593DQ	glycosmos	G69593DQ
G69594BO	glycosmos	G69594BO
G69594ET	glycosmos	G69594ET
G69594TN	glycosmos	G69594TN
G69595BG	glycosmos	G69595BG
G69595QE	glycosmos	G69595QE
G69596IZ	glycosmos	G69596IZ
G69596LY	glycosmos	G69596LY
G69596YR	glycosmos	G69596YR
G69597BL	glycosmos	G69597BL
G69597NX	glycosmos	G69597NX
G69597RD	glycosmos	G69597RD
G69597RE	glycosmos	G69597RE
G69598GB	glycosmos	G69598GB
G69598GL	glycosmos	G69598GL
G69598QE	glycosmos	G69598QE
G69598WK	glycosmos	G69598WK
G69599RG	glycosmos	G69599RG
G69600CV	glycosmos	G69600CV
G69600QF	glycosmos	G69600QF
G69600TI	glycosmos	G69600TI
G69600TU	glycosmos	G69600TU
G69600YI	glycosmos	G69600YI
G69601BZ	glycosmos	G69601BZ
G69601VV	glycosmos	G69601VV
G69602CW	glycosmos	G69602CW
G69602OC	glycosmos	G69602OC
G69602OS	glycosmos	G69602OS
G69603QZ	glycosmos	G69603QZ
G69603ZT	glycosmos	G69603ZT
G69605LY	glycosmos	G69605LY
G69606OJ	glycosmos	G69606OJ
G69606UM	glycosmos	G69606UM
G69606XP	glycosmos	G69606XP
G69608LN	glycosmos	G69608LN
G69608OX	glycosmos	G69608OX
G69609ST	glycosmos	G69609ST
G69610LB	glycosmos	G69610LB
G69610LQ	glycosmos	G69610LQ
G69610LR	glycosmos	G69610LR
G69611JL	glycosmos	G69611JL
G69611LE	glycosmos	G69611LE
G69611QY	glycosmos	G69611QY
G69611TV	glycosmos	G69611TV
G69611WV	glycosmos	G69611WV
G69612PM	glycosmos	G69612PM
G69613AU	glycosmos	G69613AU
G69613IW	glycosmos	G69613IW
G69614AE	glycosmos	G69614AE
G69614JY	glycosmos	G69614JY
G69614ZM	glycosmos	G69614ZM
G69615DJ	glycosmos	G69615DJ
G69615HV	glycosmos	G69615HV
G69616JP	glycosmos	G69616JP
G69616MR	glycosmos	G69616MR
G69616RY	glycosmos	G69616RY
G69617BJ	glycosmos	G69617BJ
G69617EO	glycosmos	G69617EO
G69617XI	glycosmos	G69617XI
G69618GE	glycosmos	G69618GE
G69618LJ	glycosmos	G69618LJ
G69619CK	glycosmos	G69619CK
G69619HL	glycosmos	G69619HL
G69620RE	glycosmos	G69620RE
G69620UE	glycosmos	G69620UE
G69621CG	glycosmos	G69621CG
G69621JN	glycosmos	G69621JN
G69621WD	glycosmos	G69621WD
G69622NY	glycosmos	G69622NY
G69623PP	glycosmos	G69623PP
G69623VY	glycosmos	G69623VY
G69624DQ	glycosmos	G69624DQ
G69624OZ	glycosmos	G69624OZ
G69624VO	glycosmos	G69624VO
G69625QT	glycosmos	G69625QT
G69625ZK	glycosmos	G69625ZK
G69627IL	glycosmos	G69627IL
G69627PQ	glycosmos	G69627PQ
G69628IY	glycosmos	G69628IY
G69628PP	glycosmos	G69628PP
G69628WQ	glycosmos	G69628WQ
G69629WS	glycosmos	G69629WS
G69630BS	glycosmos	G69630BS
G69631BA	glycosmos	G69631BA
G69631DE	glycosmos	G69631DE
G69631XZ	glycosmos	G69631XZ
G69632FS	glycosmos	G69632FS
G69632HA	glycosmos	G69632HA
G69632LO	glycosmos	G69632LO
G69633FA	glycosmos	G69633FA
G69633SI	glycosmos	G69633SI
G69634FZ	glycosmos	G69634FZ
G69634IU	glycosmos	G69634IU
G69634JZ	glycosmos	G69634JZ
G69634LU	glycosmos	G69634LU
G69635GV	glycosmos	G69635GV
G69635SC	glycosmos	G69635SC
G69636EJ	glycosmos	G69636EJ
G69636ES	glycosmos	G69636ES
G69636FH	glycosmos	G69636FH
G69636FS	glycosmos	G69636FS
G69636MV	glycosmos	G69636MV
G69636QP	glycosmos	G69636QP
G69636UY	glycosmos	G69636UY
G69636XS	glycosmos	G69636XS
G69637GC	glycosmos	G69637GC
G69637IQ	glycosmos	G69637IQ
G69637VV	glycosmos	G69637VV
G69638AC	glycosmos	G69638AC
G69638AZ	glycosmos	G69638AZ
G69638HM	glycosmos	G69638HM
G69638OA	glycosmos	G69638OA
G69638VG	glycosmos	G69638VG
G69639DJ	glycosmos	G69639DJ
G69640EZ	glycosmos	G69640EZ
G69640FJ	glycosmos	G69640FJ
G69641DZ	glycosmos	G69641DZ
G69641TN	glycosmos	G69641TN
G69642UO	glycosmos	G69642UO
G69643CU	glycosmos	G69643CU
G69643EL	glycosmos	G69643EL
G69643MT	glycosmos	G69643MT
G69644QY	glycosmos	G69644QY
G69645DR	glycosmos	G69645DR
G69645TA	glycosmos	G69645TA
G69645YQ	glycosmos	G69645YQ
G69646LQ	glycosmos	G69646LQ
G69646PD	glycosmos	G69646PD
G69647UM	glycosmos	G69647UM
G69649HK	glycosmos	G69649HK
G69649PV	glycosmos	G69649PV
G69650DC	glycosmos	G69650DC
G69650KQ	glycosmos	G69650KQ
G69650NL	glycosmos	G69650NL
G69651MB	glycosmos	G69651MB
G69651QD	glycosmos	G69651QD
G69651QG	glycosmos	G69651QG
G69652FC	glycosmos	G69652FC
G69652FX	glycosmos	G69652FX
G69652KP	glycosmos	G69652KP
G69653GO	glycosmos	G69653GO
G69653NJ	glycosmos	G69653NJ
G69654KN	glycosmos	G69654KN
G69654KR	glycosmos	G69654KR
G69655CC	glycosmos	G69655CC
G69655PI	glycosmos	G69655PI
G69655SG	glycosmos	G69655SG
G69655VD	glycosmos	G69655VD
G69657WR	glycosmos	G69657WR
G69658EU	glycosmos	G69658EU
G69658FE	glycosmos	G69658FE
G69658MM	glycosmos	G69658MM
G69658QM	glycosmos	G69658QM
G69660RS	glycosmos	G69660RS
G69660ZK	glycosmos	G69660ZK
G69661CL	glycosmos	G69661CL
G69662HB	glycosmos	G69662HB
G69662QI	glycosmos	G69662QI
G69662SG	glycosmos	G69662SG
G69664AZ	glycosmos	G69664AZ
G69664SK	glycosmos	G69664SK
G69665CO	glycosmos	G69665CO
G69665HU	glycosmos	G69665HU
G69665KD	glycosmos	G69665KD
G69665LB	glycosmos	G69665LB
G69665LD	glycosmos	G69665LD
G69665LI	glycosmos	G69665LI
G69665OR	glycosmos	G69665OR
G69665PG	glycosmos	G69665PG
G69666IM	glycosmos	G69666IM
G69666IP	glycosmos	G69666IP
G69666NQ	glycosmos	G69666NQ
G69666TX	glycosmos	G69666TX
G69666WN	glycosmos	G69666WN
G69667EQ	glycosmos	G69667EQ
G69667ML	glycosmos	G69667ML
G69668BL	glycosmos	G69668BL
G69668DS	glycosmos	G69668DS
G69668GF	glycosmos	G69668GF
G69668GQ	glycosmos	G69668GQ
G69668JF	glycosmos	G69668JF
G69670EF	glycosmos	G69670EF
G69670TS	glycosmos	G69670TS
G69671BP	glycosmos	G69671BP
G69672CV	glycosmos	G69672CV
G69672LF	glycosmos	G69672LF
G69672ON	glycosmos	G69672ON
G69672RM	glycosmos	G69672RM
G69672SX	glycosmos	G69672SX
G69674FR	glycosmos	G69674FR
G69674KN	glycosmos	G69674KN
G69674PE	glycosmos	G69674PE
G69675QE	glycosmos	G69675QE
G69676BJ	glycosmos	G69676BJ
G69676KR	glycosmos	G69676KR
G69676WP	glycosmos	G69676WP
G69676YT	glycosmos	G69676YT
G69677NU	glycosmos	G69677NU
G69677UL	glycosmos	G69677UL
G69678LW	glycosmos	G69678LW
G69678PG	glycosmos	G69678PG
G69678QI	glycosmos	G69678QI
G69678RG	glycosmos	G69678RG
G69678YW	glycosmos	G69678YW
G69679AS	glycosmos	G69679AS
G69679NF	glycosmos	G69679NF
G69680ZA	glycosmos	G69680ZA
G69681RG	glycosmos	G69681RG
