GlyTouCanAccession	Image-Size	Image-Notation	Image-Style	Image-Format
G00657YY	1145	snfg	extended	png
G00657YY	7220	snfg	extended	svg
G00659GQ	2136	snfg	extended	png
G00659GQ	8413	snfg	extended	svg
G00660CI	2263	snfg	extended	png
G00660CI	9213	snfg	extended	svg
G00662IB	5195	snfg	extended	png
G00662IB	24461	snfg	extended	svg
G00662UH	6076	snfg	extended	png
G00662UH	24662	snfg	extended	svg
G00665JQ	1880	snfg	extended	png
G00665JQ	7700	snfg	extended	svg
G00666EC	6822	snfg	extended	png
G00666EC	31016	snfg	extended	svg
G00667RI	2184	snfg	extended	png
G00667RI	12831	snfg	extended	svg
G00670OT	4303	snfg	extended	png
G00670OT	16303	snfg	extended	svg
G00672PE	2081	snfg	extended	png
G00672PE	7988	snfg	extended	svg
G00673KJ	2991	snfg	extended	png
G00673KJ	14383	snfg	extended	svg
G00674TY	1266	snfg	extended	png
G00674TY	5943	snfg	extended	svg
G00675GF	5124	snfg	extended	png
G00675GF	20951	snfg	extended	svg
G00677JU	4201	snfg	extended	png
G00677JU	17973	snfg	extended	svg
G00682IE	1322	snfg	extended	png
G00682IE	4739	snfg	extended	svg
G00683ZX	2104	snfg	extended	png
G00683ZX	9855	snfg	extended	svg
G00688TE	1832	snfg	extended	png
G00688TE	5154	snfg	extended	svg
G00688XN	4049	snfg	extended	png
G00688XN	19451	snfg	extended	svg
G00690SD	5189	snfg	extended	png
G00690SD	24966	snfg	extended	svg
G00691LW	1389	snfg	extended	png
G00691LW	4246	snfg	extended	svg
G00691NS	5959	snfg	extended	png
G00691NS	28021	snfg	extended	svg
G00692HC	3360	snfg	extended	png
G00692HC	15505	snfg	extended	svg
G00695FC	2274	snfg	extended	png
G00695FC	8675	snfg	extended	svg
G00695JO	3783	snfg	extended	png
G00695JO	15868	snfg	extended	svg
G00696YZ	2986	snfg	extended	png
G00696YZ	19319	snfg	extended	svg
G00702NP	3206	snfg	extended	png
G00702NP	14425	snfg	extended	svg
G00702XC	3275	snfg	extended	png
G00702XC	19296	snfg	extended	svg
G00705GA	2358	snfg	extended	png
G00705GA	9379	snfg	extended	svg
G00705XW	1876	snfg	extended	png
G00705XW	10150	snfg	extended	svg
G00706AL	4934	snfg	extended	png
G00706AL	24051	snfg	extended	svg
G00706QN	3231	snfg	extended	png
G00706QN	14250	snfg	extended	svg
G00706VT	4781	snfg	extended	png
G00706VT	21160	snfg	extended	svg
G00706YM	4583	snfg	extended	png
G00706YM	21082	snfg	extended	svg
G00707RC	3165	snfg	extended	png
G00707RC	11315	snfg	extended	svg
G00709CF	4648	snfg	extended	png
G00709CF	21000	snfg	extended	svg
G00709ZM	1288	snfg	extended	png
G00709ZM	4305	snfg	extended	svg
G00711NG	1942	snfg	extended	png
G00711NG	9409	snfg	extended	svg
G00711QT	1659	snfg	extended	png
G00711QT	5164	snfg	extended	svg
G00717KJ	3008	snfg	extended	png
G00717KJ	14321	snfg	extended	svg
G00721FE	1357	snfg	extended	png
G00721FE	5905	snfg	extended	svg
G00727QV	5685	snfg	extended	png
G00727QV	24550	snfg	extended	svg
G00727XI	1430	snfg	extended	png
G00727XI	5064	snfg	extended	svg
G00728IS	3490	snfg	extended	png
G00728IS	10809	snfg	extended	svg
G00728SN	3229	snfg	extended	png
G00728SN	15913	snfg	extended	svg
G00729QB	1741	snfg	extended	png
G00729QB	6311	snfg	extended	svg
G00729SA	3543	snfg	extended	png
G00729SA	14194	snfg	extended	svg
G00735QX	1418	snfg	extended	png
G00735QX	5944	snfg	extended	svg
G00736XN	1353	snfg	extended	png
G00736XN	11118	snfg	extended	svg
G00736YF	3946	snfg	extended	png
G00736YF	18919	snfg	extended	svg
G00738BQ	4181	snfg	extended	png
G00738BQ	21073	snfg	extended	svg
G00740UU	2769	snfg	extended	png
G00740UU	14703	snfg	extended	svg
G00741NZ	4094	snfg	extended	png
G00741NZ	17888	snfg	extended	svg
G00743WU	3744	snfg	extended	png
G00743WU	19247	snfg	extended	svg
G00745CN	2401	snfg	extended	png
G00745CN	10862	snfg	extended	svg
G00745GK	1409	snfg	extended	png
G00745GK	7525	snfg	extended	svg
G00747KK	808	snfg	extended	png
G00747KK	4181	snfg	extended	svg
G00747UC	5240	snfg	extended	png
G00747UC	22798	snfg	extended	svg
G00754TS	2988	snfg	extended	png
G00754TS	11347	snfg	extended	svg
G00757LJ	5522	snfg	extended	png
G00757LJ	26143	snfg	extended	svg
G00758FQ	1794	snfg	extended	png
G00758FQ	5945	snfg	extended	svg
G00760ZJ	1217	snfg	extended	png
G00760ZJ	6189	snfg	extended	svg
G00761MZ	2316	snfg	extended	png
G00761MZ	12627	snfg	extended	svg
G00761OX	1293	snfg	extended	png
G00761OX	7716	snfg	extended	svg
G00761TV	1397	snfg	extended	png
G00761TV	9240	snfg	extended	svg
G00763JM	3171	snfg	extended	png
G00763JM	17334	snfg	extended	svg
G00774OZ	2522	snfg	extended	png
G00774OZ	12661	snfg	extended	svg
G00774WE	2771	snfg	extended	png
G00774WE	14129	snfg	extended	svg
G00776MW	1423	snfg	extended	png
G00776MW	5716	snfg	extended	svg
G00780PN	5431	snfg	extended	png
G00780PN	21208	snfg	extended	svg
G00783PW	4173	snfg	extended	png
G00783PW	19288	snfg	extended	svg
G00784PW	1352	snfg	extended	png
G00784PW	5533	snfg	extended	svg
G00785BQ	2418	snfg	extended	png
G00785BQ	9300	snfg	extended	svg
G00786XQ	2498	snfg	extended	png
G00786XQ	12670	snfg	extended	svg
G00787AF	2735	snfg	extended	png
G00787AF	10988	snfg	extended	svg
G00788HS	2829	snfg	extended	png
G00788HS	21097	snfg	extended	svg
G00789BB	2923	snfg	extended	png
G00789BB	14339	snfg	extended	svg
G00789VI	3589	snfg	extended	png
G00789VI	14271	snfg	extended	svg
G00794UV	2153	snfg	extended	png
G00794UV	8887	snfg	extended	svg
G00797ZX	7122	snfg	extended	png
G00797ZX	29521	snfg	extended	svg
G00798PL	2676	snfg	extended	png
G00798PL	11338	snfg	extended	svg
G00800WJ	6083	snfg	extended	png
G00800WJ	24637	snfg	extended	svg
G00802AJ	1761	snfg	extended	png
G00802AJ	9345	snfg	extended	svg
G00803PJ	791	snfg	extended	png
G00803PJ	2764	snfg	extended	svg
G00803TF	2981	snfg	extended	png
G00803TF	12539	snfg	extended	svg
G00805TZ	7192	snfg	extended	png
G00805TZ	31134	snfg	extended	svg
G00805ZW	867	snfg	extended	png
G00805ZW	3079	snfg	extended	svg
G00810PC	4046	snfg	extended	png
G00810PC	21130	snfg	extended	svg
G00810WO	1089	snfg	extended	png
G00810WO	4199	snfg	extended	svg
G00814BW	5484	snfg	extended	png
G00814BW	23162	snfg	extended	svg
G00814DL	2067	snfg	extended	png
G00814DL	9197	snfg	extended	svg
G00821AQ	1128	snfg	extended	png
G00821AQ	4306	snfg	extended	svg
G00822CX	3574	snfg	extended	png
G00822CX	16123	snfg	extended	svg
G00824LK	1999	snfg	extended	png
G00824LK	7688	snfg	extended	svg
G00824VR	2507	snfg	extended	png
G00824VR	9716	snfg	extended	svg
G00825HN	1798	snfg	extended	png
G00825HN	7052	snfg	extended	svg
G00826SV	4322	snfg	extended	png
G00826SV	19330	snfg	extended	svg
G00828CZ	7993	snfg	extended	png
G00828CZ	32932	snfg	extended	svg
G00828QE	3374	snfg	extended	png
G00828QE	19194	snfg	extended	svg
G00830CM	4411	snfg	extended	png
G00830CM	19393	snfg	extended	svg
G00835TJ	3753	snfg	extended	png
G00835TJ	17637	snfg	extended	svg
G00839XF	2058	snfg	extended	png
G00839XF	12585	snfg	extended	svg
G00841YH	1496	snfg	extended	png
G00841YH	6194	snfg	extended	svg
G00842OY	5064	snfg	extended	png
G00842OY	21136	snfg	extended	svg
G00845KS	2537	snfg	extended	png
G00845KS	11037	snfg	extended	svg
G00850LT	2234	snfg	extended	png
G00850LT	10991	snfg	extended	svg
G00851XQ	2480	snfg	extended	png
G00851XQ	15983	snfg	extended	svg
G00852WL	1910	snfg	extended	png
G00852WL	6116	snfg	extended	svg
G00852XI	2738	snfg	extended	png
G00852XI	12144	snfg	extended	svg
G00862WE	767	snfg	extended	png
G00862WE	2712	snfg	extended	svg
G00864TV	4427	snfg	extended	png
G00864TV	21105	snfg	extended	svg
G00866EV	1834	snfg	extended	png
G00866EV	7575	snfg	extended	svg
G00868ZN	3100	snfg	extended	png
G00868ZN	15972	snfg	extended	svg
G00868ZT	1394	snfg	extended	png
G00868ZT	7592	snfg	extended	svg
G00872ZT	1460	snfg	extended	png
G00872ZT	6316	snfg	extended	svg
G00874FC	1818	snfg	extended	png
G00874FC	7526	snfg	extended	svg
G00875VP	3999	snfg	extended	png
G00875VP	19351	snfg	extended	svg
G00876GU	4004	snfg	extended	png
G00876GU	19671	snfg	extended	svg
G00883DO	3024	snfg	extended	png
G00883DO	15970	snfg	extended	svg
G00883PZ	3563	snfg	extended	png
G00883PZ	19591	snfg	extended	svg
G00883ZT	3405	snfg	extended	png
G00883ZT	16182	snfg	extended	svg
G00886GB	5181	snfg	extended	png
G00886GB	24459	snfg	extended	svg
G00887EN	1823	snfg	extended	png
G00887EN	10995	snfg	extended	svg
G00888JR	2585	snfg	extended	png
G00888JR	13871	snfg	extended	svg
G00891GP	1547	snfg	extended	png
G00891GP	8889	snfg	extended	svg
G00891MP	1092	snfg	extended	png
G00891MP	4304	snfg	extended	svg
G00893FE	5134	snfg	extended	png
G00893FE	25746	snfg	extended	svg
G00895EF	4477	snfg	extended	png
G00895EF	21063	snfg	extended	svg
G00895OR	5094	snfg	extended	png
G00895OR	19346	snfg	extended	svg
G00897BY	2295	snfg	extended	png
G00897BY	10943	snfg	extended	svg
G00898BN	972	snfg	extended	png
G00898BN	3259	snfg	extended	svg
G00898WV	1840	snfg	extended	png
G00898WV	7836	snfg	extended	svg
G00899CT	1660	snfg	extended	png
G00899CT	5994	snfg	extended	svg
G00899LR	6259	snfg	extended	png
G00899LR	29538	snfg	extended	svg
G00900AZ	2882	snfg	extended	png
G00900AZ	14197	snfg	extended	svg
G00901NZ	2894	snfg	extended	png
G00901NZ	12507	snfg	extended	svg
G00903RX	1077	snfg	extended	png
G00903RX	4628	snfg	extended	svg
G00906HD	1647	snfg	extended	png
G00906HD	7423	snfg	extended	svg
G00907IC	2960	snfg	extended	png
G00907IC	10905	snfg	extended	svg
G00908JO	5258	snfg	extended	png
G00908JO	24611	snfg	extended	svg
G00909GK	3289	snfg	extended	png
G00909GK	14239	snfg	extended	svg
G00909PI	4938	snfg	extended	png
G00909PI	22742	snfg	extended	svg
G00910WD	6620	snfg	extended	png
G00910WD	30818	snfg	extended	svg
G00912UN	1500	snfg	extended	png
G00912UN	6198	snfg	extended	svg
G00915DI	1953	snfg	extended	png
G00915DI	9302	snfg	extended	svg
G00915XC	3993	snfg	extended	png
G00915XC	19173	snfg	extended	svg
G00917AF	1478	snfg	extended	png
G00917AF	5830	snfg	extended	svg
G00917IM	1155	snfg	extended	png
G00917IM	4482	snfg	extended	svg
G00923KH	4305	snfg	extended	png
G00923KH	21041	snfg	extended	svg
G00924FH	1994	snfg	extended	png
G00924FH	9223	snfg	extended	svg
G00925PQ	2782	snfg	extended	png
G00925PQ	12761	snfg	extended	svg
G00926LC	3761	snfg	extended	png
G00926LC	17712	snfg	extended	svg
G00927ER	1992	snfg	extended	png
G00927ER	8283	snfg	extended	svg
G00932UQ	2140	snfg	extended	png
G00932UQ	8031	snfg	extended	svg
G00936LV	1362	snfg	extended	png
G00936LV	12826	snfg	extended	svg
G00936NZ	1467	snfg	extended	png
G00936NZ	6427	snfg	extended	svg
G00940RO	2753	snfg	extended	png
G00940RO	11296	snfg	extended	svg
G00944OL	3442	snfg	extended	png
G00944OL	15985	snfg	extended	svg
G00945TF	6837	snfg	extended	png
G00945TF	28304	snfg	extended	svg
G00948WV	5626	snfg	extended	png
G00948WV	24431	snfg	extended	svg
G00950FJ	2765	snfg	extended	png
G00950FJ	17641	snfg	extended	svg
G00951UF	3946	snfg	extended	png
G00951UF	17569	snfg	extended	svg
G00952LS	2071	snfg	extended	png
G00952LS	7509	snfg	extended	svg
G00955WX	5138	snfg	extended	png
G00955WX	21268	snfg	extended	svg
G00966RI	4227	snfg	extended	png
G00966RI	19399	snfg	extended	svg
G00967VH	2038	snfg	extended	png
G00967VH	15151	snfg	extended	svg
G00969CV	2407	snfg	extended	png
G00969CV	14316	snfg	extended	svg
G00970CP	1370	snfg	extended	png
G00970CP	5538	snfg	extended	svg
G00970XH	5268	snfg	extended	png
G00970XH	22890	snfg	extended	svg
G00972DY	2547	snfg	extended	png
G00972DY	14375	snfg	extended	svg
G00974QS	1232	snfg	extended	png
G00974QS	6011	snfg	extended	svg
G00975ZH	1920	snfg	extended	png
G00975ZH	10941	snfg	extended	svg
G00977CB	1737	snfg	extended	png
G00977CB	4395	snfg	extended	svg
G00978GW	3760	snfg	extended	png
G00978GW	20943	snfg	extended	svg
G00978TF	2588	snfg	extended	png
G00978TF	12646	snfg	extended	svg
G00979HB	4323	snfg	extended	png
G00979HB	20901	snfg	extended	svg
G00979XR	3200	snfg	extended	png
G00979XR	14314	snfg	extended	svg
G00980BE	2831	snfg	extended	png
G00980BE	14261	snfg	extended	svg
G00980BQ	1897	snfg	extended	png
G00980BQ	7852	snfg	extended	svg
G00982CE	5676	snfg	extended	png
G00982CE	21586	snfg	extended	svg
G00982QD	2631	snfg	extended	png
G00982QD	12647	snfg	extended	svg
G00983HB	2057	snfg	extended	png
G00983HB	7793	snfg	extended	svg
G00986YT	3030	snfg	extended	png
G00986YT	15970	snfg	extended	svg
G00987AB	2155	snfg	extended	png
G00987AB	5955	snfg	extended	svg
G00992PS	1502	snfg	extended	png
G00992PS	4391	snfg	extended	svg
G00994CC	2409	snfg	extended	png
G00994CC	9527	snfg	extended	svg
G00995HW	4366	snfg	extended	png
G00995HW	22805	snfg	extended	svg
G00996DG	2427	snfg	extended	png
G00996DG	9497	snfg	extended	svg
G00996YC	1386	snfg	extended	png
G00996YC	5902	snfg	extended	svg
G00997UP	2587	snfg	extended	png
G00997UP	10899	snfg	extended	svg
G00998NI	3534	snfg	extended	png
G00998NI	17676	snfg	extended	svg
G01001RL	6955	snfg	extended	png
G01001RL	31262	snfg	extended	svg
G01002UX	967	snfg	extended	png
G01002UX	4182	snfg	extended	svg
G01007QU	1114	snfg	extended	png
G01007QU	7627	snfg	extended	svg
G01010HI	1818	snfg	extended	png
G01010HI	7561	snfg	extended	svg
G01010HW	3136	snfg	extended	png
G01010HW	16090	snfg	extended	svg
G01012GL	5103	snfg	extended	png
G01012GL	24517	snfg	extended	svg
G01023RC	2637	snfg	extended	png
G01023RC	12641	snfg	extended	svg
G01028CW	4585	snfg	extended	png
G01028CW	20673	snfg	extended	svg
G01028FJ	3666	snfg	extended	png
G01028FJ	18076	snfg	extended	svg
G01028VL	1823	snfg	extended	png
G01028VL	7719	snfg	extended	svg
G01031EZ	3930	snfg	extended	png
G01031EZ	19021	snfg	extended	svg
G01033BK	2305	snfg	extended	png
G01033BK	9077	snfg	extended	svg
G01034MJ	4756	snfg	extended	png
G01034MJ	21060	snfg	extended	svg
G01036RS	3046	snfg	extended	png
G01036RS	19630	snfg	extended	svg
G01039DK	2250	snfg	extended	png
G01039DK	6179	snfg	extended	svg
G01040ZV	1686	snfg	extended	png
G01040ZV	5895	snfg	extended	svg
G01044ZK	2767	snfg	extended	png
G01044ZK	14242	snfg	extended	svg
G01046SL	1082	snfg	extended	png
G01046SL	2701	snfg	extended	svg
G01047YJ	1547	snfg	extended	png
G01047YJ	6227	snfg	extended	svg
G01050GH	5534	snfg	extended	png
G01050GH	26060	snfg	extended	svg
G01050MH	2431	snfg	extended	png
G01050MH	7886	snfg	extended	svg
G01055IS	1129	snfg	extended	png
G01055IS	4242	snfg	extended	svg
G01055WR	1738	snfg	extended	png
G01055WR	4395	snfg	extended	svg
G01056RH	2843	snfg	extended	png
G01056RH	9663	snfg	extended	svg
G01063DC	3689	snfg	extended	png
G01063DC	19563	snfg	extended	svg
G01069AK	4584	snfg	extended	png
G01069AK	19570	snfg	extended	svg
G01069CZ	1390	snfg	extended	png
G01069CZ	6154	snfg	extended	svg
G01074AN	3389	snfg	extended	png
G01074AN	17931	snfg	extended	svg
G01077MG	1977	snfg	extended	png
G01077MG	9165	snfg	extended	svg
G01077MO	5416	snfg	extended	png
G01077MO	24567	snfg	extended	svg
G01079BO	2836	snfg	extended	png
G01079BO	15602	snfg	extended	svg
G01079KY	4794	snfg	extended	png
G01079KY	24810	snfg	extended	svg
G01079TS	4913	snfg	extended	png
G01079TS	22836	snfg	extended	svg
G01087FD	5959	snfg	extended	png
G01087FD	26335	snfg	extended	svg
G01092NQ	6821	snfg	extended	png
G01092NQ	29462	snfg	extended	svg
G01096QY	3042	snfg	extended	png
G01096QY	19515	snfg	extended	svg
G01100DE	6349	snfg	extended	png
G01100DE	31294	snfg	extended	svg
G01103GR	971	snfg	extended	png
G01103GR	2789	snfg	extended	svg
G01106NM	2306	snfg	extended	png
G01106NM	6179	snfg	extended	svg
G01107YB	5180	snfg	extended	png
G01107YB	22866	snfg	extended	svg
G01111PL	2484	snfg	extended	png
G01111PL	10902	snfg	extended	svg
G01115VC	3019	snfg	extended	png
G01115VC	14072	snfg	extended	svg
G01116MS	2035	snfg	extended	png
G01116MS	15152	snfg	extended	svg
G01120GS	5556	snfg	extended	png
G01120GS	22781	snfg	extended	svg
G01123UL	3310	snfg	extended	png
G01123UL	15933	snfg	extended	svg
G01128ZO	1582	snfg	extended	png
G01128ZO	4738	snfg	extended	svg
G01130QM	5206	snfg	extended	png
G01130QM	22772	snfg	extended	svg
G01131OO	2970	snfg	extended	png
G01131OO	14339	snfg	extended	svg
G01132FQ	1259	snfg	extended	png
G01132FQ	7710	snfg	extended	svg
G01132PT	2664	snfg	extended	png
G01132PT	14649	snfg	extended	svg
G01134UQ	2307	snfg	extended	png
G01134UQ	9512	snfg	extended	svg
G01139KZ	2029	snfg	extended	png
G01139KZ	10972	snfg	extended	svg
G01140NK	2388	snfg	extended	png
G01140NK	17495	snfg	extended	svg
G01141WK	1621	snfg	extended	png
G01141WK	5927	snfg	extended	svg
G01144AC	4348	snfg	extended	png
G01144AC	17666	snfg	extended	svg
G01148IL	1456	snfg	extended	png
G01148IL	5947	snfg	extended	svg
G01155GN	2410	snfg	extended	png
G01155GN	6320	snfg	extended	svg
G01155JM	1500	snfg	extended	png
G01155JM	6353	snfg	extended	svg
G01158PQ	4412	snfg	extended	png
G01158PQ	17994	snfg	extended	svg
G01160VV	1523	snfg	extended	png
G01160VV	6168	snfg	extended	svg
G01164GG	2031	snfg	extended	png
G01164GG	7600	snfg	extended	svg
G01169EW	3626	snfg	extended	png
G01169EW	17621	snfg	extended	svg
G01169IB	5342	snfg	extended	png
G01169IB	22932	snfg	extended	svg
G01174QS	4129	snfg	extended	png
G01174QS	21377	snfg	extended	svg
G01176OG	1315	snfg	extended	png
G01176OG	4852	snfg	extended	svg
G01178HS	4628	snfg	extended	png
G01178HS	21214	snfg	extended	svg
G01179OJ	2002	snfg	extended	png
G01179OJ	11118	snfg	extended	svg
G01180DW	2226	snfg	extended	png
G01180DW	12577	snfg	extended	svg
G01180ZJ	6684	snfg	extended	png
G01180ZJ	28052	snfg	extended	svg
G01181WH	3735	snfg	extended	png
G01181WH	17723	snfg	extended	svg
G01182BO	2062	snfg	extended	png
G01182BO	7633	snfg	extended	svg
G01186OB	5305	snfg	extended	png
G01186OB	22828	snfg	extended	svg
G01187XC	1606	snfg	extended	png
G01187XC	5886	snfg	extended	svg
G01188EJ	1889	snfg	extended	png
G01188EJ	7561	snfg	extended	svg
G01190ZZ	782	snfg	extended	png
G01190ZZ	2768	snfg	extended	svg
G01191NN	3338	snfg	extended	png
G01191NN	26058	snfg	extended	svg
G01194JA	1543	snfg	extended	png
G01194JA	6168	snfg	extended	svg
G01196CV	1495	snfg	extended	png
G01196CV	4389	snfg	extended	svg
G01197SX	1033	snfg	extended	png
G01197SX	4327	snfg	extended	svg
G01200BW	5294	snfg	extended	png
G01200BW	27953	snfg	extended	svg
G01202UA	4525	snfg	extended	png
G01202UA	19325	snfg	extended	svg
G01203BZ	1899	snfg	extended	png
G01203BZ	7572	snfg	extended	svg
G01208GZ	5749	snfg	extended	png
G01208GZ	24657	snfg	extended	svg
G01210SE	1073	snfg	extended	png
G01210SE	5835	snfg	extended	svg
G01212DF	5130	snfg	extended	png
G01212DF	28469	snfg	extended	svg
G01216WS	1258	snfg	extended	png
G01216WS	7350	snfg	extended	svg
G01218JA	6199	snfg	extended	png
G01218JA	27873	snfg	extended	svg
G01220EU	2571	snfg	extended	png
G01220EU	10568	snfg	extended	svg
G01220PX	4709	snfg	extended	png
G01220PX	23154	snfg	extended	svg
G01221DA	3319	snfg	extended	png
G01221DA	15634	snfg	extended	svg
G01221UB	1536	snfg	extended	png
G01221UB	4571	snfg	extended	svg
G01223AA	7139	snfg	extended	png
G01223AA	28085	snfg	extended	svg
G01223IC	3664	snfg	extended	png
G01223IC	19285	snfg	extended	svg
G01231VF	6274	snfg	extended	png
G01231VF	29557	snfg	extended	svg
G01232PN	1855	snfg	extended	png
G01232PN	7714	snfg	extended	svg
G01233BF	2931	snfg	extended	png
G01233BF	15847	snfg	extended	svg
G01233YR	4265	snfg	extended	png
G01233YR	19325	snfg	extended	svg
G01237HZ	2171	snfg	extended	png
G01237HZ	9309	snfg	extended	svg
G01238RB	5244	snfg	extended	png
G01238RB	26060	snfg	extended	svg
G01243KR	3358	snfg	extended	png
G01243KR	15874	snfg	extended	svg
G01243SR	1635	snfg	extended	png
G01243SR	6609	snfg	extended	svg
G01244DB	4679	snfg	extended	png
G01244DB	21046	snfg	extended	svg
G01245TU	1390	snfg	extended	png
G01245TU	5907	snfg	extended	svg
G01252FH	1442	snfg	extended	png
G01252FH	5512	snfg	extended	svg
G01254YI	1655	snfg	extended	png
G01254YI	7391	snfg	extended	svg
G01255GI	4978	snfg	extended	png
G01255GI	19659	snfg	extended	svg
G01257PC	2883	snfg	extended	png
G01257PC	14239	snfg	extended	svg
G01260KO	4980	snfg	extended	png
G01260KO	19832	snfg	extended	svg
G01260KW	2064	snfg	extended	png
G01260KW	9309	snfg	extended	svg
G01260QV	2718	snfg	extended	png
G01260QV	14405	snfg	extended	svg
G01260RY	3913	snfg	extended	png
G01260RY	21375	snfg	extended	svg
G01264EA	4930	snfg	extended	png
G01264EA	19570	snfg	extended	svg
G01265XZ	3746	snfg	extended	png
G01265XZ	16015	snfg	extended	svg
G01268DU	3429	snfg	extended	png
G01268DU	15788	snfg	extended	svg
G01268PO	1522	snfg	extended	png
G01268PO	6168	snfg	extended	svg
G01269WV	1914	snfg	extended	png
G01269WV	9305	snfg	extended	svg
G01271OC	2112	snfg	extended	png
G01271OC	9310	snfg	extended	svg
G01278CM	1135	snfg	extended	png
G01278CM	6010	snfg	extended	svg
G01281PQ	2096	snfg	extended	png
G01281PQ	7624	snfg	extended	svg
G01282UD	2634	snfg	extended	png
G01282UD	12544	snfg	extended	svg
G01283PJ	3290	snfg	extended	png
G01283PJ	17655	snfg	extended	svg
G01287FH	1652	snfg	extended	png
G01287FH	7202	snfg	extended	svg
G01291IM	2495	snfg	extended	png
G01291IM	9721	snfg	extended	svg
G01291QB	1531	snfg	extended	png
G01291QB	6098	snfg	extended	svg
G01293BU	4701	snfg	extended	png
G01293BU	23087	snfg	extended	svg
G01294HQ	1062	snfg	extended	png
G01294HQ	3941	snfg	extended	svg
G01295AX	4992	snfg	extended	png
G01295AX	22809	snfg	extended	svg
G01296LJ	2603	snfg	extended	png
G01296LJ	14319	snfg	extended	svg
G01297CS	5008	snfg	extended	png
G01297CS	20007	snfg	extended	svg
G01298WH	3848	snfg	extended	png
G01298WH	14384	snfg	extended	svg
G01299ER	2744	snfg	extended	png
G01299ER	12760	snfg	extended	svg
G01300HJ	2317	snfg	extended	png
G01300HJ	14249	snfg	extended	svg
G01300OI	3208	snfg	extended	png
G01300OI	15984	snfg	extended	svg
G01300PJ	2025	snfg	extended	png
G01300PJ	8335	snfg	extended	svg
G01302LF	2492	snfg	extended	png
G01302LF	9315	snfg	extended	svg
G01302YQ	783	snfg	extended	png
G01302YQ	2716	snfg	extended	svg
G01303GF	2311	snfg	extended	png
G01303GF	8872	snfg	extended	svg
G01304XG	2908	snfg	extended	png
G01304XG	14368	snfg	extended	svg
G01304ZB	7421	snfg	extended	png
