accession	monosaccharide
G01769FS	GlcNAc
G01769FS	HexNAc
G01778PX	Gal
G01778PX	Hex
G01779GQ	GlcNAc
G01779GQ	HexNAc
G01784XC	GalNAc
G01784XC	HexNAc
G01789AQ	GlcNAc
G01789AQ	HexNAc
G01791PK	GlcNAc
G01791PK	HexNAc
G01799XU	Glc
G01799XU	Hex
G01801SZ	GalNAc
G01801SZ	HexNAc
G01802HL	GalNAc
G01802HL	HexNAc
G01803DO	GlcNAc
G01803DO	HexNAc
G01804GG	Pent
G01804GG	Xyl
G01817YC	GlcNAc
G01817YC	HexNAc
G01818NQ	GlcNAc
G01818NQ	HexNAc
G01818TY	GlcNAc
G01818TY	HexNAc
G01820ZB	Gal
G01820ZB	Hex
G01822KD	GalNAc
G01822KD	HexNAc
G01823EY	Hex
G01823EY	Man
G01825JS	GalNAc
G01825JS	HexNAc
G01828CI	GlcNAc
G01828CI	HexNAc
G01836CN	GalNAc
G01836CN	HexNAc
G01846YN	Glc
G01846YN	Hex
G01854VF	Fuc
G01854VF	dHex
G01855OX	GlcNAc
G01855OX	HexNAc
G01856RL	GlcNAc
G01856RL	HexNAc
G01859LC	GlcNAc
G01859LC	HexNAc
G01863LM	HexNAc
G01864SU	GlcNAc
G01864SU	HexNAc
G01866TT	GlcNAc
G01866TT	HexNAc
G01868JD	GlcNAc
G01868JD	HexNAc
G01869FL	GalNAc
G01869FL	HexNAc
G01875VS	GalNAc
G01875VS	HexNAc
G01877XT	GalNAc
G01877XT	HexNAc
G01878VC	Glc
G01878VC	Hex
G01886VT	GlcNAc
G01886VT	HexNAc
G01891JS	GlcNAc
G01891JS	HexNAc
G01894QP	Glc
G01894QP	Hex
G01912KI	GlcNAc
G01912KI	HexNAc
G01912QV	GlcNAc
G01912QV	HexNAc
G01914YF	HexNAc
G01923FT	GalNAc
G01923FT	HexNAc
G01923XE	GlcNAc
G01923XE	HexNAc
G01933LC	Glc
G01933LC	Hex
G01935FK	GlcNAc
G01935FK	HexNAc
G01945QJ	GlcNAc
G01945QJ	HexNAc
G01954BU	GlcNAc
G01954BU	HexNAc
G01958XE	GlcNAc
G01958XE	HexNAc
G01962RN	GlcNAc
G01962RN	HexNAc
G01966AZ	GlcA
G01966AZ	HexA
G01968NV	Hex
G01968NV	Man
G01972UA	GlcNAc
G01972UA	HexNAc
G01985BK	GlcNAc
G01985BK	HexNAc
G01986HE	GalNAc
G01986HE	HexNAc
G01994DD	Gal
G01994DD	Hex
G01999JH	GlcNAc
G01999JH	HexNAc
G01999QR	Glc
G01999QR	Hex
G01999ZH	GlcNAc
G01999ZH	HexNAc
G02000AU	GlcNAc
G02000AU	HexNAc
G02000GW	GlcNAc
G02000GW	HexNAc
G02014WF	GlcNAc
G02014WF	HexNAc
G02020YO	GalNAc
G02020YO	HexNAc
G02021XC	GlcNAc
G02021XC	HexNAc
G02025MF	GlcNAc
G02025MF	HexNAc
G02029PW	GlcNAc
G02029PW	HexNAc
G02032MW	GalNAc
G02032MW	HexNAc
G02038LQ	Glc
G02038LQ	Hex
G02042KH	GalNAc
G02042KH	HexNAc
G02043YW	GlcNAc
G02043YW	HexNAc
G02044PV	GlcNAc
G02044PV	HexNAc
G02045OB	GlcNAc
G02045OB	HexNAc
G02050BR	GlcNAc
G02050BR	HexNAc
G02054AQ	GlcNAc
G02054AQ	HexNAc
G02054MB	GlcNAc
G02054MB	HexNAc
G02056RY	GlcNAc
G02056RY	HexNAc
G02065HZ	Glc
G02065HZ	Hex
G02065IU	HexNAc
G02066SJ	GalNAc
G02066SJ	HexNAc
G02073FK	GlcNAc
G02073FK	HexNAc
G02074UZ	GlcNAc
G02074UZ	HexNAc
G02078ZZ	GalNAc
G02078ZZ	HexNAc
G02079RR	GlcNAc
G02079RR	HexNAc
G02080VH	GlcNAc
G02080VH	HexNAc
G02081QK	GlcNAc
G02081QK	HexNAc
G02086EJ	GlcNAc
G02086EJ	HexNAc
G02086TB	Xxx
G02089LB	GlcNAc
G02089LB	HexNAc
G02089YL	GalNAc
G02089YL	HexNAc
G02096RK	GalNAc
G02096RK	HexNAc
G02096VT	Hex
G02096VT	Man
G02109YE	GlcNAc
G02109YE	HexNAc
G02115LJ	GlcNAc
G02115LJ	HexNAc
G02122FK	GlcNAc
G02122FK	HexNAc
G02123VE	Hex
G02126PG	GlcNAc
G02126PG	HexNAc
G02128NP	HexNAc
G02131QZ	GalNAc
G02131QZ	HexNAc
G02136CO	GlcNAc
G02136CO	HexNAc
G02137HO	GlcNAc
G02137HO	HexNAc
G02145PB	Glc
G02145PB	Hex
G02146NT	Glc
G02146NT	Hex
G02149VR	Glc
G02149VR	Hex
G02150AC	GalNAc
G02150AC	HexNAc
G02152MS	GlcNAc
G02152MS	HexNAc
G02156UW	GlcNAc
G02156UW	HexNAc
G02161CI	GalNAc
G02161CI	HexNAc
G02162DJ	GlcNAc
G02162DJ	HexNAc
G02162HB	GlcNAc
G02162HB	HexNAc
G02162KR	Gal
G02162KR	Hex
G02162RZ	Glc
G02162RZ	Hex
G02168MP	Glc
G02168MP	Hex
G02170ZK	GlcNAc
G02170ZK	HexNAc
G02173JB	GlcNAc
G02173JB	HexNAc
G02174FQ	GlcNAc
G02174FQ	HexNAc
G02175CF	Glc
G02175CF	Hex
G02180YM	GalNAc
G02180YM	HexNAc
G02182MJ	GlcNAc
G02182MJ	HexNAc
G02187VY	Glc
G02187VY	Hex
G02188HQ	GalNAc
G02188HQ	HexNAc
G02193CV	GlcNAc
G02193CV	HexNAc
G02196YO	Glc
G02196YO	Hex
G02198VW	GlcNAc
G02198VW	HexNAc
G02207TG	GlcNAc
G02207TG	HexNAc
G02225WU	GalNAc
G02225WU	HexNAc
G02226PP	GlcNAc
G02226PP	HexNAc
G02228JC	GlcNAc
G02228JC	HexNAc
G02230FN	GlcNAc
G02230FN	HexNAc
G02230VA	GalNAc
G02230VA	HexNAc
G02231KH	GlcNAc
G02231KH	HexNAc
G02240AO	GlcNAc
G02240AO	HexNAc
G02244ID	GalNAc
G02244ID	HexNAc
G02244MC	GlcNAc
G02244MC	HexNAc
G02250EI	GlcNAc
G02250EI	HexNAc
G02251YG	GlcNAc
G02251YG	HexNAc
G02252NT	Glc
G02252NT	Hex
G02256MB	GalNAc
G02256MB	HexNAc
G02259AO	Glc
G02259AO	Hex
G02263UX	GlcNAc
G02263UX	HexNAc
G02273DT	Gal
G02273DT	Hex
G02275IQ	GalNAc
G02275IQ	HexNAc
G02278OY	Glc
G02278OY	Hex
G02280UH	GlcNAc
G02280UH	HexNAc
G02284UY	GlcNAc
G02284UY	HexNAc
G02288EO	GalNAc
G02288EO	HexNAc
G02290KA	GlcNAc
G02290KA	HexNAc
G02297WO	GalNAc
G02297WO	HexNAc
G02302MM	GlcNAc
G02302MM	HexNAc
G02310VX	GlcNAc
G02310VX	HexNAc
G02311IE	GlcNAc
G02311IE	HexNAc
G02311SL	GlcNAc
G02311SL	HexNAc
G02316AS	GalNAc
G02316AS	HexNAc
G02320PG	GlcNAc
G02320PG	HexNAc
G02322JK	GlcNAc
G02322JK	HexNAc
G02332YO	Glc
G02332YO	Hex
G02340QD	GlcNAc
G02340QD	HexNAc
G02342QI	GlcNAc
G02342QI	HexNAc
G02349HM	Hex
G02349HM	Man
G02350ZD	Gal
G02350ZD	Hex
G02353KU	GalNAc
G02353KU	HexNAc
G02358GX	GlcNAc
G02358GX	HexNAc
G02363VZ	Glc
G02363VZ	Hex
G02366EM	GalNAc
G02366EM	HexNAc
G02368JK	GalNAc
G02368JK	HexNAc
G02371CH	GlcNAc
G02371CH	HexNAc
G02371ZR	GalNAc
G02371ZR	HexNAc
G02374CE	Glc
G02374CE	Hex
G02376RL	Hex
G02376RL	Man
G02377RY	GalNAc
G02377RY	HexNAc
G02379AH	GalNAc
G02379AH	HexNAc
G02386TE	GlcNAc
G02386TE	HexNAc
G02387FV	GalNAc
G02387FV	HexNAc
G02393LQ	GalNAc
G02393LQ	HexNAc
G02393VO	Glc
G02393VO	Hex
G02394XU	Gal
G02394XU	Hex
G02397SF	GlcNAc
G02397SF	HexNAc
G02398MD	GalNAc
G02398MD	HexNAc
G02402FF	GlcNAc
G02402FF	HexNAc
G02402HF	Glc
G02402HF	Hex
G02403ZU	GalNAc
G02403ZU	HexNAc
G02405SM	GalNAc
G02405SM	HexNAc
G02410EE	GlcNAc
G02410EE	HexNAc
G02420CD	GlcNAc
G02420CD	HexNAc
G02422RD	GlcNAc
G02422RD	HexNAc
G02423SU	GlcNAc
G02423SU	HexNAc
G02425YO	GlcNAc
G02425YO	HexNAc
G02436CO	GlcNAc
G02436CO	HexNAc
G02438LG	dHex
G02441OB	GlcNAc
G02441OB	HexNAc
G02442MH	GalNAc
G02442MH	HexNAc
G02442YU	GlcNAc
G02442YU	HexNAc
G02451HK	GlcNAc
G02451HK	HexNAc
G02456AL	GlcNAc
G02456AL	HexNAc
G02460JI	GalNAc
G02460JI	HexNAc
G02463PA	Glc
G02463PA	Hex
G02469EJ	GlcNAc
G02469EJ	HexNAc
G02470WS	GlcNAc
G02470WS	HexNAc
G02470YL	Gal
G02470YL	Hex
G02471GW	GlcNAc
G02471GW	HexNAc
G02473HY	GlcNAc
G02473HY	HexNAc
G02474FD	GlcNAc
G02474FD	HexNAc
G02482JV	GlcNAc
G02482JV	HexNAc
G02483WT	GlcNAc
G02483WT	HexNAc
G02489BO	Xxx
G02494HC	GlcNAc
G02494HC	HexNAc
G02497GP	Glc
G02497GP	Hex
G02498GC	GlcNAc
G02498GC	HexNAc
G02519WY	GlcNAc
G02519WY	HexNAc
G02522GH	GlcNAc
G02522GH	HexNAc
G02522JF	GalNAc
G02522JF	HexNAc
G02526NN	GlcNAc
G02526NN	HexNAc
G02527CE	GlcNAc
G02527CE	HexNAc
G02533LL	GalNAc
G02533LL	HexNAc
G02534MS	GlcNAc
G02534MS	HexNAc
G02536WY	GlcNAc
G02536WY	HexNAc
G02539TH	GalNAc
G02539TH	HexNAc
G02541EM	GlcNAc
G02541EM	HexNAc
G02552IR	HexNAc
G02553IV	GlcNAc
G02553IV	HexNAc
G02556BT	Glc
G02556BT	Hex
G02557XE	GlcNAc
G02557XE	HexNAc
G02558LA	GlcNAc
G02558LA	HexNAc
G02559YM	GlcNAc
G02559YM	HexNAc
G02561FC	GlcNAc
G02561FC	HexNAc
G02562EQ	GalNAc
G02562EQ	HexNAc
G02562NB	GlcNAc
G02562NB	HexNAc
G02568AU	GlcNAc
G02568AU	HexNAc
G02571ID	GlcNAc
G02571ID	HexNAc
G02581SF	GalNAc
G02581SF	HexNAc
G02582JY	GlcNAc
G02582JY	HexNAc
G02586QB	GalNAc
G02586QB	HexNAc
G02594LL	HexNAc
G02594WS	GalNAc
G02594WS	HexNAc
G02595UE	GalNAc
G02595UE	HexNAc
G02600QJ	Glc
G02600QJ	Hex
G02611WU	GlcNAc
G02611WU	HexNAc
G02618MZ	GlcNAc
G02618MZ	HexNAc
G02622IU	GlcNAc
G02622IU	HexNAc
G02622JG	Glc
G02622JG	Hex
G02624IW	GlcNAc
G02624IW	HexNAc
G02625OQ	GlcNAc
G02625OQ	HexNAc
G02625SJ	GlcNAc
G02625SJ	HexNAc
G02625YC	GalNAc
G02625YC	HexNAc
G02630BJ	GlcNAc
G02630BJ	HexNAc
G02631NI	GlcNAc
G02631NI	HexNAc
G02633ON	GlcNAc
G02633ON	HexNAc
G02635WB	GlcNAc
G02635WB	HexNAc
G02644GE	Glc
G02644GE	Hex
G02646YL	GlcNAc
G02646YL	HexNAc
G02654ED	GlcNAc
G02654ED	HexNAc
G02654EL	GlcNAc
G02654EL	HexNAc
G02657AK	Glc
G02657AK	Hex
G02657BS	GlcNAc
G02657BS	HexNAc
G02660HR	GlcNAc
G02660HR	HexNAc
G02660IC	Gal
G02660IC	Hex
G02660UC	Glc
G02660UC	Hex
G02660WC	GlcNAc
G02660WC	HexNAc
G02661MY	GlcNAc
G02661MY	HexNAc
G02670IJ	GlcNAc
G02670IJ	HexNAc
G02679YX	GlcNAc
G02679YX	HexNAc
G02684WR	GalNAc
G02684WR	HexNAc
G02691LI	Glc
G02691LI	Hex
G02692WD	GlcNAc
G02692WD	HexNAc
G02698RR	GlcNAc
G02698RR	HexNAc
G02699DW	GlcNAc
G02699DW	HexNAc
G02710ET	Gal
G02710ET	Hex
G02718AK	GlcNAc
G02718AK	HexNAc
G02725GF	GalNAc
G02725GF	HexNAc
G02729OV	GalNAc
G02729OV	HexNAc
G02735TD	Hex
G02747VH	GalNAc
G02747VH	HexNAc
G02752WS	GalNAc
G02752WS	HexNAc
G02753DE	Gal
G02753DE	Hex
G02760XH	GlcNAc
G02760XH	HexNAc
G02763QD	GlcNAc
G02763QD	HexNAc
G02767UB	GlcNAc
G02767UB	HexNAc
G02776IS	GlcNAc
G02776IS	HexNAc
G02776UX	Glc
G02776UX	Hex
G02783FI	GlcNAc
G02783FI	HexNAc
G02783UF	GlcNAc
G02783UF	HexNAc
G02786XX	GlcNAc
G02786XX	HexNAc
G02799CL	GalNAc
G02799CL	HexNAc
G02807LM	Gal
G02807LM	Hex
G02816CI	Gal
G02816CI	Hex
G02819MW	Glc
G02819MW	Hex
G02826HN	GlcNAc
G02826HN	HexNAc
G02830XV	GlcNAc
G02830XV	HexNAc
G02837JA	GlcNAc
G02837JA	HexNAc
G02839BL	GlcA
G02839BL	HexA
G02844SX	GalNAc
G02844SX	HexNAc
G02849EL	GlcNAc
G02849EL	HexNAc
G02855QP	GlcNAc
G02855QP	HexNAc
G02856QE	GalNAc
G02856QE	HexNAc
G02876KU	Glc
G02876KU	Hex
G02878SQ	GlcNAc
G02878SQ	HexNAc
G02880JU	Gal
G02880JU	Hex
G02881YH	Gal
G02881YH	Hex
G02882GQ	GlcNAc
G02882GQ	HexNAc
G02882XF	GlcNAc
G02882XF	HexNAc
G02889ZJ	GlcNAc
G02889ZJ	HexNAc
G02890GO	GalNAc
G02890GO	HexNAc
G02890GX	Gal
G02890GX	Hex
G02891NH	GlcNAc
G02891NH	HexNAc
G02901XS	Xxx
G02906NO	GalNAc
G02906NO	HexNAc
G02910KB	Glc
G02910KB	Hex
G02913ED	GlcNAc
G02913ED	HexNAc
G02915JP	GalNAc
G02915JP	HexNAc
G02915XR	GlcNAc
G02915XR	HexNAc
G02917SU	Gal
G02917SU	Hex
G02923VP	GlcNAc
G02923VP	HexNAc
G02928DH	GalNAc
G02928DH	HexNAc
G02933CB	GalNAc
G02933CB	HexNAc
G02934UB	GlcNAc
G02934UB	HexNAc
G02938HM	Glc
G02938HM	Hex
G02942YF	GalNAc
G02942YF	HexNAc
G02945KQ	GlcNAc
G02945KQ	HexNAc
G02945OA	GlcNAc
G02945OA	HexNAc
G02946BE	Hex
G02946BE	Man
G02946WF	Glc
G02946WF	Hex
G02952NR	GlcNAc
G02952NR	HexNAc
G02953GB	Glc
G02953GB	Hex
G02963KR	Glc
G02963KR	Hex
G02967BC	GlcNAc
G02967BC	HexNAc
G02967YO	GlcNAc
G02967YO	HexNAc
G02972KK	GlcNAc
G02972KK	HexNAc
G02985MG	GalNAc
G02985MG	HexNAc
G02990AF	GalNAc
G02990AF	HexNAc
G02993KM	GlcNAc
G02993KM	HexNAc
G02998EX	Glc
G02998EX	Hex
G03003KR	GalNAc
G03003KR	HexNAc
G03004PD	GlcNAc
G03004PD	HexNAc
G03005MJ	GlcNAc
G03005MJ	HexNAc
G03006JP	Hex
G03006JP	Man
G03008GL	GlcA
G03008GL	HexA
G03008XH	GlcNAc
G03008XH	HexNAc
G03015LB	GlcNAc
G03015LB	HexNAc
G03015NB	Glc
G03015NB	Hex
G03016BW	GalNAc
G03016BW	HexNAc
G03019FG	GlcNAc
G03019FG	HexNAc
G03021PP	GlcNAc
G03021PP	HexNAc
G03021WA	GlcNAc
G03021WA	HexNAc
G03022UF	GlcNAc
G03022UF	HexNAc
G03024EJ	GalNAc
G03024EJ	HexNAc
G03032GA	Gal
G03032GA	Hex
G03036FD	Glc
G03036FD	Hex
G03041PI	GlcNAc
G03041PI	HexNAc
G03042JU	GlcNAc
G03042JU	HexNAc
G03043IQ	HexNAc
G03044ED	GlcNAc
G03044ED	HexNAc
G03049NB	GalNAc
G03049NB	HexNAc
G03052ZR	GalNAc
G03052ZR	HexNAc
G03053IU	Hex
G03053IU	Man
G03054QW	Hex
G03054QW	Man
G03056DW	GlcNAc
G03056DW	HexNAc
G03058EK	GlcNAc
G03058EK	HexNAc
G03058JW	GlcNAc
G03058JW	HexNAc
G03061QZ	GalNAc
G03061QZ	HexNAc
G03065ZA	Glc
G03065ZA	Hex
G03067VG	Glc
G03067VG	Hex
G03068YN	GlcNAc
G03068YN	HexNAc
G03069HT	GlcNAc
G03069HT	HexNAc
G03071KV	GlcNAc
G03071KV	HexNAc
G03074ZG	Glc
G03074ZG	Hex
G03075ZE	GlcNAc
G03075ZE	HexNAc
G03081ER	GlcNAc
G03081ER	HexNAc
G03081NO	GlcNAc
G03081NO	HexNAc
G03081TH	Glc
G03081TH	Hex
G03082II	Pent
G03085SQ	Hex
G03085SQ	Man
G03089XS	GlcNAc
G03089XS	HexNAc
G03091JM	Gal
G03091JM	Hex
G03091JW	GlcNAc
G03091JW	HexNAc
G03098CZ	Glc
G03098CZ	Hex
G03099FD	GlcNAc
G03099FD	HexNAc
G03102GW	GlcNAc
G03102GW	HexNAc
G03106MF	Glc
G03106MF	Hex
G03109ER	GlcNAc
G03109ER	HexNAc
G03116ET	Glc
G03116ET	Hex
G03120VA	Glc
G03120VA	Hex
G03125DP	Hex
G03125DP	Man
G03126PB	GlcNAc
G03126PB	HexNAc
G03127AL	GlcNAc
G03127AL	HexNAc
G03127JO	GalNAc
G03127JO	HexNAc
G03136UJ	GlcNAc
G03136UJ	HexNAc
G03137RO	GlcNAc
G03137RO	HexNAc
G03140AX	GalNAc
G03140AX	HexNAc
G03144AG	Glc
G03144AG	Hex
G03144EF	Pent
G03144EF	Xyl
G03146JP	GalNAc
G03146JP	HexNAc
G03151MA	GlcNAc
G03151MA	HexNAc
G03153DL	Glc
G03153DL	Hex
G03154YX	GlcNAc
G03154YX	HexNAc
G03164NE	GlcNAc
G03164NE	HexNAc
G03165SD	GlcNAc
G03165SD	HexNAc
G03166JX	GlcNAc
G03166JX	HexNAc
G03168RN	GalNAc
G03168RN	HexNAc
G03172PR	GalNAc
G03172PR	HexNAc
G03177HU	GlcNAc
G03177HU	HexNAc
G03183MG	dHex
G03187PO	Glc
G03187PO	Hex
G03187SZ	GalNAc
G03187SZ	HexNAc
G03189XH	GlcNAc
G03189XH	HexNAc
G03194JU	GalNAc
G03194JU	HexNAc
G03195HW	GlcNAc
G03195HW	HexNAc
G03196WF	GlcNAc
G03196WF	HexNAc
G03200OR	GalNAc
G03200OR	HexNAc
G03203II	GlcNAc
G03203II	HexNAc
G03207XQ	GlcNAc
G03207XQ	HexNAc
G03213HN	GalNAc
G03213HN	HexNAc
G03216OE	Hex
G03216SJ	GlcNAc
G03216SJ	HexNAc
G03228NK	GlcNAc
G03228NK	HexNAc
G03230AX	GlcNAc
G03230AX	HexNAc
G03231HO	GlcNAc
G03231HO	HexNAc
G03246MY	GlcNAc
G03246MY	HexNAc
G03246MZ	GlcNAc
G03246MZ	HexNAc
G03247RO	GlcNAc
G03247RO	HexNAc
G03249KD	GlcNAc
G03249KD	HexNAc
G03250GT	GlcNAc
G03250GT	HexNAc
G03250UN	GlcNAc
G03250UN	HexNAc
G03252VN	GlcNAc
G03252VN	HexNAc
G03260OU	GlcNAc
G03260OU	HexNAc
G03263DS	GalNAc
G03263DS	HexNAc
G03266UM	GalNAc
G03266UM	HexNAc
G03270GW	GlcNAc
G03270GW	HexNAc
G03272YQ	GlcNAc
G03272YQ	HexNAc
G03275SD	GlcNAc
G03275SD	HexNAc
G03277UZ	GlcNAc
G03277UZ	HexNAc
G03277YI	Glc
G03277YI	Hex
G03286CY	Glc
G03286CY	Hex
G03288OM	GlcNAc
G03288OM	HexNAc
G03294GL	Gal
G03294GL	Hex
G03294VW	GlcNAc
G03294VW	HexNAc
G03296OS	GlcNAc
G03296OS	HexNAc
G03304QB	GalNAc
G03304QB	HexNAc
G03304UU	GlcNAc
G03304UU	HexNAc
G03309JT	Gal
G03309JT	Hex
G03313QW	GalNAc
G03313QW	HexNAc
G03316TJ	Hex
G03316TJ	Man
G03317ST	GlcNAc
G03317ST	HexNAc
G03321AC	GlcNAc
G03321AC	HexNAc
G03324AT	GlcN
G03324AT	HexN
G03331WD	GlcNAc
G03331WD	HexNAc
G03332JB	Glc
G03332JB	Hex
G03333ZM	Glc
G03333ZM	Hex
G03338JR	HexNAc
G03339IQ	GalNAc
G03339IQ	HexNAc
G03340FG	GalNAc
G03340FG	HexNAc
G03345AP	GlcNAc
G03345AP	HexNAc
G03346FO	GlcNAc
G03346FO	HexNAc
G03347EL	GlcNAc
G03347EL	HexNAc
G03361KC	Glc
G03361KC	Hex
G03364AJ	Gal
G03364AJ	Hex
G03368AU	GlcNAc
G03368AU	HexNAc
G03369CY	GlcNAc
G03369CY	HexNAc
G03379QN	GlcNAc
G03379QN	HexNAc
G03379XU	GalNAc
G03379XU	HexNAc
G03385XG	GlcNAc
G03385XG	HexNAc
G03389ET	Gal
G03389ET	Hex
G03395WX	GlcNAc
G03395WX	HexNAc
G03399GQ	GlcNAc
G03399GQ	HexNAc
G03404VQ	GlcNAc
G03404VQ	HexNAc
G03408WE	Glc
G03408WE	Hex
G03412UM	GalNAc
G03412UM	HexNAc
G03414KZ	GlcNAc
G03414KZ	HexNAc
G03416EW	GlcNAc
G03416EW	HexNAc
G03425GP	Glc
G03425GP	Hex
G03425VF	GalNAc
G03425VF	HexNAc
G03430DD	GlcNAc
G03430DD	HexNAc
G03431NA	GlcNAc
G03431NA	HexNAc
G03433NI	GalNAc
G03433NI	HexNAc
G03436RQ	GlcNAc
G03436RQ	HexNAc
G03438WE	GalNAc
G03438WE	HexNAc
G03439PY	Gal
G03439PY	Hex
G03443JC	GlcNAc
G03443JC	HexNAc
G03445UI	GlcNAc
G03445UI	HexNAc
G03457IA	Glc
G03457IA	Hex
G03457IS	GlcNAc
G03457IS	HexNAc
G03464YX	Gal
G03464YX	Hex
G03468CX	GalNAc
G03468CX	HexNAc
G03470GM	GalNAc
G03470GM	HexNAc
G03473OX	Glc
G03473OX	Hex
G03473UD	GlcNAc
G03473UD	HexNAc
G03479PI	GlcNAc
G03479PI	HexNAc
G03479ZN	GlcNAc
G03479ZN	HexNAc
G03480UY	Gal
G03480UY	Hex
G03481FE	GlcNAc
G03481FE	HexNAc
G03493ZH	GlcNAc
G03493ZH	HexNAc
G03494YC	GalNAc
G03494YC	HexNAc
G03499BP	GlcNAc
G03499BP	HexNAc
G03506YN	Glc
G03506YN	Hex
G03509EL	Gal
G03509EL	Hex
G03510DR	GlcNAc
G03510DR	HexNAc
G03512HG	GlcNAc
G03512HG	HexNAc
G03520RT	GalNAc
G03520RT	HexNAc
G03529DJ	GlcNAc
G03529DJ	HexNAc
G03530HJ	Glc
G03530HJ	Hex
G03536SO	GalNAc
G03536SO	HexNAc
G03542LT	GlcNAc
G03542LT	HexNAc
G03542MQ	GlcNAc
G03542MQ	HexNAc
G03542TR	GalNAc
G03542TR	HexNAc
G03546AH	GlcNAc
G03546AH	HexNAc
G03546KW	GlcNAc
G03546KW	HexNAc
G03549GS	GalNAc
G03549GS	HexNAc
G03549QM	GlcNAc
G03549QM	HexNAc
G03550OO	GlcNAc
G03550OO	HexNAc
G03554CN	Hex
G03554CN	Man
G03564IA	Glc
G03564IA	Hex
G03565BV	GlcNAc
G03565BV	HexNAc
G03572II	Glc
G03572II	Hex
G03574EH	GalNAc
G03574EH	HexNAc
G03576JS	GlcNAc
G03576JS	HexNAc
G03584KV	GlcNAc
G03584KV	HexNAc
G03591CN	GalNAc
G03591CN	HexNAc
G03595ET	GlcNAc
G03595ET	HexNAc
G03597FX	GlcNAc
G03597FX	HexNAc
G03598AI	GlcNAc
G03598AI	HexNAc
G03600YM	GlcNAc
G03600YM	HexNAc
G03601ZD	GlcNAc
G03601ZD	HexNAc
G03603IS	GalNAc
G03603IS	HexNAc
G03605AV	GlcNAc
G03605AV	HexNAc
G03605BS	GlcNAc
G03605BS	HexNAc
G03605XM	GlcNAc
G03605XM	HexNAc
G03606VC	GlcNAc
G03606VC	HexNAc
G03609WM	GlcNAc
G03609WM	HexNAc
G03615LA	GlcNAc
G03615LA	HexNAc
G03622FE	GlcNAc
G03622FE	HexNAc
G03627JT	GlcNAc
G03627JT	HexNAc
G03629LR	Glc
G03629LR	Hex
G03634XH	GlcNAc
G03634XH	HexNAc
G03637TP	Gal
G03637TP	Hex
G03644PT	GalNAc
G03644PT	HexNAc
G03649KR	Gal
G03649KR	Hex
G03652TR	GlcNAc
G03652TR	HexNAc
G03652XH	GlcNAc
G03652XH	HexNAc
G03654ML	GlcNAc
G03654ML	HexNAc
G03663BL	GlcNAc
G03663BL	HexNAc
G03670OF	GlcNAc
G03670OF	HexNAc
G03670RH	GalNAc
G03670RH	HexNAc
G03671RW	GlcN
G03671RW	HexN
G03674DI	Glc
G03674DI	Hex
G03674DU	GalNAc
G03674DU	HexNAc
G03679BF	GlcNAc
G03679BF	HexNAc
G03681UF	GlcNAc
G03681UF	HexNAc
G03682TM	GlcNAc
G03682TM	HexNAc
G03692ER	GlcNAc
G03692ER	HexNAc
G03693LO	Hex
G03693LO	Man
G03700EN	GlcNAc
G03700EN	HexNAc
G03706EO	GlcNAc
G03706EO	HexNAc
G03707EH	HexNAc
G03709ZD	GlcNAc
G03709ZD	HexNAc
G03714XC	GalNAc
G03714XC	HexNAc
G03717EM	GlcNAc
G03717EM	HexNAc
G03720YG	GalNAc
G03720YG	HexNAc
G03723FD	Gal
G03723FD	Hex
G03723SL	Glc
G03723SL	Hex
G03727RK	GlcNAc
G03727RK	HexNAc
G03728KZ	Glc
G03728KZ	Hex
G03739GM	Glc
G03739GM	Hex
G03740OH	GlcNAc
G03740OH	HexNAc
G03749EO	GlcNAc
G03749EO	HexNAc
G03750RD	GlcNAc
G03750RD	HexNAc
G03754YM	GlcNAc
G03754YM	HexNAc
G03756VW	Gal
G03756VW	Hex
G03757EK	GlcNAc
G03757EK	HexNAc
G03760MV	GlcNAc
G03760MV	HexNAc
G03760NA	GlcNAc
G03760NA	HexNAc
G03764XL	GlcNAc
G03764XL	HexNAc
G03766GQ	GalNAc
G03766GQ	HexNAc
G03767HA	GlcNAc
G03767HA	HexNAc
G03767RW	Glc
G03767RW	Hex
G03769FB	GlcNAc
G03769FB	HexNAc
G03770HX	GlcNAc
G03770HX	HexNAc
G03770XP	GalNAc
G03770XP	HexNAc
G03775QG	GlcNAc
G03775QG	HexNAc
G03777BI	GalNAc
G03777BI	HexNAc
G03782CT	GalNAc
G03782CT	HexNAc
G03783BX	GlcNAc
G03783BX	HexNAc
G03787SM	GlcNAc
G03787SM	HexNAc
G03789TJ	GlcNAc
G03789TJ	HexNAc
G03789VH	GlcNAc
G03789VH	HexNAc
G03792OA	GalNAc
G03792OA	HexNAc
G03795KZ	Glc
G03795KZ	Hex
G03796EF	GalNAc
G03796EF	HexNAc
G03796ZO	Hex
G03798SV	Hex
G03798SV	Man
G03799FY	GlcNAc
G03799FY	HexNAc
G03802LT	GlcNAc
G03802LT	HexNAc
G03805HR	Glc
G03805HR	Hex
G03807MJ	GlcNAc
G03807MJ	HexNAc
G03812ZY	HexNAc
G03818JD	GlcNAc
G03818JD	HexNAc
G03819IX	GalNAc
G03819IX	HexNAc
G03819SO	Glc
G03819SO	Hex
G03820FM	GlcNAc
G03820FM	HexNAc
G03825XC	GalNAc
G03825XC	HexNAc
G03827BO	Glc
G03827BO	Hex
G03828AM	Glc
G03828AM	Hex
