GlyTouCanAccession	GLYCOSCIENCESdeAccession
G86914AE	13755
G87819IQ	17012
G87564QI	18488
G87877ES	3589
G87877ES	22962
G87877ES	16011
G87877ES	82
G87535DG	25672
G87867IZ	6311
G87690VK	16248
G87507EP	2582
G87921DA	724
G88000AO	12027
G87514QJ	3460
G87457SB	24784
G87656FV	12481
G88009HX	2361
G88382QE	276
G88382QE	22989
G88127MB	24744
G88435TS	24853
G88313DY	14844
G88313DY	14843
G88313DY	26080
G88014YP	8948
G88321DT	16603
G88321DT	24424
G88329BN	13915
G88329BN	12570
G88194GI	16431
G88421PE	22967
G88421PE	2732
G88334IC	16147
G88334IC	22447
G88366YR	4294
G88310CR	12605
G88417ED	23508
G88329MH	16313
G88437QR	2987
G88303DD	25526
G88227HW	15775
G88043PD	16516
G88140NN	15678
G88761ZT	5241
G88948CY	23529
G88800UV	1309
G88708XF	27697
G88687UE	19748
G88703MC	3405
G88582ZD	23341
G89027OP	16542
G88461FF	23507
G88537BJ	25914
G88725FA	3461
G88469YE	8179
G88641OF	16647
G89074AP	2836
G89323TE	15779
G89168LM	24885
G89565QL	4142
G89144TN	14195
G89144TN	24241
G89144TN	24624
G89293FU	3399
G89290XU	27597
G89285QP	1786
G89345GA	15711
G89481IZ	226
G89039YE	18134
G89523CC	8103
G89117DH	25554
G89333WS	27666
G89143RS	3870
G89143RS	23729
G89279YZ	12582
G89615SV	17079
G89584RR	15715
G89808TP	14024
G89661WR	16420
G89659QV	22048
G89659QV	756
G89663TB	1302
G89864BN	297
G89864BN	23012
G90017UO	22770
G89993FE	2364
G89993FE	23269
G89736UW	16850
G89865CB	26113
G89637WE	1125
G89637WE	4320
G89637WE	4319
G89923TD	2906
G89774MA	1576
G89941FZ	13616
G89941FZ	24188
G89673VM	12460
G89877QI	8070
G89877QI	7987
G89877QI	4266
G89643QK	253
G90130AG	25543
G90099GV	16010
G90099GV	1073
G89840WM	13299
G89905SH	712
G90142YY	3924
G90703DJ	26215
G90825UM	12366
G90825UM	23060
G90825UM	12281
G90771OP	8950
G90686TN	16127
G90686TN	24330
G90712YJ	1814
G90154FT	12648
G90784AP	24103
G90784AP	12719
G90417DH	12334
G90348RI	278
G90348RI	22992
G90542MP	24800
G90870DG	23218
G90334GI	3390
G90333CG	14238
G90333CG	22509
G90333CG	22846
G90725ZC	9992
G90725ZC	22970
G90387AM	11891
G90562PB	18931
G90562PB	18930
G90562PB	154
G90562PB	19979
G90562PB	7441
G90562PB	6508
G90562PB	18929
G90562PB	19638
G90562PB	18932
G90562PB	14341
G90223GH	24983
G90251SV	15189
G90230CI	12518
G90790SM	15716
G90723FE	2334
G91237TK	17666
G91237TK	13890
G91237TK	8171
G91237TK	14340
G91237TK	13889
G91237TK	3247
G91237TK	9826
G91237TK	520
G91237TK	18599
G91237TK	168
G91237TK	761
G91237TK	3943
G91237TK	8305
G91237TK	22437
G91237TK	25107
G91068DJ	24559
G91079GH	3543
G91079GH	3798
G91079GH	14432
G91079GH	17063
G91081MA	11764
G91144VS	12407
G91089ZR	1324
G91089ZR	5584
G91127OX	3807
G91127OX	3829
G91023GB	3926
G91023GB	23633
G91161VR	16575
G91156HJ	4206
G90999QY	16813
G90950UC	1308
G90884CI	3402
G91337ZP	25598
G91404LJ	2863
G91345JE	27610
G91240HI	1272
G91311MD	10021
G91312MX	25678
G91312MX	3847
G91365ZQ	2711
G91365ZQ	258
G91365ZQ	16488
G91365ZQ	22971
G91277HN	23759
G91845HM	23460
G91410ZU	16418
G91511MZ	24967
G91704EI	15692
G92024SL	25983
G91409SX	12619
G92042VQ	706
G92042VQ	16001
G91684MM	18342
G91518OM	4990
G91413ZX	2137
G91704UR	7259
G91704UR	23302
G91731RP	15783
G92175CL	694
G91731DX	377
G91583AW	22717
G91474EO	17041
G91624CJ	11763
G91905FJ	24090
G91905FJ	12704
G91560NT	166
G91560NT	22050
G91532KA	15963
G91532KA	165
G91846CD	3158
G91550OH	25706
G92574YO	24102
G92574YO	12718
G92232VN	16640
G92582TM	5134
G92582TM	25437
G92327HS	16504
G92237PN	14140
G92237PN	17518
G92237PN	25499
G92506EC	15709
G92429IK	15863
G92684AL	23940
G92684AL	25120
G92311HB	22649
G92311HB	23359
G92567CF	24039
G92567CF	12531
G92303LR	26325
G92320PF	709
G93209OB	3619
G93301VQ	13305
G93310KW	1779
G93320VA	1759
G92848CF	26175
G93210GW	1629
G93290WH	3697
G92795CJ	6973
G92814LI	6416
G92805XC	2148
G93450CE	19747
G93160RG	8954
G93400AK	6669
G93412AQ	3499
G93470LV	16149
G93470LV	26207
G93816OI	15751
G93780IW	4087
G93507IP	2414
G93607TQ	5202
G93520OM	625
G93694YU	1219
G93602DI	16798
G93638TT	15725
G93802CF	8928
G93500PH	243
G93500PH	7726
G93500PH	2932
G93500PH	14188
G93500PH	3874
G93500PH	3470
G93500PH	3425
G93500PH	22957
G93692VT	16802
G93788SW	25019
G93788SW	19234
G93553MJ	12623
G94394GK	24865
G94363RH	26180
G94047VH	24795
G93955WL	16618
G94156YI	24324
G94156YI	16104
G93891IZ	4217
G93984MO	3480
G93871LV	13324
G94106MV	287
G94106MV	22446
G94045IP	24779
G94342QN	2786
G94232LU	3496
G94085FI	16624
G94278FQ	16048
G94163JZ	26020
G94498MI	4571
G94748CQ	23085
G94531EZ	12711
G94531EZ	23494
G94798MK	7489
G94798MK	2570
G94798MK	4171
G94562LS	4168
G94610SC	24838
G94770AN	16203
G94733WZ	23912
G94733WZ	8072
G94449IF	23687
G94449IF	2960
G94626GC	7149
G94626GC	23440
G94468TS	1963
G94734OT	24908
G94718HG	17136
G94827SR	7754
G94559IJ	23459
G94559IJ	27336
G94481KZ	24515
G94615OV	16481
G94435QH	7474
G94435QH	12920
G94435QH	14630
G94435QH	4009
G94435QH	6457
G94435QH	9990
G94547KR	1996
G94547KR	3941
G95336MK	280
G95336MK	22994
G95166FG	16447
G95086RV	3381
G95298UR	23377
G95393JS	24757
G95200WW	18376
G95437AC	6412
G95014LS	16973
G95223JW	8183
G95375WT	4118
G95420RF	6409
G95420RF	25286
G95462VZ	12616
G95357RI	1078
G94923PG	17455
G94923PG	17453
G94923PG	9699
G94923PG	9698
G94923PG	17454
G94923PG	17029
G94923PG	17461
G94923PG	6090
G94923PG	9700
G94923PG	15511
G94923PG	17456
G94923PG	17457
G94923PG	17458
G94923PG	17459
G94923PG	17460
G94923PG	18077
G94923PG	18078
G94923PG	19002
G94923PG	19003
G94923PG	27370
G94850KK	17809
G95142MK	4221
G95658PH	25464
G95677OZ	24197
G95617FJ	12239
G95617FJ	24012
G95619PX	15729
G95542JQ	26104
G95898GD	24935
G95919TI	25747
G95739UA	16511
G95490LA	14235
G95490LA	24246
G95537KQ	16238
G95528UC	2601
G95882HX	3685
G95491GH	14156
G95616YE	11792
G95567CI	630
G95901MC	6693
G95901MC	23537
G95473VJ	1805
G95801EZ	16444
G95695ZV	23334
G96251ED	16258
G96359AD	14875
G96024GG	24386
G96235XM	26140
G96091LW	23895
G96091LW	7261
G96364RV	3675
G95956WE	24218
G95956WE	13731
G96168ED	2600
G96225KT	1259
G96045AL	13677
G96214EI	13424
G96063MG	23505
G96057TO	3693
G95963DM	25405
G96153DN	23718
G96113SZ	25681
G96079QX	13760
G96017QA	2866
G96841SQ	2022
G96445EY	15690
G96717WN	15671
G96570OI	4158
G96881BQ	2237
G96881BQ	15465
G96881BQ	13706
G96881BQ	13707
G96881BQ	7573
G96881BQ	22748
G96881BQ	17744
G96881BQ	19865
G96881BQ	17793
G96881BQ	7572
G96881BQ	1896
G96881BQ	13718
G96881BQ	15463
G96881BQ	15882
G96881BQ	17743
G96881BQ	22074
G96881BQ	22729
G96881BQ	27205
G96674LJ	25473
G96839UN	242
G96401FK	3710
G96401FK	757
G96746BC	16421
G96417PJ	5714
G96417PJ	23043
G96596OC	9914
G96538JO	2347
G96538JO	22448
G96738MG	25439
G96738MG	6422
G96797OU	2639
G96834JC	3729
G96370EB	23233
G96709CX	5042
G96503EZ	24807
G96758WF	16576
G96439CH	15712
G96719MC	24818
G97423PY	15648
G97423PY	24278
G96915NW	15763
G97453GF	26013
G97353GO	16322
G97304IA	17177
G97304IA	2256
G97304IA	2497
G97304IA	504
G97304IA	21580
G97304IA	17174
G97304IA	15580
G97304IA	18608
G97304IA	13376
G97304IA	5870
G97304IA	15039
G97304IA	15045
G97304IA	13377
G97304IA	15046
G97304IA	17176
G97304IA	2430
G97304IA	9319
G97304IA	9320
G97304IA	15042
G97304IA	15044
G97304IA	15047
G97304IA	15250
G97304IA	15251
G97304IA	15252
G97304IA	17120
G97304IA	17173
G97304IA	17175
G97304IA	17178
G97304IA	17179
G97304IA	17183
G97304IA	17184
G97304IA	21581
G97413OV	16416
G96963QG	24936
G97455PT	13802
G97455PT	23596
G96919WB	23952
G96921ZU	270
G96921ZU	22984
G97023FS	8166
G97051EO	13964
G97436XI	17812
G97168TC	2835
G97292GW	705
G97709WW	12474
G97607IA	16301
G98140IX	2939
G98140IX	16169
G98140IX	7113
G98140IX	23279
G98115AV	26006
G97904NO	6315
G97904NO	12698
G97874DV	660
G97489LK	16954
G98212GQ	2923
G97975GF	8104
G97501MA	670
G97501MA	15222
G97674NY	23638
G97948YW	1812
G97908CK	14154
G97569KL	702
G97569KL	5318
G97765TT	25668
G97720QM	24943
G97553BW	6425
G97553BW	25441
G98549NZ	13759
G98366ZJ	23821
G98512CR	16736
G98559XP	275
G98559XP	22988
G98393IW	16994
G98565KP	24428
G98565KP	16607
G98308VA	8947
G98304AO	12649
G98654DA	2539
G98338IO	2743
G98544DH	153
G98544DH	17953
G98544DH	5786
G98544DH	17684
G98544DH	17806
G98544DH	17807
G98544DH	25108
G98726UE	2699
G98726UE	987
G98419CX	3491
G98490BN	1400
G98490BN	16794
G98398TH	3698
G98465JN	2682
G98335IX	5316
G98335IX	7305
G98417SQ	16979
G99229VQ	14625
G99129GB	1281
G98736SM	27648
G98900YM	18485
G98862GW	23335
G98899DA	27631
G99074EO	24931
G98795OG	12412
G99019LG	2525
G99053DY	9909
G99053DY	745
G99053DY	22444
G98809PE	23212
G99026RX	12247
G99374NI	12645
G99372TR	14626
G99264QJ	8709
G99516QU	5711
G99516QU	23045
G99270AV	24858
G99524KA	25117
G99524KA	164
G99507PM	12862
G99309EE	12803
G99315PE	14845
G99315PE	15229
G99315PE	14846
G99315PE	4011
G99312NX	1593
G99312NX	7716
G99603GB	23401
G99533GU	24729
G99595YZ	16259
G99373GG	3188
G99626QO	1774
G99669MJ	1568
G99770NO	26001
G99753FF	18535
G99772FN	1674
G99991IU	5854
G99647DZ	2625
G99956MJ	15693
G99858XP	23417
G99858XP	1528
G99829YW	23280
G99954IG	251
G99954ZJ	25556
G99909LZ	1865
G99909LZ	4141
G99849MX	3575
G99969SS	24126
G99866WK	4269
G99927HL	23853
G99927HL	6419
