GlyTouCanAccession	Relationship	RelatedAccession
G82930TB	Subsumes	G89827NJ
G82930TB	Subsumes	G44029SF
G82930TB	Subsumes	G52725AC
G82930TB	Subsumes	G86170TS
G82930TB	Subsumes	G12951CM
G82930TB	Subsumes	G01182BO
G82930TB	Subsumes	G43248VC
G82930TB	Subsumes	G09858SO
G82930TB	Subsumes	G99415BV
G82930TB	Subsumes	G10012HK
G82930TB	Subsumes	G50530BS
G82930TB	Subsumes	G08640KF
G82930TB	Subsumes	G24888RV
G82930TB	Subsumes	G29201DC
G82930TB	Subsumes	G37038OF
G82930TB	Subsumes	G41869MU
G82930TB	Subsumes	G42051BB
G82930TB	Subsumes	G52701KY
G82930TB	Subsumes	G53892NW
G82930TB	Subsumes	G55582YT
G82930TB	Subsumes	G56667RT
G82930TB	Subsumes	G63833WU
G82930TB	Subsumes	G65303YU
G82930TB	Subsumes	G65338GP
G82930TB	Subsumes	G66375ZI
G82930TB	Subsumes	G74076XX
G82930TB	Subsumes	G84623DV
G82930TB	Subsumes	G95971HW
G82935CH	SubsumedBy	G84985UI
G82935CH	Subsumes	G35406BC
G82935CH	Subsumes	G63520EZ
G82935CH	Subsumes	G15232BQ
G82935CH	Subsumes	G57089NP
G82935CH	Subsumes	G16924DP
G82941PA	SubsumedBy	G32127JA
G82941PA	Subsumes	G33087CK
G82941PA	Subsumes	G78174JE
G82942ZJ	SubsumedBy	G65893EZ
G82942ZJ	SubsumedBy	G83653PM
G82945RR	SubsumedBy	G39047SF
G82945RR	SubsumedBy	G82007MU
G82945RR	Subsumes	G76587WT
G82945RR	Subsumes	G99622IJ
G82947LB	SubsumedBy	G99747RT
G82947LB	Subsumes	G05235KE
G82947LB	Subsumes	G75947FL
G82950HY	SubsumedBy	G00034MO
G82950HY	SubsumedBy	G34609SH
G82950HY	SubsumedBy	G78369LH
G82950HY	Subsumes	G00033MO
G82950HY	Subsumes	G24720OO
G82953UJ	SubsumedBy	G59325ZF
G82953UJ	Subsumes	G38746TV
G82953UJ	Subsumes	G13168NE
G82953UJ	Subsumes	G65343UJ
G82953UJ	Subsumes	G93460NV
G82954PR	SubsumedBy	G08456JO
G82955EQ	SubsumedBy	G01476WA
G82955GG	SubsumedBy	G76574YM
G82955GG	Subsumes	G03984TW
G82955GG	Subsumes	G13570KZ
G82955GG	Subsumes	G94543DB
G82955GG	Subsumes	G30571QM
G82955GG	Subsumes	G40012WS
G82955GG	Subsumes	G54924OD
G82955GG	Subsumes	G59411JK
G82955US	SubsumedBy	G33589DL
G82955US	SubsumedBy	G42080JL
G82955US	Subsumes	G33443TZ
G82955US	Subsumes	G82049CD
G82960NC	SubsumedBy	G58124XI
G82960NC	Subsumes	G12956VH
G82960NC	Subsumes	G33997GL
G82960NC	Subsumes	G99019LG
G82971GZ	SubsumedBy	G16781SI
G82971GZ	Subsumes	G16704KR
G82971GZ	Subsumes	G29584RP
G82977OF	SubsumedBy	G36840GV
G82977OF	Subsumes	G28826SH
G82981QF	SubsumedBy	G09955UR
G82985VK	Subsumes	G55394YE
G82985VK	Subsumes	G89621BX
G82985VK	Subsumes	G57307JZ
G82985VK	Subsumes	G82515BU
G82985VK	Subsumes	G59998BM
G82986KC	SubsumedBy	G87787DE
G82986KC	Subsumes	G35528XC
G82986ZQ	SubsumedBy	G46611ZC
G82986ZQ	Subsumes	G86172WB
G82987BA	SubsumedBy	G35438RA
G82987BA	Subsumes	G14191ZT
G82987BA	Subsumes	G66021ZE
G82989LK	SubsumedBy	G95764EG
G82989LK	Subsumes	G52541KL
G83001FQ	SubsumedBy	G02363VZ
G83001IJ	SubsumedBy	G09276VG
G83001IJ	SubsumedBy	G24003BN
G83001IJ	Subsumes	G49872TN
G83001IJ	Subsumes	G52477OC
G83006TR	SubsumedBy	G95776JG
G83006TR	SubsumedBy	G98068RN
G83006TR	SubsumedBy	G93624ZP
G83009HN	Subsumes	G58314JG
G83009TH	SubsumedBy	G63445YU
G83009TH	SubsumedBy	G96816KA
G83009TH	Subsumes	G00451UT
G83009TH	Subsumes	G16204NU
G83009TH	Subsumes	G41209QO
G83010IY	SubsumedBy	G88675ZE
G83014KM	Subsumes	G94368QI
G83014KM	Subsumes	G27516OE
G83022ZQ	SubsumedBy	G89203XK
G83022ZQ	Subsumes	G79368CP
G83029JC	SubsumedBy	G22622LS
G83029JC	SubsumedBy	G40144CP
G83029JC	Subsumes	G36476WL
G83029JC	Subsumes	G52935ZF
G83029JC	Subsumes	G17776JQ
G83029YY	SubsumedBy	G80280AS
G83029YY	Subsumes	G60187JS
G83029YY	Subsumes	G83080UH
G83031QK	SubsumedBy	G12852LA
G83031QK	Subsumes	G33561JA
G83035SR	SubsumedBy	G89204HL
G83035SR	Subsumes	G06076AB
G83037OI	SubsumedBy	G06247RL
G83037OI	Subsumes	G35390NP
G83042PP	SubsumedBy	G78242EN
G83042PP	SubsumedBy	G84117HN
G83043MX	SubsumedBy	G32304WN
G83046XL	SubsumedBy	G23735VZ
G83046XL	SubsumedBy	G29058BJ
G83046XL	Subsumes	G91900YJ
G83048DI	SubsumedBy	G23175FL
G83048DI	Subsumes	G58931VV
G83049TZ	SubsumedBy	G68985JM
G83049TZ	Subsumes	G06646VA
G83049TZ	Subsumes	G22259VY
G83049TZ	Subsumes	G53503EH
G83051OF	SubsumedBy	G25750DI
G83051OF	SubsumedBy	G45731AY
G83051OF	Subsumes	G50625MG
G83059BZ	SubsumedBy	G61415TZ
G83062JW	SubsumedBy	G46928MX
G83062JW	Subsumes	G11960UF
G83074ZL	SubsumedBy	G07286WG
G83078TI	SubsumedBy	G87648PY
G83080UH	SubsumedBy	G45595TI
G83080UH	SubsumedBy	G83029YY
G83080UH	Subsumes	G42705JU
G83082ZQ	SubsumedBy	G56236CP
G83082ZQ	SubsumedBy	G67714LU
G83082ZQ	Subsumes	G43211QV
G83088MZ	SubsumedBy	G15825TO
G83088MZ	SubsumedBy	G10706KM
G83089UA	SubsumedBy	G27320YK
G83089UA	SubsumedBy	G66622AX
G83090ZI	SubsumedBy	G14003KG
G83090ZI	Subsumes	G66045IA
G83092KI	SubsumedBy	G47764XB
G83092KU	SubsumedBy	G13230RR
G83092KU	Subsumes	G16503YF
G83099NF	SubsumedBy	G60184IZ
G83101KA	SubsumedBy	G08262VQ
G83104JJ	SubsumedBy	G31008GE
G83104JJ	SubsumedBy	G90334GI
G83104JJ	Subsumes	G67451GS
G83106XM	SubsumedBy	G20841PR
G83106XM	SubsumedBy	G26441EY
G83106XM	SubsumedBy	G08882LF
G83106XM	Subsumes	G39018CC
G83119OD	SubsumedBy	G05939SX
G83119OD	SubsumedBy	G40654FB
G83119OD	SubsumedBy	G22056HU
G83120BG	SubsumedBy	G70385KM
G83120FP	SubsumedBy	G31039KM
G83120FP	SubsumedBy	G84273ZH
G83120FP	Subsumes	G78249ZM
G83120FP	Subsumes	G98465JN
G83131MU	SubsumedBy	G74714EN
G83133WF	SubsumedBy	G34399PU
G83133WF	Subsumes	G60521JM
G83133WF	Subsumes	G43131ZX
G83134ZR	SubsumedBy	G25844GR
G83134ZR	Subsumes	G66512FS
G83138EG	SubsumedBy	G46969RI
G83138EG	Subsumes	G28456NV
G83138EG	Subsumes	G82893NF
G83140GU	SubsumedBy	G89328HG
G83154XN	SubsumedBy	G44907HQ
G83154XN	Subsumes	G11234TE
G83154XN	Subsumes	G60257UE
G83155JS	SubsumedBy	G26391DZ
G83155JS	Subsumes	G85563LA
G83155KW	SubsumedBy	G90057EW
G83155SV	SubsumedBy	G86288VS
G83155SV	Subsumes	G26246KG
G83155SV	Subsumes	G44298KL
G83155SV	Subsumes	G93986UQ
G83155SV	Subsumes	G70377VS
G83155SV	Subsumes	G64965ZH
G83159ZN	SubsumedBy	G35118MS
G83159ZN	Subsumes	G29895JE
G83161QT	SubsumedBy	G86053IC
G83161QT	SubsumedBy	G04689DA
G83161QT	SubsumedBy	G09775CH
G83161QT	SubsumedBy	G36059IK
G83162QK	SubsumedBy	G35029YA
G83162QK	Subsumes	G89820BU
G83165OA	SubsumedBy	G05005SO
G83167TN	SubsumedBy	G92185NI
G83167TN	SubsumedBy	G17151HI
G83167TN	Subsumes	G79363XM
G83169UB	SubsumedBy	G99029QP
G83169UB	Subsumes	G39072GL
G83173HC	SubsumedBy	G10965GL
G83187XN	SubsumedBy	G40943ZI
G83187XN	SubsumedBy	G70196JU
G83187XN	Subsumes	G60012ZM
G83192EO	SubsumedBy	G59544AR
G83192EO	Subsumes	G84821OV
G83192FQ	SubsumedBy	G13661YX
G83192FQ	SubsumedBy	G28286QK
G83192FQ	Subsumes	G21211KU
G83192FQ	Subsumes	G79989JJ
G83192FQ	Subsumes	G00909PI
G83192FQ	Subsumes	G26121NN
G83192FQ	Subsumes	G33704YC
G83192FQ	Subsumes	G95233RZ
G83193OB	SubsumedBy	G46831QF
G83193OB	SubsumedBy	G33177YW
G83193OB	SubsumedBy	G40745SR
G83193OB	Subsumes	G47508TK
G83199QW	SubsumedBy	G90737TF
G83199QW	SubsumedBy	G26231HL
G83200RP	SubsumedBy	G03576JS
G83200RP	SubsumedBy	G34215DG
G83204BU	SubsumedBy	G15347NT
G83204BU	SubsumedBy	G65238IV
G83204BU	Subsumes	G28579RV
G83204BU	Subsumes	G34582DB
G83205DW	SubsumedBy	G78885JL
G83205DW	SubsumedBy	G93293OO
G83205DW	Subsumes	G45557SY
G83205TN	SubsumedBy	G32596NE
G83205TN	Subsumes	G51911JA
G83206VX	SubsumedBy	G83943AU
G83206VX	SubsumedBy	G16204NU
G83206VX	Subsumes	G11613HW
G83206VX	Subsumes	G12241WD
G83206VX	Subsumes	G25297CU
G83206VX	Subsumes	G48329CR
G83206VX	Subsumes	G70684QL
G83206VX	Subsumes	G80735WD
G83206VX	Subsumes	G83738AG
G83206VX	Subsumes	G84536BM
G83206VX	Subsumes	G94610SC
G83206VX	Subsumes	G95861KV
G83208TE	SubsumedBy	G14689PP
G83208TE	Subsumes	G26892SG
G83208TE	Subsumes	G84680HD
G83209DI	SubsumedBy	G38977DN
G83209DI	Subsumes	G03757EK
G83209GQ	SubsumedBy	G92495JT
G83211YC	SubsumedBy	G10561SC
G83211YC	SubsumedBy	G22939AC
G83213GG	SubsumedBy	G08735ZX
G83213GG	Subsumes	G32551IQ
G83218BR	SubsumedBy	G15932VU
G83218BR	Subsumes	G43548LQ
G83220EJ	SubsumedBy	G05897GU
G83220EJ	SubsumedBy	G01260KW
G83220EJ	Subsumes	G74709RD
G83222IG	SubsumedBy	G99375FM
G83222IG	SubsumedBy	G61461RA
G83222IG	Subsumes	G28330EF
G83222IG	Subsumes	G36810SF
G83222IG	Subsumes	G67474VT
G83223NT	SubsumedBy	G43417UB
G83223NT	Subsumes	G64937FU
G83223NT	Subsumes	G28269NC
G83224HD	SubsumedBy	G30581JZ
G83224HD	Subsumes	G12768AE
G83224HD	Subsumes	G08357TG
G83224HD	Subsumes	G61991QV
G83224HD	Subsumes	G86536RG
G83229XP	SubsumedBy	G05933EN
G83229XP	Subsumes	G00488OU
G83229XP	Subsumes	G69378OY
G83229XP	Subsumes	G88656FC
G83234OM	SubsumedBy	G67591LJ
G83234OM	SubsumedBy	G31089UT
G83234OM	Subsumes	G83417GO
G83234UJ	SubsumedBy	G03671RW
G83234UJ	SubsumedBy	G65622RZ
G83234UJ	Subsumes	G58167JD
G83234UJ	Subsumes	G61071JD
G83236KK	SubsumedBy	G45294SJ
G83236KK	SubsumedBy	G67327ZQ
G83236NT	SubsumedBy	G44794CK
G83236NT	Subsumes	G50782CE
G83238IZ	SubsumedBy	G24113GT
G83238IZ	Subsumes	G36039YA
G83239YN	SubsumedBy	G99055MR
G83239YN	Subsumes	G24804KF
G83241PZ	SubsumedBy	G60955ML
G83241PZ	Subsumes	G29025YS
G83248UL	SubsumedBy	G20810IQ
G83248UL	Subsumes	G17105UZ
G83251DV	SubsumedBy	G75248WN
G83252PW	SubsumedBy	G29783JJ
G83252PW	Subsumes	G98211UF
G83254ME	SubsumedBy	G36977HK
G83257QY	SubsumedBy	G60869NB
G83257QY	Subsumes	G73888CI
G83258AP	SubsumedBy	G17978LE
G83258AP	SubsumedBy	G24191XX
G83258AP	Subsumes	G35599NO
G83267FK	SubsumedBy	G36481QA
G83267FK	Subsumes	G59306VK
G83269DZ	SubsumedBy	G03692ER
G83269DZ	Subsumes	G27743JH
G83269DZ	Subsumes	G89986VM
G83269DZ	Subsumes	G96932XT
G83269PQ	SubsumedBy	G55318GC
G83269PQ	SubsumedBy	G57960MN
G83269PQ	Subsumes	G49935CA
G83273JI	SubsumedBy	G61693RU
G83273JI	Subsumes	G02402FF
G83273JI	Subsumes	G89738LW
G83273WX	SubsumedBy	G11200ZP
G83275YO	SubsumedBy	G98062TX
G83275YO	Subsumes	G58145IC
G83275YO	Subsumes	G79448RG
G83282IU	Subsumes	G47737VJ
G83283YA	SubsumedBy	G13900EN
G83283YA	Subsumes	G02657BS
G83284BH	SubsumedBy	G56987FT
G83295QG	SubsumedBy	G99533KM
G83295QG	SubsumedBy	G47992RQ
G83295QG	Subsumes	G53521RZ
G83295QG	Subsumes	G99342HD
G83308JB	SubsumedBy	G92258RH
G83311LS	SubsumedBy	G38821MI
G83311LS	SubsumedBy	G04045FF
G83311LS	Subsumes	G14742FX
G83311LS	Subsumes	G44396YZ
G83312UD	SubsumedBy	G43582IK
G83312UD	SubsumedBy	G66692CW
G83312UD	Subsumes	G65370RS
G83313BI	SubsumedBy	G55185WK
G83313BI	Subsumes	G10470SE
G83313BI	Subsumes	G42824AQ
G83313BI	Subsumes	G88734GE
G83313BI	Subsumes	G99568AR
G83313BI	Subsumes	G14389GM
G83314WY	SubsumedBy	G64780OA
G83318BI	SubsumedBy	G54203BM
G83318BI	Subsumes	G17075EV
G83323GC	SubsumedBy	G52170FN
G83323GC	Subsumes	G77980YT
G83344UL	SubsumedBy	G26044CJ
G83344UL	Subsumes	G00520NI
G83351GP	SubsumedBy	G60795RI
G83351GP	Subsumes	G15518HO
G83352GY	SubsumedBy	G31026DI
G83352GY	Subsumes	G11509RN
G83354SY	SubsumedBy	G28830ZA
G83354SY	Subsumes	G56336WP
G83354SY	Subsumes	G88012QS
G83355KE	SubsumedBy	G64541LV
G83355KE	Subsumes	G10374FO
G83355KE	Subsumes	G20751GZ
G83357AF	SubsumedBy	G92045DI
G83357TS	SubsumedBy	G55433KX
G83357TS	SubsumedBy	G73471TZ
G83357TS	Subsumes	G73979OI
G83360VI	SubsumedBy	G15104AV
G83360VI	Subsumes	G75016JB
G83362WE	SubsumedBy	G90634OE
G83362WE	Subsumes	G75717AV
G83367MW	SubsumedBy	G07595HH
G83367MW	SubsumedBy	G45462HD
G83367MW	Subsumes	G45271AT
G83367MW	Subsumes	G73564WY
G83377MZ	SubsumedBy	G00545NQ
G83378RR	SubsumedBy	G62718WJ
G83378RR	Subsumes	G82306EN
G83379RQ	SubsumedBy	G49557EJ
G83379RQ	Subsumes	G59255VT
G83382OZ	SubsumedBy	G81089BD
G83382OZ	Subsumes	G96004HC
G83382OZ	Subsumes	G27383GK
G83382OZ	Subsumes	G95761EB
G83382OZ	Subsumes	G35283JZ
G83385WA	SubsumedBy	G64824NL
G83385WA	Subsumes	G08835ES
G83385WA	Subsumes	G53916LT
G83385WA	Subsumes	G30048DT
G83385WA	Subsumes	G22561YO
G83385WA	Subsumes	G92757GR
G83385WA	Subsumes	G99129XB
G83385WA	Subsumes	G97666VC
G83386PJ	SubsumedBy	G81773GO
G83390KL	SubsumedBy	G01998SG
G83390KL	Subsumes	G07024ZV
G83390KL	Subsumes	G35635NQ
G83390KL	Subsumes	G56952JL
G83393GK	SubsumedBy	G41793DV
G83393GK	Subsumes	G97575FW
G83393QM	SubsumedBy	G17568ZS
G83393QM	SubsumedBy	G58897FA
G83393QM	Subsumes	G48275DN
G83393QM	Subsumes	G68189FR
G83399WQ	SubsumedBy	G57712AU
G83399WQ	Subsumes	G88194GI
G83402YY	SubsumedBy	G61705AR
G83402YY	SubsumedBy	G14950CY
G83404RQ	SubsumedBy	G34663XR
G83412BV	SubsumedBy	G65809MG
G83412LT	SubsumedBy	G95438ID
G83415OS	SubsumedBy	G88333KU
G83415OS	Subsumes	G13260WK
G83415OS	Subsumes	G25024JR
G83416YQ	SubsumedBy	G49556OB
G83416YQ	Subsumes	G10965GL
G83416YQ	Subsumes	G83981MV
G83417AE	Subsumes	G37273CS
G83417GO	SubsumedBy	G83234OM
G83421XZ	SubsumedBy	G45452NJ
G83421XZ	Subsumes	G35850II
G83421XZ	Subsumes	G74578MX
G83421XZ	Subsumes	G85947WY
G83421XZ	Subsumes	G98699SF
G83423JP	SubsumedBy	G72121YB
G83423JP	SubsumedBy	G97070GX
G83423JP	SubsumedBy	G56891ZN
G83423JP	Subsumes	G54590FS
G83423NX	SubsumedBy	G88144YI
G83423NX	Subsumes	G12493OW
G83425EJ	SubsumedBy	G30861MI
G83425EJ	SubsumedBy	G48504ND
G83425EJ	SubsumedBy	G74429YM
G83425EJ	SubsumedBy	G75932ZJ
G83425EJ	SubsumedBy	G16504VB
G83425EJ	Subsumes	G64789SR
G83429VA	SubsumedBy	G12313PD
G83429VA	SubsumedBy	G26591JV
G83433HW	SubsumedBy	G34277BH
G83435CV	SubsumedBy	G86918ZV
G83435CV	Subsumes	G56707GO
G83435FE	SubsumedBy	G97645GD
G83435FE	Subsumes	G94473GQ
G83439SR	SubsumedBy	G62291ED
G83439SR	Subsumes	G19243TV
G83442GS	SubsumedBy	G97666VC
G83442GS	Subsumes	G95952ST
G83446JH	SubsumedBy	G16439UH
G83446JH	Subsumes	G19661YQ
G83446JH	Subsumes	G96797OU
G83447AF	SubsumedBy	G11787ET
G83447AF	SubsumedBy	G47718YD
G83447AF	Subsumes	G70405KO
G83448VJ	SubsumedBy	G39365VM
G83448VJ	Subsumes	G89489JX
G83448VJ	Subsumes	G44315JF
G83451BF	SubsumedBy	G11169GF
G83451BF	Subsumes	G08580UN
G83455QZ	SubsumedBy	G16481GK
G83455QZ	SubsumedBy	G50060IE
G83455QZ	SubsumedBy	G66868ST
G83455QZ	SubsumedBy	G72818RC
G83455QZ	Subsumes	G51562OR
G83460ZZ	Subsumes	G22673CT
G83460ZZ	Subsumes	G91301DM
G83460ZZ	Subsumes	G00588HO
G83460ZZ	Subsumes	G43448GF
G83460ZZ	Subsumes	G33970PJ
G83460ZZ	Subsumes	G02162HB
G83460ZZ	Subsumes	G14791BA
G83460ZZ	Subsumes	G12775RU
G83460ZZ	Subsumes	G17536AW
G83460ZZ	Subsumes	G90109YC
G83460ZZ	Subsumes	G98536AW
G83460ZZ	Subsumes	G94278TT
G83461WR	SubsumedBy	G03584KV
G83461WR	SubsumedBy	G04874SZ
G83461WR	SubsumedBy	G57141NR
G83461WR	Subsumes	G25837HW
G83461WR	Subsumes	G44444MB
G83461WR	Subsumes	G85678WN
G83461WR	Subsumes	G88068QT
G83475VH	SubsumedBy	G29871AR
G83475VH	Subsumes	G52599ZE
G83475VH	Subsumes	G24038BC
G83475VH	Subsumes	G30209GK
G83475VH	Subsumes	G79107GH
G83476KH	SubsumedBy	G55838UV
G83476KH	Subsumes	G18519LX
G83476KH	Subsumes	G63020KP
G83476KH	Subsumes	G36231CI
G83480KI	SubsumedBy	G55185WK
G83480KI	Subsumes	G51496DK
G83482GN	SubsumedBy	G13789CZ
G83482GN	Subsumes	G72216GM
G83488LL	SubsumedBy	G01182BO
G83488LL	Subsumes	G32930BG
G83490LO	SubsumedBy	G10386EL
G83490LO	Subsumes	G17029IU
G83491LQ	SubsumedBy	G40992GJ
G83491LQ	SubsumedBy	G62362NF
G83491LQ	Subsumes	G96886RU
G83491LR	SubsumedBy	G00852XI
G83495JN	SubsumedBy	G85389AN
G83495JN	Subsumes	G73487DJ
G83496MT	SubsumedBy	G53631OG
G83498MU	SubsumedBy	G18449CC
G83499UD	SubsumedBy	G15971GJ
G83499UD	SubsumedBy	G58153GJ
G83508KY	SubsumedBy	G12139OQ
G83508KY	SubsumedBy	G84494PZ
G83512RK	SubsumedBy	G94582KQ
G83512RK	Subsumes	G63565UY
G83513YI	SubsumedBy	G63768EQ
G83513YI	SubsumedBy	G72506RN
G83516MJ	SubsumedBy	G41714MU
G83516MJ	Subsumes	G69780ZR
G83519QC	SubsumedBy	G65315WP
G83526US	SubsumedBy	G77613OG
G83526US	Subsumes	G17940GN
G83526US	Subsumes	G54488XE
G83540EL	SubsumedBy	G19529BG
G83540SE	SubsumedBy	G05360PA
G83540SE	SubsumedBy	G69167MP
G83540SE	Subsumes	G40554DX
G83541HL	SubsumedBy	G11613HW
G83541HL	SubsumedBy	G67362UI
G83549WW	SubsumedBy	G46784SU
G83549WW	Subsumes	G88068NL
G83553MC	SubsumedBy	G37260VJ
G83553MC	Subsumes	G30618VC
G83553MC	Subsumes	G64132UH
G83553MC	Subsumes	G93720QH
G83555HU	Subsumes	G23863VK
G83555HU	Subsumes	G90659AW
G83555HU	Subsumes	G84064OW
G83555HU	Subsumes	G65218NW
G83565SN	SubsumedBy	G50250FT
G83565SN	Subsumes	G08731KN
G83567OS	SubsumedBy	G80325WI
G83568RU	SubsumedBy	G11496BG
G83570HI	SubsumedBy	G38906IJ
G83570HI	Subsumes	G06191GU
G83570KL	SubsumedBy	G04277WT
G83570KL	Subsumes	G61782PO
G83573KB	SubsumedBy	G34995KD
G83574AW	SubsumedBy	G53434XO
G83574AW	Subsumes	G65721PE
G83574AW	Subsumes	G41332IA
G83574AW	Subsumes	G02889ZJ
G83574AW	Subsumes	G08673GI
G83574AW	Subsumes	G08932DK
G83574AW	Subsumes	G28095IT
G83574AW	Subsumes	G73856UY
G83574PF	SubsumedBy	G97517NT
G83574PF	Subsumes	G67129FV
G83574PF	Subsumes	G26020AK
G83575AY	SubsumedBy	G43140KY
G83578GY	SubsumedBy	G16333DE
G83580CS	SubsumedBy	G03923CH
G83580CS	Subsumes	G48759RG
G83580CS	Subsumes	G63550TC
G83582BK	SubsumedBy	G63024BG
G83588LS	SubsumedBy	G86968WN
G83588LS	Subsumes	G00423RQ
G83588YY	SubsumedBy	G77997TA
G83592DM	SubsumedBy	G44322FC
G83592DM	Subsumes	G39896WY
G83594ZB	SubsumedBy	G27444TT
G83594ZB	SubsumedBy	G44267UL
G83595ZK	SubsumedBy	G99834WZ
G83595ZK	Subsumes	G76576GA
G83595ZK	Subsumes	G03783BX
G83595ZK	Subsumes	G75339TN
G83595ZK	Subsumes	G97093VH
G83595ZK	Subsumes	G29005BV
G83600PQ	SubsumedBy	G19826RH
G83600PQ	SubsumedBy	G22123FD
G83600PQ	SubsumedBy	G99669MJ
G83600PQ	Subsumes	G37135JQ
G83604AI	SubsumedBy	G04879YF
G83604AI	Subsumes	G26085RC
G83604AI	Subsumes	G42714PB
G83604ZB	SubsumedBy	G43827XX
G83604ZB	Subsumes	G34445HF
G83604ZB	Subsumes	G96107WD
G83604ZB	Subsumes	G93830FP
G83604ZB	Subsumes	G34487MQ
G83604ZB	Subsumes	G29532XX
G83604ZB	Subsumes	G94895HH
G83604ZB	Subsumes	G10526QU
G83604ZB	Subsumes	G12484IK
G83613IB	SubsumedBy	G03577SC
G83613IB	Subsumes	G42173CO
G83613IB	Subsumes	G79028QV
G83616CP	SubsumedBy	G83937KQ
G83616RP	SubsumedBy	G19226CX
G83616RP	Subsumes	G75902JL
G83618DQ	SubsumedBy	G45036XE
G83618DQ	SubsumedBy	G28336EH
G83618DQ	Subsumes	G19221SF
G83618HD	SubsumedBy	G12036BZ
G83618HD	SubsumedBy	G90542XU
G83618HD	Subsumes	G14077SN
G83618HD	Subsumes	G91452ZH
G83619DN	SubsumedBy	G04371QE
G83619DN	Subsumes	G74386YM
G83619DN	Subsumes	G23619OV
G83619QP	SubsumedBy	G48017SR
G83619QP	Subsumes	G50911OK
G83621YS	SubsumedBy	G27838JR
G83621YS	SubsumedBy	G25656CV
G83621YS	Subsumes	G68558BC
G83624CJ	SubsumedBy	G15683CN
G83624CJ	SubsumedBy	G69299FB
G83624CJ	Subsumes	G24440EI
G83624CJ	Subsumes	G71298BD
G83624XS	SubsumedBy	G61415TZ
G83631GO	SubsumedBy	G98445GL
G83631GO	Subsumes	G17305LD
G83631GO	Subsumes	G36936QT
G83632NK	SubsumedBy	G60648TJ
G83632NK	SubsumedBy	G64490RT
G83632NK	Subsumes	G70617CF
G83632OV	SubsumedBy	G06193LD
G83632OV	SubsumedBy	G89878AA
G83632OV	Subsumes	G07301IS
G83632OV	Subsumes	G59872UP
G83632OV	Subsumes	G77653XA
G83632OV	Subsumes	G92567CF
G83633GK	Subsumes	G01998SG
G83633GK	Subsumes	G42734XB
G83633GK	Subsumes	G07380MP
G83633HB	SubsumedBy	G11535IP
G83633HB	SubsumedBy	G91846CD
G83633HB	Subsumes	G00062MO
G83633HB	Subsumes	G44409IO
G83635VI	SubsumedBy	G81247ZO
G83635VI	SubsumedBy	G09087VQ
G83635VI	SubsumedBy	G96852FA
G83638RK	SubsumedBy	G96851HL
G83642FZ	SubsumedBy	G81295UA
G83642FZ	Subsumes	G00674TY
G83642FZ	Subsumes	G60309SQ
G83643ND	SubsumedBy	G48638TB
G83644CC	SubsumedBy	G17996ZO
G83644CC	SubsumedBy	G95760YY
G83644CC	Subsumes	G76136FD
G83645HN	SubsumedBy	G93921SI
G83645HN	Subsumes	G39441NS
G83645LY	SubsumedBy	G71289YC
G83645LY	Subsumes	G66685IX
G83645LY	Subsumes	G85479RL
G83646BJ	SubsumedBy	G46293AU
G83646BJ	Subsumes	G39997WZ
G83646BJ	Subsumes	G66760KM
G83650SN	SubsumedBy	G03574QJ
G83650SN	Subsumes	G86279FD
G83651DO	SubsumedBy	G25556YB
G83653PM	SubsumedBy	G37238KB
G83653PM	Subsumes	G50730KL
G83653PM	Subsumes	G82942ZJ
G83659OC	SubsumedBy	G01513UO
G83659OC	SubsumedBy	G18904JR
G83662TS	SubsumedBy	G95907SX
G83663RK	SubsumedBy	G32796RQ
G83666FZ	SubsumedBy	G31648QK
G83666RE	SubsumedBy	G11376KE
G83666RE	SubsumedBy	G12621KP
G83666RE	Subsumes	G43072YM
G83687QJ	SubsumedBy	G92709ZP
G83689NL	SubsumedBy	G67005RB
G83709GS	SubsumedBy	G43386RH
G83709GS	Subsumes	G30617IL
G83709GS	Subsumes	G56655CC
G83710HS	SubsumedBy	G20548GT
G83710OS	SubsumedBy	G25042MC
G83710ZZ	SubsumedBy	G24003BN
G83710ZZ	Subsumes	G78555BT
G83710ZZ	Subsumes	G52477OC
G83711LU	SubsumedBy	G58344DV
G83712UA	SubsumedBy	G03464YX
G83716SQ	SubsumedBy	G48720HL
G83716SQ	Subsumes	G48117BL
G83717YJ	SubsumedBy	G01659NO
G83717YJ	SubsumedBy	G16233TX
G83719CO	SubsumedBy	G99094YL
G83719UD	SubsumedBy	G48707RS
G83719UD	SubsumedBy	G23252EB
G83719UD	Subsumes	G31894FR
G83720DE	Subsumes	G47256GA
G83720DE	Subsumes	G53469LR
G83720DE	Subsumes	G66153HK
G83720DE	Subsumes	G81275UQ
G83720DE	Subsumes	G56731CY
G83729ZM	SubsumedBy	G65968NT
G83729ZM	SubsumedBy	G69791DF
G83729ZM	Subsumes	G82142DS
G83731GZ	SubsumedBy	G69350OZ
G83731GZ	SubsumedBy	G08939MW
G83731GZ	Subsumes	G32340DX
G83731GZ	Subsumes	G78854MO
G83731GZ	Subsumes	G63977YB
G83735HV	SubsumedBy	G55706KC
G83735HV	SubsumedBy	G56256XB
G83735HV	Subsumes	G41820ZZ
G83737UD	SubsumedBy	G66286WQ
G83737UD	SubsumedBy	G19243JM
G83737UD	SubsumedBy	G61698UE
G83737UD	SubsumedBy	G87921DA
G83737UD	SubsumedBy	G97212ZE
