GlyTouCanAccession	UniCarbKBID
G76718AZ	comp_HexNAc6Hex6dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G76733PY	comp_HexNAc8Hex9dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G76792KM	comp_HexNAc5Hex6dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G76868JS	comp_HexNAc7Hex8dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G77038WW	4241
G77050QU	comp_HexNAc4Hex6dHex2NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G77149EE	1891
G77187IB	comp_HexNAc5Hex4dHex2NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G77198CF	7667
G77228NV	comp_HexNAc6Hex6dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G77252PU	1187
G77252PU	G77252PU
G77277EH	comp_HexNAc7Hex9dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G77305KT	comp_HexNAc4Hex7dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G77330IO	comp_HexNAc1Hex2dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G77338BR	comp_HexNAc5Hex7dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G77380JK	comp_HexNAc6Hex3dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G77442QN	G77442QN
G77513SG	comp_HexNAc2Hex2dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G77561JZ	G77561JZ
G77959MZ	comp_HexNAc5Hex6dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G77964WB	7519
G78005MB	comp_HexNAc3Hex4dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G78019KD	7626
G78030KJ	1193
G78059CC	1603
G78059CC	G78059CC
G78330KT	comp_HexNAc14Hex15dHex6NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G78444UW	comp_HexNAc6Hex4dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G78644BR	7630
G78644BR	7732
G78765EX	comp_HexNAc8Hex8dHex0NeuAc0NeuGc4Pent0S0P0KDN0HexA0
G78811TO	comp_HexNAc6Hex7dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G78812YE	comp_HexNAc8Hex10dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G78890OB	1313
G78910WQ	G78910WQ
G78923UG	comp_HexNAc3Hex8dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G78983WZ	comp_HexNAc1Hex3dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G79265CF	comp_HexNAc3Hex3dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G79410LS	comp_HexNAc2Hex2dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G79485UE	comp_HexNAc2Hex0dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA2
G79565XA	5171
G79635DB	comp_HexNAc7Hex8dHex6NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G79652WX	comp_HexNAc4Hex6dHex0NeuAc1NeuGc1Pent0S0P0KDN0HexA0
G79745PG	7640
G79809MM	1661
G79845LR	comp_HexNAc14Hex15dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G79874FN	comp_HexNAc4Hex7dHex0NeuAc0NeuGc0Pent0S0P2KDN0HexA0
G79939YZ	7501
G79941IJ	G79941IJ
G79941IJ	comp_HexNAc6Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G79961MR	comp_HexNAc5Hex4dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0
G80111QD	651
G80147HT	G80147HT
G80160PH	comp_HexNAc5Hex6dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G80176YK	G80176YK
G80280AS	comp_HexNAc4Hex5dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G80295DJ	G80295DJ
G80319WU	5169
G80338YO	comp_HexNAc8Hex11dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G80351KB	comp_HexNAc5Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80393PG	G80393PG
G80408KP	comp_HexNAc5Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80475RE	G80475RE
G80475RE	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80509UQ	comp_HexNAc2Hex1dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G80510PV	comp_HexNAc3Hex7dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G80537QW	1797
G80578OK	7899
G80586MF	comp_HexNAc6Hex8dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G80678MA	7564
G80723WE	comp_HexNAc6Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80735OA	G80735OA
G80735OA	comp_HexNAc6Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80759CD	7864
G80781UE	comp_HexNAc7Hex10dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G80828DR	comp_HexNAc6Hex8dHex2NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G80858MF	1099
G80885VK	comp_HexNAc6Hex5dHex0NeuAc0NeuGc3Pent0S0P0KDN0HexA0
G80920RR	G80920RR
G80920RR	comp_HexNAc2Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G80962OX	G80962OX
G80966KZ	1064
G80966KZ	G80966KZ
G81107PN	4798
G81124ET	comp_HexNAc7Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G81128KB	comp_HexNAc6Hex7dHex4NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G81216TA	comp_HexNAc0Hex2dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA0
G81247ZO	7867
G81282CC	2981
G81282IN	comp_HexNAc10Hex11dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G81349OI	G81349OI
G81397LO	3421
G81399MY	comp_HexNAc0Hex1dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G81410HG	5134
G81413UE	7834
G81413UE	G81413UE
G81419BP	comp_HexNAc7Hex3dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G81459MV	7703
G81488EC	8088
G81572SC	G81572SC
G81572SC	comp_HexNAc4Hex4dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G81581UV	7569
G81599LG	G81599LG
G81677FM	G81677FM
G81877PA	5669
G81904DM	comp_HexNAc11Hex12dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G81920JR	comp_HexNAc4Hex3dHex1NeuAc0NeuGc0Pent1S0P0KDN0HexA0
G81952MV	G81952MV
G82020ZR	7836
G82138AT	7494
G82252SA	G82252SA
G82348BZ	1477
G82348BZ	7760
G82348BZ	7803
G82348BZ	7954
G82348BZ	G82348BZ
G82348RD	comp_HexNAc7Hex8dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G82364UA	G82364UA
G82364UA	comp_HexNAc2Hex4dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82390KS	comp_HexNAc8Hex9dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G82410AF	2005
G82458HY	comp_HexNAc1Hex1dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82501QM	comp_HexNAc5Hex5dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G82514MH	7716
G82537NK	comp_HexNAc4Hex5dHex3NeuAc1NeuGc1Pent0S0P0KDN0HexA0
G82576YO	7790
G82680EC	7966
G82745AW	comp_HexNAc1Hex12dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G82753OZ	7936
G82759CY	comp_HexNAc8Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G82779CI	7762
G82811EP	1547
G82894XV	5181
G82942ZJ	2989
G82942ZJ	G82942ZJ
G82985VK	comp_HexNAc1Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83006TR	4110
G83009TH	7752
G83014KM	G83014KM
G83014KM	comp_HexNAc5Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83131MV	comp_HexNAc6Hex4dHex1NeuAc1NeuGc0Pent0S1P0KDN0HexA0
G83141DC	comp_HexNAc7Hex7dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G83161QT	1085
G83213GG	7708
G83258AP	7959
G83367XX	comp_HexNAc0Hex1dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G83398CQ	comp_HexNAc5Hex7dHex2NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G83415JW	comp_HexNAc5Hex8dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83460ZZ	comp_HexNAc2Hex10dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83461WR	2921
G83466CO	comp_HexNAc3Hex6dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G83555HU	G83555HU
G83555HU	comp_HexNAc4Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83632OV	5129
G83633GK	G83633GK
G83633GK	comp_HexNAc6Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G83646BJ	G83646BJ
G83646BJ	comp_HexNAc5Hex5dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G83973UR	comp_HexNAc5Hex6dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA0
G84100PH	comp_HexNAc0Hex2dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0
G84104VL	comp_HexNAc3Hex2dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G84155GY	7565
G84155GY	7729
G84164DF	comp_HexNAc3Hex3dHex1NeuAc0NeuGc0Pent1S0P0KDN0HexA0
G84259QT	comp_HexNAc7Hex6dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G84289JA	comp_HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S3P0KDN0HexA1
G84291SQ	comp_HexNAc4Hex5dHex2NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G84318LI	comp_HexNAc4Hex5dHex1NeuAc1NeuGc0Pent0S1P0KDN0HexA0
G84320LV	comp_HexNAc5Hex6dHex2NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G84322TE	comp_HexNAc0Hex5dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G84331QL	7440
G84349RE	G84349RE
G84362VL	7589
G84390MS	2001
G84435MS	comp_HexNAc4Hex0dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G84467IZ	1249
G84467IZ	G84467IZ
G84492TS	comp_HexNAc5Hex5dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G84552CD	7955
G84583JR	G84583JR
G84664JR	comp_HexNAc7Hex9dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G84701HV	comp_HexNAc0Hex2dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G84712KL	comp_HexNAc7Hex3dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G84754BQ	G84754BQ
G84784KF	comp_HexNAc5Hex9dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G84791TM	G84791TM
G84811LS	3455
G84822FH	comp_HexNAc1Hex1dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G84825UQ	comp_HexNAc2Hex1dHex1NeuAc0NeuGc0Pent1S0P0KDN0HexA0
G84852GW	7737
G84854EH	comp_HexNAc0Hex0dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA1
G84871HS	comp_HexNAc0Hex3dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G84977PB	comp_HexNAc1Hex1dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G85041WE	3411
G85122JS	comp_HexNAc6Hex10dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G85143CH	G85143CH
G85144OK	G85144OK
G85144OK	comp_HexNAc5Hex6dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G85196CF	657
G85196QC	3963
G85282JO	G85282JO
G85282JO	comp_HexNAc6Hex6dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G85335EW	comp_HexNAc2Hex4dHex0NeuAc0NeuGc0Pent1S0P0KDN0HexA0
G85373BL	comp_HexNAc3Hex0dHex0NeuAc0NeuGc0Pent0S3P0KDN0HexA2
G85428IQ	comp_HexNAc14Hex15dHex5NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G85435DN	comp_HexNAc6Hex9dHex0NeuAc1NeuGc2Pent0S0P0KDN0HexA0
G85542KD	1149
G85542KD	G85542KD
G85582CB	comp_HexNAc4Hex4dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G85665UM	comp_HexNAc1Hex0dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G85677PP	comp_HexNAc4Hex5dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G85678WN	1925
G85709JZ	5103
G85737WG	7744
G85740DB	G85740DB
G85740DB	comp_HexNAc5Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G85767HW	1497
G85768QF	G85768QF
G85944LA	comp_HexNAc7Hex9dHex0NeuAc2NeuGc2Pent0S0P0KDN0HexA0
G85945LZ	comp_HexNAc1Hex7dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G85987RP	comp_HexNAc5Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G86102AA	1035
G86102AA	G86102AA
G86182NS	G86182NS
G86182NS	comp_HexNAc5Hex4dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G86186US	356
G86200WT	comp_HexNAc5Hex6dHex1NeuAc2NeuGc0Pent0S1P0KDN0HexA0
G86270PX	comp_HexNAc4Hex4dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G86296MH	comp_HexNAc3Hex5dHex1NeuAc0NeuGc0Pent0S2P0KDN0HexA1
G86301XI	comp_HexNAc5Hex6dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G86339HP	comp_HexNAc9Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G86357DX	1663
G86360XP	comp_HexNAc4Hex4dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G86364NQ	comp_HexNAc4Hex5dHex3NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G86442DH	G86442DH
G86458FO	comp_HexNAc4Hex2dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G86555OF	7479
G86579NT	comp_HexNAc4Hex4dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G86632ZU	7545
G86658HZ	comp_HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G86696LV	1751
G86705PH	5665
G86750HK	3553
G86750HK	G86750HK
G86752LQ	G86752LQ
G86752LQ	comp_HexNAc5Hex6dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G86753CK	1747
G86781CT	G86781CT
G86800DW	comp_HexNAc1Hex12dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G86950TV	comp_HexNAc4Hex4dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA0
G86958MT	comp_HexNAc7Hex6dHex2NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G87046BF	comp_HexNAc3Hex0dHex0NeuAc0NeuGc0Pent0S4P0KDN0HexA2
G87051GH	comp_HexNAc4Hex5dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G87056QU	comp_HexNAc6Hex7dHex2NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G87073UP	2977
G87139BK	comp_HexNAc6Hex4dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G87183DD	comp_HexNAc7Hex7dHex5NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G87208AT	comp_HexNAc6Hex8dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G87237AE	comp_HexNAc7Hex9dHex2NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G87384DY	comp_HexNAc2Hex1dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G87416MP	comp_HexNAc9Hex6dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G87418CY	4212
G87433AX	7863
G87433AX	G87433AX
G87491IJ	comp_HexNAc6Hex6dHex0NeuAc2NeuGc1Pent0S0P0KDN0HexA0
G87505EW	7928
G87535DG	7612
G87597CN	7513
G87618BG	7401
G87618BG	G87618BG
G87633UQ	1837
G87672CW	comp_HexNAc6Hex9dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G87709PJ	comp_HexNAc5Hex5dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0
G87733KR	comp_HexNAc6Hex7dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G87831WZ	comp_HexNAc1Hex4dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G87849GZ	comp_HexNAc6Hex4dHex2NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G87875QF	comp_HexNAc4Hex4dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G87889NL	2109
G87919AW	comp_HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA2
G87947EJ	7855
G88027AL	2011
G88068QT	1921
G88198IB	comp_HexNAc5Hex5dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G88372OE	comp_HexNAc0Hex5dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G88374WZ	G88374WZ
G88374WZ	comp_HexNAc4Hex5dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G88417ED	1147
G88417ED	G88417ED
G88431DQ	comp_HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S2P0KDN0HexA1
G88461FF	1145
G88520YF	comp_HexNAc2Hex3dHex0NeuAc0NeuGc0Pent0S0P1KDN0HexA0
G88673AA	3279
G88691YO	comp_HexNAc5Hex4dHex1NeuAc1NeuGc0Pent0S1P0KDN0HexA0
G88696CU	4790
G88713AC	comp_HexNAc3Hex1dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G88725PI	G88725PI
G88725PI	comp_HexNAc5Hex3dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G88764HN	comp_HexNAc0Hex1dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G88775CU	comp_HexNAc3Hex1dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G88948CY	1157
G88951ME	comp_HexNAc6Hex6dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G88989HA	comp_HexNAc6Hex9dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G89009DQ	G89009DQ
G89009DQ	comp_HexNAc7Hex6dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G89111VQ	comp_HexNAc7Hex8dHex0NeuAc0NeuGc5Pent0S0P0KDN0HexA0
G89236MI	comp_HexNAc5Hex8dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G89373FA	comp_HexNAc7Hex3dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G89417VQ	3467
G89430VM	comp_HexNAc6Hex3dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G89541CA	comp_HexNAc5Hex7dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G89547PG	G89547PG
G89646TK	comp_HexNAc5Hex5dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G89738LW	7880
G89827JR	comp_HexNAc8Hex8dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G89864HJ	comp_HexNAc0Hex2dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G89877QI	1615
G89878AA	1845
G89940VR	comp_HexNAc16Hex17dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G89941FZ	G89941FZ
G89993FE	2073
G89993FE	G89993FE
G90039BC	comp_HexNAc11Hex6dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G90085MT	comp_HexNAc1Hex0dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G90245IA	comp_HexNAc7Hex4dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G90287OP	comp_HexNAc6Hex9dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G90306QO	comp_HexNAc0Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G90348RI	1227
G90352XZ	7150
G90409BE	comp_HexNAc5Hex7dHex0NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G90415UF	comp_HexNAc0Hex2dHex0NeuAc0NeuGc0Pent1S1P0KDN0HexA1
G90423UY	comp_HexNAc2Hex0dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G90443NH	7605
G90444EI	comp_HexNAc9Hex8dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G90519UC	comp_HexNAc2Hex4dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G90542MP	1557
G90596ME	G90596ME
G90627TW	comp_HexNAc0Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G90665OT	comp_HexNAc2Hex4dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G90717TP	3343
G90725ZC	4017
G90734RJ	G90734RJ
G90734RJ	comp_HexNAc4Hex3dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G90784AP	2667
G90789YQ	7742
G90851QG	comp_HexNAc5Hex6dHex1NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G90881NN	comp_HexNAc7Hex7dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G90885MZ	comp_HexNAc6Hex6dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G90987JA	5145
G91023GB	1609
G91028VZ	3453
G91130VE	7537
G91140OA	comp_HexNAc9Hex11dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G91158SA	comp_HexNAc8Hex6dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G91213BA	comp_HexNAc2Hex11dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G91337ZP	G91337ZP
G91365ZQ	1107
G91413ZX	1195
G91468SN	comp_HexNAc5Hex6dHex0NeuAc3NeuGc1Pent0S0P0KDN0HexA0
G91471TQ	7599
G91491VF	comp_HexNAc10Hex10dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G91623TN	7806
G91707QI	comp_HexNAc6Hex10dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G91807FJ	G91807FJ
G91875JA	349
G91905FJ	1795
G92050GC	G92050GC
G92050GC	comp_HexNAc2Hex4dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G92113CH	comp_HexNAc6Hex6dHex1NeuAc2NeuGc0Pent0S1P0KDN0HexA0
G92119WG	comp_HexNAc4Hex4dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G92128XQ	comp_HexNAc8Hex9dHex0NeuAc1NeuGc3Pent0S0P0KDN0HexA0
G92129PT	7641
G92129PT	7757
G92140OS	comp_HexNAc2Hex1dHex2NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G92188CK	6425
G92275SC	G92275SC
G92297LI	comp_HexNAc8Hex8dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G92350NX	comp_HexNAc5Hex6dHex0NeuAc0NeuGc4Pent0S0P0KDN0HexA0
G92358TX	comp_HexNAc1Hex2dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA1
G92359CR	comp_HexNAc8Hex6dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G92383TF	G92383TF
G92421PA	comp_HexNAc5Hex4dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA1
G92471WM	comp_HexNAc5Hex6dHex1NeuAc0NeuGc3Pent0S0P0KDN0HexA0
G92527PR	G92527PR
G92534LG	7559
G92570PJ	2991
G92574YO	1749
G92597CK	comp_HexNAc3Hex4dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G92617LF	7488
G92643JL	comp_HexNAc7Hex7dHex1NeuAc2NeuGc1Pent0S0P0KDN0HexA0
G92659MQ	comp_HexNAc7Hex6dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G92681HQ	5167
G92709EO	4788
G92715FX	comp_HexNAc8Hex8dHex0NeuAc3NeuGc2Pent0S0P0KDN0HexA0
G92775BB	comp_HexNAc7Hex6dHex2NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G92821TF	comp_HexNAc4Hex4dHex0NeuAc0NeuGc1Pent0S0P0KDN0HexA0
G92821YI	4340
G92900QY	comp_HexNAc6Hex9dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G92974UU	5185
G93067EQ	comp_HexNAc9Hex5dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G93141AZ	3345
G93218EI	comp_HexNAc0Hex2dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G93284HQ	3057
G93372MC	comp_HexNAc3Hex1dHex0NeuAc1NeuGc0Pent0S1P0KDN0HexA0
G93413PK	comp_HexNAc9Hex7dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G93423WD	comp_HexNAc2Hex10dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G93438EY	G93438EY
G93500PH	2931
G93526NJ	comp_HexNAc6Hex3dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G93579XB	G93579XB
G93579XB	comp_HexNAc2Hex2dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G93856AJ	3957
G93857UP	G93857UP
G93860XO	8093
G93910IH	comp_HexNAc8Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G93993PD	7868
G93993PD	G93993PD
G93999ON	7784
G94024VN	comp_HexNAc0Hex1dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G94047VH	1539
G94070IL	comp_HexNAc7Hex7dHex0NeuAc1NeuGc0Pent0S3P0KDN0HexA0
G94094XU	comp_HexNAc0Hex2dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G94141FZ	3927
G94163JU	7693
G94217FB	516
G94372HU	comp_HexNAc8Hex8dHex3NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G94373HA	7774
G94435QH	159
G94531EZ	1199
G94543DB	7948
G94583DZ	G94583DZ
G94583DZ	comp_HexNAc2Hex1dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G94876HV	5180
G94917XT	G94917XT
G94917XT	comp_HexNAc5Hex6dHex1NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G94972LN	comp_HexNAc7Hex11dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G95020BQ	comp_HexNAc10Hex7dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G95198OA	7947
G95211DQ	comp_HexNAc2Hex2dHex0NeuAc2NeuGc0Pent0S1P0KDN0HexA0
G95304CZ	comp_HexNAc3Hex2dHex2NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G95400DK	comp_HexNAc9Hex5dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G95440AJ	comp_HexNAc2Hex2dHex1NeuAc0NeuGc0Pent1S0P0KDN0HexA0
G95448XU	comp_HexNAc8Hex9dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
