GlyTouCanAccession	PDB
G86851RC	3b9f
G86851RC	3hg2
G86851RC	3j0a
G86851RC	3kcg
G86851RC	3l5h
G86851RC	3mj6
G86851RC	3nxq
G86851RC	3t8x
G86851RC	3tzv
G86851RC	3u0p
G86851RC	4agt
G86851RC	4arn
G86851RC	4f4o
G86851RC	4gdi
G86851RC	4gez
G86851RC	4gzs
G86851RC	4gzt
G86851RC	4hpo
G86851RC	4i78
G86961WX	1t89
G87044VO	1gc1
G87044VO	1onq
G87044VO	1yae
G87044VO	1zhn
G87044VO	2b4c
G87044VO	2b5t
G87044VO	4agt
G87109LD	2bc4
G87171PZ	1cxe
G87171PZ	1cxf
G87171PZ	1cxh
G87171PZ	1cxk
G87171PZ	1eo5
G87171PZ	1eo7
G87171PZ	1itc
G87171PZ	1j0j
G87171PZ	1j18
G87171PZ	1jdc
G87171PZ	1jdd
G87171PZ	1jib
G87171PZ	1l5w
G87171PZ	1mvy
G87171PZ	1mw2
G87171PZ	1nmu
G87171PZ	1qi3
G87171PZ	1qi4
G87171PZ	1qi5
G87171PZ	1qpk
G87171PZ	1t0k
G87171PZ	1uh2
G87171PZ	1uh3
G87171PZ	1zs2
G87171PZ	2cxg
G87171PZ	2d3n
G87171PZ	2fhf
G87171PZ	2j44
G87171PZ	2j72
G87171PZ	2vgq
G87171PZ	2ya1
G87171PZ	3bcd
G87171PZ	3l01
G87171PZ	3l2l
G87171PZ	3o7y
G87171PZ	3rsz
G87171PZ	3rt1
G87171PZ	3u2u
G87171PZ	3vd8
G87171PZ	4exk
G87171PZ	4fe9
G87171PZ	4h1g
G87171PZ	4mbp
G87251UV	1jz8
G87251UV	4duw
G87492XO	1v0f
G87492XO	3hn1
G87655FC	3qum
G87672MP	1nwt
G87841AX	2w63
G88249DW	3n8v
G88249DW	3n8y
G88249DW	3uyv
G88277SL	2dsw
G88357LX	4aha
G88362QR	1bzw
G88362QR	1cr7
G88362QR	1fyu
G88362QR	1ms0
G88362QR	1ojj
G88362QR	1v6i
G88362QR	1v6j
G88362QR	1v6k
G88362QR	1v6l
G88362QR	1w3a
G88362QR	1w8o
G88362QR	1wlw
G88362QR	1zj0
G88362QR	2d6m
G88362QR	2eae
G88362QR	2eak
G88362QR	2h4i
G88362QR	2ihz
G88362QR	2ilv
G88362QR	2pel
G88362QR	2wsv
G88362QR	2y9g
G88362QR	2yvv
G88362QR	2z4t
G88362QR	3ap4
G88362QR	3i8t
G88362QR	3lse
G88362QR	3nbd
G88362QR	3pjq
G88396AL	1c1z
G88449CR	1m2t
G88708XF	4gdi
G89225LT	1h4p
G89225LT	3sgj
G89225LT	4exn
G89225LT	4f8x
G89225LT	4gzt
G89225LT	4hj1
G89290XU	3qel
G89333WS	4dw4
G89864BN	3hn3
G89864BN	4gwn
G89993FE	2vuo
G89993FE	3ay4
G90017UO	1lgc
G90333CG	2asi
G90333CG	2rmp
G90333CG	4fz9
G90700FT	3fus
G90725ZC	1zag
G91237TK	1dbn
G91237TK	1hgg
G91237TK	1qfo
G91237TK	1se3
G91237TK	1sid
G91237TK	1wgc
G91237TK	1ww4
G91237TK	2w68
G91237TK	2wgc
G91237TK	2zg3
G91237TK	3ap7
G91237TK	3nv4
G91237TK	3s6x
G91237TK	3vkm
G91237TK	4en6
G91237TK	4gu4
G91345JE	3ry6
G91368RN	1uh4
G91368RN	2d3n
G91368RN	3ck9
G91368RN	3k8l
G91368RN	3u2v
G91368RN	4giz
G91415NU	3m5j
G91563HD	2dvd
G91563HD	2e53
G91583AW	1iew
G91725EU	3aih
G91813SF	1wbl
G91813SF	2dtw
G91813SF	2e53
G91813SF	2e7q
G91924WY	1of4
G91924WY	1w8u
G91924WY	2zey
G92303LR	1txv
G92303LR	1ty3
G92303LR	1ty5
G92303LR	1ty6
G92303LR	1ty7
G92303LR	2vdo
G92311HB	1ex1
G92311HB	1ieq
G92311HB	1iex
G92311HB	1j8v
G92323OJ	2b65
G92323OJ	2r71
G92323ZH	1s0i
G92323ZH	1z4x
G92323ZH	2xbo
G92323ZH	3htt
G92323ZH	3sit
G92561HL	1slb
G92606DY	1hm3
G92684AL	1nxc
G92784KW	2nzg
G92795ML	3lek
G93613RO	1lmq
G93613RO	1lsz
G93613RO	2dsu
G93613RO	2qf8
G93680CK	1igy
G93941TS	2doj
G94106MV	1blf
G94106MV	1ckl
G94106MV	1k7c
G94106MV	1lr5
G94106MV	1lrh
G94106MV	3k36
G94473FP	4a4a
G94473FP	4a6o
G94559IJ	2cl2
G94559IJ	2w52
G94559IJ	2wlq
G94559IJ	2wne
G94559IJ	4f9u
G94923PG	2oi6
G94923PG	3st8
G94923PG	4fce
G94956AW	2ygm
G95595RA	1m2t
G95595RA	1pum
G95595RA	1u65
G95595RA	1xzw
G95595RA	4gzx
G95813LC	3k24
G95849GT	1u0a
G95894VW	1fgg
G95894VW	3vsz
G95902TY	2wlq
G96245JW	1cqd
G96245JW	1wbl
G96370VA	1dtu
G96370VA	1e40
G96370VA	1eo5
G96370VA	1eo7
G96370VA	1itc
G96370VA	1kck
G96370VA	1mpn
G96370VA	1ua3
G96370VA	1zs2
G96370VA	2d3l
G96370VA	2d3n
G96370VA	2dij
G96370VA	2e9b
G96370VA	2fhc
G96370VA	2fnc
G96370VA	2gh9
G96370VA	2gha
G96370VA	2j44
G96370VA	2j73
G96370VA	2ya1
G96370VA	3cx4
G96370VA	3g7w
G96370VA	3hst
G96370VA	3mbp
G96370VA	3o3u
G96370VA	3ob4
G96370VA	3py7
G96370VA	3rt1
G96370VA	3vgf
G96721TP	2zck
G96721TP	3huj
G96881BQ	1dan
G96881BQ	1dva
G96881BQ	1fak
G96881BQ	1ff7
G96881BQ	1ffm
G96881BQ	1iuc
G96881BQ	1jxn
G96881BQ	1k12
G96881BQ	1kww
G96881BQ	1ofz
G96881BQ	1rdi
G96881BQ	1urk
G96881BQ	1uzv
G96881BQ	1w0y
G96881BQ	1w2k
G96881BQ	1wqv
G96881BQ	1wss
G96881BQ	1wtg
G96881BQ	1wun
G96881BQ	1wv7
G96881BQ	2a2q
G96881BQ	2b8o
G96881BQ	2boi
G96881BQ	2bs6
G96881BQ	2bt9
G96881BQ	2c4f
G96881BQ	2dwa
G96881BQ	2eae
G96881BQ	2jdm
G96881BQ	2jdn
G96881BQ	2jdp
G96881BQ	2jdu
G96881BQ	2pmm
G96881BQ	2puq
G96881BQ	2rr2
G96881BQ	2vuc
G96881BQ	2vud
G96881BQ	2wcu
G96881BQ	2wcv
G96881BQ	2ygq
G96881BQ	2zp0
G96881BQ	2zwl
G96881BQ	2zzu
G96881BQ	3cig
G96881BQ	3cqo
G96881BQ	3d2u
G96881BQ	3ony
G96881BQ	3p5g
G96881BQ	3th2
G96881BQ	3th3
G96881BQ	3th4
G96881BQ	3zw0
G96881BQ	3zwe
G96881BQ	3zzv
G96881BQ	4a5w
G96881BQ	4agt
G96881BQ	4ah4
G96881BQ	4ah5
G96881BQ	4aha
G96881BQ	4d90
G97249VB	3p5i
G97268MW	2bf1
G97268MW	2xmb
G97268MW	2xqf
G97268MW	2xqg
G97268MW	2xqj
G97268MW	3dgv
G97268MW	3fus
G97268MW	4aqd
G97268MW	4axb
G97268MW	4b0p
G97339XQ	1c1z
G97339XQ	1d9k
G97339XQ	1e1z
G97339XQ	1e2s
G97339XQ	1e33
G97339XQ	1e3c
G97339XQ	1ksi
G97339XQ	1l8j
G97339XQ	1ldp
G97339XQ	1lq8
G97339XQ	1n1m
G97339XQ	1tk3
G97339XQ	1tkr
G97339XQ	1u8e
G97339XQ	1xmn
G97339XQ	1ypz
G97339XQ	1yy9
G97339XQ	1z8l
G97339XQ	2bua
G97339XQ	2buc
G97339XQ	3ejj
G97339XQ	3h9v
G97339XQ	3hto
G97339XQ	3htp
G97339XQ	3htq
G97339XQ	3n8w
G97423PY	3bl8
G97906XW	2win
G98006LH	1wd4
G98006LH	2y8j
G98006LH	3akg
G98006LH	3akh
G98006LH	3ug4
G98033RN	2whl
G98033RN	3azs
G98043YN	3i6s
G98043YN	3i74
G98135ER	2agd
G98244EF	4fft
G98375EC	2icf
G98375EC	3l5h
G98431IN	1rd3
G98511QW	3alg
G98736SM	3v8x
G98899DA	3ugh
G99858XP	4b7i
G99907OV	2g5j
G99907OV	3hwy
G99907OV	3iaz
G99976JK	1eo5
G99976JK	1ot1
G99976JK	1ot2
G99976JK	3ck9
G99976JK	3k8l
G99976JK	3o7y
