GlyTouCanAccession	GlyConnectAccession	GlyConnectAccessionType
G57581QG	372	GlyConnectComposition
G57581QG	372	GlyConnectComposition
G57595UE	2697	GlyConnectStructure
G57611UV	1907	GlyConnectStructure
G57671LP	1728	GlyConnectStructure
G57678YQ	208	GlyConnectStructure
G57789QC	3477	GlyConnectStructure
G57807UI	668	GlyConnectStructure
G57818FI	2642	GlyConnectStructure
G57832UA	1838	GlyConnectStructure
G57835AK	1780	GlyConnectStructure
G57863LA	779	GlyConnectStructure
G57888GL	454	GlyConnectComposition
G57888GL	454	GlyConnectComposition
G57930PW	2332	GlyConnectStructure
G57930PW	3617	GlyConnectStructure
G57939IT	622	GlyConnectComposition
G57939IT	622	GlyConnectComposition
G57951WQ	1527	GlyConnectStructure
G57955DP	3009	GlyConnectStructure
G58039UH	1946	GlyConnectStructure
G58056YT	1694	GlyConnectStructure
G58063ME	816	GlyConnectStructure
G58169YV	536	GlyConnectStructure
G58229BR	630	GlyConnectStructure
G58240EV	2110	GlyConnectStructure
G58268WC	1096	GlyConnectStructure
G58272ZE	3131	GlyConnectStructure
G58288KD	2066	GlyConnectStructure
G58338QG	2491	GlyConnectStructure
G58399HX	1650	GlyConnectStructure
G58481XO	1017	GlyConnectStructure
G58489ZK	2051	GlyConnectStructure
G58517VR	1215	GlyConnectStructure
G58547FH	2197	GlyConnectStructure
G58580BP	1141	GlyConnectStructure
G58596DI	58	GlyConnectComposition
G58596DI	58	GlyConnectComposition
G58598BO	50	GlyConnectComposition
G58598BO	50	GlyConnectComposition
G58667NI	1819	GlyConnectStructure
G58697JA	703	GlyConnectStructure
G58804QW	1086	GlyConnectComposition
G58804QW	1086	GlyConnectComposition
G58949BL	150	GlyConnectStructure
G58972ZH	811	GlyConnectStructure
G58992HL	1221	GlyConnectStructure
G59068XW	2859	GlyConnectStructure
G59125FH	559	GlyConnectStructure
G59126YU	3577	GlyConnectStructure
G59155GF	375	GlyConnectStructure
G59229NY	325	GlyConnectStructure
G59277TZ	2919	GlyConnectStructure
G59318TC	3213	GlyConnectStructure
G59331KK	1352	GlyConnectStructure
G59332RZ	1294	GlyConnectStructure
G59358BQ	547	GlyConnectStructure
G59361OW	2115	GlyConnectStructure
G59389CJ	617	GlyConnectStructure
G59419LJ	2948	GlyConnectStructure
G59456VR	10740	GlyConnectStructure
G59471TH	2818	GlyConnectStructure
G59536GA	122	GlyConnectComposition
G59536GA	122	GlyConnectComposition
G59575FI	1090	GlyConnectStructure
G59590OJ	1708	GlyConnectStructure
G59655SA	1062	GlyConnectStructure
G59658KK	276	GlyConnectStructure
G59742GY	603	GlyConnectStructure
G59746EH	3241	GlyConnectStructure
G59746QC	230	GlyConnectStructure
G59784AY	3309	GlyConnectStructure
G59813BD	1076	GlyConnectStructure
G59821FL	365	GlyConnectStructure
G59824VV	2811	GlyConnectStructure
G59870QB	68	GlyConnectStructure
G59872UP	2759	GlyConnectStructure
G59922XB	2080	GlyConnectStructure
G59942FB	3254	GlyConnectStructure
G59951KW	2690	GlyConnectStructure
G59970QL	1189	GlyConnectStructure
G59986YN	705	GlyConnectComposition
G59986YN	705	GlyConnectComposition
G60067UC	696	GlyConnectStructure
G60103QI	3308	GlyConnectStructure
G60145BJ	574	GlyConnectComposition
G60177UT	693	GlyConnectComposition
G60177UT	693	GlyConnectComposition
G60215UL	2258	GlyConnectStructure
G60227QI	2210	GlyConnectStructure
G60230HH	2472	GlyConnectStructure
G60232GL	158	GlyConnectComposition
G60232GL	158	GlyConnectComposition
G60288TK	1211	GlyConnectStructure
G60415BS	3672	GlyConnectStructure
G60430KO	2619	GlyConnectStructure
G60437DK	114	GlyConnectStructure
G60437DK	3080	GlyConnectStructure
G60439QY	2298	GlyConnectStructure
G60452UF	2447	GlyConnectStructure
G60461BM	808	GlyConnectStructure
G60464IB	2338	GlyConnectStructure
G60542VK	1320	GlyConnectStructure
G60543KZ	220	GlyConnectComposition
G60543KZ	220	GlyConnectComposition
G60605ZN	10727	GlyConnectStructure
G60660BN	1380	GlyConnectStructure
G60676HA	493	GlyConnectStructure
G60687DB	1001	GlyConnectStructure
G60723SV	857	GlyConnectComposition
G60723SV	857	GlyConnectComposition
G60723UL	607	GlyConnectComposition
G60723UL	607	GlyConnectComposition
G60731YR	2427	GlyConnectStructure
G60734PM	1507	GlyConnectStructure
G60740VC	3212	GlyConnectStructure
G60803QX	1011	GlyConnectStructure
G60853DO	815	GlyConnectStructure
G60883HN	203	GlyConnectStructure
G60883HN	2446	GlyConnectStructure
G60890ZT	3423	GlyConnectStructure
G60926LS	1186	GlyConnectStructure
G60963AS	3167	GlyConnectStructure
G60984DZ	1092	GlyConnectStructure
G60994YR	2898	GlyConnectStructure
G61001HU	884	GlyConnectStructure
G61011OB	1055	GlyConnectComposition
G61011OB	1055	GlyConnectComposition
G61053JL	634	GlyConnectComposition
G61053JL	634	GlyConnectComposition
G61088TM	2897	GlyConnectStructure
G61138BO	856	GlyConnectComposition
G61138BO	856	GlyConnectComposition
G61151LQ	3069	GlyConnectStructure
G61207RZ	2155	GlyConnectStructure
G61244WO	3186	GlyConnectStructure
G61302NC	3469	GlyConnectStructure
G61311ZY	1467	GlyConnectStructure
G61311ZY	6268	GlyConnectStructure
G61330YQ	2130	GlyConnectStructure
G61330YQ	3393	GlyConnectStructure
G61334IA	3077	GlyConnectStructure
G61465OY	341	GlyConnectStructure
G61467QZ	868	GlyConnectStructure
G61491DK	141	GlyConnectStructure
G61582HZ	743	GlyConnectStructure
G61602PD	2160	GlyConnectStructure
G61627IG	3446	GlyConnectStructure
G61684ET	686	GlyConnectStructure
G61707PW	822	GlyConnectStructure
G61730RY	3510	GlyConnectStructure
G61751GZ	629	GlyConnectStructure
G61792ET	1072	GlyConnectStructure
G61806WR	314	GlyConnectComposition
G61806WR	314	GlyConnectComposition
G61846BY	3329	GlyConnectStructure
G61848LC	2076	GlyConnectStructure
G61884GF	1515	GlyConnectStructure
G61886WA	3209	GlyConnectStructure
G61887VA	1829	GlyConnectStructure
G61889LW	2875	GlyConnectStructure
G61894MD	1355	GlyConnectStructure
G61962FK	858	GlyConnectComposition
G61962FK	858	GlyConnectComposition
G62001NV	3331	GlyConnectStructure
G62015ZM	1128	GlyConnectStructure
G62067NB	962	GlyConnectComposition
G62067NB	962	GlyConnectComposition
G62081IR	1625	GlyConnectStructure
G62107VQ	812	GlyConnectStructure
G62120FH	960	GlyConnectStructure
G62130AA	2269	GlyConnectStructure
G62146JX	3028	GlyConnectStructure
G62165AG	720	GlyConnectStructure
G62168IR	418	GlyConnectComposition
G62168IR	418	GlyConnectComposition
G62274IX	3128	GlyConnectStructure
G62349ZP	772	GlyConnectStructure
G62369YQ	1665	GlyConnectStructure
G62389NM	3568	GlyConnectStructure
G62402DP	633	GlyConnectComposition
G62402DP	633	GlyConnectComposition
G62407IF	725	GlyConnectStructure
G62433MP	1912	GlyConnectStructure
G62461SM	288	GlyConnectComposition
G62461SM	288	GlyConnectComposition
G62488UG	249	GlyConnectStructure
G62531KN	782	GlyConnectStructure
G62619LG	2207	GlyConnectStructure
G62690FM	3514	GlyConnectStructure
G62765SF	2006	GlyConnectStructure
G62768NK	376	GlyConnectStructure
G62785VB	1738	GlyConnectStructure
G62831KM	3201	GlyConnectStructure
G62881NU	1766	GlyConnectStructure
G62894KT	985	GlyConnectComposition
G62894KT	985	GlyConnectComposition
G62946XF	189	GlyConnectStructure
G62958XQ	2995	GlyConnectStructure
G62989HM	210	GlyConnectStructure
G63065KG	2031	GlyConnectStructure
G63110FE	3059	GlyConnectStructure
G63142AA	3624	GlyConnectStructure
G63149CW	2593	GlyConnectStructure
G63166WT	2706	GlyConnectStructure
G63197YJ	847	GlyConnectStructure
G63303ZY	3078	GlyConnectStructure
G63329SO	390	GlyConnectStructure
G63334FZ	346	GlyConnectStructure
G63337SS	1334	GlyConnectStructure
G63342TJ	3027	GlyConnectStructure
G63366CP	1781	GlyConnectStructure
G63381RX	509	GlyConnectComposition
G63381RX	509	GlyConnectComposition
G63382KW	591	GlyConnectStructure
G63404EE	498	GlyConnectStructure
G63443GA	1160	GlyConnectStructure
G63459ER	1832	GlyConnectStructure
G63571FM	958	GlyConnectStructure
G63628AV	660	GlyConnectComposition
G63651JH	935	GlyConnectComposition
G63651JH	935	GlyConnectComposition
G63660JP	6265	GlyConnectStructure
G63660JP	789	GlyConnectStructure
G63760GT	366	GlyConnectComposition
G63760GT	366	GlyConnectComposition
G63776KU	1093	GlyConnectComposition
G63776KU	1093	GlyConnectComposition
G63794QO	4468	GlyConnectStructure
G63794QO	695	GlyConnectStructure
G63858YS	3344	GlyConnectStructure
G63889NK	1669	GlyConnectStructure
G63889NK	658	GlyConnectStructure
G63898DA	2379	GlyConnectStructure
G63923YN	737	GlyConnectStructure
G63976LA	2234	GlyConnectStructure
G64029DP	904	GlyConnectStructure
G64061QG	2045	GlyConnectStructure
G64076LG	3680	GlyConnectStructure
G64077VW	2757	GlyConnectStructure
G64102JR	421	GlyConnectStructure
G64130AC	1092	GlyConnectComposition
G64130AC	1092	GlyConnectComposition
G64132UH	3111	GlyConnectStructure
G64160PL	361	GlyConnectComposition
G64160PL	361	GlyConnectComposition
G64162JC	141	GlyConnectComposition
G64206XB	131	GlyConnectStructure
G64227LK	1052	GlyConnectComposition
G64227LK	1052	GlyConnectComposition
G64271PC	1083	GlyConnectStructure
G64275UO	1033	GlyConnectComposition
G64275UO	1033	GlyConnectComposition
G64276SW	207	GlyConnectStructure
G64305XQ	1301	GlyConnectStructure
G64327YL	450	GlyConnectComposition
G64327YL	450	GlyConnectComposition
G64394MX	273	GlyConnectComposition
G64394MX	273	GlyConnectComposition
G64458EC	2017	GlyConnectStructure
G64468GG	704	GlyConnectStructure
G64468KS	3156	GlyConnectStructure
G64481DJ	3360	GlyConnectStructure
G64527IJ	3108	GlyConnectStructure
G64527OM	691	GlyConnectComposition
G64527OM	691	GlyConnectComposition
G64581RP	3168	GlyConnectStructure
G64581RP	8848	GlyConnectStructure
G64633BH	554	GlyConnectStructure
G64669AQ	550	GlyConnectStructure
G64706DG	1485	GlyConnectStructure
G64712UU	3653	GlyConnectStructure
G64851ON	1547	GlyConnectStructure
G64854QG	926	GlyConnectStructure
G64931FF	1528	GlyConnectStructure
G64973KT	3251	GlyConnectStructure
G64981YW	2255	GlyConnectStructure
G64996BH	1150	GlyConnectStructure
G65019XG	523	GlyConnectComposition
G65019XG	523	GlyConnectComposition
G65020KU	1961	GlyConnectStructure
G65059GX	975	GlyConnectComposition
G65059GX	975	GlyConnectComposition
G65092SV	600	GlyConnectComposition
G65092SV	600	GlyConnectComposition
G65124UZ	2443	GlyConnectStructure
G65169LC	2616	GlyConnectStructure
G65186XA	923	GlyConnectStructure
G65219TP	350	GlyConnectStructure
G65234FH	896	GlyConnectStructure
G65249DN	408	GlyConnectStructure
G65343UJ	296	GlyConnectStructure
G65365ZJ	425	GlyConnectStructure
G65370RS	1889	GlyConnectStructure
G65431PQ	3584	GlyConnectStructure
G65449BO	991	GlyConnectStructure
G65466VT	980	GlyConnectStructure
G65540UB	579	GlyConnectComposition
G65540UB	579	GlyConnectComposition
G65562ZE	7	GlyConnectStructure
G65562ZE	978	GlyConnectStructure
G65575TV	3431	GlyConnectStructure
G65597BI	1508	GlyConnectStructure
G65597BI	7075	GlyConnectStructure
G65603XA	2439	GlyConnectStructure
G65635AB	3486	GlyConnectStructure
G65684NB	1512	GlyConnectStructure
G65766QU	298	GlyConnectComposition
G65766QU	298	GlyConnectComposition
G65774LN	3644	GlyConnectStructure
G65832JS	1302	GlyConnectStructure
G65832SQ	504	GlyConnectStructure
G65835SY	1529	GlyConnectStructure
G65835SY	4922	GlyConnectStructure
G65860IT	1559	GlyConnectStructure
G65867II	825	GlyConnectStructure
G65890UA	3068	GlyConnectStructure
G65962DP	3317	GlyConnectStructure
G66008HG	3376	GlyConnectStructure
G66032DV	13	GlyConnectStructure
G66088HZ	40	GlyConnectComposition
G66088HZ	40	GlyConnectComposition
G66116BW	2488	GlyConnectStructure
G66129DI	2378	GlyConnectStructure
G66163OV	94	GlyConnectComposition
G66163OV	94	GlyConnectComposition
G66166BF	3088	GlyConnectStructure
G66239FP	810	GlyConnectComposition
G66239FP	810	GlyConnectComposition
G66265KN	2597	GlyConnectStructure
G66282NU	244	GlyConnectStructure
G66418NO	732	GlyConnectStructure
G66419SM	1038	GlyConnectStructure
G66422NV	537	GlyConnectStructure
G66504LK	903	GlyConnectStructure
G66538GV	652	GlyConnectComposition
G66538GV	652	GlyConnectComposition
G66552NS	1501	GlyConnectStructure
G66621EA	421	GlyConnectComposition
G66621EA	421	GlyConnectComposition
G66665YI	2956	GlyConnectStructure
G66676MI	10715	GlyConnectStructure
G66685IX	1414	GlyConnectStructure
G66728LX	955	GlyConnectStructure
G66760KM	720	GlyConnectComposition
G66766XF	570	GlyConnectComposition
G66766XF	570	GlyConnectComposition
G66874OD	2067	GlyConnectStructure
G66937TJ	3610	GlyConnectStructure
G66951WQ	428	GlyConnectComposition
G66951WQ	428	GlyConnectComposition
G66977DX	3518	GlyConnectStructure
G66991YE	1165	GlyConnectStructure
G66998XX	2315	GlyConnectStructure
G67026KG	1293	GlyConnectStructure
G67030CA	1607	GlyConnectStructure
G67062YO	378	GlyConnectStructure
G67093QB	79	GlyConnectComposition
G67093QB	79	GlyConnectComposition
G67173FM	2921	GlyConnectStructure
G67185CY	2028	GlyConnectStructure
G67200RM	685	GlyConnectStructure
G67220DU	2609	GlyConnectStructure
G67303LF	965	GlyConnectComposition
G67303LF	965	GlyConnectComposition
G67306YE	2858	GlyConnectStructure
G67306YE	5175	GlyConnectStructure
G67381VP	1324	GlyConnectStructure
G67393WG	3366	GlyConnectStructure
G67499DD	2040	GlyConnectStructure
G67506FN	363	GlyConnectComposition
G67506FN	363	GlyConnectComposition
G67561OD	1956	GlyConnectStructure
G67596QA	236	GlyConnectComposition
G67596QA	236	GlyConnectComposition
G67610NV	1259	GlyConnectStructure
G67660KD	745	GlyConnectStructure
G67772KL	130	GlyConnectStructure
G67808LV	14	GlyConnectStructure
G67829KL	2073	GlyConnectStructure
G67895PX	284	GlyConnectStructure
G67900CJ	1049	GlyConnectComposition
G67900CJ	1049	GlyConnectComposition
G67942CH	769	GlyConnectStructure
G67943IR	385	GlyConnectStructure
G67971GL	1124	GlyConnectStructure
G67992SW	522	GlyConnectStructure
G68008QO	2955	GlyConnectStructure
G68011BL	2505	GlyConnectStructure
G68053UD	906	GlyConnectStructure
G68080UR	2881	GlyConnectStructure
G68164MW	1536	GlyConnectStructure
G68200GL	2809	GlyConnectStructure
G68283NG	1803	GlyConnectStructure
G68348RJ	1874	GlyConnectStructure
G68391RZ	367	GlyConnectStructure
G68442BQ	1159	GlyConnectStructure
G68544GH	3316	GlyConnectStructure
G68560MK	532	GlyConnectStructure
G68615TX	2168	GlyConnectStructure
G68668TB	3373	GlyConnectStructure
G68668TB	3516	GlyConnectStructure
G68686HN	450	GlyConnectStructure
G68712AK	3536	GlyConnectStructure
G68758PE	2847	GlyConnectStructure
G68795JE	2867	GlyConnectStructure
G68795JE	3317	GlyConnectStructure
G68796US	289	GlyConnectComposition
G68796US	289	GlyConnectComposition
G68814GS	2170	GlyConnectStructure
G68826FE	1460	GlyConnectStructure
G68833MP	1047	GlyConnectComposition
G68833MP	1047	GlyConnectComposition
G68856EP	2223	GlyConnectStructure
G68866GS	44	GlyConnectStructure
G68873DS	191	GlyConnectComposition
G68873DS	191	GlyConnectComposition
G68892PJ	2201	GlyConnectStructure
G68908VL	1931	GlyConnectStructure
G68912OX	2233	GlyConnectStructure
G68937TM	2167	GlyConnectStructure
G68957QP	557	GlyConnectStructure
G69003EQ	2570	GlyConnectStructure
G69073PY	659	GlyConnectComposition
G69073PY	659	GlyConnectComposition
G69108CV	997	GlyConnectComposition
G69108CV	997	GlyConnectComposition
G69118GP	3289	GlyConnectStructure
G69118IP	2191	GlyConnectStructure
G69149KK	717	GlyConnectStructure
G69170UT	1172	GlyConnectStructure
G69213EN	3563	GlyConnectStructure
G69213EN	4591	GlyConnectStructure
G69233PF	733	GlyConnectStructure
G69237TO	1057	GlyConnectComposition
G69237TO	1057	GlyConnectComposition
G69327YC	3616	GlyConnectStructure
G69411IG	3030	GlyConnectStructure
G69500TM	3493	GlyConnectStructure
G69560OI	49	GlyConnectComposition
G69560OI	49	GlyConnectComposition
G69591OQ	3634	GlyConnectStructure
G69723CB	218	GlyConnectStructure
G69734OB	1454	GlyConnectStructure
G69774ND	1863	GlyConnectStructure
G69791DF	132	GlyConnectComposition
G69791DF	132	GlyConnectComposition
G69834CE	271	GlyConnectComposition
G69834CE	271	GlyConnectComposition
G69837XX	1579	GlyConnectStructure
G69876CC	3415	GlyConnectStructure
G69893KP	1517	GlyConnectStructure
G69982RY	3618	GlyConnectStructure
G70101JE	649	GlyConnectComposition
G70101JE	649	GlyConnectComposition
G70110VK	180	GlyConnectComposition
G70110VK	180	GlyConnectComposition
G70115XG	666	GlyConnectStructure
G70125XL	1487	GlyConnectStructure
G70158KQ	874	GlyConnectStructure
G70160EA	3542	GlyConnectStructure
G70263JI	3053	GlyConnectStructure
G70277OJ	407	GlyConnectStructure
G70323CJ	3570	GlyConnectStructure
G70323CJ	8850	GlyConnectStructure
G70375MX	209	GlyConnectComposition
G70375MX	209	GlyConnectComposition
G70418MS	37	GlyConnectComposition
G70418MS	37	GlyConnectComposition
G70422GF	275	GlyConnectComposition
G70422GF	275	GlyConnectComposition
G70511VE	1595	GlyConnectStructure
G70528XB	3527	GlyConnectStructure
G70568SB	2246	GlyConnectStructure
G70593HA	2676	GlyConnectStructure
G70649KP	927	GlyConnectStructure
G70670FB	3121	GlyConnectStructure
G70684QL	1271	GlyConnectStructure
G70693FX	2531	GlyConnectStructure
G70708LW	3433	GlyConnectStructure
G70757BE	2854	GlyConnectStructure
G70757IC	6857	GlyConnectStructure
G70757IC	742	GlyConnectStructure
G70783BY	272	GlyConnectStructure
G70822IO	639	GlyConnectComposition
G70822IO	639	GlyConnectComposition
G70830AN	2162	GlyConnectStructure
G70838JA	1581	GlyConnectStructure
G70868QU	801	GlyConnectStructure
G70894RY	196	GlyConnectComposition
G70894RY	196	GlyConnectComposition
G70898AL	1407	GlyConnectStructure
G70903NP	3406	GlyConnectStructure
G70945OS	1335	GlyConnectStructure
G70961NC	1090	GlyConnectComposition
G70961NC	1090	GlyConnectComposition
G70980PN	1386	GlyConnectStructure
G70991JO	2241	GlyConnectStructure
G71013KY	3676	GlyConnectStructure
G71017QR	1679	GlyConnectStructure
G71051TA	1004	GlyConnectComposition
G71051TA	1004	GlyConnectComposition
G71066WE	184	GlyConnectStructure
G71077LD	1154	GlyConnectStructure
G71085CJ	3330	GlyConnectStructure
G71146MY	1391	GlyConnectStructure
G71165VR	35	GlyConnectStructure
G71200GP	3187	GlyConnectStructure
G71237SD	3122	GlyConnectStructure
G71269BI	1538	GlyConnectStructure
G71306LD	1199	GlyConnectStructure
G71367OV	714	GlyConnectStructure
G71378VQ	2388	GlyConnectStructure
G71388ZW	3637	GlyConnectStructure
G71470CO	2666	GlyConnectStructure
G71534SX	2057	GlyConnectStructure
G71534SX	403	GlyConnectStructure
G71537VS	1403	GlyConnectStructure
G71549MK	153	GlyConnectStructure
G71549TN	940	GlyConnectStructure
G71560PC	323	GlyConnectComposition
G71560PC	323	GlyConnectComposition
G71569SN	265	GlyConnectComposition
G71569SN	265	GlyConnectComposition
G71575PR	8	GlyConnectStructure
G71690HK	1968	GlyConnectStructure
G71797UT	3003	GlyConnectStructure
G71814NS	1561	GlyConnectStructure
G71835BN	3107	GlyConnectStructure
G71838YU	541	GlyConnectComposition
G71850TH	3411	GlyConnectStructure
G71906BW	2024	GlyConnectStructure
G71951OZ	2571	GlyConnectStructure
G71958ED	2860	GlyConnectStructure
G71964JP	2396	GlyConnectStructure
G71990XF	2755	GlyConnectStructure
G72037LH	1868	GlyConnectStructure
G72049UT	65	GlyConnectStructure
G72057XQ	2490	GlyConnectStructure
G72067BD	1691	GlyConnectStructure
G72082VM	1815	GlyConnectStructure
G72221XM	2983	GlyConnectStructure
G72260GO	1239	GlyConnectStructure
G72282QM	526	GlyConnectStructure
G72291OX	32	GlyConnectComposition
G72291OX	32	GlyConnectComposition
G72309KR	775	GlyConnectStructure
G72336LC	2461	GlyConnectStructure
G72338UH	2788	GlyConnectStructure
G72398FA	446	GlyConnectComposition
G72398FA	446	GlyConnectComposition
G72506RN	1871	GlyConnectStructure
G72506RN	189	GlyConnectStructure
G72548AI	1575	GlyConnectStructure
G72580QS	2049	GlyConnectStructure
G72667IM	489	GlyConnectComposition
G72667IM	489	GlyConnectComposition
G72698LT	1616	GlyConnectStructure
G72701VD	2068	GlyConnectStructure
G72718TT	1268	GlyConnectStructure
G72735IY	558	GlyConnectComposition
G72735IY	558	GlyConnectComposition
G72755ZH	208	GlyConnectComposition
G72755ZH	208	GlyConnectComposition
G72769FF	2650	GlyConnectStructure
G72790QJ	1162	GlyConnectStructure
G72797UR	583	GlyConnectComposition
G72797UR	583	GlyConnectComposition
G72886NH	371	GlyConnectComposition
G72886NH	371	GlyConnectComposition
G72907TK	689	GlyConnectStructure
G72923FK	1469	GlyConnectStructure
G72942AT	1997	GlyConnectStructure
G72956NR	99	GlyConnectStructure
G72974NP	2474	GlyConnectStructure
G72978AW	945	GlyConnectComposition
G72978AW	945	GlyConnectComposition
G73006TR	2764	GlyConnectStructure
G73028DK	472	GlyConnectComposition
G73028DK	472	GlyConnectComposition
G73029YR	3178	GlyConnectStructure
G73073LQ	3180	GlyConnectStructure
G73128RS	2942	GlyConnectStructure
G73139AM	2660	GlyConnectStructure
G73139AM	3241	GlyConnectStructure
G73319KU	3418	GlyConnectStructure
G73361JJ	216	GlyConnectComposition
G73361JJ	216	GlyConnectComposition
G73372SB	684	GlyConnectComposition
G73372SB	684	GlyConnectComposition
G73394KQ	1393	GlyConnectStructure
G73410LR	2637	GlyConnectStructure
G73418FX	3601	GlyConnectStructure
G73423PD	3020	GlyConnectStructure
G73455AR	3217	GlyConnectStructure
G73519FS	3504	GlyConnectStructure
G73578JC	2911	GlyConnectStructure
G73628VX	2733	GlyConnectStructure
G73716BT	3355	GlyConnectStructure
G73717AG	489	GlyConnectStructure
G73759SD	42	GlyConnectStructure
G73977KO	3130	GlyConnectStructure
G74038AG	159	GlyConnectStructure
G74107UT	1836	GlyConnectStructure
G74107UT	3109	GlyConnectStructure
G74121YX	3017	GlyConnectStructure
G74130BZ	3378	GlyConnectStructure
G74179EL	2979	GlyConnectStructure
G74239ZQ	1291	GlyConnectStructure
G74264KM	996	GlyConnectStructure
G74286KY	1678	GlyConnectStructure
G74378SU	1388	GlyConnectStructure
G74394BJ	2124	GlyConnectStructure
G74430RZ	213	GlyConnectComposition
G74430RZ	213	GlyConnectComposition
G74473MP	3026	GlyConnectStructure
G74497TS	1450	GlyConnectStructure
G74518AV	688	GlyConnectStructure
G74571ZF	2063	GlyConnectStructure
G74571ZF	2180	GlyConnectStructure
G74587YW	1153	GlyConnectStructure
G74587YW	2652	GlyConnectStructure
G74594TP	3066	GlyConnectStructure
G74621DY	2105	GlyConnectStructure
G74645FT	2278	GlyConnectStructure
G74656JE	3283	GlyConnectStructure
G74675FC	2751	GlyConnectStructure
G74699ZT	3124	GlyConnectStructure
G74722FL	683	GlyConnectComposition
G74724QE	740	GlyConnectComposition
G74728JK	1083	GlyConnectComposition
G74728JK	1083	GlyConnectComposition
G74735AT	2594	GlyConnectStructure
G74741QU	553	GlyConnectComposition
G74741QU	553	GlyConnectComposition
G74772YG	572	GlyConnectStructure
G74807KC	2823	GlyConnectStructure
G74815GQ	1875	GlyConnectStructure
G74827ZJ	3261	GlyConnectStructure
G74859XI	876	GlyConnectStructure
G74900AO	98	GlyConnectStructure
G74910CR	263	GlyConnectStructure
G74916CC	2626	GlyConnectStructure
G74928QN	2249	GlyConnectStructure
G74933IS	1998	GlyConnectStructure
G75030WH	2906	GlyConnectStructure
G75032PM	1617	GlyConnectStructure
G75051CY	2014	GlyConnectStructure
G75097MF	1733	GlyConnectStructure
G75097UM	183	GlyConnectStructure
G75120WS	185	GlyConnectStructure
G75132WH	114	GlyConnectComposition
G75132WH	114	GlyConnectComposition
G75154UG	309	GlyConnectComposition
G75154UG	309	GlyConnectComposition
G75155SG	651	GlyConnectComposition
G75235YS	3361	GlyConnectStructure
G75256KV	1031	GlyConnectComposition
G75256KV	1031	GlyConnectComposition
G75269BP	3334	GlyConnectStructure
G75280ZD	1541	GlyConnectStructure
G75303RX	2583	GlyConnectStructure
G75308SV	1107	GlyConnectStructure
G75314QO	922	GlyConnectStructure
G75325GX	636	GlyConnectComposition
G75325GX	636	GlyConnectComposition
G75445NA	156	GlyConnectStructure
G75472JW	2596	GlyConnectStructure
G75472OU	3543	GlyConnectStructure
G75520NV	1238	GlyConnectStructure
G75528JJ	3363	GlyConnectStructure
G75564FK	333	GlyConnectStructure
G75594YZ	483	GlyConnectStructure
G75607BQ	621	GlyConnectComposition
G75607BQ	621	GlyConnectComposition
G75632DB	73	GlyConnectStructure
G75648IS	1671	GlyConnectStructure
G75664LA	2904	GlyConnectStructure
G75698JE	551	GlyConnectStructure
G75710HI	2435	GlyConnectStructure
G75717AV	2564	GlyConnectStructure
G75727PF	2902	GlyConnectStructure
G75749JP	662	GlyConnectStructure
G75750DH	3161	GlyConnectStructure
G75847DX	1161	GlyConnectStructure
G75850OP	1357	GlyConnectStructure
G75853FN	2084	GlyConnectStructure
G75896PD	987	GlyConnectStructure
G75903TQ	2554	GlyConnectStructure
G75927AR	3132	GlyConnectStructure
G75983OB	186	GlyConnectComposition
G75983OB	186	GlyConnectComposition
G76012OT	3321	GlyConnectStructure
G76014WR	2349	GlyConnectStructure
G76055XW	2116	GlyConnectStructure
G76079RC	232	GlyConnectStructure
G76087MP	651	GlyConnectStructure
G76104SB	2816	GlyConnectStructure
G76136FD	1470	GlyConnectStructure
G76163CP	3	GlyConnectComposition
G76190UX	2097	GlyConnectStructure
G76190UX	6889	GlyConnectStructure
G76242WH	2871	GlyConnectStructure
G76294TY	475	GlyConnectStructure
G76329HL	82	GlyConnectComposition
G76329HL	82	GlyConnectComposition
G76329VE	126	GlyConnectStructure
G76331QP	1959	GlyConnectStructure
G76343XZ	2566	GlyConnectStructure
G76355TG	1223	GlyConnectStructure
G76387IG	2291	GlyConnectStructure
G76417NN	1006	GlyConnectComposition
G76417NN	1006	GlyConnectComposition
G76422GC	827	GlyConnectStructure
G76478FT	2333	GlyConnectStructure
G76584SS	3208	GlyConnectStructure
G76610HM	2316	GlyConnectStructure
G76613WN	698	GlyConnectComposition
G76613WN	698	GlyConnectComposition
G76630AE	1116	GlyConnectStructure
G76675AB	1080	GlyConnectStructure
G76763LN	1415	GlyConnectStructure
G76807JB	1929	GlyConnectStructure
G76855CI	3307	GlyConnectStructure
G76915KR	874	GlyConnectComposition
G76915KR	874	GlyConnectComposition
G76950LE	181	GlyConnectStructure
G77000EG	3149	GlyConnectStructure
G77023TY	1041	GlyConnectComposition
G77023TY	1041	GlyConnectComposition
G77034SK	3098	GlyConnectStructure
G77038WW	2373	GlyConnectStructure
G77079RV	1446	GlyConnectStructure
G77079RV	1701	GlyConnectStructure
G77122IZ	1103	GlyConnectStructure
G77148DL	1444	GlyConnectStructure
G77149EE	3421	GlyConnectStructure
G77199IL	3328	GlyConnectStructure
G77252PU	1641	GlyConnectStructure
G77372RE	1982	GlyConnectStructure
G77384FE	47	GlyConnectStructure
G77384RA	747	GlyConnectStructure
G77392WC	2828	GlyConnectStructure
G77447DK	237	GlyConnectStructure
G77477NL	859	GlyConnectStructure
G77485UZ	1465	GlyConnectStructure
