GlyTouCan AC	Species Name	AnnotationCategory	Source	Source ID	tax_id
G79234KH	Rat	Subsumption	GNOme	G80966KZ	
G79234KH	SARS	Subsumption	GNOme	G21001NA	
G79242MX	Rat	Subsumption	GNOme	G18948TG	
G79243QP	Human	Direct	GlyConnect	1231	9606
G79247QI	Human	Subsumption	GNOme	G07995VK	
G79247QI	Human	Subsumption	GNOme	G45560HM	
G79247QI	Human	Subsumption	GNOme	G58236FD	
G79247QI	Human	Subsumption	GNOme	G68318SH	
G79247QI	Human	Subsumption	GNOme	G93284HQ	
G79247QI	Mouse	Subsumption	GNOme	G93284HQ	
G79249GP	Human	Direct	GlyTouCan	G79249GP	9606
G79249VN	Human	Subsumption	GNOme	G16274HY	
G79249VN	Human	Subsumption	GNOme	G63238VS	
G79249VN	Human	Subsumption	GNOme	G77593JU	
G79249VN	Rat	Subsumption	GNOme	G63238VS	
G79254FF	Human	Subsumption	GNOme	G26341TZ	
G79265CF	Human	Subsumption	GNOme	G00430ZK	
G79265CF	Human	Subsumption	GNOme	G00728SN	
G79265CF	Human	Subsumption	GNOme	G32652KI	
G79265CF	Human	Subsumption	GNOme	G50824HV	
G79269OT	Human	Direct	GlyTouCan	G79269OT	9606
G79274RH	Mouse	Direct	GlyConnect	1474	10090
G79284PO	Human	Subsumption	GNOme	G00432WV	
G79284PO	Human	Subsumption	GNOme	G00551JZ	
G79284PO	Human	Subsumption	GNOme	G02654EL	
G79284PO	Human	Subsumption	GNOme	G02679YX	
G79284PO	Human	Subsumption	GNOme	G05279MG	
G79284PO	Human	Subsumption	GNOme	G06656BE	
G79284PO	Human	Subsumption	GNOme	G07328EF	
G79284PO	Human	Subsumption	GNOme	G08939IS	
G79284PO	Human	Subsumption	GNOme	G12920QL	
G79284PO	Human	Subsumption	GNOme	G13537KO	
G79284PO	Human	Subsumption	GNOme	G16961BB	
G79284PO	Human	Subsumption	GNOme	G20697MN	
G79284PO	Human	Subsumption	GNOme	G21112KH	
G79284PO	Human	Subsumption	GNOme	G22979QH	
G79284PO	Human	Subsumption	GNOme	G23546LY	
G79284PO	Human	Subsumption	GNOme	G26144DH	
G79284PO	Human	Subsumption	GNOme	G28948UC	
G79284PO	Human	Subsumption	GNOme	G35150SV	
G79284PO	Human	Subsumption	GNOme	G35837ET	
G79284PO	Human	Subsumption	GNOme	G35975NI	
G79284PO	Human	Subsumption	GNOme	G36523TZ	
G79284PO	Human	Subsumption	GNOme	G36960FP	
G79284PO	Human	Subsumption	GNOme	G36966DH	
G79284PO	Human	Subsumption	GNOme	G39452ZZ	
G79284PO	Human	Subsumption	GNOme	G40482NA	
G79284PO	Human	Subsumption	GNOme	G44623TX	
G79284PO	Human	Subsumption	GNOme	G45300SB	
G79284PO	Human	Subsumption	GNOme	G45359RY	
G79284PO	Human	Subsumption	GNOme	G45498YC	
G79284PO	Human	Subsumption	GNOme	G49105NA	
G79284PO	Human	Subsumption	GNOme	G50216QG	
G79284PO	Human	Subsumption	GNOme	G51519NL	
G79284PO	Human	Subsumption	GNOme	G53096UD	
G79284PO	Human	Subsumption	GNOme	G53817FJ	
G79284PO	Human	Subsumption	GNOme	G57081YJ	
G79284PO	Human	Subsumption	GNOme	G61086WG	
G79284PO	Human	Subsumption	GNOme	G61505ZR	
G79284PO	Human	Subsumption	GNOme	G64282SO	
G79284PO	Human	Subsumption	GNOme	G65186XA	
G79284PO	Human	Subsumption	GNOme	G66286WQ	
G79284PO	Human	Subsumption	GNOme	G66653BX	
G79284PO	Human	Subsumption	GNOme	G70800WO	
G79284PO	Human	Subsumption	GNOme	G72300VE	
G79284PO	Human	Subsumption	GNOme	G74286KY	
G79284PO	Human	Subsumption	GNOme	G75839SN	
G79284PO	Human	Subsumption	GNOme	G78644BR	
G79284PO	Human	Subsumption	GNOme	G80163ME	
G79284PO	Human	Subsumption	GNOme	G83737UD	
G79284PO	Human	Subsumption	GNOme	G84368MT	
G79284PO	Human	Subsumption	GNOme	G85447US	
G79284PO	Human	Subsumption	GNOme	G86357DX	
G79284PO	Human	Subsumption	GNOme	G87921DA	
G79284PO	Human	Subsumption	GNOme	G88761ZT	
G79284PO	Human	Subsumption	GNOme	G97212ZE	
G79284PO	Mouse	Subsumption	GNOme	G39452ZZ	
G79284PO	Mouse	Subsumption	GNOme	G45359RY	
G79284PO	Mouse	Subsumption	GNOme	G63208BT	
G79284PO	Mouse	Subsumption	GNOme	G67767BR	
G79284PO	Mouse	Subsumption	GNOme	G75839SN	
G79284PO	Mouse	Subsumption	GNOme	G83737UD	
G79284PO	Mouse	Subsumption	GNOme	G86357DX	
G79284PO	Mouse	Subsumption	GNOme	G86503RS	
G79284PO	Mouse	Subsumption	GNOme	G87921DA	
G79284PO	Rat	Subsumption	GNOme	G00432WV	
G79284PO	Rat	Subsumption	GNOme	G09730EH	
G79284PO	Rat	Subsumption	GNOme	G19588HA	
G79284PO	Rat	Subsumption	GNOme	G28948UC	
G79284PO	Rat	Subsumption	GNOme	G39452ZZ	
G79284PO	Rat	Subsumption	GNOme	G45359RY	
G79284PO	Rat	Subsumption	GNOme	G45695EY	
G79284PO	Rat	Subsumption	GNOme	G48296OD	
G79284PO	Rat	Subsumption	GNOme	G57081YJ	
G79284PO	Rat	Subsumption	GNOme	G59897WN	
G79284PO	Rat	Subsumption	GNOme	G83737UD	
G79284PO	Rat	Subsumption	GNOme	G86357DX	
G79284PO	SARS	Subsumption	GNOme	G49105NA	
G79286RS	Human	Direct	GlyConnect	963	9606
G79289LS	Human	Subsumption	GNOme	G24812WY	
G79289LS	Human	Subsumption	GNOme	G32659RY	
G79289LS	Human	Subsumption	GNOme	G72406BE	
G79298QI	Human	Direct	GlyTouCan	G79298QI	9606
G79301FF	Human	Subsumption	GNOme	G03855TY	
G79301FF	Human	Subsumption	GNOme	G14634AH	
G79301FF	Human	Subsumption	GNOme	G27744SG	
G79301FF	Human	Subsumption	GNOme	G32237WQ	
G79301FF	Human	Subsumption	GNOme	G42176GK	
G79301FF	Human	Subsumption	GNOme	G44645CP	
G79301FF	Human	Subsumption	GNOme	G52904TE	
G79301FF	Human	Subsumption	GNOme	G61128UV	
G79301FF	Human	Subsumption	GNOme	G66622AX	
G79301FF	Human	Subsumption	GNOme	G67328UY	
G79301FF	Human	Subsumption	GNOme	G75488YU	
G79301FF	Human	Subsumption	GNOme	G79298QI	
G79301FF	Human	Subsumption	GNOme	G83089UA	
G79301FF	Human	Subsumption	GNOme	G84739AM	
G79301FF	Human	Subsumption	GNOme	G85738YX	
G79301FF	Human	Subsumption	GNOme	G85838ZJ	
G79301FF	Human	Subsumption	GNOme	G95537KQ	
G79301FF	Mouse	Subsumption	GNOme	G51472TJ	
G79301FF	Mouse	Subsumption	GNOme	G87908HE	
G79301FF	Rat	Subsumption	GNOme	G07368IA	
G79301FF	Rat	Subsumption	GNOme	G33802UM	
G79302PB	Mouse	Direct	GlyConnect	2171	10090
G79305CZ	Mouse	Subsumption	GNOme	G33101WA	
G79305CZ	Mouse	Subsumption	GNOme	G64860JV	
G79305CZ	Rat	Subsumption	GNOme	G09420NN	
G79305CZ	Rat	Subsumption	GNOme	G52770HR	
G79318PG	Human	Direct	GlyConnect	2938	9606
G79333MY	Human	Direct	GlyConnect	2118	9606
G79333MY	Human	Direct	GlyTouCan	G79333MY	9606
G79333MY	Mouse	Direct	GlyTouCan	G79333MY	10090
G79333MY	Rat	Direct	GlyTouCan	G79333MY	10116
G79340ZK	Human	Subsumption	GNOme	G29884LW	
G79340ZK	Human	Subsumption	GNOme	G33947BV	
G79340ZK	Human	Subsumption	GNOme	G42295MA	
G79340ZK	Human	Subsumption	GNOme	G72905QH	
G79340ZK	Human	Subsumption	GNOme	G91023GB	
G79340ZK	Mouse	Subsumption	GNOme	G42295MA	
G79340ZK	Mouse	Subsumption	GNOme	G58063ME	
G79340ZK	Rat	Subsumption	GNOme	G33947BV	
G79340ZK	Rat	Subsumption	GNOme	G48648VZ	
G79340ZK	Rat	Subsumption	GNOme	G51500VV	
G79346NF	Mouse	Subsumption	GNOme	G88784SV	
G79351ZW	Human	Direct	GlyTouCan	G79351ZW	9606
G79364BI	Human	Direct	GlyTouCan	G79364BI	9606
G79365EN	Human	Subsumption	GNOme	G20578GS	
G79368CP	Human	Direct	GlyTouCan	G79368CP	9606
G79370VG	Rat	Direct	GlyTouCan	G79370VG	10114
G79382TI	Human	Subsumption	GNOme	G06239NA	
G79382TI	Human	Subsumption	GNOme	G94562LS	
G79382TI	Mouse	Subsumption	GNOme	G06239NA	
G79382TI	Rat	Subsumption	GNOme	G06239NA	
G79389NT	Human	Direct	GlyTouCan	G79389NT	9606
G79394LC	Human	Direct	GlyConnect	1067	9606
G79410LS	Rat	Subsumption	GNOme	G31676DD	
G79410LS	Rat	Subsumption	GNOme	G74699ZT	
G79413BC	Rat	Subsumption	GNOme	G11485ID	
G79413BC	Rat	Subsumption	GNOme	G67821EI	
G79416RI	Human	Subsumption	GNOme	G01310VF	
G79416RI	Human	Subsumption	GNOme	G16774YZ	
G79416RI	Human	Subsumption	GNOme	G20877ZV	
G79416RI	Human	Subsumption	GNOme	G31032XG	
G79416RI	Human	Subsumption	GNOme	G31606TH	
G79416RI	Human	Subsumption	GNOme	G54513OG	
G79416RI	Human	Subsumption	GNOme	G72131JM	
G79416RI	Human	Subsumption	GNOme	G75824WJ	
G79416RI	Human	Subsumption	GNOme	G77207RR	
G79416RI	Human	Subsumption	GNOme	G81114MS	
G79416RI	Human	Subsumption	GNOme	G81561UL	
G79416RI	Human	Subsumption	GNOme	G82801WV	
G79416RI	Human	Subsumption	GNOme	G84186YN	
G79416RI	Human	Subsumption	GNOme	G89261EQ	
G79416RI	Human	Subsumption	GNOme	G93758YP	
G79416RI	Human	Subsumption	GNOme	G94531EZ	
G79416RI	Human	Subsumption	GNOme	G95440SV	
G79416RI	Mouse	Subsumption	GNOme	G72131JM	
G79416RI	Mouse	Subsumption	GNOme	G94531EZ	
G79416RI	Rat	Subsumption	GNOme	G35748HH	
G79416RI	Rat	Subsumption	GNOme	G72131JM	
G79416RI	Rat	Subsumption	GNOme	G94531EZ	
G79420SO	Human	Subsumption	GNOme	G27290LL	
G79420SO	Rat	Subsumption	GNOme	G50343XZ	
G79446WY	Human	Direct	GlyTouCan	G79446WY	9606
G79448RG	Human	Subsumption	GNOme	G63521CI	
G79449CY	Human	Direct	GlyTouCan	G79449CY	9606
G79461MN	Human	Subsumption	GNOme	G83108TD	
G79462GQ	Rat	Subsumption	GNOme	G19267AT	
G79464QJ	Human	Subsumption	GNOme	G04765GH	
G79464QJ	Human	Subsumption	GNOme	G34100DU	
G79464QJ	Human	Subsumption	GNOme	G55331YF	
G79464QJ	Human	Subsumption	GNOme	G74473MP	
G79464QJ	Human	Subsumption	GNOme	G75586OT	
G79464SD	Human	Subsumption	GNOme	G54937EM	
G79473WX	Rat	Direct	GlyTouCan	G79473WX	10116
G79475GW	Human	Subsumption	GNOme	G14000ZZ	
G79477YQ	Human	Subsumption	GNOme	G65890UA	
G79477YQ	Human	Subsumption	GNOme	G74290AC	
G79477YQ	Rat	Subsumption	GNOme	G65890UA	
G79479GT	Human	Subsumption	GNOme	G78342SP	
G79485UE	Rat	Subsumption	GNOme	G00018MO	
G79492YL	Human	Subsumption	GNOme	G27071PO	
G79492YL	Human	Subsumption	GNOme	G75709RV	
G79492YL	Human	Subsumption	GNOme	G79021WI	
G79492YL	Human	Subsumption	GNOme	G92232VN	
G79500ZM	Human	Subsumption	GNOme	G05184IQ	
G79500ZM	Human	Subsumption	GNOme	G14645TH	
G79500ZM	Human	Subsumption	GNOme	G26450SH	
G79500ZM	Human	Subsumption	GNOme	G39422JF	
G79500ZM	Human	Subsumption	GNOme	G56011JM	
G79500ZM	Human	Subsumption	GNOme	G71041DQ	
G79500ZM	Human	Subsumption	GNOme	G95739UA	
G79500ZM	Rat	Subsumption	GNOme	G34461YU	
G79500ZM	Rat	Subsumption	GNOme	G73663RH	
G79500ZM	Rat	Subsumption	GNOme	G76330SV	
G79504ED	Human	Subsumption	GNOme	G10258MC	
G79504ED	Human	Subsumption	GNOme	G37412TK	
G79504ED	Human	Subsumption	GNOme	G42440OJ	
G79504ED	Human	Subsumption	GNOme	G54612UD	
G79504ED	Human	Subsumption	GNOme	G84329MX	
G79504ED	Mouse	Subsumption	GNOme	G54612UD	
G79504ED	SARS	Subsumption	GNOme	G37412TK	
G79504ED	SARS	Subsumption	GNOme	G54612UD	
G79510CB	Rat	Subsumption	GNOme	G08078RH	
G79510CB	Rat	Subsumption	GNOme	G77485UZ	
G79520GQ	Rat	Direct	GlyTouCan	G79520GQ	10114
G79520GQ	Rat	Direct	GlyTouCan	G79520GQ	10116
G79520JL	Human	Subsumption	GNOme	G42303MJ	
G79533UR	Human	Subsumption	GNOme	G68110IF	
G79533UR	Mouse	Subsumption	GNOme	G68110IF	
G79533UR	Rat	Subsumption	GNOme	G68110IF	
G79535HZ	Human	Direct	GlyTouCan	G79535HZ	9606
G79536OW	Human	Direct	GlyTouCan	G79536OW	9606
G79540ZR	Human	Direct	GlyTouCan	G79540ZR	9606
G79544XM	Rat	Subsumption	GNOme	G27243GN	
G79553XF	Human	Subsumption	GNOme	G94547KR	
G79554OX	Human	Subsumption	GNOme	G22048BB	
G79554OX	Human	Subsumption	GNOme	G27919IH	
G79554OX	Human	Subsumption	GNOme	G29024OJ	
G79554OX	Human	Subsumption	GNOme	G37969WK	
G79554OX	Human	Subsumption	GNOme	G53582JE	
G79554OX	Human	Subsumption	GNOme	G58667NI	
G79554OX	Human	Subsumption	GNOme	G75727PF	
G79554OX	Mouse	Subsumption	GNOme	G27919IH	
G79554OX	Mouse	Subsumption	GNOme	G29024OJ	
G79554OX	Mouse	Subsumption	GNOme	G53582JE	
G79554OX	Mouse	Subsumption	GNOme	G58667NI	
G79554OX	Rat	Subsumption	GNOme	G27919IH	
G79554OX	Rat	Subsumption	GNOme	G29024OJ	
G79554OX	Rat	Subsumption	GNOme	G53582JE	
G79554OX	Rat	Subsumption	GNOme	G58667NI	
G79554OX	Rat	Subsumption	GNOme	G75727PF	
G79556AB	Human	Direct	GlyConnect	2264	9606
G79564YR	Mouse	Subsumption	GNOme	G67066JI	
G79564YR	Rat	Direct	GlyTouCan	G79564YR	10116
G79565XA	Human	Direct	GlyConnect	1137	9606
G79565XA	Human	Direct	UniCarbKB	5171	9606
G79565XA	SARS	Direct	GlyConnect	1137	2697049
G79568CQ	Human	Direct	GlyConnect	277	9606
G79568CQ	Mouse	Subsumption	GNOme	G07380TS	
G79568CQ	Mouse	Subsumption	GNOme	G52934AK	
G79568CQ	Mouse	Subsumption	GNOme	G86522OD	
G79568CQ	Rat	Direct	GlyConnect	277	10116
G79568CQ	SARS	Direct	GlyConnect	277	2697049
G79570OJ	Human	Subsumption	GNOme	G50123ZO	
G79595QQ	Human	Subsumption	GNOme	G44660UQ	
G79600DE	Human	Direct	GlyConnect	1647	9606
G79614ZW	Human	Subsumption	GNOme	G77553BJ	
G79624PM	Human	Subsumption	GNOme	G20079RG	
G79624PM	Human	Subsumption	GNOme	G26644DW	
G79624PM	Human	Subsumption	GNOme	G50888WV	
G79624PM	Human	Subsumption	GNOme	G62088FQ	
G79624PM	Human	Subsumption	GNOme	G71013KY	
G79624PM	Human	Subsumption	GNOme	G85767HW	
G79624PM	Human	Subsumption	GNOme	G92575UZ	
G79624PM	Mouse	Subsumption	GNOme	G20079RG	
G79624PM	Mouse	Subsumption	GNOme	G85767HW	
G79624PM	Mouse	Subsumption	GNOme	G92575UZ	
G79624PM	Rat	Subsumption	GNOme	G20079RG	
G79624PM	Rat	Subsumption	GNOme	G26644DW	
G79624PM	Rat	Subsumption	GNOme	G71013KY	
G79624PM	Rat	Subsumption	GNOme	G85767HW	
G79624PM	Rat	Subsumption	GNOme	G92575UZ	
G79624PM	SARS	Subsumption	GNOme	G26644DW	
G79625HM	Human	Subsumption	GNOme	G81229DT	
G79625HM	Human	Subsumption	GNOme	G84034JH	
G79625HM	Human	Subsumption	GNOme	G86143FV	
G79625HM	Human	Subsumption	GNOme	G95014LS	
G79625HM	Mouse	Subsumption	GNOme	G81229DT	
G79625ND	Human	Subsumption	GNOme	G06100EH	
G79625ND	Human	Subsumption	GNOme	G13156PQ	
G79625ND	Human	Subsumption	GNOme	G43402RG	
G79625ND	Human	Subsumption	GNOme	G45533OY	
G79625ND	Human	Subsumption	GNOme	G46406BL	
G79625ND	Human	Subsumption	GNOme	G47871MN	
G79625ND	Human	Subsumption	GNOme	G48020LQ	
G79625ND	Human	Subsumption	GNOme	G53809CJ	
G79625ND	Human	Subsumption	GNOme	G61866NY	
G79625ND	Human	Subsumption	GNOme	G74312RU	
G79625ND	Human	Subsumption	GNOme	G75903TQ	
G79625ND	Human	Subsumption	GNOme	G77805RB	
G79625ND	Human	Subsumption	GNOme	G79556AB	
G79625ND	Human	Subsumption	GNOme	G90348RI	
G79625ND	Human	Subsumption	GNOme	G97823BP	
G79625ND	Mouse	Subsumption	GNOme	G06100EH	
G79625ND	Rat	Subsumption	GNOme	G06100EH	
G79625ND	Rat	Subsumption	GNOme	G09635US	
G79625ND	Rat	Subsumption	GNOme	G50106JX	
G79625ND	SARS	Subsumption	GNOme	G06100EH	
G79627VE	Human	Subsumption	GNOme	G54555CN	
G79634CE	Human	Direct	GlyTouCan	G79634CE	9606
G79635DB	Human	Direct	UniCarbKB	comp_HexNAc7Hex8dHex6NeuAc0NeuGc0Pent0S0P0KDN0HexA0	9606
G79640IJ	Rat	Subsumption	GNOme	G77792ZA	
G79646HD	Human	Direct	GlyTouCan	G79646HD	9606
G79648LW	Human	Subsumption	GNOme	G02657AK	
G79648LW	Mouse	Subsumption	GNOme	G02657AK	
G79648LW	Rat	Subsumption	GNOme	G02657AK	
G79666IR	Human	Subsumption	GNOme	G00155YT	
G79666IR	Human	Subsumption	GNOme	G15365AE	
G79666IR	Human	Subsumption	GNOme	G21986MJ	
G79666IR	Human	Subsumption	GNOme	G32246SI	
G79666IR	Human	Subsumption	GNOme	G32854GF	
G79666IR	Human	Subsumption	GNOme	G42735RP	
G79666IR	Human	Subsumption	GNOme	G44121LY	
G79666IR	Human	Subsumption	GNOme	G53280MT	
G79666IR	Human	Subsumption	GNOme	G54904QW	
G79666IR	Human	Subsumption	GNOme	G74111QE	
G79666IR	Human	Subsumption	GNOme	G77122IZ	
G79666IR	Human	Subsumption	GNOme	G77282MO	
G79666IR	Human	Subsumption	GNOme	G80920TO	
G79666IR	Human	Subsumption	GNOme	G86475BX	
G79666IR	Human	Subsumption	GNOme	G90352XZ	
G79666IR	Mouse	Subsumption	GNOme	G54422SY	
G79666IR	Mouse	Subsumption	GNOme	G58444TO	
G79666IR	Mouse	Subsumption	GNOme	G59331KK	
G79666IR	Rat	Subsumption	GNOme	G12727SF	
G79666IR	Rat	Subsumption	GNOme	G48275DN	
G79666IR	Rat	Subsumption	GNOme	G51743KG	
G79666IR	Rat	Subsumption	GNOme	G53572QC	
G79667NI	Human	Subsumption	GNOme	G17667YX	
G79667NI	Human	Subsumption	GNOme	G60461BM	
G79682WT	Human	Subsumption	GNOme	G87564QI	
G79690CD	Human	Subsumption	GNOme	G01608UX	
G79690CD	Human	Subsumption	GNOme	G77674IK	
G79690CD	Rat	Subsumption	GNOme	G77674IK	
G79691MO	Human	Direct	GlyTouCan	G79691MO	9606
G79691XX	Human	Subsumption	GNOme	G22732RT	
G79695ME	Human	Direct	GlyTouCan	G79695ME	9606
G79718RM	Human	Subsumption	GNOme	G30871VQ	
G79718RM	Human	Subsumption	GNOme	G42039AA	
G79718RM	Human	Subsumption	GNOme	G50762OP	
G79718RM	Human	Subsumption	GNOme	G69500TM	
G79730DI	Human	Subsumption	GNOme	G55051BJ	
G79730DI	Human	Subsumption	GNOme	G70688TC	
G79732HM	Human	Subsumption	GNOme	G03368AU	
G79732HM	Human	Subsumption	GNOme	G60365DR	
G79739FS	Human	Subsumption	GNOme	G40269CS	
G79739FS	Human	Subsumption	GNOme	G65285QO	
G79739FS	Human	Subsumption	GNOme	G65790DQ	
G79739FS	Mouse	Subsumption	GNOme	G40269CS	
G79739FS	Rat	Subsumption	GNOme	G37093SO	
G79739FS	Rat	Subsumption	GNOme	G40269CS	
G79739FS	Rat	Subsumption	GNOme	G65285QO	
G79739FS	Rat	Subsumption	GNOme	G87124AC	
G79743GA	Human	Subsumption	GNOme	G06616KY	
G79743GA	Human	Subsumption	GNOme	G21561XX	
G79743GA	Human	Subsumption	GNOme	G67026KG	
G79743GA	Human	Subsumption	GNOme	G92058BI	
G79745PG	Human	Direct	UniCarbKB	7640	9606
G79754SY	Mouse	Subsumption	GNOme	G41824PC	
G79754SY	Mouse	Subsumption	GNOme	G61601ZZ	
G79754SY	Mouse	Subsumption	GNOme	G83958MI	
G79756UZ	Human	Subsumption	GNOme	G36195LV	
G79761XY	Human	Subsumption	GNOme	G02760XH	
G79761XY	Human	Subsumption	GNOme	G04273XP	
G79761XY	Human	Subsumption	GNOme	G05098FE	
G79761XY	Human	Subsumption	GNOme	G11479AN	
G79761XY	Human	Subsumption	GNOme	G13291XJ	
G79761XY	Human	Subsumption	GNOme	G14438ZT	
G79761XY	Human	Subsumption	GNOme	G17168RO	
G79761XY	Human	Subsumption	GNOme	G17441MI	
G79761XY	Human	Subsumption	GNOme	G19537TS	
G79761XY	Human	Subsumption	GNOme	G23296IL	
G79761XY	Human	Subsumption	GNOme	G23616ZX	
G79761XY	Human	Subsumption	GNOme	G28330DZ	
G79761XY	Human	Subsumption	GNOme	G28459KM	
G79761XY	Human	Subsumption	GNOme	G29764SO	
G79761XY	Human	Subsumption	GNOme	G32364DF	
G79761XY	Human	Subsumption	GNOme	G34754UR	
G79761XY	Human	Subsumption	GNOme	G38658JL	
G79761XY	Human	Subsumption	GNOme	G39531LA	
G79761XY	Human	Subsumption	GNOme	G44639PM	
G79761XY	Human	Subsumption	GNOme	G45104SZ	
G79761XY	Human	Subsumption	GNOme	G48809ZO	
G79761XY	Human	Subsumption	GNOme	G52880ZF	
G79761XY	Human	Subsumption	GNOme	G58111YY	
G79761XY	Human	Subsumption	GNOme	G59761EF	
G79761XY	Human	Subsumption	GNOme	G61941WO	
G79761XY	Human	Subsumption	GNOme	G62464EH	
G79761XY	Human	Subsumption	GNOme	G63679SF	
G79761XY	Human	Subsumption	GNOme	G63919RG	
G79761XY	Human	Subsumption	GNOme	G64384IL	
G79761XY	Human	Subsumption	GNOme	G66665YI	
G79761XY	Human	Subsumption	GNOme	G69062KW	
G79761XY	Human	Subsumption	GNOme	G70947EQ	
G79761XY	Human	Subsumption	GNOme	G74369SL	
G79761XY	Human	Subsumption	GNOme	G76931AL	
G79761XY	Human	Subsumption	GNOme	G78030KJ	
G79761XY	Human	Subsumption	GNOme	G79351ZW	
