label	nonspec	spec	total	percent	fisherscore	
H6N5F2S	Y[pH4N4F]	0	2	2	0.0	2.26	
H8N7S	Y[pH8N6S]	0	2	2	0.0	2.26	
H5N4F2S	Y[pH4N4FS]	0	2	2	0.0	2.26	
H4N2	Y[p]	0	2	2	0.0	2.26	
H4N6S	Y[pH3N6]	0	2	2	0.0	2.26	
H6N5FS	Y[pH5N5F]	0	2	2	0.0	2.26	
H4N3F2	Y[pH4N3]	0	2	2	0.0	2.26	
H6N6FS2	Y[pH3N3F]	0	2	2	0.0	2.26	
H4N4S	Y[pH3N3S]	0	2	2	0.0	2.26	
H8N7S	Y[pH7N6S]	0	2	2	0.0	2.26	
H6N7	Y[pH5N6]	0	2	2	0.0	2.26	
H5N5FS	Y[pH4N5F]	0	2	2	0.0	2.26	
H6N5F	Y[pH3N5]	0	2	2	0.0	2.26	
H6N5FS2	Y[pH6N5S2]	0	2	2	0.0	2.26	
H7N6S3	Y[pH5N5]	0	2	2	0.0	2.26	
H4N2	Y[pN2]	0	2	2	0.0	2.26	
H6N4FS	Y[pH5N3]	0	2	2	0.0	2.26	
H4N5F2S	Y[pH4N4F]	0	2	2	0.0	2.26	
H5N4F2S	Y[pH3N4F2]	0	2	2	0.0	2.26	
H6N5S2	Y[pH5N5S2]	0	2	2	0.0	2.26	
H6N6S	Y[pH5N5]	0	2	2	0.0	2.26	
H6N4F	Y[pN]	0	2	2	0.0	2.26	
H7N6FS4	Y[pH3N3F]	0	2	2	0.0	2.26	
H4N5S	Y[pHN3]	0	2	2	0.0	2.26	
H5N4FS2	Y[pH4N4S]	0	2	2	0.0	2.26	
H6N5FS3	Y[pH3N4]	0	2	2	0.0	2.26	
H4N3F2	Y[pH2N2]	0	2	2	0.0	2.26	
H7N6FS	Y[pH5N4F]	0	2	2	0.0	2.26	
H4N3FS	Y[pH4N3F]	0	2	2	0.0	2.26	
H5N5FS	Y[pH4N3FS]	0	2	2	0.0	2.26	
H5N5FS2	Y[pN2]	2	8	10	20.0	2.29	
H6N3	Y[pH4N2]	2	8	10	20.0	2.29	
H6N5F	Y[pHN2]	2	8	10	20.0	2.29	
H6N2	Y[pH4N2]	2	8	10	20.0	2.29	
H4N3S	Y[pH4N3]	2	8	10	20.0	2.29	
H4N3S	Y[pHN2]	2	8	10	20.0	2.29	
H6N5FS	Y[pH3N3]	2	8	10	20.0	2.29	
H6N5FS3	Y[pH3N2F]	1	5	6	16.67	2.33	
H7N2	Y[pH6N2]	1	5	6	16.67	2.33	
H5N5S2	Y[pH4N4]	1	5	6	16.67	2.33	
H6N5F	Y[pN2]	1	5	6	16.67	2.33	
H6N5F	Y[pH4N4]	1	5	6	16.67	2.33	
H8N2	Y[pH2N2]	1	5	6	16.67	2.33	
H7N2	Y[p]	1	5	6	16.67	2.33	
H5N5S	Y[p]	1	5	6	16.67	2.33	
H7N6FS4	Y[pH6N5S3]	1	5	6	16.67	2.33	
H6N5FS2	Y[pN2]	1	5	6	16.67	2.33	
H4N4	Y[pH4N3]	1	5	6	16.67	2.33	
H5N5FS2	Y[pH4N4FS]	1	5	6	16.67	2.33	
H4N4F	Y[pH3N2F]	4	15	19	21.05	2.57	
H6N5S	Y[pH5N4]	4	15	19	21.05	2.57	
H6N2	Y[pN2]	4	15	19	21.05	2.57	
H6N2	Y[pH3N2]	3	12	15	20.0	2.68	
H6N5S2	Y[pH4N3]	6	22	28	21.43	2.73	
H5N4FS2	Y[pH4N4F]	2	9	11	18.18	2.82	
H6N5S2	Y[pH4N3S]	2	9	11	18.18	2.82	
H6N5FS	Y[pH2N2]	2	9	11	18.18	2.82	
H5N4FS	Y[pH3N2]	11	39	50	22.0	2.83	
H5N4FS2	Y[pH3N3]	16	56	72	22.22	2.89	
H4N5S	Y[pH3N4]	1	6	7	14.29	3.02	
H5N5S2	Y[pH2N3]	1	6	7	14.29	3.02	
H6N5FS2	Y[pH6N5S]	1	6	7	14.29	3.02	
H7N2	Y[pH2N2]	1	6	7	14.29	3.02	
H6N5S	Y[pHN2]	1	6	7	14.29	3.02	
H5N4FS2	Y[pH2N3]	1	6	7	14.29	3.02	
H5N5S2	Y[pN2]	1	6	7	14.29	3.02	
H4N3	Y[pHN2]	1	6	7	14.29	3.02	
H5N4FS2	Y[pN2]	9	33	42	21.43	3.03	
H6N5FS	Y[pN]	3	13	16	18.75	3.15	
H6N5F	Y[pH3N3F]	3	13	16	18.75	3.15	
H6N5S2	Y[pH3N2]	3	13	16	18.75	3.15	
H6N5FS3	Y[pH3N3S]	12	44	56	21.43	3.26	
H4N4F2	Y[pH3N2]	0	3	3	0.0	3.38	
H6N6FS	Y[pH2N3F]	0	3	3	0.0	3.38	
H4N3	Y[pH4N2]	0	3	3	0.0	3.38	
H6N5FS3	Y[pH2N3]	0	3	3	0.0	3.38	
H5N4FS	Y[pH4N4S]	0	3	3	0.0	3.38	
H5N5FS2	Y[pH4N3FS]	0	3	3	0.0	3.38	
H5N4F4	Y[p]	0	3	3	0.0	3.38	
H6N5F	Y[pH2N4F]	0	3	3	0.0	3.38	
H6N5FS2	Y[pH3N4S]	0	3	3	0.0	3.38	
H7N6FS3	Y[pH5N4FS]	0	3	3	0.0	3.38	
H3N3	Y[pN2]	0	3	3	0.0	3.38	
H7N6FS4	Y[pH5N4F]	0	3	3	0.0	3.38	
H5N5F	Y[pHN3]	0	3	3	0.0	3.38	
H5N4F3	Y[pH2N2F]	0	3	3	0.0	3.38	
H5N5	Y[pHN3]	0	3	3	0.0	3.38	
H4N4FS	Y[pH3N2F]	0	3	3	0.0	3.38	
H4N2	Y[pN]	0	3	3	0.0	3.38	
H6N5FS2	Y[p]	0	3	3	0.0	3.38	
H6N5FS3	Y[pH2N4]	0	3	3	0.0	3.38	
H4N4FS	Y[pH2N3F]	0	3	3	0.0	3.38	
H5N5F	Y[pH3N4]	0	3	3	0.0	3.38	
H6N5FS	Y[pH6N5]	0	3	3	0.0	3.38	
H4N6S	Y[pH2N5]	0	3	3	0.0	3.38	
H5N3F	Y[pN2F]	0	3	3	0.0	3.38	
H6N6F	Y[pH2N3F]	0	3	3	0.0	3.38	
H5N4F2S	Y[pH4N4F2]	0	3	3	0.0	3.38	
H4N4FS	Y[pN]	0	3	3	0.0	3.38	
H6N5F3	Y[pH5N4F]	0	3	3	0.0	3.38	
H6N5FS	Y[pH4N3F]	2	10	12	16.67	3.38	
H3N3	Y[pHN2]	0	3	3	0.0	3.38	
H7N6FS	Y[pH6N5FS]	0	3	3	0.0	3.38	
H8N7S	Y[pH6N5]	0	3	3	0.0	3.38	
H6N5F	Y[pN2F]	0	3	3	0.0	3.38	
H6N5F3	Y[pH3N3F]	0	3	3	0.0	3.38	
H4N5F2	Y[pH4N5F]	0	3	3	0.0	3.38	
H7N5FS2	Y[pH2N2]	0	3	3	0.0	3.38	
H7N6FS3	Y[pH5N4F]	0	3	3	0.0	3.38	
H4N5S2	Y[pH4N5S]	0	3	3	0.0	3.38	
H5N4F2S	Y[pH2N3F]	0	3	3	0.0	3.38	
H5N3F	Y[pH5N2F]	0	3	3	0.0	3.38	
H5N3	Y[pH4N3]	0	3	3	0.0	3.38	
H5N4F3	Y[pH4N3F2]	0	3	3	0.0	3.38	
H5N5S2	Y[pH4N4S]	0	3	3	0.0	3.38	
H6N6FS	Y[pH5N5FS]	0	3	3	0.0	3.38	
H5N5FS	Y[pH3N4]	0	3	3	0.0	3.38	
H5N4F	Y[pHN2F]	2	10	12	16.67	3.38	
H4N5	Y[pH4N4]	0	3	3	0.0	3.38	
H4N5S2	Y[pH3N4]	0	3	3	0.0	3.38	
H8N7S	Y[pH8N7]	0	3	3	0.0	3.38	
H9N2	Y[pH4N2]	0	3	3	0.0	3.38	
H6N4FS	Y[pH6N4F]	0	3	3	0.0	3.38	
H5N4F2S	Y[pH4N3FS]	0	3	3	0.0	3.38	
H5N4F2	Y[pH4N3F2]	2	10	12	16.67	3.38	
H6N5F2	Y[pH4N3F]	0	3	3	0.0	3.38	
H5N4F2S	Y[pH4N4F2S]	0	3	3	0.0	3.38	
H7N5FS2	Y[pN]	0	3	3	0.0	3.38	
H7N4S	Y[pH6N3]	0	3	3	0.0	3.38	
H4N5FS	Y[pH2N4F]	0	3	3	0.0	3.38	
H6N6FS2	Y[pN]	0	3	3	0.0	3.38	
H6N6F	Y[pH3N3F]	0	3	3	0.0	3.38	
H6N5F	Y[pH5N5F]	0	3	3	0.0	3.38	
H5N6F	Y[pH4N5F]	0	3	3	0.0	3.38	
H6N5F	Y[pH5N4]	2	10	12	16.67	3.38	
H6N6F	Y[pH3N4F]	0	3	3	0.0	3.38	
H6N5F	Y[pH3N2F]	0	3	3	0.0	3.38	
H4N4FS	Y[pH2N2]	0	3	3	0.0	3.38	
H6N6FS	Y[pH3N3F]	0	3	3	0.0	3.38	
H7N6FS3	Y[pH5N4S]	0	3	3	0.0	3.38	
H6N5F2	Y[pH3N3F]	0	3	3	0.0	3.38	
H4N2	Y[pHN2]	0	3	3	0.0	3.38	
H6N5S	Y[pN2]	0	3	3	0.0	3.38	
H9N2	Y[pH2N2]	0	3	3	0.0	3.38	
H4N5FS	Y[pH4N4FS]	0	3	3	0.0	3.38	
H4N5S2	Y[pH2N4]	0	3	3	0.0	3.38	
H6N4FS	Y[pH3N2F]	0	3	3	0.0	3.38	
H5N3	Y[pH5N2]	0	3	3	0.0	3.38	
H4N5F	Y[pHN3]	0	3	3	0.0	3.38	
H4N4FS	Y[pH4N3F]	0	3	3	0.0	3.38	
H6N5FS	Y[pH3N2F]	0	3	3	0.0	3.38	
H7N6FS3	Y[pH6N5F]	0	3	3	0.0	3.38	
H5N4F	Y[pHN2]	6	24	30	20.0	3.44	
H4N5F	Y[pHN3F]	1	7	8	12.5	3.74	
H6N5S3	Y[pH4N5]	1	7	8	12.5	3.74	
H8N2	Y[p]	1	7	8	12.5	3.74	
H4N5S	Y[pH4N5]	1	7	8	12.5	3.74	
H6N5FS	Y[pH4N4F]	1	7	8	12.5	3.74	
H5N4F	Y[pH4N3F]	6	25	31	19.35	3.82	
H4N4S	Y[pH3N3]	2	11	13	15.38	3.98	
H5N4FS2	Y[pH3N3S]	2	11	13	15.38	3.98	
H5N4	Y[pH2N3]	5	22	27	18.52	4.05	
H5N4F	Y[pH2N2]	8	33	41	19.51	4.16	
H6N5S2	Y[pH4N4]	4	19	23	17.39	4.34	
H6N5FS3	Y[pN2]	7	30	37	18.92	4.38	
H4N5S	Y[pH2N4]	0	4	4	0.0	4.51	
H8N2	Y[pN2]	1	8	9	11.11	4.51	
H7N6S2	Y[pN]	0	4	4	0.0	4.51	
H5N5F	Y[pH3N2]	0	4	4	0.0	4.51	
H6N5FS3	Y[pH3N4FS]	0	4	4	0.0	4.51	
H6N5FS3	Y[pH4N4S2]	0	4	4	0.0	4.51	
H7N6FS3	Y[pH6N5FS]	0	4	4	0.0	4.51	
H5N4FS2	Y[pN2F]	0	4	4	0.0	4.51	
H6N6FS2	Y[pHN3F]	0	4	4	0.0	4.51	
H4N4FS	Y[pNF]	0	4	4	0.0	4.51	
H7N6FS	Y[pH6N5F]	0	4	4	0.0	4.51	
H4N5F2	Y[pH3N4F2]	0	4	4	0.0	4.51	
H6N5FS3	Y[pH2N3F]	0	4	4	0.0	4.51	
H4N4FS	Y[pH2N2F]	0	4	4	0.0	4.51	
H5N5F	Y[pHN3F]	0	4	4	0.0	4.51	
H4N5S2	Y[pH4N5]	0	4	4	0.0	4.51	
H5N5FS	Y[pN2F]	0	4	4	0.0	4.51	
H6N5FS	Y[pH6N5F]	1	8	9	11.11	4.51	
H6N6FS2	Y[pH5N5FS]	0	4	4	0.0	4.51	
H6N5FS3	Y[pH3N5F]	0	4	4	0.0	4.51	
H6N6FS	Y[pH3N4F]	0	4	4	0.0	4.51	
H6N3	Y[pH5N3]	0	4	4	0.0	4.51	
H3N5	Y[pH2N4]	0	4	4	0.0	4.51	
H7N6FS4	Y[pH5N4FS]	0	4	4	0.0	4.51	
H7N6S2	Y[pH3N3]	0	4	4	0.0	4.51	
H4N4S	Y[pH3N4]	0	4	4	0.0	4.51	
H3N4	Y[pH3N3]	0	4	4	0.0	4.51	
H6N4FS	Y[pH5N3F]	0	4	4	0.0	4.51	
H3N5F	Y[pHN3F]	0	4	4	0.0	4.51	
H5N5S	Y[pHN3]	0	4	4	0.0	4.51	
H6N5F	Y[pH3N2]	1	8	9	11.11	4.51	
H7N2	Y[pH3N2]	1	8	9	11.11	4.51	
H6N5S3	Y[pH5N5]	1	8	9	11.11	4.51	
H7N4S	Y[pH7N4]	0	4	4	0.0	4.51	
H7N6S3	Y[pH4N4]	0	4	4	0.0	4.51	
H6N5FS3	Y[pH4N5]	1	8	9	11.11	4.51	
H4N4S	Y[pH2N3]	1	8	9	11.11	4.51	
H4N4FS	Y[pH3N3F]	0	4	4	0.0	4.51	
H7N6FS3	Y[pNF]	0	4	4	0.0	4.51	
H8N2	Y[pH5N2]	0	4	4	0.0	4.51	
H5N5FS	Y[pNF]	2	12	14	14.29	4.6	
H6N5F	Y[pH4N3F]	2	12	14	14.29	4.6	
H6N5FS	Y[pH5N4F]	2	12	14	14.29	4.6	
H6N5S3	Y[pHN2]	9	38	47	19.15	4.66	
H6N5	Y[pH3N3]	3	16	19	15.79	4.72	
H6N5S2	Y[pH5N4S]	5	24	29	17.24	4.95	
H5N2	Y[pH3N2]	2	13	15	13.33	5.25	
H4N3S	Y[pN]	2	13	15	13.33	5.25	
H6N5	Y[pH2N2]	2	13	15	13.33	5.25	
H5N5F	Y[pH2N3]	1	9	10	10.0	5.3	
H6N5FS3	Y[pH5N5]	1	9	10	10.0	5.3	
H7N2	Y[pHN2]	1	9	10	10.0	5.3	
H4N3S	Y[pH3N2]	1	9	10	10.0	5.3	
H4N3S	Y[pN2]	1	9	10	10.0	5.3	
H5N2	Y[pH4N2]	1	9	10	10.0	5.3	
H4N4S	Y[pH4N4]	1	9	10	10.0	5.3	
H5N5F	Y[pH2N3F]	1	9	10	10.0	5.3	
H7N6S3	Y[pH3N3]	1	9	10	10.0	5.3	
H5N5FS	Y[pH2N3F]	1	9	10	10.0	5.3	
H5N3S	Y[pH5N3]	1	9	10	10.0	5.3	
H6N5FS3	Y[pH6N5S]	4	21	25	16.0	5.35	
H5N4	Y[p]	7	33	40	17.5	5.61	
H4N4FS	Y[pH4N4F]	0	5	5	0.0	5.64	
H5N4FS2	Y[pH2N3F]	0	5	5	0.0	5.64	
H4N6S	Y[pH3N5]	0	5	5	0.0	5.64	
H7N6FS3	Y[pH6N5FS2]	0	5	5	0.0	5.64	
H5N5FS2	Y[pH3N4F]	0	5	5	0.0	5.64	
H6N5FS3	Y[pH2N4F]	0	5	5	0.0	5.64	
H4N4S	Y[pH4N3S]	0	5	5	0.0	5.64	
H6N6FS	Y[pH5N5F]	0	5	5	0.0	5.64	
H6N5F	Y[pH5N5]	0	5	5	0.0	5.64	
H5N5FS2	Y[pN2F]	0	5	5	0.0	5.64	
H6N5S3	Y[pH3N4S]	0	5	5	0.0	5.64	
H6N5FS3	Y[pH6N5S3]	0	5	5	0.0	5.64	
H4N5F2	Y[pH4N4F2]	0	5	5	0.0	5.64	
H6N5FS3	Y[pH5N5FS2]	0	5	5	0.0	5.64	
H5N4F4	Y[pH3N3F2]	0	5	5	0.0	5.64	
H7N6FS3	Y[pH5N4]	0	5	5	0.0	5.64	
H3N4	Y[pH2N3]	0	5	5	0.0	5.64	
H6N5FS3	Y[pH5N5S]	0	5	5	0.0	5.64	
H6N6FS	Y[pH4N4F]	0	5	5	0.0	5.64	
H3N5	Y[pH3N4]	0	5	5	0.0	5.64	
H6N5FS3	Y[pH4N4FS2]	0	5	5	0.0	5.64	
H8N7S	Y[pH7N6]	0	5	5	0.0	5.64	
H6N5S3	Y[pH3N4]	0	5	5	0.0	5.64	
H4N6S	Y[pH4N6]	0	5	5	0.0	5.64	
H5N4FS2	Y[pH5N4FS2]	0	5	5	0.0	5.64	
H6N2	Y[pH5N2]	0	5	5	0.0	5.64	
H6N5FS2	Y[pH4N4F]	0	5	5	0.0	5.64	
H5N4S	Y[pH3N3S]	3	18	21	14.29	5.88	
H4N4F	Y[pH4N3F]	2	14	16	12.5	5.93	
H5N5FS	Y[pH4N4F]	2	14	16	12.5	5.93	
H6N3S	Y[pN2]	2	14	16	12.5	5.93	
H6N5S	Y[pH2N2]	2	14	16	12.5	5.93	
H5N5FS	Y[pH3N4F]	1	10	11	9.09	6.11	
H6N5F	Y[pH4N3]	1	10	11	9.09	6.11	
H7N2	Y[pN2]	1	10	11	9.09	6.11	
H6N5	Y[pHN2]	1	10	11	9.09	6.11	
H7N6S3	Y[pN]	1	10	11	9.09	6.11	
H6N5S3	Y[pH5N4]	16	68	84	19.05	6.13	
H5N4FS	Y[pNF]	12	54	66	18.18	6.45	
H6N5S3	Y[pH4N4]	8	39	47	17.02	6.56	
H5N2	Y[p]	2	15	17	11.76	6.62	
H6N5S3	Y[pH4N3]	14	62	76	18.42	6.62	
H6N6FS2	Y[pH3N4F]	0	6	6	0.0	6.77	
H4N5FS	Y[pH4N5F]	0	6	6	0.0	6.77	
H7N6S3	Y[pH6N5S2]	0	6	6	0.0	6.77	
H8N2	Y[pH3N2]	0	6	6	0.0	6.77	
H7N6S3	Y[pH6N5]	0	6	6	0.0	6.77	
H7N6S3	Y[pH5N4S]	0	6	6	0.0	6.77	
H6N5FS	Y[pH2N2F]	0	6	6	0.0	6.77	
H4N5FS	Y[pH2N3F]	0	6	6	0.0	6.77	
H6N5S3	Y[pH5N5S2]	0	6	6	0.0	6.77	
H7N6FS4	Y[pH6N5FS2]	0	6	6	0.0	6.77	
H5N5FS2	Y[pH5N5FS]	0	6	6	0.0	6.77	
H6N6FS2	Y[pH4N4F]	0	6	6	0.0	6.77	
H5N4FS	Y[pH4N3S]	0	6	6	0.0	6.77	
H4N3S	Y[p]	0	6	6	0.0	6.77	
H6N5S2	Y[pH5N4S2]	0	6	6	0.0	6.77	
H4N5	Y[pHN3]	0	6	6	0.0	6.77	
H6N5S	Y[pH3N2]	0	6	6	0.0	6.77	
H6N5FS	Y[pNF]	0	6	6	0.0	6.77	
H6N6FS2	Y[pH5N5F]	0	6	6	0.0	6.77	
H5N5F	Y[pN2F]	0	6	6	0.0	6.77	
H6N5FS3	Y[pN2F]	0	6	6	0.0	6.77	
H7N6FS3	Y[pH3N3]	0	6	6	0.0	6.77	
H5N5FS2	Y[pH5N5F]	0	6	6	0.0	6.77	
H6N5FS3	Y[pHN2F]	0	6	6	0.0	6.77	
H5N4FS2	Y[pH4N4FS]	0	6	6	0.0	6.77	
H6N5FS2	Y[pH3N3F]	1	11	12	8.33	6.95	
H6N5F	Y[pH5N4F]	1	11	12	8.33	6.95	
H5N4FS	Y[pH4N3]	9	44	53	16.98	7.05	
H5N4S	Y[p]	3	20	23	13.04	7.12	
H5N4S2	Y[p]	8	41	49	16.33	7.46	
H5N4FS2	Y[pH4N3S]	5	29	34	14.71	7.52	
H5N2	Y[pN2]	3	21	24	12.5	7.77	
H6N5FS3	Y[pH3N3FS]	1	12	13	7.69	7.8	
H6N5S2	Y[pN2]	1	12	13	7.69	7.8	
H6N5F	Y[pH2N3]	0	7	7	0.0	7.9	
H7N2	Y[pH4N2]	0	7	7	0.0	7.9	
H6N5FS	Y[pH5N4FS]	0	7	7	0.0	7.9	
H6N5FS	Y[pH4N3]	0	7	7	0.0	7.9	
H7N6FS4	Y[pH6N5FS3]	0	7	7	0.0	7.9	
H5N4FS	Y[pN2F]	0	7	7	0.0	7.9	
H6N5FS3	Y[pH4N5F]	0	7	7	0.0	7.9	
H6N5S3	Y[pH2N3]	0	7	7	0.0	7.9	
H7N6S3	Y[pH6N5S]	0	7	7	0.0	7.9	
H5N5FS2	Y[pH3N4FS]	0	7	7	0.0	7.9	
H6N5FS2	Y[pNF]	0	7	7	0.0	7.9	
H7N2	Y[pH5N2]	0	7	7	0.0	7.9	
H5N4F3S	Y[pH5N4F3]	0	7	7	0.0	7.9	
H6N5	Y[pH3N2]	0	7	7	0.0	7.9	
H6N5FS2	Y[pH3N3S]	0	7	7	0.0	7.9	
H6N5FS3	Y[pH5N5FS]	0	7	7	0.0	7.9	
H6N5S	Y[pH3N3]	3	22	25	12.0	8.44	
H6N5FS3	Y[pH4N3FS]	1	13	14	7.14	8.67	
H6N5S2	Y[pH6N5S]	1	13	14	7.14	8.67	
H6N5FS2	Y[pH4N3F]	1	13	14	7.14	8.67	
H6N5	Y[pH4N3]	1	13	14	7.14	8.67	
H5N4F	Y[pH4N3]	4	27	31	12.9	8.83	
H6N2	Y[pHN2]	2	18	20	10.0	8.83	
H5N4S2	Y[pH4N4S]	2	18	20	10.0	8.83	
H5N4	Y[pH4N4]	0	8	8	0.0	9.03	
H6N5FS3	Y[pH5N5F]	0	8	8	0.0	9.03	
H6N5	Y[pH5N4]	0	8	8	0.0	9.03	
H5N4S	Y[pH4N4S]	0	8	8	0.0	9.03	
H7N6FS3	Y[pN]	0	8	8	0.0	9.03	
H6N5S3	Y[p]	0	8	8	0.0	9.03	
H6N3S	Y[pH5N3]	0	8	8	0.0	9.03	
H4N5S	Y[pH2N3]	0	8	8	0.0	9.03	
H6N5S	Y[pH6N5]	0	8	8	0.0	9.03	
H5N4FS	Y[pHN2F]	1	14	15	6.67	9.56	
H6N5S	Y[pH5N4S]	1	14	15	6.67	9.56	
H5N5FS2	Y[pNF]	0	9	9	0.0	10.15	
H6N5FS3	Y[pH6N5]	0	9	9	0.0	10.15	
H6N5S2	Y[pH3N3S]	0	9	9	0.0	10.15	
H6N5FS3	Y[p]	0	9	9	0.0	10.15	
H5N5FS	Y[pH2N3]	0	9	9	0.0	10.15	
H5N4F4	Y[pH5N4F2]	0	9	9	0.0	10.15	
H5N4S2	Y[pH5N4S2]	0	9	9	0.0	10.15	
H5N4S2	Y[pN]	99	388	487	20.33	10.2	
H5N2	Y[pH2N2]	2	20	22	9.09	10.37	
H5N4F2S	Y[pH4N3F2]	2	20	22	9.09	10.37	
H5N4	Y[pN2]	12	64	76	15.79	10.61	
H6N5S3	Y[pH5N4S]	15	77	92	16.3	10.96	
H6N3S	Y[pHN2]	0	10	10	0.0	11.28	
H5N5FS	Y[pH5N5F]	0	10	10	0.0	11.28	
H5N4F4	Y[pH4N3F2]	0	10	10	0.0	11.28	
H6N5F	Y[pH2N2F]	0	10	10	0.0	11.28	
H6N5S3	Y[pH5N5S]	0	10	10	0.0	11.28	
H6N5S	Y[pH4N3]	1	16	17	5.88	11.37	
H6N5S3	Y[pH4N3S]	5	36	41	12.2	11.69	
H5N5FS2	Y[pH2N3F]	0	11	11	0.0	12.41	
H6N5FS3	Y[pH4N4FS]	0	11	11	0.0	12.41	
H6N5FS3	Y[pH2N2F]	0	11	11	0.0	12.41	
H4N5FS	Y[pH3N4F]	0	11	11	0.0	12.41	
H6N3S	Y[pH6N3]	0	11	11	0.0	12.41	
H8N2	Y[pHN2]	0	11	11	0.0	12.41	
H5N5FS2	Y[pH3N3F]	0	11	11	0.0	12.41	
H5N4FS	Y[pH4N3F]	11	64	75	14.67	12.63	
H5N4FS	Y[pH3N2F]	7	47	54	12.96	12.88	
H6N5FS2	Y[pH5N4FS]	1	18	19	5.26	13.22	
H5N3S	Y[pH4N2]	0	12	12	0.0	13.54	
H6N5FS3	Y[pH6N5F]	0	12	12	0.0	13.54	
H6N5FS2	Y[pH6N5F]	0	12	12	0.0	13.54	
H6N5FS2	Y[pH6N5FS]	0	12	12	0.0	13.54	
H6N5S3	Y[pH4N4S]	2	24	26	7.69	13.62	
H5N4S2	Y[pH2N2]	67	287	354	18.93	13.93	
H6N5S3	Y[pN]	23	117	140	16.43	14.1	
H6N5FS3	Y[pH4N3F]	1	19	20	5.0	14.16	
H5N4S2	Y[pH3N4]	0	13	13	0.0	14.67	
H6N3S	Y[pH4N2]	0	13	13	0.0	14.67	
H5N4FS	Y[pH4N3FS]	1	20	21	4.76	15.11	
H6N5FS3	Y[pH6N5S2]	1	20	21	4.76	15.11	
H6N4FS	Y[pHN3F]	0	14	14	0.0	15.8	
H6N3S	Y[pH5N2]	0	14	14	0.0	15.8	
H5N4FS2	Y[pHN2F]	0	14	14	0.0	15.8	
H5N5FS2	Y[pH4N4F]	0	14	14	0.0	15.8	
H6N5S3	Y[pH3N3]	16	92	108	14.81	15.91	
H5N4	Y[pHN2]	11	71	82	13.41	16.35	
H6N5FS3	Y[pNF]	0	15	15	0.0	16.93	
H5N2	Y[pHN2]	1	22	23	4.35	17.02	
H5N4FS	Y[pH5N4F]	6	49	55	10.91	17.13	
H5N4S	Y[pH2N3]	3	34	37	8.11	17.39	
H5N4S2	Y[pH3N2]	58	265	323	17.96	17.46	
H5N4F	Y[pH3N2F]	2	29	31	6.45	17.9	
H6N5S3	Y[pH3N3S]	8	61	69	11.59	18.66	
H6N5S3	Y[pN2]	3	36	39	7.69	19.02	
H6N5FS3	Y[pH5N4S2]	3	36	39	7.69	19.02	
H6N4FS	Y[pH2N4F]	0	17	17	0.0	19.18	
H5N4S2	Y[pN2]	36	183	219	16.44	19.29	
H5N4FS2	Y[pNF]	9	68	77	11.69	20.07	
H5N4FS2	Y[pH3N3FS]	4	44	48	8.33	21.01	
H5N4F2S	Y[pH5N4F2]	0	19	19	0.0	21.44	
H6N5FS3	Y[pH4N4F]	0	19	19	0.0	21.44	
H5N4F	Y[pH2N2F]	2	33	35	5.71	21.46	
H5N4S2	Y[pH2N3]	4	45	49	8.16	21.81	
H5N4S2	Y[pH5N4]	37	194	231	16.02	22.04	
H5N4FS2	Y[pH2N2F]	6	56	62	9.68	22.04	
H5N4S	Y[pH4N4]	3	40	43	6.98	22.35	
H6N5FS2	Y[pH5N4F]	0	20	20	0.0	22.57	
H5N4	Y[pN]	21	128	149	14.09	22.99	
H5N4	Y[pH3N3]	10	79	89	11.24	24.01	
H5N4S2	Y[pH4N4]	7	64	71	9.86	24.07	
H5N4	Y[pH3N2]	11	85	96	11.46	24.73	
H6N5S3	Y[pH5N4S2]	3	43	46	6.52	24.92	
H5N4FS	Y[pH2N2F]	4	50	54	7.41	25.86	
H6N5S3	Y[pH6N5S2]	2	38	40	5.0	26.04	
H5N4FS2	Y[pH3N2F]	5	57	62	8.06	26.91	
H5N4S2	Y[pH3N3]	64	317	381	16.8	26.96	
H5N4S	Y[pN2]	15	108	123	12.2	27.07	
H6N5FS3	Y[pH3N3F]	0	24	24	0.0	27.09	
H5N4FS2	Y[pH5N4F]	4	52	56	7.14	27.52	
H6N5S3	Y[pH6N5]	0	25	25	0.0	28.22	
H6N5S3	Y[pH6N5S]	3	47	50	6.0	28.42	
H5N4S	Y[pN]	38	216	254	14.96	29.74	
H5N4S	Y[pH5N4]	15	114	129	11.63	30.73	
H5N4	Y[pH4N3]	7	74	81	8.64	31.47	
H5N4S	Y[pH3N2]	25	163	188	13.3	31.92	
H5N4S2	Y[pH4N3]	66	344	410	16.1	34.09	
H5N4	Y[pH2N2]	12	106	118	10.17	35.35	
H5N4S2	Y[pHN2]	32	202	234	13.68	35.76	
H5N4F2S	Y[pH3N3F2]	0	32	32	0.0	36.13	
H5N4FS2	Y[pH3N3F]	7	80	87	8.05	36.13	
H6N5FS3	Y[pH6N5FS]	0	36	36	0.0	40.65	
H5N4S2	Y[pH3N3S]	26	185	211	12.32	41.67	
H5N4FS2	Y[pH5N4FS]	2	55	57	3.51	42.38	
H5N4S	Y[pH2N2]	25	182	207	12.08	42.72	
H6N5FS3	Y[pH5N4F]	0	38	38	0.0	42.91	
H5N4S2	Y[pH4N3S]	36	235	271	13.28	43.58	
H6N5FS3	Y[pH6N5FS2]	0	39	39	0.0	44.04	
H5N4FS2	Y[pH4N3FS]	3	66	69	4.35	45.91	
